passage_id	surface	page	physical_folio	locus	target_ordinal	current_line	target_focused_line	working_default_de	rival_1_de	rival_2_de	rival_2_mechanism_de	confidence_0_100_not_probability	render_status	gdt787_new_renderer_license	portable_component_used	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	component_export_credit
G787-PASS-01	alkeedy	f108r	f108	f108r.37	11	tchedy qokey okeey lkeey chedy cheokeey qokeey chedl al lkair alkeedy ram	tchedy · qokey · okeey · lkeey · chedy · cheokeey · qokeey · chedl · al · lkair · ⟦alkeedy = Material I, heiß bis Endstufe⟧ · ram	Material I, heiß bis Endstufe	Material I, vollständig ausgekocht	Drogenportion I, lagerfertig	formgebundene Kompositionshypothese; kein Komponentenexport	44	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-02	chalkeedy	f108r	f108	f108r.26	11	dair okal chedy qokeedy oteor al qokedy qokedy otaiin otedar chalkeedy	dair · okal · chedy · qokeedy · oteor · al · qokedy · qokedy · otaiin · otedar · ⟦chalkeedy = heiße Trockendroge, Endstufe⟧	heiße Trockendroge, Endstufe	geröstete Pflanzendroge	eingedickter Extraktrückstand	gelernte Ganzwortkarte mit Schwesteranalogie	36	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-03	chekeedy	f111r	f111	f111r.17	9	otes lchey lshedy qoteedy olcheody qokeey chey kal chekeedy oteed keedy otam	otes · lchey · lshedy · qoteedy · olcheody · qokeey · chey · kal · ⟦chekeedy = erhitzte Trockenzubereitung⟧ · oteed · keedy · otam	erhitzte Trockenzubereitung	ausgekochte Pflanzendroge	getrocknete Fertigarznei	gelernte Ganzwortkarte mit Schwesteranalogie	40	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-04	cheolkeedy	f108v	f108	f108v.43	6	shodain cheal shedy rcheetey qokeey cheolkeedy cheol chedytey okeearam	shodain · cheal · shedy · rcheetey · qokeey · ⟦cheolkeedy = trockenes Material, heiß bis Endstufe⟧ · cheol · chedytey · okeearam	trockenes Material, heiß bis Endstufe	geröstetes Pflanzenmaterial	eingedickter Zubereitungsrückstand	formgebundene Kompositionshypothese; kein Komponentenexport	45	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-05	chkeedy	f83r	f83	f83r.3	3	olkeedy qotal chkeedy chey daiin chey lchedy qokaiin qotal dar	olkeedy · qotal · ⟦chkeedy = heiß-trockener Endzustand⟧ · chey · daiin · chey · lchedy · qokaiin · qotal · dar	heiß-trockener Endzustand	geröstete Droge	getrockneter Extrakt, gebrauchsfertig	gekürzte Ganzwortkarte statt Handlungszerlegung	38	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-06	chokeedy	f108r	f108	f108r.41	3	sheedain qokeedy chokeedy qoteody keesho daiin chedy keedal as keodky	sheedain · qokeedy · ⟦chokeedy = heiß-trockener Endansatz⟧ · qoteody · keesho · daiin · chedy · keedal · as · keodky	heiß-trockener Endansatz	eingekochter Trockenextrakt	geröstete Arzneimischung	übernommene Ganzwortkarte ohne CLOSED-Komponente	50	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-07	cholkeedy	f115v	f115	f115v.9	4	ychees chdaiin chotain cholkeedy qotchy chody qotain lkchey lchey ror	ychees · chdaiin · chotain · ⟦cholkeedy = getrocknetes Gut, heiß bis Endstufe⟧ · qotchy · chody · qotain · lkchey · lchey · ror	getrocknetes Gut, heiß bis Endstufe	geröstete Trockendroge	verdampfter Extraktrückstand	formgebundene Kompositionshypothese; kein Komponentenexport	52	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-08	dolkeedy	f115r	f115	f115r.17	7	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain	qol · cheey · qotchy · daiin · daiin · cheocthy · ⟦dolkeedy = erhitzte Materialdosis, Endstufe⟧ · qotaiin · chol · oteeedchey · okeedain	erhitzte Materialdosis, Endstufe	abgemessene Abkochungsdosis	getrocknete Arzneiportion	formgebundene Kompositionshypothese; kein Komponentenexport	32	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-09	dykeedy	f79r	f79	f79r.26	4	polaiin olteedy qotchey dykeedy qokchdy opchedy shol ory	polaiin · olteedy · qotchey · ⟦dykeedy = erhitzte Fertigzubereitung⟧ · qokchdy · opchedy · shol · ory	erhitzte Fertigzubereitung	gebrauchsfertige Arzneimischung	Zubereitung der höchsten Reifestufe	gelernte Ganzwortkarte ohne dy-Export	25	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
G787-PASS-10	keedy	f106v	f106	f106v.32	4	polos shdair sheky keedy qoeedy qofchedy sair al pchedy ypodaiin saram	polos · shdair · sheky · ⟦keedy = heißer Endzustand⟧ · qoeedy · qofchedy · sair · al · pchedy · ypodaiin · saram	heißer Endzustand	vollständig ausgekochte Zubereitung	höchste Reife- oder Gütestufe	übernommene Ganzwortkarte ohne innere Zerlegung	72	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0
