population	head	axis	primary_unique_events	primary_contact_folios	base_contacts	expanded_contacts	haldane_log_or	absolute_haldane_log_or	direction	target_rotation_absolute_rank	target_rotation_denominator	leave_one_contact_folio_sign_agreement	weighted_base_contacts	weighted_expanded_contacts	weighted_haldane_log_or	weighted_direction_agrees	folio_disjoint_external_occurrences	folio_disjoint_external_folios	external_record_compatibility_mean_score	external_record_compatibility_direction	external_record_compatibility_direction_agrees	record_training_external_overlap_folios	record_training_external_overlap_occurrences	record_compatibility_not_independent_semantics	local_association_pass	relation_conditioned_record_head	literal_credit	component_export_credit
EXACT35	chckhedy	L	2	2	1	1	0.854610507233	0.854610507233	EXPANDED	16	25	0.5	1	1	0.854610507233	1	1	1	1.00969586186	EXPANDED	1	1	1	1	0	0	0	0
EXACT35	chckhedy	DY	2	2	2	0	-0.03984043376	0.03984043376	BASE	25	25	0	2	0	-0.03984043376	1	1	1	-0.411745843035	BASE	1	1	1	1	0	0	0	0
EXACT35	chckhey	L	2	2	1	1	0.854610507233	0.854610507233	EXPANDED	19	25	0.5	1	1	0.854610507233	1	18	17	0.662080429299	EXPANDED	1	17	18	1	0	0	0	0
EXACT35	chckhey	DY	3	3	2	1	1.06552863737	1.06552863737	EXPANDED	25	25	0.666666666667	2	1	1.06552863737	1	19	18	-0.448025396365	BASE	0	17	18	1	0	0	0	0
EXACT35	cheal	L	4	4	3	1	0.00418520098209	0.00418520098209	EXPANDED	25	25	0.75	3	1	0.00418520098209	1	15	8	0.875826204947	EXPANDED	1	8	15	1	0	0	0	0
EXACT35	cheal	DY	2	2	1	1	1.57775482159	1.57775482159	EXPANDED	25	25	1	1	1	1.57775482159	1	15	8	-0.25604103679	BASE	0	7	14	1	0	0	0	0
EXACT35	cheeol	L	1	1	1	0	-0.247664789193	0.247664789193	BASE	25	25	0	1	0	-0.247664789193	1	4	4	-0.0733602017404	BASE	1	3	3	1	0	0	0	0
EXACT35	cheeol	DY	1	1	0	1	2.67776571188	2.67776571188	EXPANDED	25	25	1	0	1	2.67776571188	1	4	4	1.68915996141	EXPANDED	1	2	2	1	0	0	0	0
EXACT35	cheo	L	1	1	0	1	1.95478285862	1.95478285862	EXPANDED	6	25	1	0.5	1	1.26085595093	1	29	20	0.689633005445	EXPANDED	1	19	28	1	0	0	0	0
EXACT35	cheo	DY	4	3	3	1	0.727653875976	0.727653875976	EXPANDED	25	25	0.666666666667	3	1	0.727653875976	1	26	19	1.17145175398	EXPANDED	1	16	22	1	0	0	0	0
EXACT35	cheor	L	11	10	4	7	1.38300565719	1.38300565719	EXPANDED	8	25	1	5	7	1.1807651027	1	32	25	-0.0441816200548	BASE	0	24	31	1	0	0	0	0
EXACT35	cheor	DY	1	1	0	1	2.67776571188	2.67776571188	EXPANDED	13	25	1	0	1	2.67776571188	1	37	28	2.61095600796	EXPANDED	1	18	23	1	0	0	0	0
EXACT35	cheos	L	2	2	1	1	0.854610507233	0.854610507233	EXPANDED	14	25	0.5	1	1	0.854610507233	1	18	15	0.570699489494	EXPANDED	1	14	17	1	0	0	0	0
EXACT35	cheos	DY	1	1	1	0	0.472385750459	0.472385750459	EXPANDED	25	25	1	1	0	0.472385750459	1	18	15	0.861932207457	EXPANDED	1	14	17	1	0	0	0	0
EXACT35	cheoty	L	0	0	0	0	0.852507562194	0.852507562194	EXPANDED	25	25	0	0	0	0.852507562194	1	2	2	0.99633671435	EXPANDED	1	2	2	1	0	0	0	0
EXACT35	cheoty	DY	1	1	1	0	0.472385750459	0.472385750459	EXPANDED	25	25	1	1	0	0.472385750459	1	2	2	-0.556219170508	BASE	0	2	2	1	0	0	0	0
EXACT35	chofol	L	1	1	0	1	1.95478285862	1.95478285862	EXPANDED	19	25	1	0	1	1.95478285862	1	0	0	NA	NA	0	0	0	1	0	0	0	0
EXACT35	chofol	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	0	0	NA	NA	0	0	0	1	0	0	0	0
EXACT35	chokal	L	0	0	0	0	0.852507562194	0.852507562194	EXPANDED	25	25	0	0	0	0.852507562194	1	2	2	0.136062227568	EXPANDED	1	2	2	1	0	0	0	0
EXACT35	chokal	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0.5	0	0.878550403891	1	2	2	3.17886428848	EXPANDED	1	1	1	1	0	0	0	0
EXACT35	chokey	L	1	1	1	0	-0.247664789193	0.247664789193	BASE	25	25	0	1.5	0	-0.536127806628	1	1	1	0.513827459221	EXPANDED	0	1	1	1	0	0	0	0
EXACT35	chokey	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	1	1	1.96991205257	EXPANDED	1	1	1	1	0	0	0	0
EXACT35	choky	L	4	4	4	0	-1.35097192217	1.35097192217	BASE	8	25	1	5.5	0	-1.64100970831	1	19	17	-0.364925550712	BASE	1	17	19	1	0	0	0	0
EXACT35	choky	DY	1	1	0	1	2.67776571188	2.67776571188	EXPANDED	3	25	1	0	1	2.67776571188	1	20	18	3.07366565214	EXPANDED	1	8	9	1	0	0	0	0
EXACT35	ckhor	L	1	1	0	1	1.95478285862	1.95478285862	EXPANDED	16	25	1	0	1	1.95478285862	1	5	5	-0.783028298566	BASE	0	5	5	1	0	0	0	0
EXACT35	ckhor	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	5	5	4.02990530728	EXPANDED	1	0	0	1	0	0	0	0
EXACT35	cthy	L	12	11	12	0	-2.38525159325	2.38525159325	BASE	4	25	1	13.5	0	-2.50096596557	1	51	35	-0.863583232208	BASE	1	35	51	1	1	1	0	0
EXACT35	cthy	DY	4	3	2	2	1.58315700846	1.58315700846	EXPANDED	25	25	1	2	2	1.58315700846	1	67	43	3.82379250322	EXPANDED	1	6	7	1	0	0	0	0
