population	head	axis	excluded_contact_folios	record_model_training_events	record_model_training_folios	folio_disjoint_external_occurrences	folio_disjoint_external_folios	external_record_compatibility_mean_score	external_record_compatibility_direction	direct_relation_direction	direction_agrees	model_features	record_training_external_overlap_folios	record_training_external_overlap_folio_ids	record_training_external_overlap_occurrences	evidence_channel	source_provenance	record_compatibility_not_independent_semantics	semantic_credit	component_export_credit
EXACT35	chckhedy	L	f76v|f83v	900	160	1	1	1.00969586186	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	1	f111v	1	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chckhedy	DY	f108r|f78r	802	88	1	1	-0.411745843035	BASE	BASE	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	1	f111v	1	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chckhey	L	f113r|f75v	896	160	18	17	0.662080429299	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	17	f17v|f51v|f76r|f76v|f77r|f79r|f82r|f85r|f95r|f100v|f103r|f104r|f108v|f111v|f113v|f115r|f116r	18	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chckhey	DY	f53v|f75v|f78v	820	87	19	18	-0.448025396365	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	17	f51v|f76r|f76v|f77r|f79r|f82r|f85r|f95r|f100v|f103r|f104r|f108v|f111v|f113r|f113v|f115r|f116r	18	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheal	L	f108v|f42v|f58v|f82v	875	158	15	8	0.875826204947	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	8	f8v|f58r|f82r|f83v|f103r|f111r|f111v|f113v	15	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheal	DY	f108v|f58r	839	88	15	8	-0.25604103679	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	7	f58v|f82r|f83v|f103r|f111r|f111v|f113v	14	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheeol	L	f88v	910	161	4	4	-0.0733602017404	BASE	BASE	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	3	f17v|f87v|f112v	3	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheeol	DY	f88v	854	89	4	4	1.68915996141	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	2	f26v|f112v	2	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheo	L	f17v	897	161	29	20	0.689633005445	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	19	f5r|f49r|f49v|f93r|f100v|f102v|f104v|f105v|f106r|f107r|f111r|f111v|f112r|f112v|f113r|f114r|f114v|f115r|f115v	28	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheo	DY	f108r|f114v|f20r	812	87	26	19	1.17145175398	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	16	f5r|f41r|f100v|f102v|f104v|f105v|f106r|f107r|f111r|f111v|f112r|f112v|f113r|f114r|f115r|f115v	22	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheor	L	f102v|f24r|f29r|f51r|f78v|f79r|f82r|f83v|f87r|f88r	843	152	32	25	-0.0441816200548	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	24	f2v|f3r|f3v|f4v|f5r|f17v|f21r|f28v|f30r|f39v|f47v|f49v|f54v|f58r|f76v|f86v|f88v|f94r|f100v|f104r|f106r|f107r|f107v|f115r	31	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheor	DY	f115r	852	89	37	28	2.61095600796	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	18	f3r|f5r|f39v|f54v|f58r|f76v|f79r|f82r|f83v|f86v|f88v|f94r|f100v|f102v|f104r|f106r|f107r|f107v	23	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheos	L	f87r|f89r	904	160	18	15	0.570699489494	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	14	f20v|f41v|f46r|f58r|f66v|f87v|f88v|f102v|f104v|f106v|f111r|f113v|f115r|f115v	17	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheos	DY	f86v	835	89	18	15	0.861932207457	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	14	f20v|f26r|f41v|f46r|f58r|f66v|f88v|f102v|f104v|f106v|f111r|f113v|f115r|f115v	17	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheoty	L	NONE	914	162	2	2	0.99633671435	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	2	f103r|f114r	2	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cheoty	DY	f105r	847	89	2	2	-0.556219170508	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	2	f103r|f114r	2	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chofol	L	f102r	902	161	0	0	NA	NA	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	0	NONE	0	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chofol	DY	NONE	863	90	0	0	NA	NA	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	0	NONE	0	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chokal	L	NONE	914	162	2	2	0.136062227568	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	2	f58v|f93r	2	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chokal	DY	NONE	863	90	2	2	3.17886428848	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	1	f58v	1	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chokey	L	f42v	907	161	1	1	0.513827459221	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	1	f58r	1	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	chokey	DY	NONE	863	90	1	1	1.96991205257	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	1	f58r	1	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	choky	L	f114v|f15v|f28r|f49v	885	158	19	17	-0.364925550712	BASE	BASE	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	17	f6r|f14v|f16r|f20r|f29r|f35r|f44r|f44v|f46r|f50v|f56r|f58r|f89v|f90r|f102v|f106r|f115v	19	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
