model	paragraph_id	page	locus	token_index	surface	rank_stable_all_three	dictionary_covered	confidence	provenance	render_group	group_first	render_text_de	render_kind	hypothesis_not_translation	confirmed_lexeme	component_export_credit
D	JP01	f17r	f17r.4	1	tcho	0	0	UNKNOWN	NONE	D:f17r.4:1	1	[tcho]	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.4	2	shol	1	1	LOW_EXPLORATORY	GDT625|GDT759	D:f17r.4:2	1	feucht (Eigenschaft)	EXPLORATORY_EXACT_WHOLE	1	0	0
D	JP01	f17r	f17r.4	3	qokol	1	0	UNKNOWN	NONE	D:f17r.4:3	1	[qokol qor olaiin opydg som ypchy ypaim]	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.4	4	qor	1	0	UNKNOWN	NONE	D:f17r.4:3	0	CONSUMED_BY_PREVIOUS	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.4	5	olaiin	1	0	UNKNOWN	NONE	D:f17r.4:3	0	CONSUMED_BY_PREVIOUS	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.4	6	opydg	1	0	UNKNOWN	NONE	D:f17r.4:3	0	CONSUMED_BY_PREVIOUS	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.4	7	som	0	0	UNKNOWN	NONE	D:f17r.4:3	0	CONSUMED_BY_PREVIOUS	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.4	8	ypchy	1	0	UNKNOWN	NONE	D:f17r.4:3	0	CONSUMED_BY_PREVIOUS	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.4	9	ypaim	1	0	UNKNOWN	NONE	D:f17r.4:3	0	CONSUMED_BY_PREVIOUS	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.5	1	ychekchy	1	0	UNKNOWN	NONE	D:f17r.5:1	1	[ychekchy]	UNRESOLVED_EVA	1	0	0
D	JP01	f17r	f17r.5	2	cthy	1	1	LOW_EXPLORATORY	GDT625|GDT768	D:f17r.5:2	1	Blattgut	EXPLORATORY_EXACT_WHOLE	1	0	0
D	JP01	f17r	f17r.5	3	chor	1	1	LOW_EXPLORATORY	GDT759|GDT768	D:f17r.5:3	1	Blütenstand	EXPLORATORY_EXACT_WHOLE	1	0	0
