head	candidate_id	candidate_de	candidate_gate_feature	gate_state	observed_gate_value	registered_producer_available	gate_reachable_from_current_inputs	evidence_channel	source_provenance	requirement_spec_source	required_new_discriminator	unobserved_is_not_counterevidence	literal_identity_promotion_authorized	confirmed_lexeme	component_export_credit
chckhedy	S01	Wasser	PATIENT_MEDIUM_DURATION_OR_PROCESS	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	independently grounded patient, medium and ordered duration/process	1	0	0	0
chckhedy	S02	Wein	QUALIFIED_OR_ADMIN_MEDIUM	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	independently grounded qualified or administered medium	1	0	0	0
chckhedy	S03	Öl	PRODUCED_RESULT_OR_MEASURED_MIXING_MEDIUM	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	independently grounded produced result or mixing medium	1	0	0	0
chckhedy	S04	Salz	SALT_SPECIFIC_ANCHOR	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	salt-specific independent anchor	1	0	0	0
chckhedy	S05	Blattgut	MANUAL_LEAF_OWNER_MULTI_FOLIO	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	direct leaf-specific token owners on multiple folios	1	0	0	0
chckhedy	S06	Wurzel	MANUAL_ROOT_OWNER_MULTI_FOLIO	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	direct root-specific token owners on multiple folios	1	0	0	0
chckhedy	S07	Blüte	MANUAL_FLOWER_OWNER_MULTI_FOLIO	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	direct flower-specific token owners on multiple folios	1	0	0	0
chckhedy	S08	Samen	MANUAL_SEED_OWNER_MULTI_FOLIO	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	direct seed-specific token owners on multiple folios	1	0	0	0
chckhedy	S08	Samen	MULTI_NAME_INGREDIENT_LIST	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	independently grounded command-governed multiple-ingredient list	1	0	0	0
chckhedy	S09	Pulver	POWDER_SPECIFIC_ANCHOR	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	powder-specific independent anchor	1	0	0	0
chckhedy	S10	Holz	MANUAL_WOOD_OWNER_MULTI_FOLIO	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	direct wood-specific token owners on multiple folios	1	0	0	0
chckhedy	S11	zerreibe	SOLID_PATIENT_THEN_MIX_OR_SIEVE	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	independently grounded solid patient and ordered mixing/sieving	1	0	0	0
chckhedy	S12	mische	MULTIPLE_PATIENTS_THEN_NEXT_STEP	UNOBSERVED	NA	0	0	UNOBSERVED_CANDIDATE_SPECIFIC_EVIDENCE	NONE	experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/SEMANTIC_PROFILE_SPECS.tsv	independently grounded multiple patients and ordered successor step	1	0	0	0
