population	head	axis	null_id	expanded_contacts	base_contacts	haldane_log_or	absolute_log_or	changed_label_fraction	observed_reference	ties_count_against_head
EXACT35	chckhedy	L	OBSERVED	1	1	0.854610507233	0.854610507233	0	1	1
EXACT35	chckhedy	L	K01	2	0	2.46928495712	2.46928495712	0.241980866629	0	1
EXACT35	chckhedy	L	K02	1	1	0.854610507233	0.854610507233	0.235227912212	0	1
EXACT35	chckhedy	L	K03	0	2	-0.760052913277	0.760052913277	0.244231851435	0	1
EXACT35	chckhedy	L	K04	1	1	0.854610507233	0.854610507233	0.1924592009	0	1
EXACT35	chckhedy	L	K05	2	0	2.46928495712	2.46928495712	0.237478897017	0	1
EXACT35	chckhedy	L	K06	0	2	-0.760052913277	0.760052913277	0.214969048959	0	1
EXACT35	chckhedy	L	K07	0	2	-0.760052913277	0.760052913277	0.239729881823	0	1
EXACT35	chckhedy	L	K08	1	1	0.854610507233	0.854610507233	0.183455261677	0	1
EXACT35	chckhedy	L	K09	2	0	2.46928495712	2.46928495712	0.214969048959	0	1
EXACT35	chckhedy	L	K10	1	1	0.854610507233	0.854610507233	0.226223972988	0	1
EXACT35	chckhedy	L	K11	0	2	-0.760052913277	0.760052913277	0.239729881823	0	1
EXACT35	chckhedy	L	K12	1	1	0.854610507233	0.854610507233	0.168823860439	0	1
EXACT35	chckhedy	L	K13	2	0	2.46928495712	2.46928495712	0.23860438942	0	1
EXACT35	chckhedy	L	K14	0	2	-0.760052913277	0.760052913277	0.221722003376	0	1
EXACT35	chckhedy	L	K15	0	2	-0.760052913277	0.760052913277	0.223972988182	0	1
EXACT35	chckhedy	L	K16	1	1	0.854610507233	0.854610507233	0.178953292065	0	1
EXACT35	chckhedy	L	K17	2	0	2.46928495712	2.46928495712	0.244231851435	0	1
EXACT35	chckhedy	L	K18	1	1	0.854610507233	0.854610507233	0.208216094541	0	1
EXACT35	chckhedy	L	K19	0	2	-0.760052913277	0.760052913277	0.237478897017	0	1
EXACT35	chckhedy	L	K20	1	1	0.854610507233	0.854610507233	0.173325830051	0	1
EXACT35	chckhedy	L	K21	2	0	2.46928495712	2.46928495712	0.227349465391	0	1
EXACT35	chckhedy	L	K22	0	2	-0.760052913277	0.760052913277	0.223972988182	0	1
EXACT35	chckhedy	L	K23	0	2	-0.760052913277	0.760052913277	0.246482836241	0	1
EXACT35	chckhedy	L	K24	1	1	0.854610507233	0.854610507233	0.155317951604	0	1
EXACT35	chckhedy	DY	OBSERVED	0	2	-0.03984043376	0.03984043376	0	1	1
EXACT35	chckhedy	DY	K01	0	2	-0.03984043376	0.03984043376	0.241980866629	0	1
EXACT35	chckhedy	DY	K02	0	2	-0.03984043376	0.03984043376	0.235227912212	0	1
EXACT35	chckhedy	DY	K03	0	2	-0.03984043376	0.03984043376	0.244231851435	0	1
EXACT35	chckhedy	DY	K04	0	2	-0.03984043376	0.03984043376	0.1924592009	0	1
EXACT35	chckhedy	DY	K05	1	1	1.57775482159	1.57775482159	0.237478897017	0	1
EXACT35	chckhedy	DY	K06	0	2	-0.03984043376	0.03984043376	0.214969048959	0	1
EXACT35	chckhedy	DY	K07	0	2	-0.03984043376	0.03984043376	0.239729881823	0	1
EXACT35	chckhedy	DY	K08	0	2	-0.03984043376	0.03984043376	0.183455261677	0	1
EXACT35	chckhedy	DY	K09	0	2	-0.03984043376	0.03984043376	0.214969048959	0	1
EXACT35	chckhedy	DY	K10	0	2	-0.03984043376	0.03984043376	0.226223972988	0	1
EXACT35	chckhedy	DY	K11	0	2	-0.03984043376	0.03984043376	0.239729881823	0	1
EXACT35	chckhedy	DY	K12	0	2	-0.03984043376	0.03984043376	0.168823860439	0	1
EXACT35	chckhedy	DY	K13	0	2	-0.03984043376	0.03984043376	0.23860438942	0	1
EXACT35	chckhedy	DY	K14	1	1	1.57775482159	1.57775482159	0.221722003376	0	1
EXACT35	chckhedy	DY	K15	0	2	-0.03984043376	0.03984043376	0.223972988182	0	1
EXACT35	chckhedy	DY	K16	1	1	1.57775482159	1.57775482159	0.178953292065	0	1
EXACT35	chckhedy	DY	K17	1	1	1.57775482159	1.57775482159	0.244231851435	0	1
EXACT35	chckhedy	DY	K18	0	2	-0.03984043376	0.03984043376	0.208216094541	0	1
EXACT35	chckhedy	DY	K19	0	2	-0.03984043376	0.03984043376	0.237478897017	0	1
EXACT35	chckhedy	DY	K20	0	2	-0.03984043376	0.03984043376	0.173325830051	0	1
EXACT35	chckhedy	DY	K21	0	2	-0.03984043376	0.03984043376	0.227349465391	0	1
EXACT35	chckhedy	DY	K22	1	1	1.57775482159	1.57775482159	0.223972988182	0	1
EXACT35	chckhedy	DY	K23	0	2	-0.03984043376	0.03984043376	0.246482836241	0	1
EXACT35	chckhedy	DY	K24	0	2	-0.03984043376	0.03984043376	0.155317951604	0	1
EXACT35	chckhey	L	OBSERVED	1	1	0.854610507233	0.854610507233	0	1	1
EXACT35	chckhey	L	K01	1	1	0.854610507233	0.854610507233	0.241980866629	0	1
EXACT35	chckhey	L	K02	0	2	-0.760052913277	0.760052913277	0.235227912212	0	1
EXACT35	chckhey	L	K03	0	2	-0.760052913277	0.760052913277	0.244231851435	0	1
EXACT35	chckhey	L	K04	2	0	2.46928495712	2.46928495712	0.1924592009	0	1
EXACT35	chckhey	L	K05	1	1	0.854610507233	0.854610507233	0.237478897017	0	1
EXACT35	chckhey	L	K06	0	2	-0.760052913277	0.760052913277	0.214969048959	0	1
EXACT35	chckhey	L	K07	1	1	0.854610507233	0.854610507233	0.239729881823	0	1
EXACT35	chckhey	L	K08	1	1	0.854610507233	0.854610507233	0.183455261677	0	1
EXACT35	chckhey	L	K09	1	1	0.854610507233	0.854610507233	0.214969048959	0	1
EXACT35	chckhey	L	K10	1	1	0.854610507233	0.854610507233	0.226223972988	0	1
EXACT35	chckhey	L	K11	1	1	0.854610507233	0.854610507233	0.239729881823	0	1
EXACT35	chckhey	L	K12	1	1	0.854610507233	0.854610507233	0.168823860439	0	1
EXACT35	chckhey	L	K13	1	1	0.854610507233	0.854610507233	0.23860438942	0	1
EXACT35	chckhey	L	K14	0	2	-0.760052913277	0.760052913277	0.221722003376	0	1
EXACT35	chckhey	L	K15	0	2	-0.760052913277	0.760052913277	0.223972988182	0	1
EXACT35	chckhey	L	K16	2	0	2.46928495712	2.46928495712	0.178953292065	0	1
EXACT35	chckhey	L	K17	1	1	0.854610507233	0.854610507233	0.244231851435	0	1
EXACT35	chckhey	L	K18	0	2	-0.760052913277	0.760052913277	0.208216094541	0	1
EXACT35	chckhey	L	K19	1	1	0.854610507233	0.854610507233	0.237478897017	0	1
EXACT35	chckhey	L	K20	1	1	0.854610507233	0.854610507233	0.173325830051	0	1
EXACT35	chckhey	L	K21	1	1	0.854610507233	0.854610507233	0.227349465391	0	1
EXACT35	chckhey	L	K22	1	1	0.854610507233	0.854610507233	0.223972988182	0	1
EXACT35	chckhey	L	K23	1	1	0.854610507233	0.854610507233	0.246482836241	0	1
EXACT35	chckhey	L	K24	1	1	0.854610507233	0.854610507233	0.155317951604	0	1
EXACT35	chckhey	DY	OBSERVED	1	2	1.06552863737	1.06552863737	0	1	1
EXACT35	chckhey	DY	K01	1	2	1.06552863737	1.06552863737	0.241980866629	0	1
EXACT35	chckhey	DY	K02	1	2	1.06552863737	1.06552863737	0.235227912212	0	1
EXACT35	chckhey	DY	K03	1	2	1.06552863737	1.06552863737	0.244231851435	0	1
EXACT35	chckhey	DY	K04	1	2	1.06552863737	1.06552863737	0.1924592009	0	1
EXACT35	chckhey	DY	K05	1	2	1.06552863737	1.06552863737	0.237478897017	0	1
EXACT35	chckhey	DY	K06	1	2	1.06552863737	1.06552863737	0.214969048959	0	1
EXACT35	chckhey	DY	K07	1	2	1.06552863737	1.06552863737	0.239729881823	0	1
EXACT35	chckhey	DY	K08	1	2	1.06552863737	1.06552863737	0.183455261677	0	1
EXACT35	chckhey	DY	K09	1	2	1.06552863737	1.06552863737	0.214969048959	0	1
EXACT35	chckhey	DY	K10	1	2	1.06552863737	1.06552863737	0.226223972988	0	1
EXACT35	chckhey	DY	K11	1	2	1.06552863737	1.06552863737	0.239729881823	0	1
EXACT35	chckhey	DY	K12	1	2	1.06552863737	1.06552863737	0.168823860439	0	1
EXACT35	chckhey	DY	K13	1	2	1.06552863737	1.06552863737	0.23860438942	0	1
EXACT35	chckhey	DY	K14	1	2	1.06552863737	1.06552863737	0.221722003376	0	1
EXACT35	chckhey	DY	K15	1	2	1.06552863737	1.06552863737	0.223972988182	0	1
EXACT35	chckhey	DY	K16	1	2	1.06552863737	1.06552863737	0.178953292065	0	1
EXACT35	chckhey	DY	K17	1	2	1.06552863737	1.06552863737	0.244231851435	0	1
EXACT35	chckhey	DY	K18	1	2	1.06552863737	1.06552863737	0.208216094541	0	1
EXACT35	chckhey	DY	K19	1	2	1.06552863737	1.06552863737	0.237478897017	0	1
EXACT35	chckhey	DY	K20	1	2	1.06552863737	1.06552863737	0.173325830051	0	1
EXACT35	chckhey	DY	K21	1	2	1.06552863737	1.06552863737	0.227349465391	0	1
EXACT35	chckhey	DY	K22	1	2	1.06552863737	1.06552863737	0.223972988182	0	1
EXACT35	chckhey	DY	K23	1	2	1.06552863737	1.06552863737	0.246482836241	0	1
EXACT35	chckhey	DY	K24	1	2	1.06552863737	1.06552863737	0.155317951604	0	1
EXACT35	cheal	L	OBSERVED	1	3	0.00418520098209	0.00418520098209	0	1	1
EXACT35	cheal	L	K01	3	1	1.70927488344	1.70927488344	0.241980866629	0	1
EXACT35	cheal	L	K02	2	2	0.856724481645	0.856724481645	0.235227912212	0	1
EXACT35	cheal	L	K03	0	4	-1.35097192217	1.35097192217	0.244231851435	0	1
EXACT35	cheal	L	K04	1	3	0.00418520098209	0.00418520098209	0.1924592009	0	1
EXACT35	cheal	L	K05	2	2	0.856724481645	0.856724481645	0.237478897017	0	1
EXACT35	cheal	L	K06	1	3	0.00418520098209	0.00418520098209	0.214969048959	0	1
EXACT35	cheal	L	K07	1	3	0.00418520098209	0.00418520098209	0.239729881823	0	1
EXACT35	cheal	L	K08	1	3	0.00418520098209	0.00418520098209	0.183455261677	0	1
EXACT35	cheal	L	K09	1	3	0.00418520098209	0.00418520098209	0.214969048959	0	1
EXACT35	cheal	L	K10	1	3	0.00418520098209	0.00418520098209	0.226223972988	0	1
EXACT35	cheal	L	K11	0	4	-1.35097192217	1.35097192217	0.239729881823	0	1
EXACT35	cheal	L	K12	1	3	0.00418520098209	0.00418520098209	0.168823860439	0	1
EXACT35	cheal	L	K13	1	3	0.00418520098209	0.00418520098209	0.23860438942	0	1
EXACT35	cheal	L	K14	1	3	0.00418520098209	0.00418520098209	0.221722003376	0	1
EXACT35	cheal	L	K15	1	3	0.00418520098209	0.00418520098209	0.223972988182	0	1
EXACT35	cheal	L	K16	1	3	0.00418520098209	0.00418520098209	0.178953292065	0	1
EXACT35	cheal	L	K17	1	3	0.00418520098209	0.00418520098209	0.244231851435	0	1
EXACT35	cheal	L	K18	2	2	0.856724481645	0.856724481645	0.208216094541	0	1
EXACT35	cheal	L	K19	0	4	-1.35097192217	1.35097192217	0.237478897017	0	1
EXACT35	cheal	L	K20	0	4	-1.35097192217	1.35097192217	0.173325830051	0	1
