occurrence_id	head	page	physical_folio	locus	line_number	token_index	line_token_count	line_position	section	language	hand	rank_stable_all_three	strict_paragraph	paragraph_id	paragraph_line_index	paragraph_line_count	paragraph_line_position	targetfree_line_length_bin	source_discovery_coordinate	minimum_core_pivot_distance	strict_external_occurrence	landmark_tags	landmark_hits	visual_occurrence_kind	visual_topology_family	visual_context_scope	visual_owner_id	visual_evidence_channel	visual_source_provenance	occurrence_source_provenance	written_line_eva	literal_credit	component_export_credit
G809-HO0001	cthy	f2r	f2r	f2r.2	2	5	5	LAST	H	A	1	1	1	G809-P0001	2	7	MIDDLE	2	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:shor@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	dorchory chkar s shor cthy	0	0
G809-HO0002	cthy	f2r	f2r	f2r.6	6	9	9	LAST	H	A	1	1	1	G809-P0001	6	7	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	saiin dain d dkol sor ytoldy dchol dchy cthy	0	0
G809-HO0003	dal	f2r	f2r	f2r.11	11	2	9	MIDDLE	H	A	1	1	1	G809-P0002	4	6	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ychain dal chy dalor shan dan olsaiin sheey ckhor	0	0
G809-HO0004	ckhor	f2r	f2r	f2r.11	11	9	9	LAST	H	A	1	1	1	G809-P0002	4	6	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ychain dal chy dalor shan dan olsaiin sheey ckhor	0	0
G809-HO0005	sho	f2r	f2r	f2r.13	13	1	5	FIRST	H	A	1	1	1	G809-P0002	6	6	LAST	2	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@+3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho ykeey chey daiin chcthy	0	0
G809-HO0006	sho	f2v	f2v	f2v.2	2	3	9	MIDDLE	H	A	1	1	1	G809-P0003	2	4	MIDDLE	3	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	kcho kchy sho shol qotcho loeees qoty chor daiin	0	0
G809-HO0007	qoty	f2v	f2v	f2v.2	2	7	9	MIDDLE	H	A	1	1	1	G809-P0003	2	4	MIDDLE	3	0	3	1	NEAR_CHOR_SHOR|NEAR_VALUE_FORM	LM01:NEAR_CHOR_SHOR:chor@+1|LM03:NEAR_VALUE_FORM:daiin@+2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	kcho kchy sho shol qotcho loeees qoty chor daiin	0	0
G809-HO0008	sho	f2v	f2v	f2v.4	4	1	4	FIRST	H	A	1	1	1	G809-P0003	4	4	LAST	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho cholo cheor chodaiin	0	0
G809-HO0009	cheor	f2v	f2v	f2v.4	4	3	4	MIDDLE	H	A	1	1	1	G809-P0003	4	4	LAST	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho cholo cheor chodaiin	0	0
G809-HO0010	cthy	f3r	f3r	f3r.3	3	5	5	LAST	H	A	1	1	1	G809-P0005	3	10	MIDDLE	2	0	2	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ochor qocheor chol daiin cthy	0	0
G809-HO0011	sho	f3r	f3r	f3r.9	9	1	5	FIRST	H	A	1	1	1	G809-P0005	9	10	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho vor sheoldam otchody ol	0	0
G809-HO0012	cheor	f3r	f3r	f3r.19	19	3	9	MIDDLE	H	A	1	1	1	G809-P0008	2	3	MIDDLE	3	0	3	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	0	0
G809-HO0013	cthy	f3r	f3r	f3r.19	19	9	9	LAST	H	A	1	1	1	G809-P0008	2	3	MIDDLE	3	0	3	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	0	0
G809-HO0014	odaiin	f3r	f3r	f3r.20	20	3	9	MIDDLE	H	A	1	1	1	G809-P0008	3	3	LAST	2	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:aiin@+3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ycheor chol odaiin chol s aiin okol or am	0	0
G809-HO0015	cheor	f3v	f3v	f3v.6	6	2	5	MIDDLE	H	A	1	1	1	G809-P0009	6	6	LAST	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	or cheor kor chodaly chom	0	0
G809-HO0016	cthy	f3v	f3v	f3v.9	9	5	5	LAST	H	A	1	1	1	G809-P0010	3	8	MIDDLE	2	0	3	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ytcheear okeol cthodoaly chor cthy	0	0
G809-HO0017	sho	f3v	f3v	f3v.11	11	1	6	FIRST	H	A	1	1	1	G809-P0010	5	8	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho shockho ckhy tchor chodaiin chom	0	0
G809-HO0018	cthy	f4r	f4r	f4r.4	4	6	6	LAST	H	A	1	1	1	G809-P0011	4	4	LAST	2	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@-2	RUNNING_EVENT	WHOLE_PLANT_ARTICLE	DIRECT_PAGE_CONTEXT_ONLY	F4R_WHOLE_PLANT	CACHED_CONTEXT_NOT_TOKEN_PART_OWNER	experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qotchol chy yty daiin okaiin cthy	0	0
G809-HO0019	cthy	f4r	f4r	f4r.8	8	4	5	MIDDLE	H	A	1	1	1	G809-P0012	4	9	MIDDLE	2	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:shor@-3	RUNNING_EVENT	WHOLE_PLANT_ARTICLE	DIRECT_PAGE_CONTEXT_ONLY	F4R_WHOLE_PLANT	CACHED_CONTEXT_NOT_TOKEN_PART_OWNER	experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	shor shol shol cthy cpholdy	0	0
G809-HO0020	cthy	f4v	f4v	f4v.2	2	4	8	MIDDLE	H	A	1	1	1	G809-P0013	2	6	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ol chey chy cthy shkchor sheo cheory choldy	0	0
G809-HO0021	sheo	f4v	f4v	f4v.2	2	6	8	MIDDLE	H	A	1	1	1	G809-P0013	2	6	MIDDLE	3	0	NONE	1	NEAR_CTHY	LM02:NEAR_CTHY:cthy@-2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ol chey chy cthy shkchor sheo cheory choldy	0	0
G809-HO0022	sho	f4v	f4v	f4v.3	3	1	8	FIRST	H	A	1	1	1	G809-P0013	3	6	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho sho chaiin shaiin daiin qodaiin o aram	0	0
G809-HO0023	sho	f4v	f4v	f4v.3	3	2	8	MIDDLE	H	A	1	1	1	G809-P0013	3	6	MIDDLE	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@+3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho sho chaiin shaiin daiin qodaiin o aram	0	0
G809-HO0024	sho	f4v	f4v	f4v.8	8	4	6	MIDDLE	H	A	1	1	1	G809-P0014	2	8	MIDDLE	2	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	oleeeb chor cthol sho otor cthory	0	0
G809-HO0025	sheo	f4v	f4v	f4v.10	10	2	5	MIDDLE	H	A	1	1	1	G809-P0014	4	8	MIDDLE	1	0	2	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	otaiin sheo okeody chol chokeody	0	0
G809-HO0026	sho	f4v	f4v	f4v.11	11	1	6	FIRST	H	A	1	1	1	G809-P0014	5	8	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho kcheor shody shtaiin qotol daiin	0	0
G809-HO0027	sho	f4v	f4v	f4v.12	12	2	8	MIDDLE	H	A	1	1	1	G809-P0014	6	8	MIDDLE	3	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qokey sho okeol s keey shar char ody	0	0
G809-HO0028	ody	f4v	f4v	f4v.12	12	8	8	LAST	H	A	1	1	1	G809-P0014	6	8	MIDDLE	3	0	5	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qokey sho okeol s keey shar char ody	0	0
G809-HO0029	cheor	f4v	f4v	f4v.13	13	3	6	MIDDLE	H	A	1	1	1	G809-P0014	7	8	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	shody s cheor chokody shodaiin qoty	0	0
G809-HO0030	sho	f5r	f5r	f5r.2	2	4	9	MIDDLE	H	A	1	1	1	G809-P0015	2	4	MIDDLE	3	0	5	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ochey okey qokaiin sho ckhoy cthey chey okas otol	0	0
G809-HO0031	cheor	f5r	f5r	f5r.4	4	5	6	MIDDLE	H	A	1	1	1	G809-P0015	4	4	LAST	2	0	3	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	otain sheody chan s cheor chocthy	0	0
G809-HO0032	sho	f5r	f5r	f5r.5	5	5	8	MIDDLE	H	A	1	1	1	G809-P0016	1	3	FIRST	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@+2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tchy shody qoaiin cholols sho qotcheo daiin shodaiin	0	0
G809-HO0033	sho	f5r	f5r	f5r.6	6	1	9	FIRST	H	A	1	1	1	G809-P0016	2	3	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	0	0
