statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	closure_sequence	v63_parse_status_fixed	v63_ordered_template_sequence	pre_state	owner_operation	active_item_preparation_operation	target_station_operation	previous_item_operation	post_state	complete_technical_plant_reading	complete_iatromedical_comparator	technical_assumptions	technical_weighted_cost	iatromedical_assumptions	iatromedical_weighted_cost	coherence_winner	comparison_reason	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	comparison_contract	source_lineage
H1-S001	H1	f10r	F001	10	1|2|3|4|5|6|7|8|9|10	F001:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > ACTION_APPLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	Bild-Wurzelstock als Rohlos H1-R01 übernehmen, reinigen, schneiden und in Wasser mazerieren; aktive Prüfportion am Musterstreifen einsetzen, Sollmaß buchen und trockenen Rest lagern.	Nimm die faserige untere Wurzel ; wasche sie in fließendem Wasser ; Daraus, aus demselben Ansatz ; Gleichmäßig bearbeiten ; zerstoße sie zu grobem Pulver ; gib Rotwein hinzu ; trinke es bei Magenschmerz ; Die aktive Portion verwenden ; Ein vorgeschriebenes Maß ; bewahre die übrige Wurzel trocken auf	PART_OR_HARVEST:1|PROCESS_STEP:5|MEDIUM_OR_ADDITIVE:1|CONTAINER_OR_TARGET:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:1	11	PART_OR_HARVEST:1|PROCESS_STEP:4|MEDIUM_OR_ADDITIVE:2|CONTAINER_OR_TARGET:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:1|DISEASE_OR_BODY:1	13	IATROMEDICAL	Der technische Ablauf ist registerklar, doch das f10r-Heilpflanzenbild und der V53-Abiss-Wasser-Vergleich stützen den medizinischen Artikel stärker als einen Musterstreifen.	Prüfstreifen und Werkstattzweck besitzen keinen sichtbaren Eigentümer.	E1@65f320e75510b2f38182:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E2@dedc383b600397a301ee:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E3@4d4559019a961b834aa1:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E4@80ebbbbf238eee9f0aef:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E5@df1098831679a8ad1b39:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E6@12efe866f335461823a6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E7@62ff059766b21c7de083:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E8@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC > E9@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT > E10@a6939862e33ece5a0483:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H1-S002	H1	f10r	F002	4	11|12|13|14	F002:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > LINK_ACTIVE > STATE_GATE	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	CARRY	RESUME	CARRY	RESUME	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	Gelagerte H1-Wurzelcharge aufnehmen, einen zweiten Auszug erwärmen, formal an den laufenden Stand verknüpfen und als arbeitsbereit freigeben.	gebrauche die frisch bereitete Arznei ; wende sie warm an ; Mit der vorigen Zubereitung weiter ; Sobald die Zubereitung gebrauchsfertig ist	PROCESS_STEP:1|PRODUCT_FUNCTION:1	3	PROCESS_STEP:1|CONTAINER_OR_TARGET:1|PRODUCT_FUNCTION:1	4	TIE	RESUME/LINK/BEREIT trägt beide Lesungen; weder warme Anwendung noch Materialfreigabe ist Karteninhalt.	Die verknüpften Chargen bleiben ohne lokale Prosa unbestimmt.	E11@9ad66e67803a12e745de:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E12@e8a6105b5c3a6220b440:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E13@dcda95c81a5460feb191:LINK_ACTIVE:STRICT_FORMAL_PROMPT_ONLY > E14@e0b630cb1b5df5e7105b:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H2-S001	H2	f10r	F003	9	15|16|17|18|19|20|21|22|23	F003:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > STATE_GATE > LINK_ACTIVE > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Oberteile derselben Bildpflanze als H2-R01 sammeln, quetschen und pressen; Flüssigkeit als aktiven Ansatz führen, mit Wasser nachziehen und nach Sollmenge buchen.	sie wächst auf feuchtem Wiesengrund ; Sobald die Zubereitung gebrauchsfertig ist ; Die bereitete Arbeitsflüssigkeit ; gib den ausgepressten Saft hinzu ; koche es sanft ; Diese aktive Portion ; Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion	PART_OR_HARVEST:1|PROCESS_STEP:3|MEDIUM_OR_ADDITIVE:1|PRODUCT_FUNCTION:1	7	PART_OR_HARVEST:2|PROCESS_STEP:2|PRODUCT_FUNCTION:1	6	TECHNICAL	Aktiver Ansatz und Sollmaß ergeben eine saubere Chargeneröffnung; ein äußerlicher Arzneizweck erscheint hier noch nicht.	Oberteile, Pressen und Wasser sind nicht kartengebunden.	E15@7249edc4df3419c26999:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E16@e0b630cb1b5df5e7105b:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E17@7a4bb8136330ee4e6e56:LINK_ACTIVE:EXACT_JOINT_TUPLE_MNEMONIC > E18@f3c23f42baf625639e1e:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E19@af816c04e65874a0f2fa:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E20@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E21@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E22@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E23@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H2-S002	H2	f10r	F004	8	24|25|26|27|28|29|30|31	F004:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY > LINK_ACTIVE > SELECT_PREVIOUS > LINK_ACTIVE > PARAMETER_ASSIGN > EXEMPLAR_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY	RESUME	CARRY	RESUME	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Frühe Erntefraktion H2-R03 an den laufenden Ansatz binden, vorige Charge wieder aufnehmen, Sollmenge abteilen und als Vergleichsmazerat führen.	vor der Blüte gesammelt ; Die bereitete Arbeitsflüssigkeit ; eine Handvoll ; Mit der vorigen Zubereitung weiter ; Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; Ein vorgeschriebenes Maß ; Daraus, aus demselben Ansatz	PART_OR_HARVEST:1|PROCESS_STEP:1|PRODUCT_FUNCTION:1	4	PART_OR_HARVEST:2|PRODUCT_FUNCTION:1	4	TECHNICAL	Drei Linkoperationen, VORIGES? und MASS? passen unmittelbar zu einer Chargenvergleichsbuchung.	Die frühe Erntefraktion ist ein lokaler, nicht formaler Wert.	E24@10488b911aae52b3b334:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E25@7a4bb8136330ee4e6e56:LINK_ACTIVE:EXACT_JOINT_TUPLE_MNEMONIC > E26@497cbd9c7401810ff56b:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E27@dcda95c81a5460feb191:LINK_ACTIVE:STRICT_FORMAL_PROMPT_ONLY > E28@dec401773c1f0347793d:SELECT_PREVIOUS:EXACT_JOINT_TUPLE_MNEMONIC > E29@dcda95c81a5460feb191:LINK_ACTIVE:STRICT_FORMAL_PROMPT_ONLY > E30@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT > E31@4d4559019a961b834aa1:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H2-S003	H2	f10r	F005	7	32|33|34|35|36|37|38	F005:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > LINK_ACTIVE > LINK_ACTIVE > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	Späte Erntefraktion als parallelen Ansatz führen, beide Auszüge gleich seihen, Farbe und Bodensatz vergleichen und verschlossen lagern.	wenn sich die Blüte geöffnet hat ; Die bereitete Arbeitsflüssigkeit ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; bis ein bitterer Geschmack bleibt ; Diese aktive Portion ; bewahre diesen Anteil unter Öl	PART_OR_HARVEST:1|PROCESS_STEP:2|STORAGE_CONDITION:1|PRODUCT_FUNCTION:1	6	PART_OR_HARVEST:1|PROCESS_STEP:1|MEDIUM_OR_ADDITIVE:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:1	6	TIE	Parallele Ansätze sind formal passend, aber Erntezeit und Vergleich ebenso still wie Öl und äußerlicher Gebrauch der medizinischen Fassung.	Kein exakter Trigger bezeichnet Vergleich, Farbe oder Lagerung.	E32@27d97af8c96eb056c2e6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E33@7a4bb8136330ee4e6e56:LINK_ACTIVE:EXACT_JOINT_TUPLE_MNEMONIC > E34@7a4bb8136330ee4e6e56:LINK_ACTIVE:EXACT_JOINT_TUPLE_MNEMONIC > E35@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E36@409de02322e7b2ca0c62:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E37@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E38@834825c61d048a6b5628:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H3-S001	H3	f11r	F006	7	39|40|41|42|43|44|45	F006:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > STATE_GATE > EXEMPLAR_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	INTRODUCE	RESET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	Blüten-/Krautlos sammeln, sortieren, quetschen, in Wasser mazerieren und zweimal seihen; am KLAR?-Gate schließen und das Filtrat absetzen lassen.	sammle die Wurzel im Frühjahr ; vom schattigen Waldort ; bevor sich die Blütenkrone öffnet ; presse die gequetschte Wurzel durch ein Tuch ; seihe die Flüssigkeit ein zweites Mal ; Bis die Flüssigkeit klar abläuft ; lasse die geseihte Flüssigkeit offen abkühlen	PART_OR_HARVEST:2|PROCESS_STEP:4|MEDIUM_OR_ADDITIVE:1|PRODUCT_FUNCTION:1	9	PART_OR_HARVEST:3|PROCESS_STEP:3|PRODUCT_FUNCTION:1	8	TIE	Klarheitsgate und Feldschluss tragen ein Filtrat, nicht aber dessen medizinischen oder technischen Zweck.	Farbextraktfunktion und zweimaliges Seihen sind lokale Expansionen.	E39@953ad19b79517fc8a211:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E40@428a5e3662aa57b4b256:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E41@bdad9f9ea8b80f141496:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E42@a8af08e69edab8e54f15:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E43@deb377381ceaf55ea310:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E44@b5df9126607030b95175:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E45@2e2027b1951d79911e24:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H3-S002	H3	f11r	F007	1	46	F007:OPEN	UNPARSED	EXEMPLAR_ONLY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	CARRY	CARRY	CARRY	INTRODUCE	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	Einen Blütenkopf als Referenzfraktion H3-R02 zurücklegen und offen weiterführen.	behalte die Blütenkrone zurück	PART_OR_HARVEST:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:1	4	PART_OR_HARVEST:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:1	4	TECHNICAL	Ein einstelliger offener Posten funktioniert sparsamer als Materialreserve denn als vollständige Heilanweisung.	Das einzige Ereignis ist EXEMPLAR_ONLY; selbst ‚zurücklegen‘ ist unbelegt.	E46@577c03a928d674d420d7:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H3-S003	H3	f11r	F008	5	47|48|49|50|51	F008:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	CARRY	RESUME	INTRODUCE	CARRY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	Klarfiltrat aufnehmen, auf drei Probengläser verteilen, Farbe und Niederschlag notieren und das Sollmaß je Glas buchen.	von diesem abgebildeten Simplex ; Diese aktive Portion ; binde es auf die geschwollene Stelle ; Diese aktive Portion ; Ein vorgeschriebenes Maß	PROCESS_STEP:2|CONTAINER_OR_TARGET:1|PRODUCT_FUNCTION:1	5	PROCESS_STEP:1|CONTAINER_OR_TARGET:1|PRODUCT_FUNCTION:1	4	IATROMEDICAL	MASS? trägt nur das Maß; Probengläser und Farbe kosten mehr Zusatzannahmen als die im Herbal-Kontext erwartbare lokale Anwendung.	Kein ACTION-Trigger trägt Dosieren oder Prüfen.	E47@d665560c8ff80799a82c:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E48@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E49@b2812c8283c3a62438bd:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E50@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E51@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H3-S004	H3	f11r	F009	4	52|53|54|55	F009:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > STATE_GATE > EXEMPLAR_ONLY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	Blattfraktion warm ausziehen, am BEREIT?-Gate freigeben und getrennt von der Referenzblüte verwahren.	bereite aus den Blättern einen warmen Umschlag ; lege ihn warm auf ; Sobald die Zubereitung gebrauchsfertig ist ; Diese aktive Portion	PART_OR_HARVEST:1|PROCESS_STEP:2|STORAGE_CONDITION:1|PRODUCT_FUNCTION:1	6	PART_OR_HARVEST:1|PROCESS_STEP:2|CONTAINER_OR_TARGET:1|PRODUCT_FUNCTION:1	6	IATROMEDICAL	BEREIT? passt beiden; das sichtbare Herbal-Genre macht eine Auflage etwas günstiger als eine unbebilderte Materialprobenserie.	Blattfraktion, Wärme und Lagerung sind nicht in den Kartenwerten enthalten.	E52@a48efd6c4491a046ba78:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E53@322281bd391aa621f568:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E54@e0b630cb1b5df5e7105b:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E55@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
H4-S001	H4	f55v	F010	5	56|57|58|59|60	F010:TERMINAL	AMBIGUOUS	PARAMETER_ASSIGN > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Standardposten H4-R01 und Sollmaß setzen, breite Blätter waschen, schneiden und in Wasser mazerieren; erste Blattflotte absetzen und schließen.	beginne den nächsten abgemessenen Posten ; Ein vorgeschriebenes Maß ; koche das breite Blatt sanft ; in Weißwein ; lasse es ziehen, bis die Flüssigkeit klar ist	PART_OR_HARVEST:1|PROCESS_STEP:3|MEDIUM_OR_ADDITIVE:1|PRODUCT_FUNCTION:1	7	PART_OR_HARVEST:1|PROCESS_STEP:2|MEDIUM_OR_ADDITIVE:1|PRODUCT_FUNCTION:1	6	TECHNICAL	Doppelte Parametersetzung plus Terminalfeld ist eine klare Chargeneröffnung mit Commit.	Die Blattflotte und das Mazerationsmedium bleiben lokale Werte.	E56@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E57@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E58@403c1592f918c8f23b88:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E59@d929a14ec45749b2e805:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E60@97cc9ac109148723c472:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+SAME_V60_VALUES+SAME_V62_STATE+SAME_V63_STATUS;ONLY_LOCAL_EDITION_DIFFERS	V61_SELECTED_STATEMENT>V62_SELECTED_MACHINE>V63_SELECTED_PARSE>V64_R3_DUAL_READING
