record_unit_id	model	weight_contract	assumption_counts	weighted_cost	cost_scope	interpretation	source_lineage
H1	TECHNICAL_PLANT_REGISTER	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:1|PROCESS_STEP:6|MEDIUM_OR_ADDITIVE:1|CONTAINER_OR_TARGET:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:2	14	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H1	IATROMEDICAL	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:1|PROCESS_STEP:5|MEDIUM_OR_ADDITIVE:2|CONTAINER_OR_TARGET:2|STORAGE_CONDITION:1|PRODUCT_FUNCTION:2|DISEASE_OR_BODY:1	17	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H2	TECHNICAL_PLANT_REGISTER	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:3|PROCESS_STEP:6|MEDIUM_OR_ADDITIVE:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:3	17	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H2	IATROMEDICAL	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:5|PROCESS_STEP:3|MEDIUM_OR_ADDITIVE:1|STORAGE_CONDITION:1|PRODUCT_FUNCTION:3	16	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H3	TECHNICAL_PLANT_REGISTER	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:4|PROCESS_STEP:8|MEDIUM_OR_ADDITIVE:1|CONTAINER_OR_TARGET:1|STORAGE_CONDITION:2|PRODUCT_FUNCTION:4	24	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H3	IATROMEDICAL	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:5|PROCESS_STEP:6|CONTAINER_OR_TARGET:2|STORAGE_CONDITION:1|PRODUCT_FUNCTION:4	22	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H4	TECHNICAL_PLANT_REGISTER	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:2|PROCESS_STEP:10|MEDIUM_OR_ADDITIVE:2|CONTAINER_OR_TARGET:2|STORAGE_CONDITION:1|PRODUCT_FUNCTION:4	25	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H4	IATROMEDICAL	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:1|PROCESS_STEP:6|MEDIUM_OR_ADDITIVE:2|CONTAINER_OR_TARGET:2|STORAGE_CONDITION:1|PRODUCT_FUNCTION:4	20	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H5	TECHNICAL_PLANT_REGISTER	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:5|PROCESS_STEP:7|MEDIUM_OR_ADDITIVE:2|CONTAINER_OR_TARGET:3|STORAGE_CONDITION:4|PRODUCT_FUNCTION:6	33	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
H5	IATROMEDICAL	PART/HARVEST=1;PROCESS=1;MEDIUM=1;CONTAINER/TARGET=1;STORAGE=1;PRODUCT_FUNCTION=2;DISEASE/BODY=2;VISIBLE_OWNER=0	PART_OR_HARVEST:6|PROCESS_STEP:5|MEDIUM_OR_ADDITIVE:2|CONTAINER_OR_TARGET:3|STORAGE_CONDITION:2|PRODUCT_FUNCTION:6|DISEASE_OR_BODY:1	32	SUM_OF_STATEMENT_LOCAL_FILLERS;EXACT_MNEMONICS+FORMAL_PROMPTS+V62_REGISTERS_COST_ZERO	EXPLORATORY_DESCRIPTION_LENGTH_PROXY_NOT_PROBABILITY	V64_R3_FIXED_SYMMETRIC_COST_RUBRIC
