page	locus	token_ordinal	surface	line_mode	reader_mode	rule_id	construction	ar_level	v65_fraction_de	fraction_de	share_de	stage_de	class_de
f104v	f104v.2	7	otarar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H009	O_COLD_RECURSIVE	I_I	erste Unterfraktion der Fraktion I des kalten Ansatzes	erste Unterfraktion der Fraktion I des kalten Ansatzes	Unteranteil I des Anteils I des kalten Ansatzes	kalter Ansatz auf Zubereitungsstufe I, Unterstufe I	kalter Ansatz, Stoffklasse I, Unterklasse I
f104v	f104v.2	9	otair	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H008	O_COLD	II	Fraktion II des kalten Ansatzes	Fraktion II des kalten Ansatzes	Anteil II des kalten Ansatzes	kalter Ansatz auf Zubereitungsstufe II	kalter Ansatz, Stoffklasse II
f105r	f105r.2	11	odar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H005	O_MEASURE	I	Fraktion I des Ansatzes abmessen	Fraktion I des Ansatzes abmessen	Anteil I des Ansatzes abmessen	Material des Ansatzes auf Stufe I abmessen	Ansatzstoff der Klasse I abmessen
f105r	f105r.31	4	ar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H001	NAKED	I	Drogenfraktion I	Drogenfraktion I	Drogenanteil I	Drogenmaterial auf Stufe I	Drogenstoff, Klasse I
f105v	f105v.1	2	oair	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H004	O_PREP	II	Fraktion II des Ansatzes	Fraktion II des Ansatzes	Anteil II des Ansatzes	Ansatz auf Zubereitungsstufe II	Ansatz, Stoffklasse II
f105v	f105v.14	3	qokaiir	ACTION_SEQUENCE	ARBEITSGANG	H016	QO_HOT_TAKE	III	nimm die heiße Drogenfraktion III	nimm die heiße Drogenfraktion III	nimm den heißen Drogenanteil III	nimm die heiße Drogenzubereitung auf Stufe III	nimm heißen Drogenstoff der Klasse III
f105v	f105v.14	8	odar	ACTION_SEQUENCE	ARBEITSGANG	H005	O_MEASURE	I	Fraktion I des Ansatzes abmessen	Fraktion I des Ansatzes abmessen	Anteil I des Ansatzes abmessen	Material des Ansatzes auf Stufe I abmessen	Ansatzstoff der Klasse I abmessen
f107r	f107r.40	7	olkar	NOMINAL_REGISTER	ZUSTANDSLISTE	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f107r	f107r.40	8	otair	NOMINAL_REGISTER	ZUSTANDSLISTE	H008	O_COLD	II	Fraktion II des kalten Ansatzes	Fraktion II des kalten Ansatzes	Anteil II des kalten Ansatzes	kalter Ansatz auf Zubereitungsstufe II	kalter Ansatz, Stoffklasse II
f113v	f113v.17	4	olkar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f114r	f114r.24	8	aiir	NOMINAL_REGISTER	ZUSTANDSLISTE	H002	NAKED	III	Drogenfraktion III	Drogenfraktion III	Drogenanteil III	Drogenmaterial auf Stufe III	Drogenstoff, Klasse III
f114r	f114r.26	2	olkaiir	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H012	O_WOOD_HOT	III	Fraktion III des heißen Holzansatzes	Fraktion III des heißen Holzansatzes	Anteil III des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe III	heißer Holzansatz, Stoffklasse III
f114r	f114r.26	5	okar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H006	O_HOT	I	Fraktion I des heißen Ansatzes	Fraktion I des heißen Ansatzes	Anteil I des heißen Ansatzes	heißer Ansatz auf Zubereitungsstufe I	heißer Ansatz, Stoffklasse I
f114v	f114v.36	8	qotar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H014	QO_COLD	I	kalte Drogenfraktion I	kalte Drogenfraktion I	kalter Drogenanteil I	kalte Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, kalt
f116r	f116r.12	2	ar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H001	NAKED	I	Drogenfraktion I	Drogenfraktion I	Drogenanteil I	Drogenmaterial auf Stufe I	Drogenstoff, Klasse I
f75r	f75r.3	8	olkar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f80r	f80r.17	5	qokar	ACTION_SEQUENCE	ARBEITSGANG	H013	QO_HOT	I	heiße Drogenfraktion I	heiße Drogenfraktion I	heißer Drogenanteil I	heiße Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, heiß
f80r	f80r.17	9	olkar	ACTION_SEQUENCE	ARBEITSGANG	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f80v	f80v.27	3	olkar	NOMINAL_REGISTER	ZUSTANDSLISTE	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f80v	f80v.35	3	olkar	ACTION_SEQUENCE	ARBEITSGANG	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f83v	f83v.12	8	olkar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f85r2	f85r2.5	2	olkar	NOMINAL_REGISTER	ZUSTANDSLISTE	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v3	f86v3.13	6	olkar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v5	f86v5.2	3	qokar	ACTION_SEQUENCE	ARBEITSGANG	H013	QO_HOT	I	heiße Drogenfraktion I	heiße Drogenfraktion I	heißer Drogenanteil I	heiße Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, heiß
f86v5	f86v5.2	5	qokar	ACTION_SEQUENCE	ARBEITSGANG	H013	QO_HOT	I	heiße Drogenfraktion I	heiße Drogenfraktion I	heißer Drogenanteil I	heiße Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, heiß
f86v5	f86v5.24	1	oar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H003	O_PREP	I	Fraktion I des Ansatzes	Fraktion I des Ansatzes	Anteil I des Ansatzes	Ansatz auf Zubereitungsstufe I	Ansatz, Stoffklasse I
f86v5	f86v5.24	8	olkar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v5	f86v5.4	10	olkar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v6	f86v6.25	2	qokar	ACTION_SEQUENCE	ARBEITSGANG	H013	QO_HOT	I	heiße Drogenfraktion I	heiße Drogenfraktion I	heißer Drogenanteil I	heiße Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, heiß
f86v6	f86v6.25	3	olkar	ACTION_SEQUENCE	ARBEITSGANG	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v6	f86v6.25	4	qodar	ACTION_SEQUENCE	ARBEITSGANG	H015	QO_MEASURE	I	Fraktion I abmessen	Fraktion I abmessen	Drogenanteil I abmessen	Drogenmaterial auf Stufe I abmessen	Drogenstoff der Klasse I abmessen
f86v6	f86v6.31	4	olkar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v6	f86v6.31	6	okar	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	H006	O_HOT	I	Fraktion I des heißen Ansatzes	Fraktion I des heißen Ansatzes	Anteil I des heißen Ansatzes	heißer Ansatz auf Zubereitungsstufe I	heißer Ansatz, Stoffklasse I
f86v6	f86v6.4	12	olkar	QUANTITY_LABEL	MENGEN_UND_ZUSTANDSLISTE	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v6	f86v6.5	4	olkar	NOMINAL_REGISTER	ZUSTANDSLISTE	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f86v6	f86v6.5	9	qokar	NOMINAL_REGISTER	ZUSTANDSLISTE	H013	QO_HOT	I	heiße Drogenfraktion I	heiße Drogenfraktion I	heißer Drogenanteil I	heiße Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, heiß
f86v6	f86v6.5	12	qotar	NOMINAL_REGISTER	ZUSTANDSLISTE	H014	QO_COLD	I	kalte Drogenfraktion I	kalte Drogenfraktion I	kalter Drogenanteil I	kalte Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, kalt
f95v1	f95v1.7	3	qokar	NOMINAL_REGISTER	ZUSTANDSLISTE	H013	QO_HOT	I	heiße Drogenfraktion I	heiße Drogenfraktion I	heißer Drogenanteil I	heiße Drogenzubereitung auf Stufe I	Drogenstoff, Klasse I, heiß
f95v1	f95v1.7	4	olkar	NOMINAL_REGISTER	ZUSTANDSLISTE	H011	O_WOOD_HOT	I	Fraktion I des heißen Holzansatzes	Fraktion I des heißen Holzansatzes	Anteil I des heißen Holzansatzes	heißer Holzansatz auf Zubereitungsstufe I	heißer Holzansatz, Stoffklasse I
f95v1	f95v1.7	7	otar	NOMINAL_REGISTER	ZUSTANDSLISTE	H007	O_COLD	I	Fraktion I des kalten Ansatzes	Fraktion I des kalten Ansatzes	Anteil I des kalten Ansatzes	kalter Ansatz auf Zubereitungsstufe I	kalter Ansatz, Stoffklasse I
f95v1	f95v1.7	11	otardy	NOMINAL_REGISTER	ZUSTANDSLISTE	H010	O_COLD_FINISHED	I	fertige Fraktion I des kalten Ansatzes	fertige Fraktion I des kalten Ansatzes	fertiger Anteil I des kalten Ansatzes	kalter Ansatz auf Zubereitungsstufe I, fertig	kalter Ansatz, Stoffklasse I, fertig
