source_reading_id	surface	decision	occurrence_count	page_count	pages	positions	old_lexical_core_de	v85_lexical_core_de	v85_context_realization_de	old_score	v85_score	old_level	v85_level	family_ids	decomposition	repair_mode	resolved_debt_atom	evidence_class	evidence_de	counterevidence_de	open_semantic_slots	component_global_export_allowed	old_semantic_scope	v85_semantic_scope	old_global_export_scope	v85_global_export_scope	occurrence_bound_span_override	historical_confirmation
al#1	al	REVISE	3	3	f106r|f114v|f86v6	f106r.23#4|f114v.36#9|f86v6.31#7	Rohstoffklasse I	Material I	Material I	38	46	W1_WEAK_WORKING	W2_PROVISIONAL_WORKING	F_AL	AL	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	Drei aktive Positionen auf drei Seiten; GDT655 belegt AL als unterste Stufe der AL/DAL-Materialleiter, und GDT684 sieht MATERIAL_ROLE ohne Identitaetssignal.	Eine freie A|L-Grenze fehlt; Materialart und historische Benennung bleiben offen.	MATERIAL_IDENTITY	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
alched#1	alched	REVISE	1	1	f104v	f104v.2#8	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	Material I, bis Mittelstufe getrocknet und abgeschlossen	Material I, bis Mittelstufe getrocknet und abgeschlossen	34	34	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	ALCHED_EXACT_WHOLE	EXACT_WHOLE_IDENTITY_RETREAT	ROHDROGE	EXACT_WHOLE_DEBT_RETREAT	Die aktive Ganzform traegt MATERIAL_ROLE, STATE_DRY, STATE_FINISHED und VALUE_GRADE; der Zustandskern bleibt vollständig erhalten.	Singleton; keine zugelassene AL|CHED-Grenze und kein Stoffidentitaetssignal.	MATERIAL_IDENTITY	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
chal#1	chal	REVISE	2	2	f107r|f75r	f107r.40#4|f75r.3#2	Rohstoffklasse I, trocken am Gradanfang	trockenes Material I, Anfangsstufe	trockenes Material I, Anfangsstufe	38	46	W1_WEAK_WORKING	W2_PROVISIONAL_WORKING	F_AL|F_STATE	CH+AL	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	Zwei aktive Positionen sowie 35 dreifach reader-exakte GDT656-Atlaspositionen tragen die CH-Trocken-/AL-I-Schnittmenge.	CH und AL bleiben familiengebundene Analysefelder; keine Stoffidentitaet ist bekannt.	MATERIAL_IDENTITY	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
daiidal#1	daiidal	REVISE	1	1	f23r	f23r.6#9	drei abgemessene Mengen Rohdroge I	abgemessenes Material I; Wert III	Material I, dreimal abgemessen	39	39	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	DAIIDAL_EXACT_WHOLE	EXACT_WHOLE_CORE_CONTEXT_SPLIT	ROHDROGE+MENGE_ALS_WORTKERN	EXACT_WHOLE_DEBT_RETREAT	Die Ganzform traegt MATERIAL_ROLE und VALUE_QUANTITY; V84 trennt abstrakten Wert und lokale Zaehllesung bereits systematisch.	Singleton; DAL-Ende und Wert-III-Analyse sind keine frei exportierbare Segmentierung.	MATERIAL_IDENTITY|VALUE_AXIS	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
dalam#1	dalam	REVISE	1	1	f86v6	f86v6.4#13	ein Maß Rohdroge I	Material I; Maß I	ein Maß Material I	26	26	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	DALAM_EXACT_WHOLE	EXACT_WHOLE_IDENTITY_RETREAT	ROHDROGE	EXACT_WHOLE_DEBT_RETREAT	Die aktive Ganzform traegt Material- und Mengensignale; Maß I bleibt als konkrete Ganzwortlesung erhalten.	Singleton; DAL|AM wird nicht allein aus der sichtbaren Zeichenfolge freigesetzt, die Einheit bleibt unbekannt.	MATERIAL_IDENTITY|MEASURE_UNIT	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
dchal#1	dchal	REVISE	1	1	f24v	f24v.15#3	eine Dosis angetrocknete Rohdroge I	angetrocknetes, abgemessenes Material I	angetrocknetes, abgemessenes Material I	39	39	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	DCHAL_EXACT_WHOLE	EXACT_WHOLE_IDENTITY_RETREAT	DOSIS+ROHDROGE	EXACT_WHOLE_DEBT_RETREAT	MATERIAL_ROLE, STATE_DRY und VALUE_QUANTITY tragen angetrocknet plus abgemessen, ohne eine benannte Einheit zu verlangen.	Singleton; D|CH|AL ist nicht zugelassen und die Materialidentitaet bleibt offen.	MATERIAL_IDENTITY|MEASURE_UNIT	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
kal#1	kal	REVISE	1	1	f114v	f114v.36#10	Rohstoffklasse I, heiß am Gradanfang	heißes Material I, Anfangsstufe	Material I im heißen Anfangsansatz	26	34	W1_WEAK_WORKING	W1_WEAK_WORKING	F_AL|F_STATE	K+AL	ATLAS_FAMILY_CORE_CONTEXT	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	GDT656 belegt die heiße K-Startzelle mit 14 reader-exakten Atlaspositionen; die aktive Stelle traegt MATERIAL_ROLE, STATE_HOT und VALUE_GRADE.	Nur eine aktive Stelle; Ansatz ist lokale Realisierung und keine neue freie K- oder AL-Bedeutung.	MATERIAL_IDENTITY	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
oldal#1	oldal	REVISE	1	1	f114r	f114r.24#2	abgemessener Drogenrohstoff I	abgemessenes Material I	abgemessenes Material I	26	26	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	OLDAL_EXACT_WHOLE	EXACT_WHOLE_IDENTITY_RETREAT	DROGENROHSTOFF	EXACT_WHOLE_DEBT_RETREAT	Die aktive Ganzform bewahrt den abgemessenen Materialkern, ohne eine Droge zu identifizieren.	Singleton; OL|DAL bleibt eine offene Segmentierungsmoeglichkeit und erhaelt keinen Familienbonus.	MATERIAL_IDENTITY	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
otal#1	otal	REVISE	1	1	f116r	f116r.12#10	Rohstoffklasse I im kalten Ansatz, Gradanfang	Material I im kalten Anfangsansatz	Material I im kalten Anfangsansatz	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_AL|F_STATE|F_O	OT+AL	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	109 reader-exakte GDT656-Atlaspositionen tragen O-Rahmen, kalte T-Zelle und AL-I; GDT691 bestaetigt die lokale Zubereitungsrolle.	Die aktive Stelle hat den Rivalen Kaltzubereitung; Ansatz bleibt praktische Rahmensprache, keine Identitaet.	MATERIAL_IDENTITY|PREPARATION_HEAD	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
qoal#1	qoal	REVISE	1	1	f83v	f83v.12#6	Rohstoffklasse I	Material I	Material I	18	26	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	W1_WEAK_WORKING	F_AL|F_REF	QO+AL	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	GDT656 belegt die unqualifizierte QO-AL-Zelle; die aktive Stelle traegt MATERIAL_ROLE ohne Identitaetssignal.	Singleton; QO hat keinen festen deutschen Wortwert und der AL-Kern bleibt familiengebunden.	MATERIAL_IDENTITY|QO_ROLE	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
qokal#1	qokal	REVISE	1	1	f80r	f80r.17#12	Rohstoffklasse I, heiß am Gradanfang	heißes Material I, Anfangsstufe	Material I im heißen Anfangsansatz	26	34	W1_WEAK_WORKING	W1_WEAK_WORKING	F_AL|F_STATE|F_REF	QOK+AL	ATLAS_FAMILY_CORE_CONTEXT	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	158 reader-exakte GDT656-Atlaspositionen tragen die QOK-Heiß-/AL-I-Schnittmenge; die aktive Stelle zeigt Material, Hitze und Gradlage.	Nur eine aktive Stelle; QOK kann ein gelerntes Ganzwortfeld sein und QO bleibt ohne freien Wortwert.	MATERIAL_IDENTITY|QO_ROLE	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
shal#1	shal	REVISE	1	1	f80v	f80v.27#9	Rohstoffklasse I, feucht am Gradanfang	feuchtes Material I, Anfangsstufe	feuchtes Material I, Anfangsstufe	26	34	W1_WEAK_WORKING	W1_WEAK_WORKING	F_AL|F_STATE	SH+AL	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	Elf reader-exakte GDT656-Atlaspositionen tragen die feuchte SH-Startzelle mit AL-I; die aktive Stelle besitzt dieselben Signale.	Nur eine aktive Stelle; Materialart und historischer Wert bleiben offen.	MATERIAL_IDENTITY	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
shdal#1	shdal	REVISE	2	2	f77v|f86v6	f77v.7#9|f86v6.4#7	feuchte abgemessene Rohstoffmenge I am Gradanfang	feuchtes, abgemessenes Material I, Anfangsstufe	feuchtes, abgemessenes Material I, Anfangsstufe	38	46	W1_WEAK_WORKING	W2_PROVISIONAL_WORKING	F_AL|F_STATE	SH+DAL	ATLAS_FAMILY_CORE	ROHSTOFF+MENGENHAUPT	ATLAS_FAMILY_INTERSECTION	Zwei aktive Positionen auf zwei Seiten sowie die akzeptierte GDT655-SH+DAL-Schwester tragen feucht, abgemessen, Material I und Anfangsstufe.	D|AL ist nicht frei belegt; weder Materialidentitaet noch Maßeinheit ist bekannt.	MATERIAL_IDENTITY|MEASURE_UNIT	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
shedal#1	shedal	REVISE	1	1	f76v	f76v.10#2	feuchte abgemessene Rohstoffmenge I in der Gradmitte	feuchtes, abgemessenes Material I, Mittelstufe	feuchtes, abgemessenes Material I, Mittelstufe	26	34	W1_WEAK_WORKING	W1_WEAK_WORKING	F_AL|F_STATE	SHE+DAL	ATLAS_FAMILY_CORE	ROHSTOFF+MENGENHAUPT	ATLAS_FAMILY_INTERSECTION	Die aktive Stelle und die akzeptierte GDT655-SHE+DAL-Schwester tragen feucht, abgemessen, Material I und Mittelstufe.	Singleton; SHE und DAL bleiben gebundene Ganzwortfelder, Material und Einheit unidentifiziert.	MATERIAL_IDENTITY|MEASURE_UNIT	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
tal#1	tal	REVISE	1	1	f86v5	f86v5.2#8	Rohstoffklasse I, kalt am Gradanfang	kaltes Material I, Anfangsstufe	kaltes Material I, Anfangsstufe	26	34	W1_WEAK_WORKING	W1_WEAK_WORKING	F_AL|F_STATE	T+AL	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	14 reader-exakte GDT656-Atlaspositionen tragen die kalte T-Startzelle mit AL-I; die aktive Stelle besitzt dieselben Signale.	Nur eine aktive Stelle; T kann eine Qualitaet statt einer Kuehlhandlung bezeichnen, Materialart bleibt offen.	MATERIAL_IDENTITY	0	ACTIVE_EXACT_WHOLE_READING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	ACTIVE_WORKING_DEFAULT	NONE	H0_NONE
