source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v85_reading_id	v85_lexical_core_de	v85_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de	v85_audit_decision	v85_evidence_class	v85_open_semantic_slots
AR001	adeeody#1	adeeody	gleicher abgemessener Teil der fertigen Zubereitung	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	adeeody#1	gleicher abgemessener Teil der fertigen Zubereitung	gleicher abgemessener Teil der fertigen Zubereitung	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Auszug|Charge	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR002	aiiin#1	aiiin	Menge IV	1	1	NO_LISTED_DEBT_LOW_OR_RIVAL	5	ABSTRACT_VALUE_AXIS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	aiiin#1	Menge IV	Menge IV	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Menge-/Klassenwert IV	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR003	aiijy#1	aiijy	in drei Bündel abfüllen und schließen	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	aiijy#1	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR006	aiir#1	aiir	Drogenanteil III	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	aiir#1	Drogenanteil III	Drogenanteil III	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Ansatzfraktion III	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR007	airoy#1	airoy	Grundansatz aus Drogenanteil II	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	airoy#1	Grundansatz aus Drogenanteil II	Grundansatz aus Drogenanteil II	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Drogenanteil II als Grundansatz	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR008	al#1	al	Rohstoffklasse I	3	3	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	2	0	REVISED_IN_V85	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	al#1	Material I	Material I	38	W1_WEAK_WORKING	46	W2_PROVISIONAL_WORKING	46	W2_PROVISIONAL_WORKING	H0_NONE	Drei aktive Positionen auf drei Seiten; GDT655 belegt AL als unterste Stufe der AL/DAL-Materialleiter, und GDT684 sieht MATERIAL_ROLE ohne Identitaetssignal.	Eine freie A|L-Grenze fehlt; Materialart und historische Benennung bleiben offen.	REVISE	ATLAS_FAMILY_INTERSECTION	MATERIAL_IDENTITY
AR009	alched#1	alched	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	1	1	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	0	0	REVISED_IN_V85	EXACT_WHOLE_IDENTITY_RETREAT	ROHDROGE	alched#1	Material I, bis Mittelstufe getrocknet und abgeschlossen	Material I, bis Mittelstufe getrocknet und abgeschlossen	34	W1_WEAK_WORKING	34	W1_WEAK_WORKING	34	W1_WEAK_WORKING	H0_NONE	Die aktive Ganzform traegt MATERIAL_ROLE, STATE_DRY, STATE_FINISHED und VALUE_GRADE; der Zustandskern bleibt vollständig erhalten.	Singleton; keine zugelassene AL|CHED-Grenze und kein Stoffidentitaetssignal.	REVISE	EXACT_WHOLE_DEBT_RETREAT	MATERIAL_IDENTITY
AR012	araram#1	araram	Drogenanteil I; davon ein Maß	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	araram#1	Drogenanteil I; davon ein Maß	Drogenanteil I; davon ein Maß	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: ein Maß des Unteranteils I des Drogenanteils I	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR013	arl#1	arl	Anteil I der Holzdroge	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	arl#1	Anteil I der Holzdroge	Anteil I der Holzdroge	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: erste Holzdrogenfraktion; lebender Rivale: Drogenanteil I; ein Pfund	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR015	chair#1	chair	trockener Drogenanteil II	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chair#1	trockener Drogenanteil II	trockener Drogenanteil II	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Anteil II des Trockenguts	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
