page	locus	word_index	surface_word	paradigm_schema	word_class	construction_roles	begins_q	has_H	has_OK	has_AI_N	seen_as_label
f58r	f58r.1	0	kor	k+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.1	1	cholfy	chol+fy	OTHER	NONE	0	1	0	0	0
f58r	f58r.1	2	shofchy	cho+fchy	OTHER	NONE	0	0	0	0	0
f58r	f58r.1	3	otoralchy	ot+oral+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.1	4	chofchol	cho+fchol	OTHER	NONE	0	0	0	0	0
f58r	f58r.1	5	sholy	sholy	OTHER	NONE	0	0	0	0	0
f58r	f58r.1	6	otaly	otaly	OTHER	NONE	0	0	0	0	1
f58r	f58r.1	7	dal	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.1	8	m	m	OTHER	NONE	0	0	0	0	0
f58r	f58r.2	0	dshodal	d+shodal	OTHER	NONE	0	0	0	0	0
f58r	f58r.2	1	or	or	OTHER	NONE	0	0	0	0	1
f58r	f58r.2	2	ckhy	ckhy	OTHER	NONE	0	0	0	0	0
f58r	f58r.2	3	olchear	ol+chear	OTHER	NONE	0	1	0	0	0
f58r	f58r.2	4	char	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.2	5	tal	tar	OTHER	NONE	0	0	0	0	1
f58r	f58r.2	6	ytal	y+tar	OTHER	NONE	0	0	0	0	1
f58r	f58r.2	7	ytar	y+tar	OTHER	NONE	0	0	0	0	1
f58r	f58r.2	8	olchokal	ol+chokal	OTHER	NONE	0	0	0	0	0
f58r	f58r.3	0	ykechod	y+ke+chod	OTHER	NONE	0	0	0	0	0
f58r	f58r.3	1	dalaldam	dalal+dam	OTHER	NONE	0	0	0	0	0
f58r	f58r.3	2	ytam	y+tam	OTHER	NONE	0	0	0	0	0
f58r	f58r.3	3	choty	choty	OTHER	NONE	0	0	0	0	0
f58r	f58r.3	4	otchy	ot+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.3	5	otaly	otaly	OTHER	NONE	0	0	0	0	1
f58r	f58r.3	6	shoty	choty	OTHER	NONE	0	0	0	0	0
f58r	f58r.3	7	s	s	OTHER	NONE	0	0	0	0	1
f58r	f58r.4	0	dshor	d+chor	OTHER	NONE	0	1	0	0	1
f58r	f58r.4	1	sholar	sholar	OTHER	NONE	0	0	0	0	0
f58r	f58r.4	2	aiin	aiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.4	3	shalom	char+om	OTHER	NONE	0	1	0	0	0
f58r	f58r.4	4	shaly	shaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.4	5	dalchy	dar+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.4	6	oteom	ote+om	OTHER	NONE	0	0	0	0	0
f58r	f58r.4	7	dal	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.4	8	sholala	sholala	OTHER	NONE	0	0	0	0	0
f58r	f58r.5	0	qor	or	OTHER	NONE	1	0	0	0	1
f58r	f58r.5	1	dchair	d+chair	OTHER	NONE	0	0	0	0	0
f58r	f58r.5	2	am	am	OTHER	NONE	0	0	0	0	1
f58r	f58r.5	3	otar	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.5	4	otar	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.5	5	char	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.5	6	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.5	7	al	al	OTHER	NONE	0	0	0	0	1
f58r	f58r.5	8	char	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.5	9	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.5	10	ary	ary	OTHER	NONE	0	0	0	0	1
f58r	f58r.5	11	ytalar	y+talar	OTHER	NONE	0	0	0	0	0
f58r	f58r.5	12	cham	cham	OTHER	NONE	0	0	0	0	0
f58r	f58r.6	0	torchey	t+or+chey	OTHER	NONE	0	1	0	0	0
f58r	f58r.6	1	otaiin	otaiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.6	2	chary	chary	OTHER	NONE	0	0	0	0	0
f58r	f58r.6	3	oteor	ote+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.6	4	y	y	OTHER	NONE	0	0	0	0	1
f58r	f58r.6	5	otal	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.6	6	dalchor	dar+chor	OTHER	NONE	0	1	0	0	0
f58r	f58r.6	7	ykeey	y+keey	OTHER	NONE	0	0	0	0	0
f58r	f58r.6	8	choltam	chol+tam	OTHER	NONE	0	1	0	0	0
f58r	f58r.7	0	saiin	saiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.7	1	cholkeey	chol+keey	OTHER	NONE	0	1	0	0	0
f58r	f58r.7	2	dal	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.7	3	shom	shom	OTHER	NONE	0	0	0	0	0
f58r	f58r.7	4	sholteol	chol+te+ol	OTHER	NONE	0	1	0	0	0
f58r	f58r.7	5	ytalody	y+tar+ody	OTHER	NONE	0	0	0	0	0
f58r	f58r.7	6	otey	otey	OTHER	NONE	0	0	0	0	1
f58r	f58r.7	7	cheoly	che+oly	OTHER	NONE	0	1	0	0	0
f58r	f58r.7	8	o	o	OTHER	NONE	0	0	0	0	1
f58r	f58r.7	9	tchy	t+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.8	0	toleeshal	t+ol+ee+char	OTHER	NONE	0	1	0	0	0
f58r	f58r.8	1	oleeam	ol+eeam	OTHER	NONE	0	0	0	0	0
f58r	f58r.8	2	dalor	dar+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.8	3	chy	chy	OTHER	NONE	0	1	0	0	1
f58r	f58r.8	4	oteodchy	ote+od+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.8	5	yteochy	y+te+o+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.8	6	otey	otey	OTHER	NONE	0	0	0	0	1
f58r	f58r.8	7	kal	kar	OTHER	NONE	0	0	0	0	1
f58r	f58r.8	8	dy	dy	OTHER	NONE	0	0	0	0	1
f58r	f58r.8	9	alam	alam	OTHER	NONE	0	0	0	0	1
f58r	f58r.9	0	sholaiin	sholaiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.9	1	cheey	cheey	H_Y	NONE	0	1	0	0	1
f58r	f58r.9	2	yteodaiin	y+te+odaiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.9	3	qoar	qoar	OTHER	NONE	1	0	0	0	0
f58r	f58r.9	4	aiin	aiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.9	5	arary	arary	OTHER	NONE	0	0	0	0	0
f58r	f58r.9	6	sheey	cheey	H_Y	NONE	0	1	0	0	1
f58r	f58r.9	7	daiin	daiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.9	8	e	e	OTHER	NONE	0	0	0	0	1
f58r	f58r.9	9	alam	alam	OTHER	NONE	0	0	0	0	1
f58r	f58r.10	0	tal	tar	OTHER	NONE	0	0	0	0	1
f58r	f58r.10	1	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.10	2	am	am	OTHER	NONE	0	0	0	0	1
f58r	f58r.10	3	shar	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.10	4	chepchey	che+pchey	OTHER	NONE	0	1	0	0	0
f58r	f58r.10	5	otar	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.10	6	aldy	al+dy	OTHER	NONE	0	0	0	0	1
f58r	f58r.10	7	otal	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.10	8	cheam	cheam	OTHER	NONE	0	0	0	0	0
f58r	f58r.10	9	qokaiin	qokaiin	OK	NONE	1	0	1	1	1
f58r	f58r.10	10	ote	ote	OTHER	NONE	0	0	0	0	0
f58r	f58r.10	11	sy	sy	OTHER	NONE	0	0	0	0	1
f58r	f58r.11	0	qocphody	o+cphody	OTHER	NONE	1	0	0	0	0
f58r	f58r.11	1	qokalam	qokalam	OTHER	NONE	1	0	0	0	0
f58r	f58r.11	2	chairal	chairal	OTHER	NONE	0	0	0	0	0
f58r	f58r.11	3	qoaiin	oaiin	OTHER	NONE	1	0	0	1	1
f58r	f58r.11	4	otalal	otalal	OTHER	NONE	0	0	0	0	0
f58r	f58r.11	5	dalor	dar+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.11	6	orar	oral	OTHER	NONE	0	0	0	0	1
f58r	f58r.12	0	shoar	shoar	OTHER	NONE	0	0	0	0	0
f58r	f58r.12	1	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.12	2	choldal	chol+dar	OTHER	NONE	0	1	0	0	0
f58r	f58r.12	3	otalchal	otal+char	OTHER	NONE	0	1	0	0	0
f58r	f58r.12	4	dal	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.12	5	choldy	chol+dy	OTHER	NONE	0	1	0	0	0
f58r	f58r.12	6	okalys	okaly+s	OTHER	NONE	0	0	1	0	0
f58r	f58r.12	7	airaldy	airal+dy	OTHER	NONE	0	0	0	0	0
f58r	f58r.12	8	shar	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.13	0	ytar	y+tar	OTHER	NONE	0	0	0	0	1
f58r	f58r.13	1	sheear	sheear	OTHER	NONE	0	0	0	0	0
f58r	f58r.13	2	cheoldy	che+ol+dy	OTHER	NONE	0	1	0	0	1
f58r	f58r.13	3	ykeol	y+ke+ol	OTHER	NONE	0	0	0	0	1
f58r	f58r.13	4	cheal	chear	OTHER	NONE	0	1	0	0	0
f58r	f58r.13	5	cheody	che+ody	OTHER	NONE	0	1	0	0	1
f58r	f58r.13	6	chal	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.13	7	chaiin	chaiin	OTHER	NONE	0	1	0	1	0
f58r	f58r.13	8	ol	ol	OTHER	NONE	0	0	0	0	0
f58r	f58r.13	9	oly	oly	OTHER	NONE	0	0	0	0	1
f58r	f58r.14	0	sharam	sharam	OTHER	NONE	0	0	0	0	1
f58r	f58r.14	1	okair	okair	OTHER	NONE	0	0	0	0	1
f58r	f58r.14	2	chekaiin	che+kaiin	OTHER	NONE	0	1	0	1	0
f58r	f58r.14	3	ytchaly	y+t+chaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.14	4	dalchal	dar+char	OTHER	NONE	0	1	0	0	0
f58r	f58r.14	5	ykal	y+kar	OTHER	NONE	0	0	0	0	1
f58r	f58r.14	6	okalal	okalal	OTHER	NONE	0	0	0	0	1
f58r	f58r.14	7	oly	oly	OTHER	NONE	0	0	0	0	1
f58r	f58r.14	8	chal	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.15	0	daiir	daiir	OTHER	NONE	0	0	0	0	0
f58r	f58r.15	1	shal	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.15	2	qopaim	o+paim	OTHER	NONE	1	0	0	0	0
f58r	f58r.15	3	cholaly	cholaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.15	4	dy	dy	OTHER	NONE	0	0	0	0	1
f58r	f58r.15	5	shedy	chedy	H_Y	NONE	0	1	0	0	1
f58r	f58r.16	0	typchey	ty+pchey	OTHER	NONE	0	0	0	0	0
f58r	f58r.16	1	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.16	2	air	air	OTHER	NONE	0	0	0	0	1
f58r	f58r.16	3	ytashy	y+ta+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.16	4	qotyshey	oty+chey	OTHER	NONE	1	1	0	0	0
f58r	f58r.16	5	pchdy	pchdy	OTHER	NONE	0	0	0	0	0
f58r	f58r.16	6	dshaly	d+shaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.16	7	pydaly	py+daly	OTHER	NONE	0	0	0	0	0
f58r	f58r.16	8	choky	choky	OTHER	NONE	0	0	0	0	1
f58r	f58r.16	9	opy	o+py	OTHER	NONE	0	0	0	0	1
f58r	f58r.17	0	ysholshy	y+chol+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.17	1	qotoly	ot+oly	OTHER	NONE	1	0	0	0	1
f58r	f58r.17	2	daiin	daiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.17	3	ykal	y+kar	OTHER	NONE	0	0	0	0	1
f58r	f58r.17	4	dalchdy	dar+chdy	OTHER	NONE	0	0	0	0	1
f58r	f58r.17	5	qoky	qoky	OK	NONE	1	0	1	0	1
f58r	f58r.17	6	dal	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.17	7	ytchody	y+t+chody	OTHER	NONE	0	0	0	0	1
f58r	f58r.17	8	s	s	OTHER	NONE	0	0	0	0	1
f58r	f58r.17	9	olar	olar	OTHER	NONE	0	0	0	0	1
f58r	f58r.17	10	aly	aly	OTHER	NONE	0	0	0	0	1
f58r	f58r.18	0	darar	darar	OTHER	NONE	0	0	0	0	1
f58r	f58r.18	1	shol	chol	OTHER	NONE	0	1	0	0	1
f58r	f58r.18	2	cholraly	cholraly	OTHER	NONE	0	0	0	0	0
f58r	f58r.18	3	cholaiin	cholaiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.18	4	odaiin	odaiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.18	5	chaly	chaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.18	6	dalar	dalar	OTHER	NONE	0	0	0	0	0
f58r	f58r.18	7	aiin	aiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.18	8	okal	qokal	OK	NONE	0	0	1	0	1
f58r	f58r.18	9	otal	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.19	0	todal	t+odar	OTHER	NONE	0	0	0	0	0
f58r	f58r.19	1	qotey	otey	OTHER	NONE	1	0	0	0	1
f58r	f58r.19	2	chaly	chaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.19	3	dal	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.19	4	qokaldy	qokal+dy	OTHER	NONE	1	0	1	0	1
f58r	f58r.19	5	otary	otary	OTHER	NONE	0	0	0	0	1
f58r	f58r.19	6	okalal	okalal	OTHER	NONE	0	0	0	0	1
f58r	f58r.19	7	ees	ees	OTHER	NONE	0	0	0	0	0
f58r	f58r.19	8	chal	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.19	9	ochaly	o+chaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.20	0	ysheockhy	y+che+o+ckhy	OTHER	NONE	0	1	0	0	0
f58r	f58r.20	1	olchey	ol+chey	OTHER	NONE	0	1	0	0	0
f58r	f58r.20	2	oleesey	ol+ees+ey	OTHER	NONE	0	0	0	0	0
f58r	f58r.20	3	alaiin	alaiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.20	4	olkeal	ol+keal	OTHER	NONE	0	0	0	0	0
f58r	f58r.20	5	daldy	dar+dy	OTHER	NONE	0	0	0	0	1
f58r	f58r.20	6	otalar	otalar	OTHER	NONE	0	0	0	0	1
f58r	f58r.20	7	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.20	8	arodaim	ar+odaim	OTHER	NONE	0	0	0	0	0
f58r	f58r.21	0	tcheos	t+che+os	OTHER	NONE	0	1	0	0	0
f58r	f58r.21	1	ycheor	y+che+or	OTHER	NONE	0	1	0	0	0
f58r	f58r.21	2	sheain	sheain	OTHER	NONE	0	0	0	1	0
f58r	f58r.21	3	okey	qokey	OK	NONE	0	0	1	0	1
f58r	f58r.21	4	qotaily	qotaily	OTHER	NONE	1	0	0	0	0
f58r	f58r.21	5	daiin	daiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.21	6	chy	chy	OTHER	NONE	0	1	0	0	1
f58r	f58r.21	7	cholkor	chol+k+or	OTHER	NONE	0	1	0	0	0
f58r	f58r.21	8	olkeol	ol+ke+ol	OTHER	NONE	0	0	0	0	0
f58r	f58r.21	9	oty	oty	OTHER	NONE	0	0	0	0	1
f58r	f58r.22	0	dcholy	d+choly	OTHER	NONE	0	0	0	0	0
f58r	f58r.22	1	ytar	y+tar	OTHER	NONE	0	0	0	0	1
f58r	f58r.22	2	chol	chol	OTHER	NONE	0	1	0	0	1
f58r	f58r.22	3	dal	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.22	4	qoaiir	qoaiir	OTHER	NONE	1	0	0	0	0
f58r	f58r.22	5	chalolky	char+ol+ky	OTHER	NONE	0	1	0	0	0
f58r	f58r.22	6	osal	osal	OTHER	NONE	0	0	0	0	1
f58r	f58r.22	7	chotam	chotam	OTHER	NONE	0	0	0	0	0
f58r	f58r.22	8	chal	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.22	9	olseeg	ol+s+eeg	OTHER	NONE	0	0	0	0	0
f58r	f58r.23	0	shol	chol	OTHER	NONE	0	1	0	0	1
f58r	f58r.23	1	aleedy	al+eedy	OTHER	NONE	0	0	0	0	0
f58r	f58r.23	2	chotar	chotar	OTHER	NONE	0	0	0	0	0
f58r	f58r.23	3	okeal	okeal	OK	NONE	0	0	1	0	1
f58r	f58r.23	4	sheody	che+ody	OTHER	NONE	0	1	0	0	1
f58r	f58r.23	5	qokalchar	qokal+char	OTHER	NONE	1	1	1	0	0
f58r	f58r.23	6	otal	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.23	7	choky	choky	OTHER	NONE	0	0	0	0	1
f58r	f58r.23	8	sar	sar	OTHER	NONE	0	0	0	0	1
f58r	f58r.24	0	tazain	ta+zain	OTHER	NONE	0	0	0	1	0
f58r	f58r.24	1	oteeos	otee+os	OTHER	NONE	0	0	0	0	0
f58r	f58r.24	2	okeal	okeal	OK	NONE	0	0	1	0	1
f58r	f58r.24	3	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.24	4	otalor	otal+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.24	5	cheoekar	che+oe+kar	OTHER	NONE	0	1	0	0	0
f58r	f58r.24	6	cheky	che+ky	OTHER	NONE	0	1	0	0	1
f58r	f58r.24	7	otakas	ota+ka+s	OTHER	NONE	0	0	0	0	0
f58r	f58r.25	0	oar	oar	OTHER	NONE	0	0	0	0	0
f58r	f58r.25	1	cheekey	chee+key	OTHER	NONE	0	1	0	0	0
f58r	f58r.25	2	oteeoaly	otee+oaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.25	3	otar	otal	OTHER	NONE	0	0	0	0	1
f58r	f58r.25	4	alkar	al+kar	OTHER	NONE	0	0	0	0	0
f58r	f58r.25	5	or	or	OTHER	NONE	0	0	0	0	1
f58r	f58r.25	6	aldar	al+dar	OTHER	NONE	0	0	0	0	0
f58r	f58r.26	0	kshar	k+char	OTHER	NONE	0	1	0	0	0
f58r	f58r.26	1	shoky	choky	OTHER	NONE	0	0	0	0	1
f58r	f58r.26	2	opcheear	o+pcheear	OTHER	NONE	0	0	0	0	0
f58r	f58r.26	3	ofadain	o+fa+dain	OTHER	NONE	0	0	0	1	0
f58r	f58r.26	4	opsheolaiin	o+pche+olaiin	OTHER	NONE	0	1	0	1	0
f58r	f58r.26	5	opydaiin	o+py+daiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.26	6	podaiir	podaiir	OTHER	NONE	0	0	0	0	0
f58r	f58r.27	0	yteor	y+te+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.27	1	oty	oty	OTHER	NONE	0	0	0	0	1
f58r	f58r.27	2	chaltar	char+tar	OTHER	NONE	0	1	0	0	0
f58r	f58r.27	3	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.27	4	sheeetchy	sheee+t+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.27	5	tal	tar	OTHER	NONE	0	0	0	0	1
f58r	f58r.27	6	al	al	OTHER	NONE	0	0	0	0	1
f58r	f58r.27	7	chear	chear	OTHER	NONE	0	1	0	0	0
f58r	f58r.27	8	chear	chear	OTHER	NONE	0	1	0	0	0
f58r	f58r.27	9	chor	chor	OTHER	NONE	0	1	0	0	1
f58r	f58r.27	10	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.27	11	am	am	OTHER	NONE	0	0	0	0	1
f58r	f58r.28	0	yshealkair	y+chear+kair	OTHER	NONE	0	1	0	0	0
f58r	f58r.28	1	odalaly	odalaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.28	2	dalal	dalal	OTHER	NONE	0	0	0	0	0
f58r	f58r.28	3	chy	chy	OTHER	NONE	0	1	0	0	1
f58r	f58r.28	4	s	s	OTHER	NONE	0	0	0	0	1
f58r	f58r.28	5	air	air	OTHER	NONE	0	0	0	0	1
f58r	f58r.28	6	shokar	shokar	OTHER	NONE	0	0	0	0	0
f58r	f58r.28	7	olaldy	olar+dy	OTHER	NONE	0	0	0	0	0
f58r	f58r.28	8	okalody	qokal+ody	OTHER	NONE	0	0	1	0	0
f58r	f58r.29	0	odalar	odalar	OTHER	NONE	0	0	0	0	0
f58r	f58r.29	1	cheor	che+or	OTHER	NONE	0	1	0	0	1
f58r	f58r.29	2	sar	sar	OTHER	NONE	0	0	0	0	1
f58r	f58r.29	3	alol	al+ol	OTHER	NONE	0	0	0	0	0
f58r	f58r.29	4	daly	daly	OTHER	NONE	0	0	0	0	1
f58r	f58r.29	5	cheom	che+om	OTHER	NONE	0	1	0	0	0
f58r	f58r.29	6	chor	chor	OTHER	NONE	0	1	0	0	1
f58r	f58r.29	7	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.29	8	aldam	al+dam	OTHER	NONE	0	0	0	0	0
f58r	f58r.29	9	chal	char	OTHER	NONE	0	1	0	0	1
f58r	f58r.29	10	cheal	chear	OTHER	NONE	0	1	0	0	0
f58r	f58r.29	11	r	r	OTHER	NONE	0	0	0	0	1
f58r	f58r.29	12	omy	omy	OTHER	NONE	0	0	0	0	0
f58r	f58r.30	0	ytor	y+t+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.30	1	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.30	2	alom	al+om	OTHER	NONE	0	0	0	0	0
f58r	f58r.30	3	qokalor	qokal+or	OTHER	NONE	1	0	1	0	0
f58r	f58r.30	4	chdy	chdy	OTHER	NONE	0	0	0	0	1
f58r	f58r.30	5	dair	dair	OTHER	NONE	0	0	0	0	1
f58r	f58r.30	6	chody	chody	OTHER	NONE	0	0	0	0	1
f58r	f58r.30	7	cheol	che+ol	OTHER	NONE	0	1	0	0	1
f58r	f58r.30	8	okolchy	qok+ol+chy	OTHER	NONE	0	1	1	0	1
f58r	f58r.30	9	otaldy	otal+dy	OTHER	NONE	0	0	0	0	1
f58r	f58r.31	0	odshchol	od+shchol	OTHER	NONE	0	0	0	0	0
f58r	f58r.31	1	taiin	taiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.31	2	okal	qokal	OK	NONE	0	0	1	0	1
f58r	f58r.31	3	or	or	OTHER	NONE	0	0	0	0	1
f58r	f58r.31	4	chol	chol	OTHER	NONE	0	1	0	0	1
f58r	f58r.31	5	ol	ol	OTHER	NONE	0	0	0	0	0
f58r	f58r.31	6	ekar	e+kar	OTHER	NONE	0	0	0	0	0
f58r	f58r.31	7	otarchol	otal+chol	OTHER	NONE	0	1	0	0	0
f58r	f58r.31	8	chol	chol	OTHER	NONE	0	1	0	0	1
f58r	f58r.31	9	kam	kam	OTHER	NONE	0	0	0	0	0
f58r	f58r.31	10	qokal	qokal	OK	NONE	1	0	1	0	1
f58r	f58r.32	0	oqotaly	o+qotaly	OTHER	NONE	0	0	0	0	0
f58r	f58r.32	1	qokaiin	qokaiin	OK	OK_FRAME_LEFT	1	0	1	1	1
f58r	f58r.32	2	chtaldy	chtal+dy	OTHER	OK_SLOT	0	0	0	0	0
f58r	f58r.32	3	qoky	qoky	OK	OK_FRAME_RIGHT	1	0	1	0	1
f58r	f58r.32	4	dar	dar	OTHER	NONE	0	0	0	0	1
f58r	f58r.32	5	al	al	OTHER	NONE	0	0	0	0	1
f58r	f58r.32	6	chol	chol	OTHER	NONE	0	1	0	0	1
f58r	f58r.32	7	taly	taly	OTHER	NONE	0	0	0	0	0
f58r	f58r.32	8	qokaldy	qokal+dy	OTHER	NONE	1	0	1	0	1
f58r	f58r.33	0	schoy	s+choy	OTHER	NONE	0	0	0	0	0
f58r	f58r.33	1	dalols	dar+ol+s	OTHER	NONE	0	0	0	0	0
f58r	f58r.33	2	qokalos	qokal+os	OTHER	NONE	1	0	1	0	0
f58r	f58r.33	3	cheor	che+or	OTHER	NONE	0	1	0	0	1
f58r	f58r.33	4	oekeody	oe+ke+ody	OTHER	NONE	0	0	0	0	0
f58r	f58r.33	5	qokaly	qokaly	OK	NONE	1	0	1	0	0
f58r	f58r.33	6	qokar	qokal	OK	NONE	1	0	1	0	1
f58r	f58r.33	7	dy	dy	OTHER	NONE	0	0	0	0	1
f58r	f58r.34	0	yssheol	y+s+che+ol	OTHER	NONE	0	1	0	0	0
f58r	f58r.34	1	chokey	chokey	OTHER	NONE	0	0	0	0	0
f58r	f58r.34	2	dalol	dar+ol	OTHER	NONE	0	0	0	0	1
f58r	f58r.34	3	shokalol	shokal+ol	OTHER	NONE	0	0	0	0	0
f58r	f58r.34	4	qokaly	qokaly	OK	NONE	1	0	1	0	0
f58r	f58r.34	5	kaldy	kar+dy	OTHER	NONE	0	0	0	0	0
f58r	f58r.34	6	ytaipom	y+tai+pom	OTHER	NONE	0	0	0	0	0
f58r	f58r.35	0	dtos	d+t+os	OTHER	NONE	0	0	0	0	0
f58r	f58r.35	1	sheol	che+ol	OTHER	NONE	0	1	0	0	1
f58r	f58r.35	2	qokor	qok+or	OTHER	NONE	1	0	1	0	1
f58r	f58r.35	3	sharal	sharal	OTHER	NONE	0	0	0	0	0
f58r	f58r.35	4	ckhol	ckhol	OTHER	NONE	0	0	0	0	0
f58r	f58r.35	5	shol	chol	OTHER	NONE	0	1	0	0	1
f58r	f58r.35	6	ar	ar	OTHER	NONE	0	0	0	0	1
f58r	f58r.35	7	aiin	aiin	OTHER	NONE	0	0	0	1	1
f58r	f58r.35	8	sheoctham	che+o+ctham	OTHER	NONE	0	1	0	0	0
f58r	f58r.36	0	skaiin	s+kaiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.36	1	shokal	shokal	OTHER	NONE	0	0	0	0	0
f58r	f58r.36	2	chockhy	cho+ckhy	OTHER	NONE	0	0	0	0	1
f58r	f58r.36	3	qoky	qoky	OK	NONE	1	0	1	0	1
