edge_id	record_unit_id	from_statement_id	to_statement_id	from_register	to_register	anonymous_value	edge_type	entry_boundary_class	evidence	role_resolution_at_target	semantic_guard
EDGE_0001	H1	RECORD_INIT_H1	H1-S001	PICTURE_OWNER	PICTURE_OWNER	OWNER_H1	RECORD_INITIALIZATION	RECORD_START	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0002	H1	H1-S001	H1-S002	PICTURE_OWNER	PICTURE_OWNER	OWNER_H1	INHERITED_CARRY_USED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0003	H1	H1-S001	H1-S002	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H1_001	RESUME_USED	RESUME_ACTIVE_ITEM	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0004	H1	H1-S001	H1-S002	TARGET_OR_STATION	TARGET_OR_STATION	UNRESOLVED_TARGET_H1_001	AVAILABLE_UNUSED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0005	H1	H1-S001	H1-S002	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H1_001	EXPLICIT_REASSERTION	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0006	H2	RECORD_INIT_H2	H2-S001	PICTURE_OWNER	PICTURE_OWNER	OWNER_H2	RECORD_INITIALIZATION	RECORD_START	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0007	H2	H2-S001	H2-S002	PICTURE_OWNER	PICTURE_OWNER	OWNER_H2	INHERITED_CARRY_USED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0008	H2	H2-S001	H2-S002	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H2_001	RESUME_USED	RESUME_ACTIVE_ITEM	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0009	H2	H2-S001	H2-S002	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H2_001	AVAILABLE_UNUSED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0010	H2	H2-S001	H2-S002	ACTIVE_PREPARATION_OR_ITEM	PREVIOUS_ITEM_REFERENCE	ITEM_H2_001	ACTIVE_USED_AS_PREVIOUS_REFERENCE	RESUME_ACTIVE_ITEM	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0011	H2	H2-S002	H2-S003	PICTURE_OWNER	PICTURE_OWNER	OWNER_H2	INHERITED_CARRY_USED	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0012	H2	H2-S002	H2-S003	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H2_001	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0013	H2	H2-S002	H2-S003	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H2_001	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0014	H2	H2-S002	H2-S003	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H2_001	AVAILABLE_UNUSED	NEXT_PARALLEL_CELL	BOUNDARY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0015	H3	RECORD_INIT_H3	H3-S001	PICTURE_OWNER	PICTURE_OWNER	OWNER_H3	RECORD_INITIALIZATION	RECORD_START	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0016	H3	H3-S001	H3-S002	PICTURE_OWNER	PICTURE_OWNER	OWNER_H3	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0017	H3	H3-S001	H3-S002	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H3_001	EXPLICIT_REASSERTION	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0018	H3	H3-S001	H3-S002	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H3_001	AVAILABLE_UNUSED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0019	H3	H3-S001	H3-S002	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H3_001	EXPLICIT_REASSERTION	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0020	H3	H3-S002	H3-S003	PICTURE_OWNER	PICTURE_OWNER	OWNER_H3	INHERITED_CARRY_USED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0021	H3	H3-S002	H3-S003	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H3_001	RESUME_USED	RESUME_ACTIVE_ITEM	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0022	H3	H3-S002	H3-S003	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H3_001	INPUT_CARRY_THEN_RESET	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0023	H3	H3-S002	H3-S003	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H3_001	RESUME_USED	RESUME_ACTIVE_ITEM	BOUNDARY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0024	H3	H3-S003	H3-S004	PICTURE_OWNER	PICTURE_OWNER	OWNER_H3	INHERITED_CARRY_USED	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0025	H3	H3-S003	H3-S004	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H3_001	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0026	H3	H3-S003	H3-S004	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H3_002	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	BOUNDARY+EXEMPLAR_ONLY	UNRESOLVED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0027	H3	H3-S003	H3-S004	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H3_001	AVAILABLE_UNUSED	NEXT_PARALLEL_CELL	BOUNDARY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0028	H4	RECORD_INIT_H4	H4-S001	PICTURE_OWNER	PICTURE_OWNER	OWNER_H4	RECORD_INITIALIZATION	RECORD_START	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0029	H4	H4-S001	H4-S002	PICTURE_OWNER	PICTURE_OWNER	OWNER_H4	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0030	H4	H4-S001	H4-S002	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H4_001	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0031	H4	H4-S001	H4-S002	TARGET_OR_STATION	TARGET_OR_STATION	UNRESOLVED_TARGET_H4_001	INPUT_CARRY_THEN_RESET	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0032	H4	H4-S002	H4-S003	PICTURE_OWNER	PICTURE_OWNER	OWNER_H4	INHERITED_CARRY_USED	START_NEW_CLAUSE	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0033	H4	H4-S002	H4-S003	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H4_001	INPUT_CARRY_THEN_RESET	START_NEW_CLAUSE	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0034	H4	H4-S002	H4-S003	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H4_001	INPUT_CARRY_THEN_RESET	START_NEW_CLAUSE	BOUNDARY+EXEMPLAR_ONLY	UNRESOLVED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0035	H4	H4-S002	H4-S003	ACTIVE_PREPARATION_OR_ITEM	PREVIOUS_ITEM_REFERENCE	ITEM_H4_001	ACTIVE_USED_AS_PREVIOUS_REFERENCE	START_NEW_CLAUSE	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0036	H4	H4-S003	H4-S004	PICTURE_OWNER	PICTURE_OWNER	OWNER_H4	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0037	H4	H4-S003	H4-S004	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H4_002	EXPLICIT_REASSERTION	WITHIN_LOCUS_FIELD_BOUNDARY	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0038	H4	H4-S003	H4-S004	TARGET_OR_STATION	TARGET_OR_STATION	UNRESOLVED_TARGET_H4_002	AVAILABLE_UNUSED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
