edition	page	locus	kind	paragraph_start	paragraph_end	source_row_index	source_group_count	source_group_id	source_group_index	ivtff_group_raw	left_separator	right_separator
ZL3b	f37v	f37v.1	P	1	0	885	5	ZL3b|f37v.1|G001	1	[t:k]shody	LINE_START	DEFINITE_SPACE
ZL3b	f37v	f37v.1	P	1	0	885	5	ZL3b|f37v.1|G002	2	qocthy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.1	P	1	0	885	5	ZL3b|f37v.1|G003	3	qotoldy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.1	P	1	0	885	5	ZL3b|f37v.1|G004	4	chopdain	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.1	P	1	0	885	5	ZL3b|f37v.1|G005	5	sol	DEFINITE_SPACE	LINE_END
ZL3b	f37v	f37v.2	P	0	0	886	5	ZL3b|f37v.2|G001	1	dor	LINE_START	DEFINITE_SPACE
ZL3b	f37v	f37v.2	P	0	0	886	5	ZL3b|f37v.2|G002	2	chol	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.2	P	0	0	886	5	ZL3b|f37v.2|G003	3	cthor	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.2	P	0	0	886	5	ZL3b|f37v.2|G004	4	orchochor	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.2	P	0	0	886	5	ZL3b|f37v.2|G005	5	daiin	DEFINITE_SPACE	LINE_END
ZL3b	f37v	f37v.3	P	0	0	887	5	ZL3b|f37v.3|G001	1	qokchon	LINE_START	DEFINITE_SPACE
ZL3b	f37v	f37v.3	P	0	0	887	5	ZL3b|f37v.3|G002	2	shy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.3	P	0	0	887	5	ZL3b|f37v.3|G003	3	chon	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.3	P	0	0	887	5	ZL3b|f37v.3|G004	4	daiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.3	P	0	0	887	5	ZL3b|f37v.3|G005	5	dy	DEFINITE_SPACE	LINE_END
ZL3b	f37v	f37v.4	P	0	0	888	4	ZL3b|f37v.4|G001	1	dshor	LINE_START	DEFINITE_SPACE
ZL3b	f37v	f37v.4	P	0	0	888	4	ZL3b|f37v.4|G002	2	dytory	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.4	P	0	0	888	4	ZL3b|f37v.4|G003	3	dshor	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.4	P	0	0	888	4	ZL3b|f37v.4|G004	4	daiin	DEFINITE_SPACE	LINE_END
ZL3b	f37v	f37v.5	P	0	0	889	4	ZL3b|f37v.5|G001	1	dchor	LINE_START	DEFINITE_SPACE
ZL3b	f37v	f37v.5	P	0	0	889	4	ZL3b|f37v.5|G002	2	qotol	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.5	P	0	0	889	4	ZL3b|f37v.5|G003	3	ykchon	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.5	P	0	0	889	4	ZL3b|f37v.5|G004	4	dain	DEFINITE_SPACE	LINE_END
ZL3b	f37v	f37v.6	P	0	0	890	4	ZL3b|f37v.6|G001	1	yokor	LINE_START	DEFINITE_SPACE
ZL3b	f37v	f37v.6	P	0	0	890	4	ZL3b|f37v.6|G002	2	ytchor	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.6	P	0	0	890	4	ZL3b|f37v.6|G003	3	saiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b	f37v	f37v.6	P	0	0	890	4	ZL3b|f37v.6|G004	4	oty	DEFINITE_SPACE	LINE_END
ZL3b	f37v	f37v.7	P	0	1	891	2	ZL3b|f37v.7|G001	1	qotchor	LINE_START	DEFINITE_SPACE
ZL3b	f37v	f37v.7	P	0	1	891	2	ZL3b|f37v.7|G002	2	daiin	DEFINITE_SPACE	LINE_END
IT2a	f37v	f37v.1	P	1	0	881	5	IT2a|f37v.1|G001	1	kshody	LINE_START	DEFINITE_SPACE
IT2a	f37v	f37v.1	P	1	0	881	5	IT2a|f37v.1|G002	2	qocthy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.1	P	1	0	881	5	IT2a|f37v.1|G003	3	qotoldy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.1	P	1	0	881	5	IT2a|f37v.1|G004	4	chopdain	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.1	P	1	0	881	5	IT2a|f37v.1|G005	5	sol	DEFINITE_SPACE	LINE_END
IT2a	f37v	f37v.2	P	0	0	882	6	IT2a|f37v.2|G001	1	dor	LINE_START	DEFINITE_SPACE
IT2a	f37v	f37v.2	P	0	0	882	6	IT2a|f37v.2|G002	2	chol	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.2	P	0	0	882	6	IT2a|f37v.2|G003	3	cthor	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.2	P	0	0	882	6	IT2a|f37v.2|G004	4	oscho	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.2	P	0	0	882	6	IT2a|f37v.2|G005	5	chor	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.2	P	0	0	882	6	IT2a|f37v.2|G006	6	daiin	DEFINITE_SPACE	LINE_END
IT2a	f37v	f37v.3	P	0	0	883	5	IT2a|f37v.3|G001	1	qokchon	LINE_START	DEFINITE_SPACE
IT2a	f37v	f37v.3	P	0	0	883	5	IT2a|f37v.3|G002	2	shy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.3	P	0	0	883	5	IT2a|f37v.3|G003	3	chon	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.3	P	0	0	883	5	IT2a|f37v.3|G004	4	daiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.3	P	0	0	883	5	IT2a|f37v.3|G005	5	dy	DEFINITE_SPACE	LINE_END
IT2a	f37v	f37v.4	P	0	0	884	4	IT2a|f37v.4|G001	1	dshor	LINE_START	DEFINITE_SPACE
IT2a	f37v	f37v.4	P	0	0	884	4	IT2a|f37v.4|G002	2	dytory	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.4	P	0	0	884	4	IT2a|f37v.4|G003	3	dshor	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.4	P	0	0	884	4	IT2a|f37v.4|G004	4	daiin	DEFINITE_SPACE	LINE_END
IT2a	f37v	f37v.5	P	0	0	885	4	IT2a|f37v.5|G001	1	dchor	LINE_START	DEFINITE_SPACE
IT2a	f37v	f37v.5	P	0	0	885	4	IT2a|f37v.5|G002	2	qotol	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.5	P	0	0	885	4	IT2a|f37v.5|G003	3	ykchon	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.5	P	0	0	885	4	IT2a|f37v.5|G004	4	dain	DEFINITE_SPACE	LINE_END
IT2a	f37v	f37v.6	P	0	0	886	4	IT2a|f37v.6|G001	1	yokor	LINE_START	DEFINITE_SPACE
IT2a	f37v	f37v.6	P	0	0	886	4	IT2a|f37v.6|G002	2	ytchor	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.6	P	0	0	886	4	IT2a|f37v.6|G003	3	saiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a	f37v	f37v.6	P	0	0	886	4	IT2a|f37v.6|G004	4	oty	DEFINITE_SPACE	LINE_END
IT2a	f37v	f37v.7	P	0	1	887	2	IT2a|f37v.7|G001	1	qotchor	LINE_START	DEFINITE_SPACE
IT2a	f37v	f37v.7	P	0	1	887	2	IT2a|f37v.7|G002	2	daiin	DEFINITE_SPACE	LINE_END
RF1b	f37v	f37v.1	P	0	0	885	5	RF1b|f37v.1|G001	1	kshody	LINE_START	DEFINITE_SPACE
RF1b	f37v	f37v.1	P	0	0	885	5	RF1b|f37v.1|G002	2	qocthy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.1	P	0	0	885	5	RF1b|f37v.1|G003	3	qotoldy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.1	P	0	0	885	5	RF1b|f37v.1|G004	4	chop@152;ain	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.1	P	0	0	885	5	RF1b|f37v.1|G005	5	sol	DEFINITE_SPACE	LINE_END
RF1b	f37v	f37v.2	P	0	0	886	5	RF1b|f37v.2|G001	1	dor	LINE_START	DEFINITE_SPACE
RF1b	f37v	f37v.2	P	0	0	886	5	RF1b|f37v.2|G002	2	chol	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.2	P	0	0	886	5	RF1b|f37v.2|G003	3	cthor	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.2	P	0	0	886	5	RF1b|f37v.2|G004	4	orchochor	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.2	P	0	0	886	5	RF1b|f37v.2|G005	5	daiin	DEFINITE_SPACE	LINE_END
RF1b	f37v	f37v.3	P	0	0	887	5	RF1b|f37v.3|G001	1	qotchon	LINE_START	DEFINITE_SPACE
RF1b	f37v	f37v.3	P	0	0	887	5	RF1b|f37v.3|G002	2	shy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.3	P	0	0	887	5	RF1b|f37v.3|G003	3	chon	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.3	P	0	0	887	5	RF1b|f37v.3|G004	4	@152;aiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.3	P	0	0	887	5	RF1b|f37v.3|G005	5	dy	DEFINITE_SPACE	LINE_END
RF1b	f37v	f37v.4	P	0	0	888	4	RF1b|f37v.4|G001	1	dshor	LINE_START	DEFINITE_SPACE
RF1b	f37v	f37v.4	P	0	0	888	4	RF1b|f37v.4|G002	2	dytory	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.4	P	0	0	888	4	RF1b|f37v.4|G003	3	dshor	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.4	P	0	0	888	4	RF1b|f37v.4|G004	4	daiin	DEFINITE_SPACE	LINE_END
RF1b	f37v	f37v.5	P	0	0	889	4	RF1b|f37v.5|G001	1	dchor	LINE_START	DEFINITE_SPACE
RF1b	f37v	f37v.5	P	0	0	889	4	RF1b|f37v.5|G002	2	qotol	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.5	P	0	0	889	4	RF1b|f37v.5|G003	3	ykchon	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.5	P	0	0	889	4	RF1b|f37v.5|G004	4	dain	DEFINITE_SPACE	LINE_END
RF1b	f37v	f37v.6	P	0	0	890	4	RF1b|f37v.6|G001	1	yokor	LINE_START	DEFINITE_SPACE
RF1b	f37v	f37v.6	P	0	0	890	4	RF1b|f37v.6|G002	2	ytchor	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.6	P	0	0	890	4	RF1b|f37v.6|G003	3	saiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b	f37v	f37v.6	P	0	0	890	4	RF1b|f37v.6|G004	4	oty	DEFINITE_SPACE	LINE_END
RF1b	f37v	f37v.7	P	0	0	891	2	RF1b|f37v.7|G001	1	qotchor	LINE_START	DEFINITE_SPACE
RF1b	f37v	f37v.7	P	0	0	891	2	RF1b|f37v.7|G002	2	daiin	DEFINITE_SPACE	LINE_END
