complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
568	3290	G407-S402	1	f81r	ACTION:G407-E2783@1:SH	G407-E2783	RUNNING:G407-E2783@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
569	3291	G407-S402	2	f81r	ACTION:G407-E2783@3:CH	G407-E2783	RUNNING:G407-E2783@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2783@1:SH	Entnimm oder lass ab	Nimm denselben Körper heraus	YES
570	3292	G407-S402	3	f81r	ACTION:G407-E2783@4:K	G407-E2783	RUNNING:G407-E2783@4	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2783@3:CH	Führe auf Grad I zu	Bringe denselben Körper auf Grad I ein	YES
668	3481	G407-S441	1	f81v	ACTION:G407-E2924@1:P	G407-E2924	RUNNING:G407-E2924@1	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	PORTION	Anwendungsportion	die Anwendungsportion	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:P:PORTION	Wende von der Ausgangsstation oder aus dem Ausgangsbecken an	Wende die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken an	YES
669	3482	G407-S441	2	f81v	ACTION:G407-E2925@1:SH	G407-E2925	RUNNING:G407-E2925@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2925:RUNNING:G407-E2925@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
670	3483	G407-S441	3	f81v	ACTION:G407-E2926@1:K	G407-E2926	RUNNING:G407-E2926@1	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2925@1:SH	Führe auf Grad II zu	Bringe denselben Körper auf Grad II ein	YES
671	3485	G407-S442	1	f81v	ACTION:G407-E2927@1:SH	G407-E2927	RUNNING:G407-E2927@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
672	3486	G407-S442	2	f81v	ACTION:G407-E2927@3:K	G407-E2927	RUNNING:G407-E2927@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2927@1:SH	Führe an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken zu	Bringe denselben Körper an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken ein	YES
673	3488	G407-S442	4	f81v	ACTION:G407-E2931@1:P	G407-E2931	RUNNING:G407-E2931@1	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2927@3:K	Wende an	Setze denselben Körper ein	YES
674	3489	G407-S442	5	f81v	ACTION:G407-E2931@2:CHD	G407-E2931	RUNNING:G407-E2931@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	denselben Körper	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2927@1:SH	Behandle den Ansatz	Behandle denselben Körper	NO
