host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
3290	G407-S402	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2783@1:SH	G407-E2783	SH	RUNNING:G407-E2783@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
3291	G407-S402	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2783@3:CH	G407-E2783	CH	RUNNING:G407-E2783@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2783@1:SH	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Nimm denselben Körper heraus	YES	ALL_ACTIONS_OBJECT_COMPLETE
3292	G407-S402	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2783@4:K	G407-E2783	K	RUNNING:G407-E2783@4	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2783@3:CH	Führe auf Grad I zu	Führe auf Grad I zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bringe denselben Körper auf Grad I ein	YES	ALL_ACTIONS_OBJECT_COMPLETE
3293	G407-S402	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2783@6:DY	G407-E2783	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3481	G407-S441	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ACTION:G407-E2924@1:P	G407-E2924	P	RUNNING:G407-E2924@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Anwendungsportion	die Anwendungsportion	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:P:PORTION	Wende von der Ausgangsstation oder aus dem Ausgangsbecken an	Wende von der Ausgangsstation oder aus dem Ausgangsbecken an	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wende die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken an	YES	ALL_ACTIONS_OBJECT_COMPLETE
3482	G407-S441	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ACTION:G407-E2925@1:SH	G407-E2925	SH	RUNNING:G407-E2925@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2925:RUNNING:G407-E2925@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
3483	G407-S441	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ACTION:G407-E2926@1:K	G407-E2926	K	RUNNING:G407-E2926@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2925@1:SH	Führe auf Grad II zu	Führe auf Grad II zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bringe denselben Körper auf Grad II ein	YES	ALL_ACTIONS_OBJECT_COMPLETE
3484	G407-S441	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	CONTROL:G407-E2926@3:DY	G407-E2926	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3485	G407-S442	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ACTION:G407-E2927@1:SH	G407-E2927	SH	RUNNING:G407-E2927@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
3486	G407-S442	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ACTION:G407-E2927@3:K	G407-E2927	K	RUNNING:G407-E2927@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2927@1:SH	Führe an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken zu	Führe an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bringe denselben Körper an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken ein	YES	ALL_ACTIONS_OBJECT_COMPLETE
