candidate	layout	bijective	valid_variants	source_status	independent_meaning_capacity
L00_000	L00	False		CONTRADICTED	0
L00_001	L00	False		CONTRADICTED	0
L00_002	L00	False		CONTRADICTED	0
L00_003	L00	False		CONTRADICTED	0
L00_004	L00	False		CONTRADICTED	0
L00_005	L00	False		CONTRADICTED	0
L00_006	L00	False		CONTRADICTED	0
L00_007	L00	False		CONTRADICTED	0
L00_008	L00	False		CONTRADICTED	0
L00_009	L00	False		CONTRADICTED	0
L00_010	L00	False		CONTRADICTED	0
L00_011	L00	False		CONTRADICTED	0
L00_012	L00	False		CONTRADICTED	0
L00_013	L00	False		CONTRADICTED	0
L00_014	L00	False		CONTRADICTED	0
L00_015	L00	False		CONTRADICTED	0
L00_016	L00	False		CONTRADICTED	0
L00_017	L00	False		CONTRADICTED	0
L00_018	L00	False		CONTRADICTED	0
L00_019	L00	False		CONTRADICTED	0
L00_020	L00	True		CONTRADICTED	0
L00_021	L00	False		CONTRADICTED	0
L00_022	L00	False		CONTRADICTED	0
L00_023	L00	False		CONTRADICTED	0
L00_024	L00	False		CONTRADICTED	0
L00_025	L00	False		CONTRADICTED	0
L00_026	L00	False		CONTRADICTED	0
L00_027	L00	False		CONTRADICTED	0
L00_028	L00	False		CONTRADICTED	0
L00_029	L00	False		CONTRADICTED	0
L00_030	L00	False		CONTRADICTED	0
L00_031	L00	False		CONTRADICTED	0
L00_032	L00	False		CONTRADICTED	0
L00_033	L00	False		CONTRADICTED	0
L00_034	L00	True		CONTRADICTED	0
L00_035	L00	False		CONTRADICTED	0
L00_036	L00	False		CONTRADICTED	0
L00_037	L00	False		CONTRADICTED	0
L00_038	L00	False		CONTRADICTED	0
L00_039	L00	False		CONTRADICTED	0
L00_040	L00	False		CONTRADICTED	0
L00_041	L00	False		CONTRADICTED	0
L00_042	L00	False		CONTRADICTED	0
L00_043	L00	False		CONTRADICTED	0
L00_044	L00	False		CONTRADICTED	0
L00_045	L00	False		CONTRADICTED	0
L00_046	L00	False		CONTRADICTED	0
L00_047	L00	False		CONTRADICTED	0
L00_048	L00	False		CONTRADICTED	0
L00_049	L00	False		CONTRADICTED	0
L00_050	L00	False		CONTRADICTED	0
L00_051	L00	False		CONTRADICTED	0
L00_052	L00	False		CONTRADICTED	0
L00_053	L00	True		CONTRADICTED	0
L00_054	L00	False		CONTRADICTED	0
L00_055	L00	False		CONTRADICTED	0
L00_056	L00	False		CONTRADICTED	0
L00_057	L00	False		CONTRADICTED	0
L00_058	L00	True		CONTRADICTED	0
L00_059	L00	False		CONTRADICTED	0
L00_060	L00	False		CONTRADICTED	0
L00_061	L00	False		CONTRADICTED	0
L00_062	L00	True		CONTRADICTED	0
L00_063	L00	False		CONTRADICTED	0
L00_064	L00	False		CONTRADICTED	0
L00_065	L00	False		CONTRADICTED	0
L00_066	L00	False		CONTRADICTED	0
L00_067	L00	False		CONTRADICTED	0
L00_068	L00	False		CONTRADICTED	0
L00_069	L00	False		CONTRADICTED	0
L00_070	L00	False		CONTRADICTED	0
L00_071	L00	False		CONTRADICTED	0
L00_072	L00	True		CONTRADICTED	0
L00_073	L00	False		CONTRADICTED	0
L00_074	L00	False		CONTRADICTED	0
L00_075	L00	False		CONTRADICTED	0
L00_076	L00	True		CONTRADICTED	0
L00_077	L00	False		CONTRADICTED	0
L00_078	L00	False		CONTRADICTED	0
L00_079	L00	False		CONTRADICTED	0
L00_080	L00	False		CONTRADICTED	0
L00_081	L00	True		CONTRADICTED	0
L00_082	L00	False		CONTRADICTED	0
L00_083	L00	False		CONTRADICTED	0
L00_084	L00	False		CONTRADICTED	0
L00_085	L00	False		CONTRADICTED	0
L00_086	L00	False		CONTRADICTED	0
L00_087	L00	False		CONTRADICTED	0
L00_088	L00	False		CONTRADICTED	0
L00_089	L00	False		CONTRADICTED	0
L00_090	L00	False		CONTRADICTED	0
L00_091	L00	False		CONTRADICTED	0
L00_092	L00	False		CONTRADICTED	0
L00_093	L00	False		CONTRADICTED	0
L00_094	L00	False		CONTRADICTED	0
L00_095	L00	True		CONTRADICTED	0
L00_096	L00	False		CONTRADICTED	0
L00_097	L00	False		CONTRADICTED	0
L00_098	L00	False		CONTRADICTED	0
L00_099	L00	False		CONTRADICTED	0
L00_100	L00	False		CONTRADICTED	0
L00_101	L00	False		CONTRADICTED	0
L00_102	L00	False		CONTRADICTED	0
L00_103	L00	False		CONTRADICTED	0
L00_104	L00	False		CONTRADICTED	0
L00_105	L00	False		CONTRADICTED	0
L00_106	L00	False		CONTRADICTED	0
L00_107	L00	False		CONTRADICTED	0
L00_108	L00	False		CONTRADICTED	0
L00_109	L00	False		CONTRADICTED	0
L00_110	L00	False		CONTRADICTED	0
L00_111	L00	False		CONTRADICTED	0
L00_112	L00	False		CONTRADICTED	0
L00_113	L00	False		CONTRADICTED	0
L00_114	L00	False		CONTRADICTED	0
L00_115	L00	False		CONTRADICTED	0
L00_116	L00	False		CONTRADICTED	0
L00_117	L00	False		CONTRADICTED	0
L00_118	L00	False		CONTRADICTED	0
L00_119	L00	False		CONTRADICTED	0
L00_120	L00	False		CONTRADICTED	0
L00_121	L00	False		CONTRADICTED	0
L00_122	L00	False		CONTRADICTED	0
L00_123	L00	True		CONTRADICTED	0
L00_124	L00	False		CONTRADICTED	0
L00_125	L00	False		CONTRADICTED	0
L00_126	L00	False		CONTRADICTED	0
L00_127	L00	False		CONTRADICTED	0
L00_128	L00	False		CONTRADICTED	0
L00_129	L00	False		CONTRADICTED	0
L00_130	L00	False		CONTRADICTED	0
L00_131	L00	False		CONTRADICTED	0
L00_132	L00	False		CONTRADICTED	0
L00_133	L00	False		CONTRADICTED	0
L00_134	L00	False		CONTRADICTED	0
L00_135	L00	False		CONTRADICTED	0
L00_136	L00	False		CONTRADICTED	0
L00_137	L00	False		CONTRADICTED	0
L00_138	L00	False		CONTRADICTED	0
L00_139	L00	False		CONTRADICTED	0
L00_140	L00	False		CONTRADICTED	0
L00_141	L00	False		CONTRADICTED	0
L00_142	L00	False		CONTRADICTED	0
L00_143	L00	False		CONTRADICTED	0
L00_144	L00	False		CONTRADICTED	0
L00_145	L00	False		CONTRADICTED	0
L00_146	L00	False		CONTRADICTED	0
L00_147	L00	False		CONTRADICTED	0
L00_148	L00	False		CONTRADICTED	0
L00_149	L00	False		CONTRADICTED	0
L00_150	L00	False		CONTRADICTED	0
L00_151	L00	False		CONTRADICTED	0
L00_152	L00	False		CONTRADICTED	0
L00_153	L00	False		CONTRADICTED	0
L00_154	L00	False		CONTRADICTED	0
L00_155	L00	False		CONTRADICTED	0
L00_156	L00	False		CONTRADICTED	0
L00_157	L00	False		CONTRADICTED	0
L00_158	L00	False		CONTRADICTED	0
L00_159	L00	False		CONTRADICTED	0
L00_160	L00	False		CONTRADICTED	0
L00_161	L00	False		CONTRADICTED	0
L00_162	L00	False		CONTRADICTED	0
L00_163	L00	False		CONTRADICTED	0
L00_164	L00	False		CONTRADICTED	0
L00_165	L00	False		CONTRADICTED	0
L00_166	L00	False		CONTRADICTED	0
