slot_id	target_panel	source_occurrence_id	body	form	opaque_head_id	head_occupancy	page	locus	section	language	line_position	position_exception	side	neighbor_token_ordinal	neighbor_surface	target_reader_exact	neighbor_reader_exact	both_reader_exact	strict_initial_head_neighbor	formal705_slot	sem570_slot	w23_axis197_precomposition_slot	w23_axis195_slot	neighbor_cell_id	neighbor_semantic_value_de	neighbor_confidence_level	neighbor_semantic_scope	neighbor_composition_semantic_credit	retired_patient_words	axis_tags	semantic_fingerprint	literal_head_lexeme_credit	literal_body_lexeme_credit	component_export_credit
G738-HS00001	H	G737-O0001	cheol	pcheol	H1	2	f100r	f100r.12	P	A	FIRST	0	R	2	sheod	1	1	1	0	1	1	1	0	G733-C00005	vom feuchten Ansatz abmessen	W2_PROVISIONAL_WORKING	EXPLORATORY_EXACT_WHOLE_READING	1	NONE	MOIST|PREPARATION|PROCESS	MOIST|PREPARATION|PROCESS	0	0	0
G738-HS00002	H	G737-O0002	o	so	H2	3	f100r	f100r.14	P	A	MIDDLE	1	L	6	qokeol	1	1	1	0	1	1	1	1	G733-C00027	erhitze den Drogenstoff bis zur Mittelstufe	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE|MATERIAL|PROCESS	HEAT|VALUE|MATERIAL|PROCESS	0	0	0
G738-HS00003	H	G737-O0002	o	so	H2	3	f100r	f100r.14	P	A	MIDDLE	1	R	8	raiin	1	1	1	1	0	0	0	0	G733-C00029	NONE	NONE	NONE	0	wurzel	NONE	NONE	0	0	0
G738-HS00004	H	G737-O0003	ain	sain	H2	3	f100v	f100v.19	P	A	FIRST	0	R	2	cheokeos	1	1	1	0	1	0	0	0	G733-C00168	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00005	H	G737-O0004	olaiin	polaiin	H1	2	f102r1	f102r1.3	P	A	FIRST	0	R	2	shocthy	1	1	1	0	1	1	0	0	G733-C00268	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|MATERIAL|PREPARATION	MOIST|MATERIAL|PREPARATION	0	0	0
G738-HS00006	H	G737-O0005	oiiin	loiiin	H4	3	f102r1	f102r1.3	P	A	MIDDLE	0	L	3	qoteol	1	1	1	0	1	1	1	0	G733-C00269	abgekühlten Drogenstoff nehmen	W2_PROVISIONAL_WORKING	EXPLORATORY_EXACT_WHOLE_READING	1	NONE	COLD|MATERIAL|PROCESS	COLD|MATERIAL|PROCESS	0	0	0
G738-HS00007	H	G737-O0005	oiiin	loiiin	H4	3	f102r1	f102r1.3	P	A	MIDDLE	0	R	5	oteeor	1	1	1	0	1	0	0	0	G733-C00271	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00008	H	G737-O0006	ain	rain	H3	3	f102v2	f102v2.38	P	A	LAST	0	L	9	okeeo	0	1	0	0	0	0	0	0	G733-C00617	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00009	H	G737-O0007	chedal	pchedal	H1	2	f103r	f103r.1	S	B	FIRST	0	R	2	shdy	1	0	0	0	0	0	0	0	G733-C00630	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00010	H	G737-O0008	keey	lkeey	H4	2	f103r	f103r.2	S	B	MIDDLE	0	L	10	sal	1	1	1	1	0	0	0	0	G733-C00757	NONE	NONE	NONE	0	saat	NONE	NONE	0	0	0
G738-HS00011	H	G737-O0008	keey	lkeey	H4	2	f103r	f103r.2	S	B	MIDDLE	0	R	12	sar	1	1	1	1	0	0	0	0	G733-C00759	NONE	NONE	NONE	0	samen	NONE	NONE	0	0	0
G738-HS00012	H	G737-O0009	oty	loty	H4	2	f103r	f103r.4	S	B	MIDDLE	0	L	7	ol	1	0	0	0	0	0	0	0	G733-C00962	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00013	H	G737-O0009	oty	loty	H4	2	f103r	f103r.4	S	B	MIDDLE	0	R	9	chedaraly	1	0	0	0	0	0	0	0	G733-C00964	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00014	H	G737-O0010	kar	lkar	H4	3	f103r	f103r.5	S	B	MIDDLE	0	L	5	qokey	1	1	1	0	1	1	1	1	G733-C01062	heiß in der Mitte des Grades	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE	HEAT|VALUE	0	0	0
G738-HS00015	H	G737-O0010	kar	lkar	H4	3	f103r	f103r.5	S	B	MIDDLE	0	R	7	sheeky	1	1	1	0	1	1	0	0	G733-C01064	vollständig einweichen, erhitzen und abschließen	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	HEAT|MOIST|PROCESS	HEAT|MOIST|PROCESS	0	0	0
G738-HS00016	H	G737-O0011	kar	rkar	H3	3	f103r	f103r.5	S	B	MIDDLE	0	L	10	yt	1	0	0	0	0	0	0	0	G733-C01067	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00017	H	G737-O0011	kar	rkar	H3	3	f103r	f103r.5	S	B	MIDDLE	0	R	12	ota	1	0	0	0	0	0	0	0	G733-C01069	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00018	H	G737-O0012	ain	rain	H3	3	f103r	f103r.8	S	B	MIDDLE	0	L	4	okey	1	1	1	0	1	1	1	1	G733-C01136	heißer Ansatz in der Mitte des Grades	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE|PREPARATION	HEAT|VALUE|PREPARATION	0	0	0
G738-HS00019	H	G737-O0012	ain	rain	H3	3	f103r	f103r.8	S	B	MIDDLE	0	R	6	okechy	1	0	0	0	0	0	0	0	G733-C01138	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00020	H	G737-O0013	o	lo	H4	3	f103r	f103r.8	S	B	LAST	0	L	12	olkechdy	1	0	0	0	0	0	0	0	G733-C01144	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00021	H	G737-O0014	kaiin	lkaiin	H4	2	f103r	f103r.9	S	B	MIDDLE	0	L	5	shey	1	1	1	0	1	1	0	0	G733-C01150	feucht in der Mitte des Grades	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|VALUE	MOIST|VALUE	0	0	0
G738-HS00022	H	G737-O0014	kaiin	lkaiin	H4	2	f103r	f103r.9	S	B	MIDDLE	0	R	7	shey	1	1	1	0	1	1	0	0	G733-C01152	feucht in der Mitte des Grades	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|VALUE	MOIST|VALUE	0	0	0
G738-HS00023	H	G737-O0015	olshedy	lolshedy	H4	2	f103r	f103r.11	S	B	MIDDLE	0	L	3	otain	0	1	0	0	0	0	0	0	G733-C00657	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00024	H	G737-O0015	olshedy	lolshedy	H4	2	f103r	f103r.11	S	B	MIDDLE	0	R	5	okain	0	1	0	0	0	0	0	0	G733-C00659	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00025	H	G737-O0016	odar	podar	H1	3	f103r	f103r.13	S	B	FIRST	0	R	2	sheor	0	1	0	0	0	0	0	0	G733-C00677	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00026	H	G737-O0017	kar	lkar	H4	3	f103r	f103r.19	S	B	MIDDLE	0	L	8	oteol	1	0	0	0	0	0	0	0	G733-C00743	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00027	H	G737-O0017	kar	lkar	H4	3	f103r	f103r.19	S	B	MIDDLE	0	R	10	okaral	1	0	0	0	0	0	0	0	G733-C00745	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00028	H	G737-O0018	r	lr	H4	2	f103r	f103r.19	S	B	LAST	0	L	11	lkldy	1	1	1	1	0	0	0	0	G733-C00746	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00029	H	G737-O0019	cheam	pcheam	H1	2	f103r	f103r.21	S	B	FIRST	0	R	2	sokedy	1	0	0	1	0	0	0	0	G733-C00771	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00030	H	G737-O0020	okedy	sokedy	H2	2	f103r	f103r.21	S	B	MIDDLE	1	L	1	pcheam	0	1	0	1	0	0	0	0	G733-C00770	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00031	H	G737-O0020	okedy	sokedy	H2	2	f103r	f103r.21	S	B	MIDDLE	1	R	3	dalkar	0	1	0	0	0	0	0	0	G733-C00772	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00032	H	G737-O0021	keeody	lkeeody	H4	2	f103r	f103r.27	S	B	MIDDLE	0	L	3	qokeey	0	1	0	0	0	0	0	0	G733-C00832	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00033	H	G737-O0021	keeody	lkeeody	H4	2	f103r	f103r.27	S	B	MIDDLE	0	R	5	sheey	0	1	0	0	0	0	0	0	G733-C00834	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00034	H	G737-O0022	okeedy	lokeedy	H4	3	f103r	f103r.38	S	B	MIDDLE	0	L	4	chckhy	0	1	0	0	0	0	0	0	G733-C00944	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
G738-HS00035	H	G737-O0022	okeedy	lokeedy	H4	3	f103r	f103r.38	S	B	MIDDLE	0	R	6	checkhy	0	1	0	0	0	0	0	0	G733-C00946	NONE	NONE	NONE	0	NONE	NONE	NONE	0	0	0
