slot_id	target_panel	source_occurrence_id	body	form	opaque_head_id	head_occupancy	page	locus	section	language	line_position	position_exception	side	neighbor_token_ordinal	neighbor_surface	target_reader_exact	neighbor_reader_exact	both_reader_exact	strict_initial_head_neighbor	formal705_slot	sem570_slot	w23_axis197_precomposition_slot	w23_axis195_slot	neighbor_cell_id	neighbor_semantic_value_de	neighbor_confidence_level	neighbor_semantic_scope	neighbor_composition_semantic_credit	retired_patient_words	axis_tags	semantic_fingerprint	literal_head_lexeme_credit	literal_body_lexeme_credit	component_export_credit
G738-HS00001	H	G737-O0001	cheol	pcheol	H1	2	f100r	f100r.12	P	A	FIRST	0	R	2	sheod	1	1	1	0	1	1	1	0	G733-C00005	vom feuchten Ansatz abmessen	W2_PROVISIONAL_WORKING	EXPLORATORY_EXACT_WHOLE_READING	1	NONE	MOIST|PREPARATION|PROCESS	MOIST|PREPARATION|PROCESS	0	0	0
G738-HS00002	H	G737-O0002	o	so	H2	3	f100r	f100r.14	P	A	MIDDLE	1	L	6	qokeol	1	1	1	0	1	1	1	1	G733-C00027	erhitze den Drogenstoff bis zur Mittelstufe	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE|MATERIAL|PROCESS	HEAT|VALUE|MATERIAL|PROCESS	0	0	0
G738-HS00005	H	G737-O0004	olaiin	polaiin	H1	2	f102r1	f102r1.3	P	A	FIRST	0	R	2	shocthy	1	1	1	0	1	1	0	0	G733-C00268	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|MATERIAL|PREPARATION	MOIST|MATERIAL|PREPARATION	0	0	0
G738-HS00006	H	G737-O0005	oiiin	loiiin	H4	3	f102r1	f102r1.3	P	A	MIDDLE	0	L	3	qoteol	1	1	1	0	1	1	1	0	G733-C00269	abgekühlten Drogenstoff nehmen	W2_PROVISIONAL_WORKING	EXPLORATORY_EXACT_WHOLE_READING	1	NONE	COLD|MATERIAL|PROCESS	COLD|MATERIAL|PROCESS	0	0	0
G738-HS00014	H	G737-O0010	kar	lkar	H4	3	f103r	f103r.5	S	B	MIDDLE	0	L	5	qokey	1	1	1	0	1	1	1	1	G733-C01062	heiß in der Mitte des Grades	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE	HEAT|VALUE	0	0	0
G738-HS00015	H	G737-O0010	kar	lkar	H4	3	f103r	f103r.5	S	B	MIDDLE	0	R	7	sheeky	1	1	1	0	1	1	0	0	G733-C01064	vollständig einweichen, erhitzen und abschließen	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	HEAT|MOIST|PROCESS	HEAT|MOIST|PROCESS	0	0	0
G738-HS00018	H	G737-O0012	ain	rain	H3	3	f103r	f103r.8	S	B	MIDDLE	0	L	4	okey	1	1	1	0	1	1	1	1	G733-C01136	heißer Ansatz in der Mitte des Grades	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE|PREPARATION	HEAT|VALUE|PREPARATION	0	0	0
G738-HS00021	H	G737-O0014	kaiin	lkaiin	H4	2	f103r	f103r.9	S	B	MIDDLE	0	L	5	shey	1	1	1	0	1	1	0	0	G733-C01150	feucht in der Mitte des Grades	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|VALUE	MOIST|VALUE	0	0	0
G738-HS00022	H	G737-O0014	kaiin	lkaiin	H4	2	f103r	f103r.9	S	B	MIDDLE	0	R	7	shey	1	1	1	0	1	1	0	0	G733-C01152	feucht in der Mitte des Grades	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|VALUE	MOIST|VALUE	0	0	0
G738-HS00036	H	G737-O0023	okain	lokain	H4	2	f103r	f103r.38	S	B	MIDDLE	0	L	6	checkhy	1	1	1	0	1	1	0	0	G733-C00946	trockenes Arzneikompositum am Gradanfang	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	DRY|VALUE|PREPARATION	DRY|VALUE|PREPARATION	0	0	0
G738-HS00037	H	G737-O0023	okain	lokain	H4	2	f103r	f103r.38	S	B	MIDDLE	0	R	8	shedy	1	1	1	0	1	1	0	0	G733-C00948	feucht in der Mitte des Grades, abgeschlossen	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|VALUE|CLOSE	MOIST|VALUE|CLOSE	0	0	0
G738-HS00038	H	G737-O0024	sheey	lsheey	H4	3	f103r	f103r.39	S	B	MIDDLE	0	L	2	qokeey	1	1	1	0	1	1	1	1	G733-C00951	heiß am Ende des Grades	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE	HEAT|VALUE	0	0	0
G738-HS00039	H	G737-O0024	sheey	lsheey	H4	3	f103r	f103r.39	S	B	MIDDLE	0	R	4	qotal	1	1	1	0	1	1	1	1	G733-C00953	Rohstoffklasse I, kalt am Gradanfang	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	COLD|VALUE|MATERIAL	COLD|VALUE|MATERIAL	0	0	0
G738-HS00041	H	G737-O0026	cheedy	lcheedy	H4	2	f103r	f103r.47	S	B	MIDDLE	0	L	5	qokaly	1	1	1	0	1	1	1	1	G733-C01033	erhitze Rohdroge I leicht und schließe ab	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|MATERIAL|PROCESS	HEAT|MATERIAL|PROCESS	0	0	0
G738-HS00043	H	G737-O0027	r	lr	H4	2	f103r	f103r.49	S	B	MIDDLE	0	L	1	okeey	1	1	1	0	1	1	0	0	G733-C01045	heißer Ansatz am Ende des Grades	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	HEAT|VALUE|PREPARATION	HEAT|VALUE|PREPARATION	0	0	0
G738-HS00044	H	G737-O0027	r	lr	H4	2	f103r	f103r.49	S	B	MIDDLE	0	R	3	ain	1	1	1	0	1	1	0	0	G733-C01047	Menge-/Klassenwert II	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	VALUE	VALUE	0	0	0
G738-HS00053	H	G737-O0035	kar	lkar	H4	3	f103v	f103v.9	S	B	LAST	0	L	10	ol	1	1	1	0	1	1	0	0	G733-C01612	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MATERIAL|PREPARATION	MATERIAL|PREPARATION	0	0	0
G738-HS00054	H	G737-O0036	chor	pchor	H1	3	f103v	f103v.12	S	B	MIDDLE	1	L	8	shedy	1	1	1	0	1	1	0	0	G733-C01196	feucht in der Mitte des Grades, abgeschlossen	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	MOIST|VALUE|CLOSE	MOIST|VALUE|CLOSE	0	0	0
G738-HS00056	H	G737-O0037	r	lr	H4	2	f103v	f103v.13	S	B	MIDDLE	0	L	7	okeey	1	1	1	0	1	1	0	0	G733-C01208	heißer Ansatz am Ende des Grades	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	HEAT|VALUE|PREPARATION	HEAT|VALUE|PREPARATION	0	0	0
G738-HS00057	H	G737-O0037	r	lr	H4	2	f103v	f103v.13	S	B	MIDDLE	0	R	9	ain	1	1	1	0	1	1	0	0	G733-C01210	Menge-/Klassenwert II	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	VALUE	VALUE	0	0	0
G738-HS00059	H	G737-O0038	cheody	lcheody	H4	2	f103v	f103v.15	S	B	MIDDLE	0	R	9	tedy	1	1	1	0	1	1	1	1	G733-C01233	kalt in der Mitte des Grades, abgeschlossen	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	COLD|VALUE|CLOSE	COLD|VALUE|CLOSE	0	0	0
G738-HS00060	H	G737-O0039	keey	lkeey	H4	2	f103v	f103v.19	S	B	MIDDLE	0	L	2	chey	1	1	1	0	1	1	0	0	G733-C01267	trocken in der Mitte des Grades	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	DRY|VALUE	DRY|VALUE	0	0	0
G738-HS00062	H	G737-O0040	olain	lolain	H4	2	f103v	f103v.20	S	B	LAST	0	L	10	qokeey	1	1	1	0	1	1	1	1	G733-C01293	heiß am Ende des Grades	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	0	NONE	HEAT|VALUE	HEAT|VALUE	0	0	0
G738-HS00066	H	G737-O0043	chear	pchear	H1	2	f103v	f103v.30	S	B	FIRST	0	R	2	okain	1	1	1	0	1	1	0	0	G733-C01396	heiß im Zubereitungsrahmen, Grad II	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	HEAT|VALUE|PREPARATION	HEAT|VALUE|PREPARATION	0	0	0
G738-HS00067	H	G737-O0044	oly	poly	H1	3	f103v	f103v.30	S	B	MIDDLE	1	L	6	otedy	1	1	1	0	1	1	0	0	G733-C01400	kalter Ansatz in der Mitte des Grades, abgeschlossen	NA	OCCURRENCE_LOCAL_OR_INHERITED	0	NONE	COLD|VALUE|PREPARATION|CLOSE	COLD|VALUE|PREPARATION|CLOSE	0	0	0
G738-HS00069	H	G737-O0045	keey	lkeey	H4	2	f103v	f103v.33	S	B	MIDDLE	0	L	1	yshey	1	1	1	0	1	1	1	1	G733-C01424	weiche hiervon bis zur mittleren Stufe ein	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	0	NONE	VALUE	VALUE	0	0	0
