statement_ordinal	statement_id	physical_page	register	prose_block_id	owner_id	owner_de	locus_start	locus_end	event_count	event_ids	surface_sequence	final_recipe_sequence	controlled_order_sequence_de	target_event_count	final_recipe_change_count	inherited_action_event_count	inherited_argument_event_count	contextual_working_reading_de	end_mode	all_events_backprojected	cross_statement_inheritance	guard
1	G515-S001	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f4r.1	f4r.1	2	G515-E0001|G515-E0002	kodalchy chpady	K+O+D_ADDR+AL+CH+Y | CH+P+A_ADDR+DY	geben → [Ausführung] → [hier: D-Adresse] → Zielort → nehmen → Posten. || nehmen → einsetzen → [hier: A-Adresse] → [Schluss].	2	0	0	1	Gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle. Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; an der bezeichneten Stelle; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
2	G515-S002	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f4r.1	f4r.4	29	G515-E0003|G515-E0004|G515-E0005|G515-E0006|G515-E0007|G515-E0008|G515-E0009|G515-E0010|G515-E0011|G515-E0012|G515-E0013|G515-E0014|G515-E0015|G515-E0016|G515-E0017|G515-E0018|G515-E0019|G515-E0020|G515-E0021|G515-E0022|G515-E0023|G515-E0024|G515-E0025|G515-E0026|G515-E0027|G515-E0028|G515-E0029|G515-E0030|G515-E0031	sheol ol sheey qotey doiin chor ytoy dchor shol shol cthol shtchy chaiin s choraiin chom otchol chol chy chaiin qotaiin daiin shain qotchol chy yty daiin okaiin cthy	SH+E+OL | OL | SH+EE+Y | OT+E+Y | D_ADDR+O+IIN | CH+OR | Y+T+O+Y | D_ADDR+CH+OR | SH+OL | SH+OL | CH+T+OL | SH+T+CH+Y | CH+AIIN | S | CH+OR+AIIN | HO+M_LOCAL | OT+CH+OL | OL | Y | CH+AIIN | OT+AIIN | AIIN | SH+AIN | OT+CH+OL | Y | Y+T+Y | AIIN | OK+AIIN | CH+T+Y	halten → [Grad I] → fortsetzen. || fortsetzen. || halten → [Grad II] → Posten. || danach → [Grad I] → Posten. || [hier: D-Adresse] → [Ausführung] → [Stufe]. || nehmen → Einheit. || Posten → einstellen → [Ausführung] → Posten. || [hier: D-Adresse] → nehmen → Einheit. || halten → fortsetzen. || halten → fortsetzen. || nehmen → einstellen → fortsetzen. || halten → einstellen → nehmen → Posten. || nehmen → Wert. || wählen. || nehmen → Einheit → Wert. || [Klasse] → [hier: lokale m-Marke]. || danach → nehmen → fortsetzen. || fortsetzen. || Posten. || nehmen → Wert. || danach → Wert. || Wert. || halten → Anteil. || danach → nehmen → fortsetzen. || Posten. || Posten → einstellen → Posten. || Wert. || setzen → Wert. || nehmen → einstellen → Posten.	4	0	10	9	Halte; auf Grad I; führe fort. Im laufenden Satz halte; führe fort. Halte den Pflanzenposten; auf Grad II. Danach: im laufenden Satz halte den Pflanzenposten; auf Grad I. Im laufenden Satz halte den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle. Nimm die Arbeitseinheit. Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; zur Ausführung. Nimm die Arbeitseinheit; an der bezeichneten Stelle. Halte die Arbeitseinheit [wie zuvor]; führe fort. Halte die Arbeitseinheit [wie zuvor]; führe fort. Nimm die Arbeitseinheit [wie zuvor] und stelle die Arbeitseinheit [wie zuvor] ein; führe fort. Halte den Pflanzenposten, stelle den Pflanzenposten ein und nimm den Pflanzenposten. Nimm den Arbeitswert. Wähle den Arbeitswert [wie zuvor]. Nimm die Arbeitseinheit und den Arbeitswert. Im laufenden Satz nimm den Arbeitswert [wie zuvor]; in der bezeichneten Klasse und an der bezeichneten Stelle. Danach: nimm den Arbeitswert [wie zuvor]; führe fort. Im laufenden Satz nimm den Arbeitswert [wie zuvor]; führe fort. Im laufenden Satz nimm den Pflanzenposten. Nimm den Arbeitswert. Danach: im laufenden Satz nimm den Arbeitswert. Im laufenden Satz nimm den Arbeitswert. Halte den Materialanteil. Danach: nimm den Materialanteil [wie zuvor]; führe fort. Im laufenden Satz nimm den Pflanzenposten. Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein. Im laufenden Satz stelle den Arbeitswert ein. Setze den Arbeitswert im Arbeitsgang an. Nimm den Pflanzenposten und stelle den Pflanzenposten ein.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
3	G515-S003	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f4r.5	f4r.5	4	G515-E0032|G515-E0033|G515-E0034|G515-E0035	pydaiin qotchy dy tydy	P+Y+D_ADDR+AIIN | OT+Y | Y | T+Y+DY	einsetzen → Posten → [hier: D-Adresse] → Wert. || danach → Posten. || Posten. || einstellen → Posten → [Schluss].	2	0	2	0	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle. Danach: im laufenden Satz setze den Pflanzenposten ein. Im laufenden Satz setze den Pflanzenposten ein. Stelle den Pflanzenposten ein; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
4	G515-S004	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f4r.6	f4r.8	12	G515-E0036|G515-E0037|G515-E0038|G515-E0039|G515-E0040|G515-E0041|G515-E0042|G515-E0043|G515-E0044|G515-E0045|G515-E0046|G515-E0047	chor shytchy dytcheey qotaiin cthol daiin cthom shor shol shol cthy cpholdy	CH+OR | SH+Y+T+CH+Y | D_ADDR+Y+T+CH+EE+Y | OT+AIIN | CH+T+OL | AIIN | CH+T+O+M_LOCAL | SH+OR | SH+OL | SH+OL | CH+T+Y | CH+P+OL+DY	nehmen → Einheit. || halten → Posten → einstellen → nehmen → Posten. || [hier: D-Adresse] → Posten → einstellen → nehmen → [Grad II] → Posten. || danach → Wert. || nehmen → einstellen → fortsetzen. || Wert. || nehmen → einstellen → [Ausführung] → [hier: lokale m-Marke]. || halten → Einheit. || halten → fortsetzen. || halten → fortsetzen. || nehmen → einstellen → Posten. || nehmen → einsetzen → fortsetzen → [Schluss].	4	0	2	5	Nimm die Arbeitseinheit. Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]. Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]; auf Grad II; an der bezeichneten Stelle. Danach: im laufenden Satz nimm den Arbeitswert. Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; führe fort. Im laufenden Satz stelle den Arbeitswert ein. Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Ausführung; an der bezeichneten Stelle. Halte die Arbeitseinheit. Halte die Arbeitseinheit [wie zuvor]; führe fort. Halte die Arbeitseinheit [wie zuvor]; führe fort. Nimm den Pflanzenposten und stelle den Pflanzenposten ein. Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
5	G515-S005	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f4r.9	f4r.13	17	G515-E0048|G515-E0049|G515-E0050|G515-E0051|G515-E0052|G515-E0053|G515-E0054|G515-E0055|G515-E0056|G515-E0057|G515-E0058|G515-E0059|G515-E0060|G515-E0061|G515-E0062|G515-E0063|G515-E0064	daiin ckhochy tchy kor aiin odal shor shyshol cphaiin qotchoiin sheor qoty soiin chaiin chaiin daiin cthey	AIIN | CH+K+O+CH+Y | T+Y | K+OR | AIIN | O+DA+L | SH+OR | SH+Y+SH+OL | CH+P+AIIN | OT+CH+O+IIN | SH+E+OR | OT+Y | S+O+IIN | CH+AIIN | CH+AIIN | AIIN | CH+T+E+Y	Wert. || nehmen → geben → [Ausführung] → nehmen → Posten. || einstellen → Posten. || geben → Einheit. || Wert. || [Ausführung] → [zweite Stufe] → Verbindung. || halten → Einheit. || halten → Posten → halten → fortsetzen. || nehmen → einsetzen → Wert. || danach → nehmen → [Ausführung] → [Stufe]. || halten → [Grad I] → Einheit. || danach → Posten. || wählen → [Ausführung] → [Stufe]. || nehmen → Wert. || nehmen → Wert. || Wert. || nehmen → einstellen → [Grad I] → Posten.	4	0	4	3	Bezug: den Arbeitswert. Nimm den Pflanzenposten, gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Ausführung. Stelle den Pflanzenposten ein. Gib die Arbeitseinheit zu. Im laufenden Satz gib den Arbeitswert zu. Im laufenden Satz gib den Arbeitswert [wie zuvor] zu; über die Verbindung im Pflanzenartikel; zur Ausführung und auf der zweiten Stufe. Halte die Arbeitseinheit. Halte den Pflanzenposten und halte den Pflanzenposten; führe fort. Nimm den Arbeitswert und setze den Arbeitswert ein. Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe. Halte die Arbeitseinheit; auf Grad I. Danach: im laufenden Satz halte den Pflanzenposten. Wähle den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe. Nimm den Arbeitswert. Nimm den Arbeitswert. Im laufenden Satz nimm den Arbeitswert. Nimm den Pflanzenposten und stelle den Pflanzenposten ein; auf Grad I.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
6	G515-S006	f20v	HERBAL	F20V_PROSE_01	F20V_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f20v.1	f20v.1	9	G515-E0065|G515-E0066|G515-E0067|G515-E0068|G515-E0069|G515-E0070|G515-E0071|G515-E0072|G515-E0073	faiis ar okoy shy pofochey opchy qopy choldy opydy	LOCAL_CHAR_F+IIN+S | AR | OK+O+Y | Y | P+O+LOCAL_CHAR_F+O+CH+E+Y | O+P+Y | CARRIER_Q+O+P+Y | OL+Y | O+P+Y+DY	[hier: f-Kennmarke] → [Stufe] → wählen. || Ausgang. || setzen → [Ausführung] → Posten. || Posten. || einsetzen → [Ausführung] → [hier: f-Kennmarke] → [Ausführung] → nehmen → [Grad I] → Posten. || [Ausführung] → einsetzen → Posten. || [Beginnmarker] → [Ausführung] → einsetzen → Posten. || fortsetzen → Posten. || [Ausführung] → einsetzen → Posten → [Schluss].	3	0	3	0	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle. Im laufenden Satz wähle; vom Ausgangsmaterial. Setze den Pflanzenposten im Arbeitsgang an; zur Ausführung. Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an. Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle. Setze den Pflanzenposten ein; zur Ausführung. Setze den Pflanzenposten ein; mit Beginnmarker und zur Ausführung. Im laufenden Satz setze den Pflanzenposten ein; führe fort. Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
7	G515-S007	f20v	HERBAL	F20V_PROSE_01	F20V_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f20v.1	f20v.4	25	G515-E0074|G515-E0075|G515-E0076|G515-E0077|G515-E0078|G515-E0079|G515-E0080|G515-E0081|G515-E0082|G515-E0083|G515-E0084|G515-E0085|G515-E0086|G515-E0087|G515-E0088|G515-E0089|G515-E0090|G515-E0091|G515-E0092|G515-E0093|G515-E0094|G515-E0095|G515-E0096|G515-E0097|G515-E0098	cphy sos ykoiin cheol chol choiin checthy otol chol chodaiin oty okchy sho kchol shol chcthy qoty chy tolshy qotchy sho or aiin shol daiin	CH+P+Y | S+O+S | Y+K+O+IIN | CH+E+O+L | OL | CH+O+IIN | CH+T+Y | OT+OL | OL | CH+O+D_ADDR+AIIN | OT+Y | OK+Y | SH+O | K+OL | SH+OL | CH+CH+T+Y | OT+Y | Y | T+OL+SH+Y | OT+Y | SH+O | OR | AIIN | SH+OL | AIIN	nehmen → einsetzen → Posten. || wählen → [Ausführung] → wählen. || Posten → geben → [Ausführung] → [Stufe]. || nehmen → [Grad I] → [Ausführung] → Verbindung. || fortsetzen. || nehmen → [Ausführung] → [Stufe]. || nehmen → einstellen → Posten. || danach → fortsetzen. || fortsetzen. || nehmen → [Ausführung] → [hier: D-Adresse] → Wert. || danach → Posten. || setzen → Posten. || halten → [Ausführung]. || geben → fortsetzen. || halten → fortsetzen. || nehmen → nehmen → einstellen → Posten. || danach → Posten. || Posten. || einstellen → fortsetzen → halten → Posten. || danach → Posten. || halten → [Ausführung]. || Einheit. || Wert. || halten → fortsetzen. || Wert.	3	0	10	11	Nimm den Pflanzenposten und setze den Pflanzenposten ein. Wähle den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Ausführung. Gib den Pflanzenposten zu; zur Ausführung und auf der bezeichneten Stufe. Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und zur Ausführung. Im laufenden Satz nimm den Pflanzenposten [wie zuvor]; führe fort. Nimm den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe. Nimm den Pflanzenposten und stelle den Pflanzenposten ein. Danach: im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort. Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort. Nimm den Arbeitswert; zur Ausführung; an der bezeichneten Stelle. Danach: im laufenden Satz nimm den Pflanzenposten. Setze den Pflanzenposten im Arbeitsgang an. Halte den Pflanzenposten [wie zuvor]; zur Ausführung. Gib den Pflanzenposten [wie zuvor] zu; führe fort. Halte den Pflanzenposten [wie zuvor]; führe fort. Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein. Danach: im laufenden Satz stelle den Pflanzenposten ein. Im laufenden Satz stelle den Pflanzenposten ein. Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort. Danach: im laufenden Satz halte den Pflanzenposten. Halte den Pflanzenposten [wie zuvor]; zur Ausführung. Im laufenden Satz halte die Arbeitseinheit. Im laufenden Satz halte den Arbeitswert. Halte den Arbeitswert [wie zuvor]; führe fort. Im laufenden Satz halte den Arbeitswert.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
8	G515-S008	f20v	HERBAL	F20V_PROSE_02	F20V_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f20v.5	f20v.11	52	G515-E0099|G515-E0100|G515-E0101|G515-E0102|G515-E0103|G515-E0104|G515-E0105|G515-E0106|G515-E0107|G515-E0108|G515-E0109|G515-E0110|G515-E0111|G515-E0112|G515-E0113|G515-E0114|G515-E0115|G515-E0116|G515-E0117|G515-E0118|G515-E0119|G515-E0120|G515-E0121|G515-E0122|G515-E0123|G515-E0124|G515-E0125|G515-E0126|G515-E0127|G515-E0128|G515-E0129|G515-E0130|G515-E0131|G515-E0132|G515-E0133|G515-E0134|G515-E0135|G515-E0136|G515-E0137|G515-E0138|G515-E0139|G515-E0140|G515-E0141|G515-E0142|G515-E0143|G515-E0144|G515-E0145|G515-E0146|G515-E0147|G515-E0148|G515-E0149|G515-E0150	tshol folchol otor shol shor fshodchy otchy chcphy dy doiiin chockhy dan cheoy shos cheos char aiin shocthy sho cthy daiin sheoy tey s soaiin shain choraly sho ar chy daiin d s ykchy keody cho cthy chol shd qoty d shokaiin chocthy chol daiin chy chor ety okoiin chey ol chory	T+SH+OL | LOCAL_CHAR_F+OL+OL | OT+OR | SH+OL | SH+OR | LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | OT+CH+Y | CH+CH+P+Y | Y | D_ADDR+O+IIN | HO+CH+K+Y | AIN | CH+E+O+Y | SH+O+S | CH+E+O+S | AR | AIIN | SH+O+CH+T+Y | SH+O | CH+T+Y | AIIN | SH+E+O+Y | T+E+Y | S | S+O+AIIN | SH+AIN | CH+OR+AL+Y | SH+O | AR | Y | AIIN | D_ADDR | S | Y+K+Y | K+E+O+D_ADDR+Y | HO | CH+T+Y | OL | SH+D_ADDR | OT+Y | D_ADDR | SH+OK+AIIN | CH+O+CH+T+Y | OL | AIIN | Y | CH+OR | E+T+Y | OK+O+IIN | Y | OL | CH+OR+Y	einstellen → halten → fortsetzen. || [hier: f-Kennmarke] → fortsetzen → fortsetzen. || danach → Einheit. || halten → fortsetzen. || halten → Einheit. || [hier: f-Kennmarke] → halten → [Ausführung] → [hier: D-Adresse] → nehmen → Posten. || danach → nehmen → Posten. || nehmen → nehmen → einsetzen → Posten. || Posten. || [hier: D-Adresse] → [Ausführung] → [Stufe]. || [Klasse] → nehmen → geben → Posten. || Anteil. || nehmen → [Grad I] → [Ausführung] → Posten. || halten → [Ausführung] → wählen. || nehmen → [Grad I] → [Ausführung] → wählen. || Ausgang. || Wert. || halten → [Ausführung] → nehmen → einstellen → Posten. || halten → [Ausführung]. || nehmen → einstellen → Posten. || Wert. || halten → [Grad I] → [Ausführung] → Posten. || einstellen → [Grad I] → Posten. || wählen. || wählen → [Ausführung] → Wert. || halten → Anteil. || nehmen → Einheit → Zielort → Posten. || halten → [Ausführung]. || Ausgang. || Posten. || Wert. || [hier: D-Adresse]. || wählen. || Posten → geben → Posten. || geben → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || [Klasse]. || nehmen → einstellen → Posten. || fortsetzen. || halten → [hier: D-Adresse]. || danach → Posten. || [hier: D-Adresse]. || halten → setzen → Wert. || nehmen → [Ausführung] → nehmen → einstellen → Posten. || fortsetzen. || Wert. || Posten. || nehmen → Einheit. || [Grad I] → einstellen → Posten. || setzen → [Ausführung] → [Stufe]. || Posten. || fortsetzen. || nehmen → Einheit → Posten.	10	0	21	18	Stelle ein und halte; führe fort. Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort. Danach: im laufenden Satz halte die Arbeitseinheit. Halte die Arbeitseinheit [wie zuvor]; führe fort. Halte die Arbeitseinheit. Halte den Pflanzenposten und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle. Danach: nimm den Pflanzenposten. Nimm den Pflanzenposten, nimm den Pflanzenposten und setze den Pflanzenposten ein. Im laufenden Satz setze den Pflanzenposten ein. Im laufenden Satz setze den Pflanzenposten [wie zuvor] ein; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle. Nimm den Pflanzenposten und gib den Pflanzenposten zu; in der bezeichneten Klasse. Im laufenden Satz gib den Materialanteil zu. Nimm den Pflanzenposten; auf Grad I und zur Ausführung. Halte den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Ausführung. Nimm den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; auf Grad I und zur Ausführung. Im laufenden Satz wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial. Im laufenden Satz wähle den Arbeitswert. Halte den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; zur Ausführung. Halte den Pflanzenposten [wie zuvor]; zur Ausführung. Nimm den Pflanzenposten und stelle den Pflanzenposten ein. Im laufenden Satz stelle den Arbeitswert ein. Halte den Pflanzenposten; auf Grad I und zur Ausführung. Stelle den Pflanzenposten ein; auf Grad I. Wähle den Pflanzenposten [wie zuvor]. Wähle den Arbeitswert; zur Ausführung. Halte den Materialanteil. Nimm die Arbeitseinheit und den Pflanzenposten; zur Zielstelle. Halte den Pflanzenposten [wie zuvor]; zur Ausführung. Im laufenden Satz halte den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial. Im laufenden Satz halte den Pflanzenposten. Im laufenden Satz halte den Arbeitswert. Im laufenden Satz halte den Arbeitswert [wie zuvor]; an der bezeichneten Stelle. Wähle den Arbeitswert [wie zuvor]. Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu. Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Im laufenden Satz gib den Pflanzenposten [wie zuvor] zu; in der bezeichneten Klasse. Nimm den Pflanzenposten und stelle den Pflanzenposten ein. Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort. Halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle. Danach: im laufenden Satz halte den Pflanzenposten. Im laufenden Satz halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle. Halte den Arbeitswert und setze den Arbeitswert im Arbeitsgang an. Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; zur Ausführung. Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort. Im laufenden Satz stelle den Arbeitswert ein. Im laufenden Satz stelle den Pflanzenposten ein. Nimm die Arbeitseinheit. Stelle den Pflanzenposten ein; auf Grad I. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Ausführung und auf der bezeichneten Stufe. Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an. Im laufenden Satz setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; führe fort. Nimm die Arbeitseinheit und den Pflanzenposten.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
9	G515-S009	f31r	HERBAL	F31R_PROSE_01	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.1	f31r.2	10	G515-E0151|G515-E0152|G515-E0153|G515-E0154|G515-E0155|G515-E0156|G515-E0157|G515-E0158|G515-E0159|G515-E0160	keedey qofchedy shee s aiin qokee chepakeo dcheey daiin okeedy	K+EE+D_ADDR+E+Y | CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y | SH+EE | S | AIIN | OK+EE | CH+E+P+A_ADDR+K+E+O | D_ADDR+CH+EE+Y | AIIN | OK+EE+DY	geben → [Grad II] → [hier: D-Adresse] → [Grad I] → Posten. || [Beginnmarker] → [Ausführung] → [hier: f-Kennmarke] → bearbeiten → Posten. || halten → [Grad II]. || wählen. || Wert. || setzen → [Grad II]. || nehmen → [Grad I] → einsetzen → [hier: A-Adresse] → geben → [Grad I] → [Ausführung]. || [hier: D-Adresse] → nehmen → [Grad II] → Posten. || Wert. || setzen → [Grad II] → [Schluss].	5	0	2	5	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle. Bearbeite den Pflanzenposten; mit Beginnmarker und zur Ausführung; an der bezeichneten Stelle. Halte den Pflanzenposten [wie zuvor]; auf Grad II. Wähle den Pflanzenposten [wie zuvor]. Im laufenden Satz wähle den Arbeitswert. Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II. Nimm den Arbeitswert [wie zuvor], setze den Arbeitswert [wie zuvor] ein und gib den Arbeitswert [wie zuvor] zu; auf Grad I [außen], auf Grad I [innen] und zur Ausführung; an der bezeichneten Stelle. Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle. Im laufenden Satz nimm den Arbeitswert. Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
10	G515-S010	f31r	HERBAL	F31R_PROSE_01	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.2	f31r.5	27	G515-E0161|G515-E0162|G515-E0163|G515-E0164|G515-E0165|G515-E0166|G515-E0167|G515-E0168|G515-E0169|G515-E0170|G515-E0171|G515-E0172|G515-E0173|G515-E0174|G515-E0175|G515-E0176|G515-E0177|G515-E0178|G515-E0179|G515-E0180|G515-E0181|G515-E0182|G515-E0183|G515-E0184|G515-E0185|G515-E0186|G515-E0187	qokees s aiin shekeey qef qokeey chey daiin qokeey sair chekey s aiin da qotar chy dar lo r ar cheey keeol chedy qokey daiin sheeody qokeor	OK+EE+S | S | AIIN | SH+E+K+EE+Y | E+LOCAL_CHAR_F | OK+EE+Y | Y | AIIN | OK+EE+Y | S+AIR | CH+K+E+Y | S | AIIN | DA | OT+AR | Y | D_ADDR+AR | L+O | R | AR | SH+EE+Y | K+EE+OL | CHD+Y | OK+E+Y | AIIN | SH+EE+O+D_ADDR+Y | OK+E+OR	setzen → [Grad II] → wählen. || wählen. || Wert. || halten → [Grad I] → geben → [Grad II] → Posten. || [Grad I] → [hier: f-Kennmarke]. || setzen → [Grad II] → Posten. || Posten. || Wert. || setzen → [Grad II] → Posten. || wählen → Bahn. || nehmen → geben → [Grad I] → Posten. || wählen. || Wert. || [zweite Stufe]. || danach → Ausgang. || Posten. || [hier: D-Adresse] → Ausgang. || Verbindung → [Ausführung]. || markieren. || Ausgang. || halten → [Grad II] → Posten. || geben → [Grad II] → fortsetzen. || bearbeiten → Posten. || setzen → [Grad I] → Posten. || Wert. || halten → [Grad II] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → [Grad I] → Einheit.	6	1	12	10	Setze im Arbeitsgang an und wähle; auf Grad II. Wähle. Im laufenden Satz wähle den Arbeitswert. Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I und auf Grad II. Im laufenden Satz gib den Pflanzenposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle. Setze den Pflanzenposten im Arbeitsgang an; auf Grad II. Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an. Im laufenden Satz setze den Arbeitswert im Arbeitsgang an. Setze den Pflanzenposten im Arbeitsgang an; auf Grad II. Wähle den Pflanzenposten [wie zuvor]; entlang der Verarbeitungsbahn. Nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I. Wähle den Pflanzenposten [wie zuvor]. Im laufenden Satz wähle den Arbeitswert. Im laufenden Satz wähle den Arbeitswert [wie zuvor]; auf der zweiten Stufe. Danach: im laufenden Satz wähle den Arbeitswert [wie zuvor]; vom Ausgangsmaterial. Im laufenden Satz wähle den Pflanzenposten. Im laufenden Satz wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle. Im laufenden Satz wähle den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; zur Ausführung. Markiere den Pflanzenposten [wie zuvor]. Im laufenden Satz markiere den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial. Halte den Pflanzenposten; auf Grad II. Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort. Bearbeite den Pflanzenposten. Setze den Pflanzenposten im Arbeitsgang an; auf Grad I. Im laufenden Satz setze den Arbeitswert im Arbeitsgang an. Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle. Setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
