model	edition	source_group_id	locus	raw	gloss	role	left_raw	right_raw	left_separator	right_separator	full_line	full_model_line	assessment
R	ZL3b	ZL3b|f77r.9|G004	f77r.9	chey	wenn	CONDITION	qokol	qopchedy	DEFINITE_SPACE	DEFINITE_SPACE	poldarais / ol qokol chey qopchedy qopchedy dylches olkedy loly	⟦poldarais⟧ / ⟦ol⟧ ⟦qokol⟧ wenn ⟦qopchedy⟧ ⟦qopchedy⟧ ⟦dylches⟧ ⟦olkedy⟧ ⟦loly⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.18|G002	f77r.18	cheedy	bewegt sich	MOTION	daiin	lshey	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qo / l / or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ bewegt sich ⟦lshey⟧ ⟦qo⟧ / ⟦l⟧ / ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ bewegt sich ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.18|G010	f77r.18	cheedy	bewegt sich	MOTION	qol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qo / l / or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ bewegt sich ⟦lshey⟧ ⟦qo⟧ / ⟦l⟧ / ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ bewegt sich ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.19|G009	f77r.19	chey	wenn	CONDITION	laiin		DEFINITE_SPACE	LINE_END	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	fließt ⟦lchey⟧ ⟦lsheey⟧ fließt fließt ⟦qokar⟧ ⟦qokeey⟧ ⟦laiin⟧ wenn	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.22|G008	f77r.22	cheey	dieser Stoff	MATERIAL_ANAPHOR	chedaiin	okedy	DEFINITE_SPACE	DEFINITE_SPACE	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	warm ⟦al⟧ dorthin ⟦r⟧ ⟦oin⟧ ⟦chy⟧ ⟦chedaiin⟧ dieser Stoff ⟦okedy⟧ ⟦qoky⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.32|G006	f77r.32	cheey	dieser Stoff	MATERIAL_ANAPHOR	chealor	qet[eiiin:aiin]	DEFINITE_SPACE	DEFINITE_SPACE	qor ain cheol ol chealor cheey qet[eiiin:aiin] d[a:y]ry	⟦qor⟧ ⟦ain⟧ ⟦cheol⟧ ⟦ol⟧ ⟦chealor⟧ dieser Stoff ⟦qet[eiiin:aiin]⟧ ⟦d[a:y]ry⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.37|G001	f77r.37	teeolain	Gemisch	MATERIAL		chey	LINE_START	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.37|G002	f77r.37	chey	wenn	CONDITION	teeolain	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.37|G005	f77r.37	cheedy	bewegt sich	MOTION	qokain	cheey	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.37|G006	f77r.37	cheey	dieser Stoff	MATERIAL_ANAPHOR	cheedy	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.39|G002	f77r.39	cheey	dieser Stoff	MATERIAL_ANAPHOR	olaiin	sheckhey	DEFINITE_SPACE	DEFINITE_SPACE	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	⟦olaiin⟧ dieser Stoff ⟦sheckhey⟧ ⟦lsheey⟧ ⟦qykaiin⟧ ⟦sheedy⟧ ⟦laiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
