timing	chol	world	target	form	object	patient	axis	value	target_status	target_before	target_after	target_debts	REP_witnesses	REST_pairs	REP	REST	prior_constitution_rows	row_status
O	D	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
I	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
O	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
I	D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
O	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""cold""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	ASSUMED_EFFECT_APPLIED	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""cold""}"	UNREAD_BETWEEN:f86v5.21:7	0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	1	recorded
I	H	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	H	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
O	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
I	D	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	f102v2.33:2	f102v2.38:7	thermal	warm	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		0	0	NO_PRIOR_MATCHING_ACTION	NO_PRIOR_TARGET_THEN_OPPOSITE	0	recorded
