surface	raw35_four_cell_member	thin9_pair_member	deduplicated_overlap6	quarantine_rule	substring_rule	semantic_credit	component_export_credit
chedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chkol	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chokedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chokeody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chokeol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chokol	1	1	1	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chotal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
chtal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ckhedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ckheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ckheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ckhol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cphedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cpheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cpheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cphol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cthedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ctheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ctheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
cthol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
deody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
deol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dkol	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dshedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dsheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dsheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dshol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
dtal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
eedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
eeody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
eeol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
eol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
fchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
fcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
fcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
fchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
keody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
keol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kshedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ksheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ksheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
kshol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lkedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lkeody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lkeol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lkol	1	1	1	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lshedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lsheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lsheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
lshol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ltal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
octhedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
octheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
octheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
octhol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okeody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okeol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
okol	1	1	1	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
olkedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
olkeody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
olkeol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
olkol	1	1	1	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
oltal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
opchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
opcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
opcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
opchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
otal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
otchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
otcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
otcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
otchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
otedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
oteody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
oteol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
otol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
pchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
pcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
pcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
pchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qocthedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qoctheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qoctheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qocthol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qoekol	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qoetal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qokedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qokeody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qokeol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qokol	1	1	1	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qopchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qopcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qopcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qopchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qotal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qotedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qoteody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
