model_id	population	source_axis	target_axis	score_channel	events	positive_events	negative_events	micro_auc	carrier_macro_auc	balanced_accuracy	balanced_log_loss	carriers_scored	carriers_auc_above_half	carriers_auc_below_half	post_score_sign_flip	semantic_credit	component_export_credit
M05_L_TO_L_ALL28	ALL28	L	L	TOPIC	1091	332	759	0.727810451291	0.717085854993	0.661971006556	0.662076041344	28	23	4	0	0	0
M05_L_TO_L_ALL28	ALL28	L	L	TEMPLATE	1091	332	759	0.525310729082	0.515784750943	0.51284287347	0.697951370796	28	14	12	0	0	0
M05_L_TO_L_ALL28	ALL28	L	L	FORM_REGIME	1091	332	759	0.666178548185	0.653483728571	0.636421178786	0.689306764553	28	22	6	0	0	0
M05_L_TO_L_ALL28	ALL28	L	L	SLOT_HOLE	1091	332	759	0.569912059304	0.569074855537	0.539055431211	0.681993319474	28	18	8	0	0	0
M05_L_TO_L_ALL28	ALL28	L	L	NUISANCE	1091	332	759	0.67253996222	0.669889442913	0.633030144293	0.666699912133	28	23	5	0	0	0
M05_L_TO_L_ALL28	ALL28	L	L	AUGMENTED	1091	332	759	0.673107449561	0.667347946513	0.623993999714	0.657875792605	28	22	5	0	0	0
M05_L_TO_L_ALL28	ALL28	L	L	UNION_NUISANCE	1091	332	759	0.711065606299	0.698334414211	0.647993158404	0.682889260502	28	24	4	0	0	0
M05_L_TO_L_ALL28	ALL28	L	L	UNION_AUGMENTED	1091	332	759	0.712895058495	0.699907801874	0.644229090274	0.682694065762	28	24	4	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	TOPIC	1117	178	939	0.824080721781	0.822436232077	0.70921880796	0.631321717211	28	25	3	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	TEMPLATE	1117	178	939	0.526259109021	0.501104587075	0.513961182707	0.694517776828	28	15	12	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	FORM_REGIME	1117	178	939	0.793630565627	0.796718940595	0.693649711024	0.671849579132	28	27	1	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	SLOT_HOLE	1117	178	939	0.581083749147	0.60798000642	0.553294504074	0.681164472093	28	19	7	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	NUISANCE	1117	178	939	0.779642459705	0.791831910468	0.679751349152	0.618550919176	28	25	3	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	AUGMENTED	1117	178	939	0.772103959507	0.80302565244	0.684890691747	0.607255866628	28	26	2	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	UNION_NUISANCE	1117	178	939	0.844467578466	0.850656787596	0.730328104247	0.658635161336	28	26	2	0	0	0
M06_DY_TO_DY_ALL28	ALL28	DY	DY	UNION_AUGMENTED	1117	178	939	0.845221428486	0.84833146297	0.725096026133	0.658637544561	28	26	2	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	TOPIC	1117	178	939	0.26442186883	0.262174178332	0.3411156382	0.731859835614	28	3	25	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	TEMPLATE	1117	178	939	0.44961170741	0.466072715647	0.461619461296	0.704818787504	28	15	13	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	FORM_REGIME	1117	178	939	0.407336276938	0.362066623044	0.376575008077	0.698519004539	28	8	20	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	SLOT_HOLE	1117	178	939	0.478036639504	0.424933618124	0.487779851862	0.703904229212	28	8	15	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	NUISANCE	1117	178	939	0.320278565531	0.297974889694	0.353794976726	0.75122364745	28	4	24	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	AUGMENTED	1117	178	939	0.338634215218	0.314344641835	0.364830503404	0.762513053414	28	4	24	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	UNION_NUISANCE	1117	178	939	0.233747352551	0.233886322374	0.315602900528	0.706649598683	28	4	24	0	0	0
M07_L_TO_DY_ALL28	ALL28	L	DY	UNION_AUGMENTED	1117	178	939	0.23394478946	0.234728442234	0.315749482476	0.706677975933	28	4	24	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	TOPIC	1091	332	759	0.350534549264	0.379522886214	0.367393486991	0.73789475991	28	8	20	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	TEMPLATE	1091	332	759	0.485046906996	0.494458681932	0.490578916456	0.702604819624	28	12	15	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	FORM_REGIME	1091	332	759	0.364203850977	0.39513016114	0.394080273664	0.70518906474	28	8	18	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	SLOT_HOLE	1091	332	759	0.50588123244	0.488870169426	0.497687389876	0.694587242972	28	16	11	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	NUISANCE	1091	332	759	0.351715161039	0.384299934582	0.372335190565	0.764936164123	28	5	21	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	AUGMENTED	1091	332	759	0.368692159944	0.378747470149	0.38183961141	0.765197802552	28	8	20	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	UNION_NUISANCE	1091	332	759	0.349286473959	0.394992654553	0.404437909742	0.712864902439	28	7	19	0	0	0
M08_DY_TO_L_ALL28	ALL28	DY	L	UNION_AUGMENTED	1091	332	759	0.349965077702	0.395594947813	0.403590647174	0.712634224762	28	7	20	0	0	0
