row_type	rival_id	rank	total_points	evidence_id	metric	observed_value	operator	threshold	points_available	points_awarded	passed	working_theory	historical_sources	selection_credit	semantic_credit
RIVAL	R06_RECORD_CHANNEL	1	6	E13=PASS|E14=PASS|E15=PASS	POINT_TOTAL	6	DESC	NA	6	6	NA	Four surfaces are channel-conditioned variants of learned entries	BL_ADD_MS_29301|TACUINUM_ONB_2644	REPLACEABLE_WORKING_RIVAL	0
RIVAL	R04_PART_OR_FORM_SCOPE	2	4	E09=PASS|E10=PASS	POINT_TOTAL	4	DESC	NA	4	4	NA	Double field places learned heads under a material-part or form field	BAV_PAL_LAT_1234|WELLCOME_MS_542|SALZBURG_MI_89	REPLACEABLE_WORKING_RIVAL	0
RIVAL	R05_GROUP_DOSE_OR_UNIT_VALUE	3	4	E11=PASS|E12=PASS	POINT_TOTAL	4	DESC	NA	4	4	NA	Double field changes amount scope or value attachment	WELLCOME_MS_307_683|WELLCOME_MS_140_BL_HARLEY_2374	REPLACEABLE_WORKING_RIVAL	0
RIVAL	R01_ATTRIBUTIVE_BINDING_PLUS_PREPARATION	4	2	E01=PASS|E02=FAIL|E03=FAIL|E04=PASS	POINT_TOTAL	2	DESC	NA	6	2	NA	Outer e behaves like binding and inner o like preparation/form	BAV_PAL_LAT_1234|WELLCOME_MS_542|BL_ADD_MS_29301|SALZBURG_MI_89|TACUINUM_ONB_2644	REPLACEABLE_WORKING_RIVAL	0
RIVAL	R07_BREVIGRAPH_OR_ORTHOGRAPHY	5	2	E16=FAIL|E17=PASS|E18=FAIL	POINT_TOTAL	2	DESC	NA	5	2	NA	Variation is orthographic or abbreviation-driven	NONE	REPLACEABLE_WORKING_RIVAL	0
RIVAL	R02_SHARED_FORM_STAGE	6	0	E05=FAIL|E06=FAIL	POINT_TOTAL	0	DESC	NA	6	0	NA	Both expanded-side surfaces mark one shared derived form or stage	BAV_PAL_LAT_1234|WELLCOME_MS_542|BAV_PAL_LAT_1200|SALZBURG_MI_89	REPLACEABLE_WORKING_RIVAL	0
RIVAL	R03_QUALITY_OR_DEGREE	7	0	E07=FAIL|E08=FAIL	POINT_TOTAL	0	DESC	NA	4	0	NA	Double field selects a shared quality or degree record	BAV_PAL_LAT_1234|WELLCOME_MS_542	REPLACEABLE_WORKING_RIVAL	0
RIVAL	R08_CARRIER_BOUND_LEARNED_WHOLES	8	0	E19=FAIL|E20=FAIL	POINT_TOTAL	0	DESC	NA	5	0	NA	Each four-cell family is lexically learned	NONE	REPLACEABLE_WORKING_RIVAL	0
EVIDENCE_POINT	R01_ATTRIBUTIVE_BINDING_PLUS_PREPARATION	NA	NA	E01	MIN_WITHIN_NUISANCE_MACRO_AUC	0.611533641985	GE	0.60	1	1	1	Outer e behaves like binding and inner o like preparation/form	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R01_ATTRIBUTIVE_BINDING_PLUS_PREPARATION	NA	NA	E02	DY_LOCAL_GAIN	0.0168540312639	GE	0.02	2	0	0	Outer e behaves like binding and inner o like preparation/form	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R01_ATTRIBUTIVE_BINDING_PLUS_PREPARATION	NA	NA	E03	L_LOCAL_GAIN	0.0056087969975	GE	0.02	2	0	0	Outer e behaves like binding and inner o like preparation/form	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R01_ATTRIBUTIVE_BINDING_PLUS_PREPARATION	NA	NA	E04	MIN_CROSS_SLOT_MACRO_AUC	0.51515030939	LT	0.55	1	1	1	Outer e behaves like binding and inner o like preparation/form	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R02_SHARED_FORM_STAGE	NA	NA	E05	MIN_CROSS_SLOT_MACRO_AUC	0.51515030939	GE	0.60	4	0	0	Both expanded-side surfaces mark one shared derived form or stage	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R02_SHARED_FORM_STAGE	NA	NA	E06	MIN_LOCAL_GAIN	0.0056087969975	GE	0.02	2	0	0	Both expanded-side surfaces mark one shared derived form or stage	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R03_QUALITY_OR_DEGREE	NA	NA	E07	QUALITY_VALUE_CONTACT_ABS_LOG_OR	NA	GE	0.405465	3	0	0	Double field selects a shared quality or degree record	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R03_QUALITY_OR_DEGREE	NA	NA	E08	QUALITY_VALUE_CONTACT_FOLIOS	0	GE	4	1	0	0	Double field selects a shared quality or degree record	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R04_PART_OR_FORM_SCOPE	NA	NA	E09	PART_FORM_CONTACT_ABS_LOG_OR	0.94132523793	GE	0.405465	3	3	1	Double field places learned heads under a material-part or form field	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R04_PART_OR_FORM_SCOPE	NA	NA	E10	PART_FORM_CONTACT_FOLIOS	48	GE	4	1	1	1	Double field places learned heads under a material-part or form field	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R05_GROUP_DOSE_OR_UNIT_VALUE	NA	NA	E11	AMOUNT_CONTACT_ABS_LOG_OR	2.69691577849	GE	0.405465	3	3	1	Double field changes amount scope or value attachment	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R05_GROUP_DOSE_OR_UNIT_VALUE	NA	NA	E12	AMOUNT_CONTACT_FOLIOS	4	GE	4	1	1	1	Double field changes amount scope or value attachment	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R06_RECORD_CHANNEL	NA	NA	E13	MIN_WITHIN_TOPIC_OR_FORM_MACRO_AUC	0.632142774094	GE	0.60	3	3	1	Four surfaces are channel-conditioned variants of learned entries	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R06_RECORD_CHANNEL	NA	NA	E14	MAX_LOCAL_GAIN	0.0168540312639	LT	0.02	2	2	1	Four surfaces are channel-conditioned variants of learned entries	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R06_RECORD_CHANNEL	NA	NA	E15	MAX_CROSS_NUISANCE_INVERTED_AUC	0.637236685742	GE	0.60	1	1	1	Four surfaces are channel-conditioned variants of learned entries	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R07_BREVIGRAPH_OR_ORTHOGRAPHY	NA	NA	E16	MIN_WITHIN_FORM_MACRO_AUC	0.583973240783	GE	0.60	2	0	0	Variation is orthographic or abbreviation-driven	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R07_BREVIGRAPH_OR_ORTHOGRAPHY	NA	NA	E17	MAX_LOCAL_GAIN	0.0168540312639	LT	0.02	2	2	1	Variation is orthographic or abbreviation-driven	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R07_BREVIGRAPH_OR_ORTHOGRAPHY	NA	NA	E18	MIN_TARGET_READER_STABLE_RATE	0.615890410959	GE	0.95	1	0	0	Variation is orthographic or abbreviation-driven	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R08_CARRIER_BOUND_LEARNED_WHOLES	NA	NA	E19	MAX_WITHIN_NUISANCE_MACRO_AUC	0.753048521397	LT	0.60	3	0	0	Each four-cell family is lexically learned	NONE	TOPOLOGY_ONLY	0
EVIDENCE_POINT	R08_CARRIER_BOUND_LEARNED_WHOLES	NA	NA	E20	MAX_REVERSED_CARRIER_COUNT	2	GE	5	2	0	0	Each four-cell family is lexically learned	NONE	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	1	NA	BAV_PAL_LAT_1234	QUALITY_DEGREE|PART_FORM_SCOPE	QUALITY_DEGREE_to_PART_HEADER_to_LEARNED_HEAD_LIST	NA	NA	0	0	NA	VERY_STRONG_RECORD_RECTANGLE_NOT_INTERNAL_CHARACTER	https://iiif.biblissima.fr/collections/manifest/844602d0321232a97915f62439f9185aa629eb64	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	2	NA	WELLCOME_MS_542	QUALITY_DEGREE|PART_FORM_SCOPE	HEAD_PART_QUALITY_QUALITY_DEGREE_ALIAS	NA	NA	0	0	NA	VERY_STRONG_MICROENTRY_FIELDS	https://wellcomecollection.org/works/n674z2xd	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	3	NA	BL_ADD_MS_29301	RECORD_CHANNEL	SAME_HEAD_IN_NAME_QUALITY_DEGREE_AND_INDICATION_CHANNELS	NA	NA	0	0	NA	STRONGEST_CHANNEL_RECTANGLE	https://searcharchives.bl.uk/catalog/032-002020783	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	4	NA	WELLCOME_MS_307_683	GROUP_DOSE|UNIT_VALUE	MULTIPLE_HEADS_ANA_UNIT_VALUE	NA	NA	0	0	NA	STRONG_OPTIONAL_SCOPE_OPERATOR_NOT_INTERNAL	https://wellcomecollection.org/works/rexwctzt	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	5	NA	BAV_PAL_LAT_1200	RELATION_SUBSTITUTE	PRO_HEAD_A_HEAD_B_OPTIONAL_VEL_HEAD_C	NA	NA	0	0	NA	STRONG_RELATION_OVER_LEARNED_HEADS	https://iiif.biblissima.fr/collections/manifest/cc670cd21168bff9a3f575adb2986e4952e91b5f	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	6	NA	SALZBURG_MI_89	PART_FORM_SCOPE	COMMAND_PART_OR_FORM_MULTIPLE_HEADS	NA	NA	0	0	NA	STRONG_SCOPE_WORD_NOT_INTERNAL	https://manuscripta.at/hs_detail.php?ID=8162	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	7	NA	WELLCOME_MS_140_BL_HARLEY_2374	UNIT_VALUE|GROUP_DOSE	RECIPE_REPEATED_HEAD_UNIT_VALUE_GROUPS	NA	NA	0	0	NA	STRONG_DOSING_ATTACHMENT	https://wellcomecollection.org/works/qftazqnx	TOPOLOGY_ONLY	0
