model_id	population	source_axis	target_axis	score_channel	events	positive_events	negative_events	micro_auc	carrier_macro_auc	balanced_accuracy	balanced_log_loss	carriers_scored	carriers_auc_above_half	carriers_auc_below_half	post_score_sign_flip	semantic_credit	component_export_credit
M01_L_TO_L	CORE13	L	L	TOPIC	914	273	641	0.700836604893	0.632142774094	0.665575194436	0.682659375883	13	11	2	0	0	0
M01_L_TO_L	CORE13	L	L	TEMPLATE	914	273	641	0.531078385993	0.535201647392	0.525452446669	0.689953056034	13	7	6	0	0	0
M01_L_TO_L	CORE13	L	L	FORM_REGIME	914	273	641	0.665963781408	0.583973240783	0.654706188248	0.69118477658	13	9	4	0	0	0
M01_L_TO_L	CORE13	L	L	SLOT_HOLE	914	273	641	0.550902036081	0.547052552699	0.525825318727	0.687636452374	13	9	4	0	0	0
M01_L_TO_L	CORE13	L	L	NUISANCE	914	273	641	0.651426057042	0.611533641985	0.610207265433	0.67864990761	13	9	3	0	0	0
M01_L_TO_L	CORE13	L	L	AUGMENTED	914	273	641	0.648134496808	0.617142438983	0.60030401216	0.673874587038	13	11	2	0	0	0
M01_L_TO_L	CORE13	L	L	UNION_NUISANCE	914	273	641	0.691507660306	0.61506559918	0.638222671764	0.689469985652	13	10	3	0	0	0
M01_L_TO_L	CORE13	L	L	UNION_AUGMENTED	914	273	641	0.692690564765	0.622456230782	0.636662609362	0.689395058871	13	10	3	0	0	0
M02_DY_TO_DY	CORE13	DY	DY	TOPIC	863	148	715	0.815861840862	0.781112421961	0.692952655453	0.653261559331	13	12	0	0	0	0
M02_DY_TO_DY	CORE13	DY	DY	TEMPLATE	863	148	715	0.551819126819	0.542662956201	0.531995369495	0.685696373202	13	7	6	0	0	0
M02_DY_TO_DY	CORE13	DY	DY	FORM_REGIME	863	148	715	0.811425061425	0.756436570994	0.702891702892	0.679959610331	13	11	2	0	0	0
M02_DY_TO_DY	CORE13	DY	DY	SLOT_HOLE	863	148	715	0.588381213381	0.627984871931	0.558323095823	0.681130659246	13	11	2	0	0	0
M02_DY_TO_DY	CORE13	DY	DY	NUISANCE	863	148	715	0.799697599698	0.753048521397	0.703954828955	0.635382408217	13	11	1	0	0	0
