joint_tuple_id	surfaces	events	event_ids	old_parse	old_value_de	candidate_1	candidate_2	candidate_3	selected_parse	selected_value_de	decision	reason
4d4559019a961b834aa1	char|dar|sar	5	E003|E031|E105|E199|E238	WHOLE[char|dar|sar]	dasselbe	von dort	dasselbe	aus derselben Charge	AR	von dort	PROMOTE_COMPONENT	all surfaces are wrappers around PAGE_HOST AR; same/source is anaphoric AR
df1098831679a8ad1b39	os	1	E005	OS	Gefäß	Gefäß	Arbeitszustand	Behälterstelle	OS	Gefäß	KEEP_WHOLE	candidate composition leaves an unexplained sign or breaks the contexts
bdad9f9ea8b80f141496	cfhy	1	E041	CFHY	auswringen	auswringen	dies abziehen	pressen	CFHY	auswringen	KEEP_WHOLE	candidate composition leaves an unexplained sign or breaks the contexts
b5df9126607030b95175	cheey|shey	4	E044|E197|E203|E353	WHOLE[cheey|shey]	Klarauszug	Klarauszug	länger halten	Ablauf	WHOLE[cheey|shey]	Klarauszug	KEEP_WHOLE	candidate composition leaves an unexplained sign or breaks the contexts
e026af581c99322fbd46	talam	1	E063	TALAM	verwahren	verwahren	an der Stelle fuellen	zurückstellen	TALAM	verwahren	KEEP_WHOLE	candidate composition leaves an unexplained sign or breaks the contexts
db729b598e89e11452e0	ches	1	E216	WHOLE[ches]	teilen	teilen	kurz abziehen	Trennstelle	WHOLE[ches]	teilen	KEEP_WHOLE	candidate composition leaves an unexplained sign or breaks the contexts
53cd0637c6820ba5e91f	dain	2	E327|E379	WHOLE[dain]	Tuch	Portion	Tuch	abgeteilte Einheit	AIN	Portion	PROMOTE_COMPONENT	both DAIN occurrences are wrapper-d realizations of PAGE_HOST AIN
8c97dfde96fbc78e3355	lol	1	E367	WHOLE[lol]	warm	weiterfuehren	warm	noch einmal fortsetzen	L+OL	weiterfuehren	PROMOTE_COMPONENT	L plus continue is sufficient; invisible warmth removed
fcc1deda9e24ec268eb0	daiiin	1	E371	WHOLE[daiiin]	zweite Stufe	zweite Stufe	Sollstufe	zweites Maß	WHOLE[daiiin]	zweite Stufe	KEEP_WHOLE	candidate composition leaves an unexplained sign or breaks the contexts
43eb9aa12959b4d5cdc9	qekey	1	E374	WHOLE[qekey]	roh	dies kurz zuführen	roh	dies länger zuführen	E+K+E+Y	dies kurz zuführen	PROMOTE_COMPONENT	visible grade-supply-current sequence; invisible raw state removed
