physical_folio	page	stratum_id	class	source_locus	normalized_code	object_tags	readings
f68	f68r1	f68r1|@Ls|STAR_OR_SKY;LABEL	WEST	f68r1.8	@Ls	STAR_OR_SKY;LABEL	IT2a;RF1b;ZL3b
f68	f68r1	f68r1|@Ls|STAR_OR_SKY;LABEL	EAST	f68r1.9	@Ls	STAR_OR_SKY;LABEL	IT2a;RF1b;ZL3b
f68	f68r1	f68r1|@Ls|STAR_OR_SKY;LABEL	EAST	f68r1.36	@Ls	STAR_OR_SKY;LABEL	IT2a;RF1b;ZL3b
f88	f88r	f88r|@Lc|LABEL	EAST	f88r.1	@Lc	LABEL	IT2a;RF1b;ZL3b
f88	f88r	f88r|@Lc|LABEL	WEST	f88r.12	@Lc	LABEL	IT2a;RF1b;ZL3b
f88	f88r	f88r|@Lc|LABEL	EAST	f88r.23	@Lc	LABEL	IT2a;RF1b;ZL3b
f89	f89r2	f89r2|@Lf|PLANT;LABEL	EAST	f89r2.4	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f89	f89r2	f89r2|@Lf|PLANT;LABEL	EAST	f89r2.18	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f89	f89r2	f89r2|@Lf|PLANT;LABEL	EAST	f89r2.19	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f89	f89r2	f89r2|@Lf|PLANT;LABEL	EAST	f89r2.32	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f89	f89r2	f89r2|@Lf|PLANT;LABEL	EAST	f89r2.33	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f89	f89r2	f89r2|@Lf|PLANT;LABEL	WEST	f89r2.34	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.3	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.4	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.5	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.6	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.8	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.9	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.10	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.11	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	EAST	f99r.21	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	EAST	f99r.23	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	EAST	f99r.24	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
