card_id	page	source_loci	kind	reader	source_lines_json
F17_ROOT	f17r	f17r.11	P	zl3b_clean	"[""otchol cthar okaiin chol daiiin""]"
F17_ROOT	f17r	f17r.11	P	it2a_clean	"[""otchol cthar okaiin chol daiiin""]"
F17_ROOT	f17r	f17r.11	P	rf1b_clean	"[""otchol cthar okaiin chol daiiin""]"
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	zl3b_clean	"[""ydal sh okol okaiin odaiin dlos""]"
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	it2a_clean	"[""ydal sh okol okaiin odaiin dlos""]"
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	rf1b_clean	"[""ydal sh okol okaiin odaiin dlos""]"
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	zl3b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	it2a_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	rf1b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	zl3b_clean	"[""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin""]"
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	it2a_clean	"[""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin""]"
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	rf1b_clean	"[""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""]"
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	zl3b_clean	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	it2a_clean	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	rf1b_clean	"[""fchokshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"
READER_SPECIFIC_HEAD	f81v	f81v.4,f81v.5	P	zl3b_clean	"[""qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy"", ""okaiin daiin otain chckhy okeedy qoky kar daiin okar""]"
READER_SPECIFIC_HEAD	f81v	f81v.4,f81v.5	P	it2a_clean	"[""qokaiin okain cheeky dy ol kaiin dain dy daiin chckhy"", ""okaiin daiin otain chckhy okeedy qoky kar daiin okar""]"
READER_SPECIFIC_HEAD	f81v	f81v.4,f81v.5	P	rf1b_clean	"[""qokaiin kain cheeky y ol kaiin dain dy daiin chckhy"", ""kaiin aiin otain chckhy okee y qoky kar aiin okar""]"
AIN_SCALAR	f76r	f76r.32	P	zl3b_clean	"[""cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy""]"
AIN_SCALAR	f76r	f76r.32	P	it2a_clean	"[""cheor ain okaiin dain chey dal shedy qokaiin cheol shy chedy rain chedy shy""]"
AIN_SCALAR	f76r	f76r.32	P	rf1b_clean	"[""chear ain okaiin dain chey dalshedy qokaiin che l shy chedy ain che y y""]"
SOLITARY_LABEL	f88v	f88v.14	L	zl3b_clean	"[""okaiin""]"
SOLITARY_LABEL	f88v	f88v.14	L	it2a_clean	"[""okaiin""]"
SOLITARY_LABEL	f88v	f88v.14	L	rf1b_clean	"[""okaiin""]"
SCALAR_LABEL	f89r1	f89r1.14	L	zl3b_clean	"[""okaiin dan""]"
SCALAR_LABEL	f89r1	f89r1.14	L	it2a_clean	"[""okaiin dan""]"
SCALAR_LABEL	f89r1	f89r1.14	L	rf1b_clean	"[""okaiin dan""]"
ASTRAL_LABEL	f72r3	f72r3.12	L	zl3b_clean	"[""opoeey okaiin""]"
ASTRAL_LABEL	f72r3	f72r3.12	L	it2a_clean	"[""opoeey okaiin""]"
ASTRAL_LABEL	f72r3	f72r3.12	L	rf1b_clean	"[""opoeey okaiin""]"
