card_id	page	source_loci	kind	reader	source_lines_json	model	literal_hypotheses_json	confidence
F17_ROOT	f17r	f17r.11	P	zl3b_clean	"[""otchol cthar okaiin chol daiiin""]"	N	"[""dieses?"", ""Wurzel?"", ""Pulver?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	zl3b_clean	"[""otchol cthar okaiin chol daiiin""]"	G	"[""dieses?"", ""Wurzel?"", ""ist?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	zl3b_clean	"[""otchol cthar okaiin chol daiiin""]"	Q	"[""dieses?"", ""Wurzel?"", ""warm?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	zl3b_clean	"[""otchol cthar okaiin chol daiiin""]"	R	"[""dieses?"", ""Wurzel?"", ""dessen?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	zl3b_clean	"[""otchol cthar okaiin chol daiiin""]"	K	"[""dieses?"", ""Wurzel?"", ""kalt?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	zl3b_clean	"[""otchol cthar okaiin chol daiiin""]"	B	"[""dieses?"", ""Wurzel?"", ""bitter?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	it2a_clean	"[""otchol cthar okaiin chol daiiin""]"	N	"[""dieses?"", ""Wurzel?"", ""Pulver?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	it2a_clean	"[""otchol cthar okaiin chol daiiin""]"	G	"[""dieses?"", ""Wurzel?"", ""ist?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	it2a_clean	"[""otchol cthar okaiin chol daiiin""]"	Q	"[""dieses?"", ""Wurzel?"", ""warm?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	it2a_clean	"[""otchol cthar okaiin chol daiiin""]"	R	"[""dieses?"", ""Wurzel?"", ""dessen?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	it2a_clean	"[""otchol cthar okaiin chol daiiin""]"	K	"[""dieses?"", ""Wurzel?"", ""kalt?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	it2a_clean	"[""otchol cthar okaiin chol daiiin""]"	B	"[""dieses?"", ""Wurzel?"", ""bitter?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	rf1b_clean	"[""otchol cthar okaiin chol daiiin""]"	N	"[""dieses?"", ""Wurzel?"", ""Pulver?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	rf1b_clean	"[""otchol cthar okaiin chol daiiin""]"	G	"[""dieses?"", ""Wurzel?"", ""ist?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	rf1b_clean	"[""otchol cthar okaiin chol daiiin""]"	Q	"[""dieses?"", ""Wurzel?"", ""warm?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	rf1b_clean	"[""otchol cthar okaiin chol daiiin""]"	R	"[""dieses?"", ""Wurzel?"", ""dessen?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	rf1b_clean	"[""otchol cthar okaiin chol daiiin""]"	K	"[""dieses?"", ""Wurzel?"", ""kalt?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
F17_ROOT	f17r	f17r.11	P	rf1b_clean	"[""otchol cthar okaiin chol daiiin""]"	B	"[""dieses?"", ""Wurzel?"", ""bitter?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	zl3b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	N	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	zl3b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	G	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	zl3b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	Q	"[""[ydal]"", ""[sh]"", ""[okol]"", ""warm?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	zl3b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	R	"[""[ydal]"", ""[sh]"", ""[okol]"", ""dessen?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	zl3b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	K	"[""[ydal]"", ""[sh]"", ""[okol]"", ""kalt?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	zl3b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	B	"[""[ydal]"", ""[sh]"", ""[okol]"", ""bitter?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	it2a_clean	"[""ydal sh okol okaiin odaiin dlos""]"	N	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	it2a_clean	"[""ydal sh okol okaiin odaiin dlos""]"	G	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	it2a_clean	"[""ydal sh okol okaiin odaiin dlos""]"	Q	"[""[ydal]"", ""[sh]"", ""[okol]"", ""warm?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	it2a_clean	"[""ydal sh okol okaiin odaiin dlos""]"	R	"[""[ydal]"", ""[sh]"", ""[okol]"", ""dessen?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	it2a_clean	"[""ydal sh okol okaiin odaiin dlos""]"	K	"[""[ydal]"", ""[sh]"", ""[okol]"", ""kalt?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	it2a_clean	"[""ydal sh okol okaiin odaiin dlos""]"	B	"[""[ydal]"", ""[sh]"", ""[okol]"", ""bitter?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	rf1b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	N	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	rf1b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	G	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	rf1b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	Q	"[""[ydal]"", ""[sh]"", ""[okol]"", ""warm?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	rf1b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	R	"[""[ydal]"", ""[sh]"", ""[okol]"", ""dessen?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	rf1b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	K	"[""[ydal]"", ""[sh]"", ""[okol]"", ""kalt?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
OKOL_PROPERTY_OR_GENITIVE	f24v	f24v.4	P	rf1b_clean	"[""ydal sh okol okaiin odaiin dlos""]"	B	"[""[ydal]"", ""[sh]"", ""[okol]"", ""bitter?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	zl3b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	N	"[""[ychey]"", ""Pulver?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	zl3b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	G	"[""[ychey]"", ""ist?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	zl3b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	Q	"[""[ychey]"", ""warm?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	zl3b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	R	"[""[ychey]"", ""dessen?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	zl3b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	K	"[""[ychey]"", ""kalt?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	zl3b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	B	"[""[ychey]"", ""bitter?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	it2a_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	N	"[""[ychey]"", ""Pulver?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	it2a_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	G	"[""[ychey]"", ""ist?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	it2a_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	Q	"[""[ychey]"", ""warm?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	it2a_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	R	"[""[ychey]"", ""dessen?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	it2a_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	K	"[""[ychey]"", ""kalt?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	it2a_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	B	"[""[ychey]"", ""bitter?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	rf1b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	N	"[""[ychey]"", ""Pulver?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	rf1b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	G	"[""[ychey]"", ""ist?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	rf1b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	Q	"[""[ychey]"", ""warm?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
