edition	page	leaf	locus	source_id	partition	paragraph	patterns	raw_line	row_status
ZL3b	f103r	103	f103r.27	ZL3b|f103r.27|G005	OTHER_EXPOSED	f103r|f103r.27-f103r.29	0	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	recorded
ZL3b	f103r	103	f103r.43	ZL3b|f103r.43|G004	OTHER_EXPOSED	f103r|f103r.43-f103r.44	0	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	recorded
ZL3b	f103v	103	f103v.34	ZL3b|f103v.34|G002	OTHER_EXPOSED	f103v|f103v.33-f103v.36	0	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	recorded
ZL3b	f105r	105	f105r.26	ZL3b|f105r.26|G002	OTHER_EXPOSED	f105r|f105r.26-f105r.27	0	pdal sheey yqopchy airal sheey fchdy qopchdy raiir oky chdedy qodeedy qokedy	recorded
ZL3b	f105r	105	f105r.26	ZL3b|f105r.26|G005	OTHER_EXPOSED	f105r|f105r.26-f105r.27	0	pdal sheey yqopchy airal sheey fchdy qopchdy raiir oky chdedy qodeedy qokedy	recorded
ZL3b	f105r	105	f105r.8	ZL3b|f105r.8|G001	OTHER_EXPOSED	f105r|f105r.6-f105r.10	0	sheey oleeey or air qokaiin chey qokeedy qokedy oteedy lchedy oesal	recorded
ZL3b	f105v	105	f105v.21	ZL3b|f105v.21|G003	OTHER_EXPOSED	f105v|f105v.20-f105v.22	0	ykeeo daiim sheey qokaiin cheot daiin qoek eeykeody qopaiin or aiikam	recorded
ZL3b	f107r	107	f107r.18	ZL3b|f107r.18|G009	OTHER_EXPOSED	f107r|f107r.18-f107r.20	0	poalosy shey tar a{iph}y f arsheey fol rolchy sheey opolkaiin ypaiinal	recorded
ZL3b	f107r	107	f107r.19	ZL3b|f107r.19|G004	OTHER_EXPOSED	f107r|f107r.18-f107r.20	0	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	recorded
ZL3b	f107r	107	f107r.9	ZL3b|f107r.9|G002	OTHER_EXPOSED	f107r|f107r.8-f107r.12	0	okaiin sheey tcheol kain okeey chedy okeedy chdykchedy chey kain an	recorded
ZL3b	f107v	107	f107v.34	ZL3b|f107v.34|G006	OTHER_EXPOSED	f107v|f107v.32-f107v.34	0	dyair chey lkchy lchedy raiin sheey	recorded
ZL3b	f111r	111	f111r.15	ZL3b|f111r.15|G003	OTHER_EXPOSED	f111r|f111r.6-f111r.35	0	sheeodar aiin sheey shey oteody oteedy chey daiin oteol otedar tar pchdam	recorded
ZL3b	f111r	111	f111r.47	ZL3b|f111r.47|G003	OTHER_EXPOSED	f111r|f111r.44-f111r.47	0	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	recorded
ZL3b	f111v	111	f111v.17	ZL3b|f111v.17|G004	OTHER_EXPOSED	f111v|f111v.1-f111v.25	0	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	recorded
ZL3b	f111v	111	f111v.27	ZL3b|f111v.27|G002	OTHER_EXPOSED	f111v|f111v.26-f111v.28	0	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	recorded
ZL3b	f111v	111	f111v.27	ZL3b|f111v.27|G005	OTHER_EXPOSED	f111v|f111v.26-f111v.28	0	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	recorded
ZL3b	f111v	111	f111v.49	ZL3b|f111v.49|G006	OTHER_EXPOSED	f111v|f111v.48-f111v.51	0	s[o:a]iry cheey chkain chal lor sheey qokain okain chey qokain o keey	recorded
ZL3b	f113r	113	f113r.41	ZL3b|f113r.41|G008	OTHER_EXPOSED	f113r|f113r.39-f113r.41	0	dsheo oin okaiin cheey taiin lkeechey okain sheey qoees [o:e]keeody	recorded
ZL3b	f113r	113	f113r.6	ZL3b|f113r.6|G011	OTHER_EXPOSED	f113r|f113r.4-f113r.7	0	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol	recorded
ZL3b	f113r	113	f113r.7	ZL3b|f113r.7|G002	OTHER_EXPOSED	f113r|f113r.4-f113r.7	0	chos sheey qokchey sokal okeey char laiin olkain	recorded
ZL3b	f113v	113	f113v.14	ZL3b|f113v.14|G003	OTHER_EXPOSED	f113v|f113v.13-f113v.17	0	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo	recorded
ZL3b	f115r	115	f115r.36	ZL3b|f115r.36|G006	OTHER_EXPOSED	f115r|f115r.35-f115r.36	0	daiin cheey qoek chody qodain sheey dar oranol	recorded
ZL3b	f115v	115	f115v.31	ZL3b|f115v.31|G005	OTHER_EXPOSED	f115v|f115v.31-f115v.33	0	pchdair opchedy qopor iirchal sheey qotain chety rodaiin opchepy shokchy	recorded
ZL3b	f115v	115	f115v.42	ZL3b|f115v.42|G003	OTHER_EXPOSED	f115v|f115v.41-f115v.45	0	yair al sheey oteeol keody rcheey lkchdy qokchey lkar l[k:?]l rodam	recorded
ZL3b	f115v	115	f115v.44	ZL3b|f115v.44|G002	OTHER_EXPOSED	f115v|f115v.41-f115v.45	0	ototar sheey qokey qokchey qokchey ral rchos oty lchedy	recorded
ZL3b	f15r	15	f15r.13	ZL3b|f15r.13|G003	OTHER_EXPOSED	f15r|f15r.1-f15r.15	0	ykshol dor sheey cthy dain sky shor shoty	recorded
ZL3b	f21r	21	f21r.12	ZL3b|f21r.12|G003	MOTIVATION	f21r|f21r.8-f21r.12	0	ykeey chor sheey ysheol chor chol daiin chkaiin	recorded
ZL3b	f21r	21	f21r.2	ZL3b|f21r.2|G007	MOTIVATION	f21r|f21r.1-f21r.3	0	saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin	recorded
ZL3b	f29r	29	f29r.5	ZL3b|f29r.5|G004	OTHER_EXPOSED	f29r|f29r.5-f29r.9	0	kcheol cheor sheos sheey teey d[a:y] shos o{cty}	recorded
ZL3b	f31r	31	f31r.12	ZL3b|f31r.12|G004	OTHER_EXPOSED	f31r|f31r.10-f31r.16	0	qoaiin yches okedy sheey chedaiin dar	recorded
ZL3b	f33v	33	f33v.8	ZL3b|f33v.8|G003	OTHER_EXPOSED	f33v|f33v.7-f33v.11	0	dar ar sheey keedy okchy okar okedy chy daiin dy' dy dar aiin okary	recorded
ZL3b	f47v	47	f47v.4	ZL3b|f47v.4|G002	OTHER_EXPOSED	f47v|f47v.1-f47v.6	0	qotol sheey kol sho keechy qoty cthy	recorded
ZL3b	f51v	51	f51v.11	ZL3b|f51v.11|G002	OTHER_EXPOSED	f51v|f51v.1-f51v.13	0	ycheoky sheey ykeey chey	recorded
ZL3b	f53v	53	f53v.8	ZL3b|f53v.8|G001	OTHER_EXPOSED	f53v|f53v.1-f53v.13	0	sheey kshody tsheody sheody sheetchy opod	recorded
ZL3b	f75v	75	f75v.40	ZL3b|f75v.40|G011	OTHER_EXPOSED	f75v|f75v.38-f75v.42	0	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	recorded
ZL3b	f75v	75	f75v.42	ZL3b|f75v.42|G003	OTHER_EXPOSED	f75v|f75v.38-f75v.42	0	o l sheey qolshey qokain okaiin charor	recorded
ZL3b	f77r	77	f77r.20	ZL3b|f77r.20|G006	OTHER_EXPOSED	f77r|f77r.9-f77r.24	0	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	recorded
ZL3b	f77r	77	f77r.44	ZL3b|f77r.44|G001	OTHER_EXPOSED	f77r|f77r.38-f77r.48	0	sheey qepchedy qol cheedy qokear cheey loly dy	recorded
ZL3b	f77v	77	f77v.30	ZL3b|f77v.30|G003	OTHER_EXPOSED	f77v|f77v.29-f77v.42	0	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	recorded
ZL3b	f77v	77	f77v.35	ZL3b|f77v.35|G002	OTHER_EXPOSED	f77v|f77v.29-f77v.42	0	tcho[r:s] sheey qokain qokain sheol qokeedy qokal dary	recorded
