page	locus	record	event_index	surface	joint_tuple_id	page_host	stem_class	stable_minimal_stem_value_German	formal_additions	dy_closure	b3	local_medical_expansion_German	meaning_status
f10r	f10r.2	1	1	dchey	65f320e75510b2f38182	chey	AUSWAHL	einen kontextuell bestimmten Materialteil auswählen	AUSWAHL(chey) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	wähle den faserigen unteren Wurzelteil aus	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	2	cthoor	dedc383b600397a301ee	cthoor	WHOLE_CARD_CTHOOR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cthoor + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	wasche sie in fließendem Wasser	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	3	char	4d4559019a961b834aa1	ar	WHOLE_CARD_AR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ar + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	nimm daraus, aus demselben bereits eingeführten Ansatz	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	4	chty	80ebbbbf238eee9f0aef	ty	WHOLE_CARD_TY	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ty + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	Gleichmäßig bearbeiten	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	5	os	df1098831679a8ad1b39	os	WHOLE_CARD_OS	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern os + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	zerstoße sie zu grobem Pulver	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	6	chair	12efe866f335461823a6	air	WHOLE_CARD_AIR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern air + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	gib Rotwein hinzu	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	7	otytchol	62ff059766b21c7de083	otytchol	WHOLE_CARD_OTYTCHOL	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern otytchol + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	trinke es bei Magenschmerz	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	8	oky	276a7c2d74d1143446f4	oky	AKTIVE_VERWENDUNG	den aktivierten gegenwärtigen Anteil verwenden	AKTIVE_VERWENDUNG(oky) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	verwende den aktivierten gegenwärtigen Anteil	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	9	daiin	2f1c5e56e8f0ff459065	aiin	QUANTITAET	vorgeschriebener oder standardisierter Wert mit kontextueller Dimension	QUANTITAET(aiin) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	Ein vorgeschriebenes Maß	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.2	1	10	etyd	a6939862e33ece5a0483	etyd	WHOLE_CARD_ETYD	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern etyd + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	bewahre die übrige Wurzel trocken auf	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.5	1	1	qokchy	9ad66e67803a12e745de	okchy	WHOLE_CARD_OKCHY	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern okchy + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	gebrauche die frisch bereitete Arznei	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.5	1	2	qotchol	e8a6105b5c3a6220b440	chol	WHOLE_CARD_CHOL	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern chol + exakte Koordinate f217eb91add9e43ad300 + lizenzierte Eintrittsform	0	0	wende sie warm an	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.5	1	3	chol	dcda95c81a5460feb191	l	ANSCHLUSS	einen kontextuell verbundenen Vorgänger, Nachfolger oder Empfänger wählen	ANSCHLUSS(l) + exakte Koordinate c199e523e70f794422c4 + lizenzierte Eintrittsform	0	0	knüpfe an den bereits eingeführten Ansatz an	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.5	1	4	cthy	e0b630cb1b5df5e7105b	cthy	BEREITSCHAFT	der aktive Ansatz hat den gebrauchsfertigen Zustand erreicht	BEREITSCHAFT(cthy) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	sobald der aktive Ansatz gebrauchsfertig ist	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.6	2	1	ycheor	7249edc4df3419c26999	ycheor	WHOLE_CARD_YCHEOR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ycheor + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	sie wächst auf feuchtem Wiesengrund	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.6	2	2	cthy	e0b630cb1b5df5e7105b	cthy	BEREITSCHAFT	der aktive Ansatz hat den gebrauchsfertigen Zustand erreicht	BEREITSCHAFT(cthy) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	sobald der aktive Ansatz gebrauchsfertig ist	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
f10r	f10r.6	2	3	chor	7a4bb8136330ee4e6e56	or	BEREITETES_ERGEBNIS	aus dem aktiven Ansatz hervorgegangenes verwendbares Produkt	BEREITETES_ERGEBNIS(or) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	0	0	das bereitete verwendbare Ergebnis des aktiven Ansatzes	CREATIVE_STEM_CONSTRAINED_EXPANSION_NOT_DECIPHERMENT
