joint_tuple_id	surface_examples	page_host	core_stem_axis	core_surface_basis	core_minimal_value_German	completion_coordinate	local_argument_German	composition_status	v43_reading_German	v45_r3_complete_reading_German	events	pages	interpretive_status
00d8ebe3c68294eeac39	chdal	d	D	d	RUECK- ODER ZEIGEVERWEIS	HOST_EXT=Ø; CELL=9a86ad2c9bcdc4433a17; CLOSE=OPEN	ORT / GEFAESS / OEFFNUNG / ZEITPARAMETER	SHARED_TEMPLATIC_AXIS_PLUS_LOCAL_CARD	mit der vorigen Mischung	Mit der vorigen Mischung	1	f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
0275fbf14e07935b0a45	okeey|qokeey	okeey	OK	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	HOST_EXT=eey; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	ARBEITSMEDIUM + TEMPERATURBAND	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	Temperiere die Arbeitsflüssigkeit und halte sie lauwarm	7	f81v|f82r|f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
03626ca94cb17800d767	sheedy	ee	E	e	ZUSTAND, SCHWELLE ODER EINTRITT	HOST_EXT=e; CELL=b13789bf2874739e46f6; CLOSE=DY/COMMIT	LOKALER ARBEITSSCHRITT + ZELLSCHLUSS	SHARED_TEMPLATIC_AXIS_PLUS_LOCAL_CARD	wasche einmal und beende den Schritt	Wasche einmal und schließe die Arbeitszelle	1	f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
04a3877f0fc81b7597c9	ldy	l	L	l	FORTSETZUNGS-, EMPFAENGER- ODER TRANSFERWEG	HOST_EXT=Ø; CELL=b13789bf2874739e46f6; CLOSE=DY/COMMIT	LOKALER ARBEITSSCHRITT + ZELLSCHLUSS	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	ziehe es ab und beende den Schritt	Ziehe es ab und schließe die Arbeitszelle	2	f82r|f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
07913ef9b1fb773cd325	okchedy|qokchedy	okche	OK	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	HOST_EXT=che; CELL=b13789bf2874739e46f6; CLOSE=DY/COMMIT	LOKALER ARBEITSSCHRITT + ZELLSCHLUSS	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	lasse es abkühlen und beende den Schritt	Lasse es abkühlen und schließe die Arbeitszelle	2	f81v|f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
087a47b5423438cd6b6a	chokcheo	okcheo	OK	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	HOST_EXT=cheo; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	LOKALE PRUEFUNG / VERWENDUNGSZWECK	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	trinke es bei Magenschmerz	Trinke es bei Magenschmerz	1	f56r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
08bd5ca0c2ad137a056d	okey|qokey	okey	OK	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	HOST_EXT=ey; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	ORT / GEFAESS / OEFFNUNG / ZEITPARAMETER	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	warmes Wasser	Warmes Wasser	2	f81v|f82r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
0ab57b7166de99db3a55	lchy	lchy	L	l	FORTSETZUNGS-, EMPFAENGER- ODER TRANSFERWEG	HOST_EXT=chy; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	NEUER ANWENDUNGS- ODER TRANSFERGANG	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	ziehe die klare Flüssigkeit ab	Ziehe die klare Flüssigkeit ab	1	f82r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
0bdc8b6db811b4e67a63	chary	ary	A	a	LOKALER ADRESS- ODER RELATIONSWERT	HOST_EXT=ry; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	ZIEL ODER ERREICHTER FOLGEZUSTAND	SHARED_TEMPLATIC_AXIS_PLUS_LOCAL_CARD	und lasse es abkühlen	Und lasse es abkühlen	1	f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
0ec6a45e2950e8e7061d	chodaly	odaly	O	o	FOLGEPOSTEN ODER ARBEITSBESTAND	HOST_EXT=daly; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	BILDLOKALER PFLANZENTEIL	MEMORIZED_LEXICAL_EXCEPTION_WITH_SHARED_AXIS	die dünne untere Wurzel	Die dünne untere Wurzel	1	f56r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
0f15effeca7ab10bb026	lchedar	lched	L	l	FORTSETZUNGS-, EMPFAENGER- ODER TRANSFERWEG	HOST_EXT=ched; CELL=dda0ce94b28cdae70cfa; CLOSE=OPEN	ORT / GEFAESS / OEFFNUNG / ZEITPARAMETER	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	kühles Wasser	Kühles Wasser	1	f82r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
0f18de177ed7c878bf95	dl	l	L	l	FORTSETZUNGS-, EMPFAENGER- ODER TRANSFERWEG	HOST_EXT=Ø; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	ORT / GEFAESS / OEFFNUNG / ZEITPARAMETER	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	das bereitete Öl	Das bereitete Öl	2	f81v	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
10488b911aae52b3b334	otchor|qotchor	chor	CHOR	chor	BESCHAFFUNG ODER SAMMELZEIT	HOST_EXT=Ø; CELL=f217eb91add9e43ad300; CLOSE=OPEN	BILDOWNER + SAISON / ENTWICKLUNGSSTUFE	SHARED_CONTENT_STEM_PLUS_COMPLETION	vor der Blüte gesammelt	Beschaffe den Bildowner vor der Blüte	2	f10r|f56r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
12efe866f335461823a6	chair	air	AIIN	air	BESTIMMTER PARAMETER / MASS- ODER ADRESSWERT	HOST_EXT=Ø; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	LOKALES ARBEITSMITTEL	SHARED_TEMPLATIC_AXIS_PLUS_LOCAL_CARD	gib Rotwein hinzu	Gib Rotwein hinzu	1	f10r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
1322bc176443fc2a8a86	qokokchy	okokchy	OK	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	HOST_EXT=okchy; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	GEZEIGTES MATERIAL / ARBEITSMEDIUM	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	trockne es im Schatten	Trockne es im Schatten	1	f56r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
1496a731803a9f48d2e1	rol	rol	R	r	FORTGANG ODER RESULTATBEZUG	HOST_EXT=ol; CELL=fb61c4e2699f5c505886; CLOSE=OPEN	ORT / GEFAESS / OEFFNUNG / ZEITPARAMETER	SHARED_TEMPLATIC_AXIS_PLUS_LOCAL_CARD	bevor es abkühlt	Bevor es abkühlt	1	f81v	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
1645e612504fcef59ced	okain|qokain	ok	OK	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	HOST_EXT=Ø; CELL=fa436db0093634469c20; CLOSE=OPEN	ABGEMESSENER ANTEIL + GEFAESS	SHARED_PRODUCTIVE_AXIS_PLUS_COMPLETION	gib einen abgemessenen Anteil in das Gefäß	Aktiviere den begrenzten Arbeitsposten: gib einen abgemessenen Anteil in das Gefäß	7	f81v|f82r|f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
1779decef17481ec2853	qotedaiin	ed	E	e	ZUSTAND, SCHWELLE ODER EINTRITT	HOST_EXT=d; CELL=fd8993bdda8e52580636; CLOSE=OPEN	ORT / GEFAESS / OEFFNUNG / ZEITPARAMETER	SHARED_TEMPLATIC_AXIS_PLUS_LOCAL_CARD	das breite Gefäß	Das breite Gefäß	1	f83r	CREATIVE_REGISTER_READING_NOT_DECIPHERMENT
