joint_tuple_id	surface_examples	page_host	STEM_CONTRIBUTION	FORMAL_AXIS	LOCAL_EXPANSION_GERMAN	previous_V43_default	stem_core_type	stem_confidence	frame	inner_d	right_family	dy	b3	wrapper_status	meaning_status
00d8ebe3c68294eeac39	chdal	d	BEREITS REFERENZIERTER PROZESSPOSTEN	RIGHT=ZIEL/PARALLELSTELLE	verwende den bereits referenzierten Posten mit der vorigen Mischung	mit der vorigen Mischung	REFERENCE_CORE	.34	NONE	0	al	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
0275fbf14e07935b0a45	okeey|qokeey	okeey	GANZKARTENWERT: TEMPERIERE DIE ARBEITSFLÜSSIGKEIT UND HALTE SIE LAUWARM	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
03626ca94cb17800d767	sheedy	ee	EINMALIGE BEGRENZTE ANWENDUNG	DY=VOLLZUG+ARBEITSZELLE SCHLIESSEN	führe eine einmalige begrenzte Wäsche aus und schließe den Schritt	wasche einmal und beende den Schritt	APPLICATION_CORE	.33	NONE	0	NONE	1	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
04a3877f0fc81b7597c9	ldy	l	FORTLAUFENDER ANSATZ ODER ARBEITSWEG	DY=VOLLZUG+ARBEITSZELLE SCHLIESSEN	führe den fortlaufenden Arbeitsstrom ab und schließe den Schritt	ziehe es ab und beende den Schritt	CONTINUATION_CORE	.56	NONE	0	NONE	1	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
07913ef9b1fb773cd325	okchedy|qokchedy	okche	GANZKARTENWERT: LASSE ES ABKÜHLEN UND BEENDE DEN SCHRITT	DY=VOLLZUG+ARBEITSZELLE SCHLIESSEN	lasse es abkühlen und beende den Schritt	lasse es abkühlen und beende den Schritt	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	1	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
087a47b5423438cd6b6a	chokcheo	okcheo	GANZKARTENWERT: TRINKE ES BEI MAGENSCHMERZ	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	trinke es bei Magenschmerz	trinke es bei Magenschmerz	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
08bd5ca0c2ad137a056d	okey|qokey	okey	GANZKARTENWERT: WARMES WASSER	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	warmes Wasser	warmes Wasser	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
0ab57b7166de99db3a55	lchy	lchy	GANZKARTENWERT: ZIEHE DIE KLARE FLÜSSIGKEIT AB	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ziehe die klare Flüssigkeit ab	ziehe die klare Flüssigkeit ab	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
0bdc8b6db811b4e67a63	chary	ary	GANZKARTENWERT: UND LASSE ES ABKÜHLEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	und lasse es abkühlen	und lasse es abkühlen	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
0ec6a45e2950e8e7061d	chodaly	odaly	GANZKARTENWERT: DIE DÜNNE UNTERE WURZEL	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	die dünne untere Wurzel	die dünne untere Wurzel	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
0f15effeca7ab10bb026	lchedar	lched	NACHGEORDNETER EMPFAENGER ODER NAECHSTE STATION	RIGHT=LOKALE BEZIEHUNG/QUELLE	führe kühles Wasser zum nachgeordneten Empfänger	kühles Wasser	RECEIVER_CORE	.48	NONE	0	ar	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
0f18de177ed7c878bf95	dl	l	FORTLAUFENDER ANSATZ ODER ARBEITSWEG	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	verwende den bereiteten fortlaufenden Trägerstoff, hier Öl	das bereitete Öl	CONTINUATION_CORE	.56	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
10488b911aae52b3b334	otchor|qotchor	chor	SAMMELZEIT ODER BESCHAFFUNGSZUSTAND	OT-FRAME=MARKIERTER SEKUNDAERBEZUG	sammle im Beschaffungszustand vor der Blüte	vor der Blüte gesammelt	HERBAL_CORE	.58	OT	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
12efe866f335461823a6	chair	air	GANZKARTENWERT: GIB ROTWEIN HINZU	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	gib Rotwein hinzu	gib Rotwein hinzu	MEMORIZED_LOCAL_CORE	.18	NONE	0	NONE	0	0	RENDERER_ONLY_NO_MEANING	CREATIVE_STEM_CONSISTENT_WORKSHOP_EXPANSION_NOT_DECIPHERMENT
