joint_tuple_id	page_host	surface_examples	stem_class	stable_minimal_stem_value_German	formal_additions	local_medical_expansion_German	v43_previous_default_German	revision	stem_tier	status	events	pages
1645e612504fcef59ced	ok	okain|qokain	AKTIVIERUNG	einen durch die Kompletierung bestimmten Arbeitsposten in Kraft setzen	AKTIVIERUNG(ok) + exakte Koordinate fa436db0093634469c20 + lizenzierte Eintrittsform	aktiviere die Zugabe eines vorgeschriebenen Anteils	gib einen abgemessenen Anteil in das Gefäß	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	7	f81v|f82r|f83r
308e8ea2d5d190c498e8	ok	okal|qokal	AKTIVIERUNG	einen durch die Kompletierung bestimmten Arbeitsposten in Kraft setzen	AKTIVIERUNG(ok) + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	aktiviere das Zusammenführen beider bezeichneten Anteile	mische beide Anteile zusammen	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	6	f55v|f81v|f82r|f83r
3ae9a121ba0045b913e8	ok	qokar	AKTIVIERUNG	einen durch die Kompletierung bestimmten Arbeitsposten in Kraft setzen	AKTIVIERUNG(ok) + exakte Koordinate dda0ce94b28cdae70cfa + lizenzierte Eintrittsform	aktiviere den Arbeitsschritt an der bezeichneten Stelle	über der örtlich bezeichneten Stelle	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	1	f82r
7d2404c835b10a2c06af	ok	okair	AKTIVIERUNG	einen durch die Kompletierung bestimmten Arbeitsposten in Kraft setzen	AKTIVIERUNG(ok) + exakte Koordinate 5db18e798bfd04493555 + lizenzierte Eintrittsform	aktiviere als Nächstes den oberen Lauf	öffne danach den oberen Lauf	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	1	f83r
b5fcea1eaed06b2f2291	ok	okaiin|qokaiin	AKTIVIERUNG	einen durch die Kompletierung bestimmten Arbeitsposten in Kraft setzen	AKTIVIERUNG(ok) + exakte Koordinate 62c544e4108c60c3227b + lizenzierte Eintrittsform	aktiviere den nächsten quantifizierten Arbeitsposten	beginne den nächsten abgemessenen Posten	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	9	f55v|f81v|f82r|f83r
65f320e75510b2f38182	chey	dchey	AUSWAHL	einen kontextuell bestimmten Materialteil auswählen	AUSWAHL(chey) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	wähle den faserigen unteren Wurzelteil aus	Nimm die faserige untere Wurzel	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	1	f10r
faf321940aed922846a9	chey	otchey	AUSWAHL	einen kontextuell bestimmten Materialteil auswählen	AUSWAHL(chey) + exakte Koordinate f217eb91add9e43ad300 + lizenzierte Eintrittsform	wähle den bezeichneten Materialanteil aus	Nimm den bezeichneten Anteil	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	2	f56r|f83r
6afeb5c9ab9f6cbdea0d	or	orain	BEREITETES_ERGEBNIS	aus dem aktiven Ansatz hervorgegangenes verwendbares Produkt	BEREITETES_ERGEBNIS(or) + exakte Koordinate fa436db0093634469c20 + lizenzierte Eintrittsform	gebrauche das bereitete Ergebnis frisch	gebrauche die fertige Flüssigkeit frisch	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	1	f55v
7a4bb8136330ee4e6e56	or	chor|or|shor|sor	BEREITETES_ERGEBNIS	aus dem aktiven Ansatz hervorgegangenes verwendbares Produkt	BEREITETES_ERGEBNIS(or) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	das bereitete verwendbare Ergebnis des aktiven Ansatzes	Die bereitete Arbeitsflüssigkeit	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	7	f10r|f55v|f83r
10488b911aae52b3b334	chor	otchor|qotchor	BESCHAFFUNGSZEIT	Beschaffung des Bildbesitzers in einem angegebenen Zeitfenster	BESCHAFFUNGSZEIT(chor) + exakte Koordinate f217eb91add9e43ad300 + lizenzierte Eintrittsform	beschaffe den Bildbesitzer vor der Blüte	vor der Blüte gesammelt	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	2	f10r|f56r
b9d7b6d68209a9019e7a	chor	chochor	BESCHAFFUNGSZEIT	Beschaffung des Bildbesitzers in einem angegebenen Zeitfenster	BESCHAFFUNGSZEIT(chor) + exakte Koordinate c199e523e70f794422c4 + lizenzierte Eintrittsform	beschaffe den Bildbesitzer im Frühjahr	sammle die Pflanze im Frühjahr	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	1	f56r
2f1c5e56e8f0ff459065	aiin	aiin|chaiin|daiin|saiin|taiin	QUANTITAET	vorgeschriebener oder standardisierter Wert mit kontextueller Dimension	QUANTITAET(aiin) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	Ein vorgeschriebenes Maß	Ein vorgeschriebenes Maß	LOCAL_EXPANSION_RETAINED	A	PROVISIONAL_SHARED_STEM	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r
78b3b3140714da19090d	al	daldy	ZIEL	auf die bezeichnete Zielstation oder parallele Station richten	ZIEL(al) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	richte den Vorgang auf die zweite Station, wiederhole und schließe	wiederhole es an der zweiten Öffnung und beende den Schritt	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	1	f82r
dd0ecaf5e27d81befffc	al	al|chal|cheal|dal|sal|tal	ZIEL	auf die bezeichnete Zielstation oder parallele Station richten	ZIEL(al) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	führe den Bestand an die bezeichnete Zielstation	An die bezeichnete Zielstelle führen	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	10	f56r|f81v|f82r|f83r
bc4f1f5c006c74a4d26d	e	cheedy|shedy|tedy	ZUSTANDSGRENZE	den laufenden Vorgang bis zu einem kontextuellen Sollzustand führen	ZUSTANDSGRENZE(e) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den Vorgang bis zur Bereitschaft und schließe den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	12	f81v|f82r|f83r
c45ebac60774620561e2	e	otedy	ZUSTANDSGRENZE	den laufenden Vorgang bis zu einem kontextuellen Sollzustand führen	ZUSTANDSGRENZE(e) + exakte Koordinate b4cf3d4564167ed1daee + lizenzierte Eintrittsform	führe den Vorgang bis zur Klarheit und schließe den Schritt	lasse es bis zur Klarheit ziehen und beende den Schritt	REVISED_TO_COMMON_STEM	A	PROVISIONAL_SHARED_STEM	2	f83r
de7321bface5628e35d6	lche	lchedy	ABLAUF	den Bestand in den nachgeordneten Empfänger abführen	ABLAUF(lche) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den verbrauchten Bestand in den unteren Empfänger ab und schließe	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	8	f82r|f83r
276a7c2d74d1143446f4	oky	choky|oky|qoky	AKTIVE_VERWENDUNG	den aktivierten gegenwärtigen Anteil verwenden	AKTIVE_VERWENDUNG(oky) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	verwende den aktivierten gegenwärtigen Anteil	Die aktive Portion verwenden	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	10	f10r|f56r|f81v|f82r|f83r
6f7ff8287eddf4da9fdb	y	chdy|chedy	AKTUELLER_TRAEGER	den gegenwärtigen Bild-, Stoff- oder Arbeitsträger wiederaufnehmen	AKTUELLER_TRAEGER(y) + exakte Koordinate 3733a056ae04c4305665 + lizenzierte Eintrittsform	bearbeite den aktuellen Stoff gleichmäßig und schließe den Schritt	rühre, bis alles gleichmäßig vermischt ist	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	11	f55v|f81v|f83r
b921a237be883a820352	y	chey|chy|dy|shy|sy|y	AKTUELLER_TRAEGER	den gegenwärtigen Bild-, Stoff- oder Arbeitsträger wiederaufnehmen	AKTUELLER_TRAEGER(y) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	der gegenwärtig geführte Stoff oder Anteil	Diese aktive Portion	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	18	f10r|f11r|f55v|f81v|f82r|f83r
c10aec6d4dd877ec8bd8	y	choy	AKTUELLER_TRAEGER	den gegenwärtigen Bild-, Stoff- oder Arbeitsträger wiederaufnehmen	AKTUELLER_TRAEGER(y) + exakte Koordinate c199e523e70f794422c4 + lizenzierte Eintrittsform	der gegenwärtige Bildbesitzer am feucht-schattigen Standort	die auf feuchter schattiger Heide wächst	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	1	f56r
04a3877f0fc81b7597c9	l	ldy	ANSCHLUSS	einen kontextuell verbundenen Vorgänger, Nachfolger oder Empfänger wählen	ANSCHLUSS(l) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den Bestand in den Nachlauf ab und schließe den Schritt	ziehe es ab und beende den Schritt	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	2	f82r|f83r
0f18de177ed7c878bf95	l	dl	ANSCHLUSS	einen kontextuell verbundenen Vorgänger, Nachfolger oder Empfänger wählen	ANSCHLUSS(l) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	das an der nachgeordneten Station bereitgestellte Öl	das bereitete Öl	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	2	f81v
1b1ffdd869fb1429ad03	l	oldy	ANSCHLUSS	einen kontextuell verbundenen Vorgänger, Nachfolger oder Empfänger wählen	ANSCHLUSS(l) + exakte Koordinate fc65210860ff69184fdd + lizenzierte Eintrittsform	koche im nachgeordneten Arbeitsschritt sanft und schließe ihn	koche sanft und beende diesen Arbeitsschritt	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	2	f55v|f83r
29e0eb222ef2fb99523a	l	lar	ANSCHLUSS	einen kontextuell verbundenen Vorgänger, Nachfolger oder Empfänger wählen	ANSCHLUSS(l) + exakte Koordinate dda0ce94b28cdae70cfa + lizenzierte Eintrittsform	schließe den nachgeordneten Ablauf	schließe den unteren Ablauf	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	1	f82r
dcda95c81a5460feb191	l	cheol|chol|ol|qol|sol|tol	ANSCHLUSS	einen kontextuell verbundenen Vorgänger, Nachfolger oder Empfänger wählen	ANSCHLUSS(l) + exakte Koordinate c199e523e70f794422c4 + lizenzierte Eintrittsform	knüpfe an den bereits eingeführten Ansatz an	Mit der vorigen Zubereitung weiter	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	19	f10r|f81v|f83r
e0b630cb1b5df5e7105b	cthy	checthy|cthy|shcthy	BEREITSCHAFT	der aktive Ansatz hat den gebrauchsfertigen Zustand erreicht	BEREITSCHAFT(cthy) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	sobald der aktive Ansatz gebrauchsfertig ist	Sobald die Zubereitung gebrauchsfertig ist	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	7	f10r|f11r|f83r
54d0e228ca346110af05	ot	otaiin|sotaiin	MARKIERTER_GEGENPOSTEN	einen kontextuell kontrastierten oder wiederaufgenommenen Slot wählen	MARKIERTER_GEGENPOSTEN(ot) + exakte Koordinate 62c544e4108c60c3227b + lizenzierte Eintrittsform	verwende für den markierten Gegenposten dieselbe Dauer wie zuvor	für dieselbe Dauer wie zuvor	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	3	f82r|f83r
90bcf0a9ec0ef56399e6	ot	otal|qotal	MARKIERTER_GEGENPOSTEN	einen kontextuell kontrastierten oder wiederaufgenommenen Slot wählen	MARKIERTER_GEGENPOSTEN(ot) + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	führe zum markierten nachgeordneten Ablauf	zum unteren Ablauf hin	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	3	f83r
b6b654722e55729cc947	ot	otar	MARKIERTER_GEGENPOSTEN	einen kontextuell kontrastierten oder wiederaufgenommenen Slot wählen	MARKIERTER_GEGENPOSTEN(ot) + exakte Koordinate dda0ce94b28cdae70cfa + lizenzierte Eintrittsform	wähle danach den markierten unteren Ablauf	benutze danach den unteren Ablauf	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	1	f81v
b5df9126607030b95175	ey	cheey|shey	PRUEFZUSTAND	den verlangten beobachtbaren Endzustand erreichen	PRUEFZUSTAND(ey) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	führe den Vorgang bis zum verlangten sichtbaren Endzustand	Bis die Flüssigkeit klar abläuft	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	4	f11r|f82r|f83r
7db18b2f0fb7ed0fcfd3	oke	qokedy	SPUELGANG	den aktivierten Spülgang einmal ausführen	SPUELGANG(oke) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den aktivierten Spülgang einmal aus und schließe	spüle die bezeichnete Stelle einmal und beende den Schritt	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	8	f81v|f83r
0275fbf14e07935b0a45	okeey	okeey|qokeey	TEMPERIEREN	das aktive Medium auf den vorgesehenen milden Wärmezustand bringen	TEMPERIEREN(okeey) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	bringe das aktive Medium auf lauwarmen Arbeitszustand	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	7	f81v|f82r|f83r
601b77449028deed39de	ch	otchdy	TRENNEN	einen flüssigen Bestand trennen oder abziehen	TRENNEN(ch) + exakte Koordinate b4cf3d4564167ed1daee + lizenzierte Eintrittsform	trenne den flüssigen Bestand durch Abziehen und schließe	ziehe es ab und beende den Schritt	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	1	f83r
d225b7a7b95da7aee437	ch	dchdy	TRENNEN	einen flüssigen Bestand trennen oder abziehen	TRENNEN(ch) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	trenne den flüssigen Bestand durch klares Seihen und schließe	seihe es klar und beende den Schritt	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	1	f81v
2cc8bb3c2af19607888f	ckhy	chckhy|shckhy	VERBUNDENER_WEG	durch gekoppelte Läufe oder Stationen führen	VERBUNDENER_WEG(ckhy) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	führe den Bestand durch die verbundenen Läufe	durch die verbundenen Läufe	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	4	f81v|f82r
dec401773c1f0347793d	olor	cholor|olor	VORQUELLENPRODUKT	das bereitete Produkt des wiederaufgenommenen Voransatzes	VORQUELLENPRODUKT(olor) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	entnimm das bereitete Produkt des Voransatzes	Aus dem vorigen Ansatz entnehmen	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	2	f10r|f81v
5e8441397e7c0faf042b	chy	chedchy	WARME_UEBERFUEHRUNG	ein bereitetes warmes Medium in die Anwendung überführen	WARME_UEBERFUEHRUNG(chy) + exakte Koordinate 3733a056ae04c4305665 + lizenzierte Eintrittsform	überführe das erwärmte Wasser in die Anwendung	gieße das erwärmte Wasser ein	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	1	f83r
a48efd6c4491a046ba78	chy	qotchy	WARME_UEBERFUEHRUNG	ein bereitetes warmes Medium in die Anwendung überführen	WARME_UEBERFUEHRUNG(chy) + exakte Koordinate f217eb91add9e43ad300 + lizenzierte Eintrittsform	überführe das warme Blattmedium als Auflage in die Anwendung	bereite aus den Blättern einen warmen Umschlag	REVISED_TO_COMMON_STEM	B	PROVISIONAL_SHARED_STEM	1	f11r
259b2b3b0bf859882e2c	che	dchedy|schedy|tchedy	FLUESSIGKEITSHANDLUNG	den lokal bestimmten Flüssigkeitsschritt ausführen	FLUESSIGKEITSHANDLUNG(che) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den örtlichen Flüssigkeitsschritt als Spülung aus und schließe	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	REVISED_TO_COMMON_STEM	C	WEAK_SHARED_STEM	4	f81v|f82r|f83r
4de12cf322dfb76ded1e	che	otchedy|qotchedy	FLUESSIGKEITSHANDLUNG	den lokal bestimmten Flüssigkeitsschritt ausführen	FLUESSIGKEITSHANDLUNG(che) + exakte Koordinate b4cf3d4564167ed1daee + lizenzierte Eintrittsform	führe den örtlichen Flüssigkeitsschritt zu gleichen Teilen aus und schließe	mische zu gleichen Teilen und beende den Schritt	REVISED_TO_COMMON_STEM	C	WEAK_SHARED_STEM	2	f83r
