axis	value	current_occurrences	current_page_count	current_register_count	operator_rule	future_policy
SCOPE_SELECTOR	AL_AR_ORDERED_FALLBACK	570	20	4	links, dann aktiver Kopf, dann gleicher Kartenkopf rechts, sonst Besitzer	GREEN_IF_VISIBLE_CONDITIONS_MATCH
SCOPE_SELECTOR	INHERITED_ACTION_STACK	246	19	4	im selben Besitzerblock geerbten Handlungskopf verwenden	GREEN_IF_VISIBLE_CONDITIONS_MATCH
SCOPE_SELECTOR	L_AIR_RIGHT_FALLBACK	287	18	4	rechts, sonst links, sonst aktiver Kopf oder Besitzer	GREEN_IF_VISIBLE_CONDITIONS_MATCH
SCOPE_SELECTOR	NEAREST_HEAD_LEFT_TIE	2627	20	4	naechsten sichtbaren Kopf waehlen; bei Gleichstand links	GREEN_IF_VISIBLE_CONDITIONS_MATCH
SCOPE_SELECTOR	ONE_CARD_FORWARD	61	14	4	ersten sichtbaren Kopf genau der naechsten Karte verwenden	GREEN_IF_VISIBLE_CONDITIONS_MATCH
SCOPE_SELECTOR	OWNER_CONTEXT	80	10	3	sichtbaren Besitzer verwenden, wenn kein Handlungskopf lizenziert ist	GREEN_IF_VISIBLE_CONDITIONS_MATCH
SCOPE_SELECTOR	PREVIOUS_CARD_STACK	465	20	4	unmittelbar vorigen offenen Handlungskopf verwenden	GREEN_IF_VISIBLE_CONDITIONS_MATCH
SCOPE_SELECTOR	Q_OT_PACKAGE_FORWARD	38	10	4	Q- oder OT-Paket zum ersten Kopf genau der naechsten Karte reichen	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ATTACHMENT_GEOMETRY	BOUNDED_NEXT_CARD_ACTION	127	15	4	Zielkopf in genau der naechsten Karte	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ATTACHMENT_GEOMETRY	INHERITED_ACTION	353	19	4	Zielkopf aus offenem Besitzer-Stack geerbt	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ATTACHMENT_GEOMETRY	OWNER_ONLY	126	11	4	kein Handlungskopf; sichtbarer Besitzer ist Ziel	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ATTACHMENT_GEOMETRY	PREVIOUS_CARD_ACTION	660	20	4	Zielkopf in der unmittelbar vorigen Karte	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ATTACHMENT_GEOMETRY	SAME_CARD_LEFT_ACTION	2823	20	4	Zielkopf links in derselben Karte	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ATTACHMENT_GEOMETRY	SAME_CARD_RIGHT_ACTION	285	20	4	Zielkopf rechts in derselben Karte	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	CH	676	20	4	sichtbarer CH-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	CHD	290	12	4	sichtbarer CHD-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	K	713	20	4	sichtbarer K-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	OK	1001	20	4	sichtbarer OK-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	OWNER	126	11	4	sichtbarer Bild-, Layout- oder Abschnittsbesitzer	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	P	93	18	4	sichtbarer P-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	R	61	16	4	sichtbarer R-Handlungskopf; Lage getrennt bestimmen	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	S	277	19	4	sichtbarer S-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	SH	761	19	4	sichtbarer SH-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
ACTION_HEAD	T	376	20	4	sichtbarer T-Handlungskopf	GREEN_IF_VISIBLE_CONDITIONS_MATCH
R_TOPOLOGY	NONE	4297	20	4	kein R-Zielkopf in diesem Anschluss	GREEN_IF_VISIBLE_CONDITIONS_MATCH
R_TOPOLOGY	R_POSITIONAL_HEAD	60	16	4	R eroeffnet einen eigenen Kopf mit rechtem Glied	GREEN_IF_VISIBLE_CONDITIONS_MATCH
R_TOPOLOGY	R_POSITIONAL_NESTED	1	1	1	voriger Kopf bleibt aktiv; R besitzt zugleich ein eigenes rechtes Glied	AMBER_IF_NEW_VISIBLE_SHAPE
R_TOPOLOGY	R_POSITIONAL_TAIL	16	5	3	voriger Kopf bleibt aktiv; R hat kein eigenes rechtes Glied	GREEN_IF_VISIBLE_CONDITIONS_MATCH
DUPLICATE_MODE	FREE_PLURAL_OR_REPEAT	18	6	4	zwei freie Peers; keine Kopie loeschen	GREEN_IF_VISIBLE_CONDITIONS_MATCH
DUPLICATE_MODE	PACKAGE_SCOPE_DESCENT	2	1	1	erste Kopie bindet aussen, zweite eine sichtbare Untereinheit	AMBER_IF_NEW_VISIBLE_SHAPE
DUPLICATE_MODE	SINGLE	4354	20	4	keine sichtbare Doppelung	GREEN_IF_VISIBLE_CONDITIONS_MATCH
