event_id	page	record	statement_id	group_id	position_in_statement	surface	component_parse	spoken_component_sequence_de	bound_to_complete_instruction
E001	f10r	H1	H1-S001	H1-S001-G01	1	dchey	CH+E+Y	ziehe ab · kurz · dies	YES
E002	f10r	H1	H1-S001	H1-S001-G01	2	cthoor	CTH+O+OR	bereit · Gang · Ansatz	YES
E003	f10r	H1	H1-S001	H1-S001-G01	3	char	AR	davon	YES
E004	f10r	H1	H1-S001	H1-S001-G01	4	chty	T+Y	trage ein · dies	YES
E005	f10r	H1	H1-S001	H1-S001-G02	5	os	OS	Fach	YES
E006	f10r	H1	H1-S001	H1-S001-G02	6	chair	CH+AIR	ziehe ab · Lauf	YES
E007	f10r	H1	H1-S001	H1-S001-G02	7	otytchol	OT+Y+T+CH+OL	danach · dies · trage ein · ziehe ab · fort	YES
E008	f10r	H1	H1-S001	H1-S001-G02	8	oky	OK+Y	setze an · dies	YES
E009	f10r	H1	H1-S001	H1-S001-G03	9	daiin	AIIN	Maß	YES
E010	f10r	H1	H1-S001	H1-S001-G03	10	etyd	E+T+Y	kurz · trage ein · dies	YES
E011	f10r	H1	H1-S002	H1-S002-G01	11	qokchy	OK+Y	setze an · dies	YES
E012	f10r	H1	H1-S002	H1-S002-G01	12	qotchol	OT+CH+OL	danach · ziehe ab · fort	YES
E013	f10r	H1	H1-S002	H1-S002-G01	13	chol	OL	fort	YES
E014	f10r	H1	H1-S002	H1-S002-G01	14	cthy	CTH+Y	bereit · dies	YES
E015	f10r	H2	H2-S001	H2-S001-G01	15	ycheor	Y+CH+E+OR	dies · ziehe ab · kurz · Ansatz	YES
E016	f10r	H2	H2-S001	H2-S001-G01	16	cthy	CTH+Y	bereit · dies	YES
E017	f10r	H2	H2-S001	H2-S001-G01	17	chor	OR	Ansatz	YES
E018	f10r	H2	H2-S001	H2-S001-G01	18	cthaiin	CTH+AIIN	bereit · Maß	YES
E019	f10r	H2	H2-S001	H2-S001-G01	19	qoctholy	O+CTH+OL+Y	Gang · bereit · fort · dies	YES
E020	f10r	H2	H2-S001	H2-S001-G01	20	dy	Y	dies	YES
E021	f10r	H2	H2-S001	H2-S001-G01	21	chy	Y	dies	YES
E022	f10r	H2	H2-S001	H2-S001-G01	22	taiin	AIIN	Maß	YES
E023	f10r	H2	H2-S001	H2-S001-G01	23	shy	Y	dies	YES
E024	f10r	H2	H2-S002	H2-S002-G01	24	qotchor	OT+CH+OR	danach · ziehe ab · Ansatz	YES
E025	f10r	H2	H2-S002	H2-S002-G01	25	chor	OR	Ansatz	YES
E026	f10r	H2	H2-S002	H2-S002-G01	26	otol	OT+OL	danach · fort	YES
E027	f10r	H2	H2-S002	H2-S002-G01	27	chol	OL	fort	YES
E028	f10r	H2	H2-S002	H2-S002-G01	28	cholor	OL+OR	fort · Ansatz	YES
E029	f10r	H2	H2-S002	H2-S002-G01	29	chol	OL	fort	YES
E030	f10r	H2	H2-S002	H2-S002-G01	30	daiin	AIIN	Maß	YES
E031	f10r	H2	H2-S002	H2-S002-G01	31	dar	AR	davon	YES
E032	f10r	H2	H2-S003	H2-S003-G01	32	oykchor	O+Y+K+OR	Gang · dies · gib zu · Ansatz	YES
E033	f10r	H2	H2-S003	H2-S003-G01	33	shor	OR	Ansatz	YES
E034	f10r	H2	H2-S003	H2-S003-G01	34	chor	OR	Ansatz	YES
E035	f10r	H2	H2-S003	H2-S003-G01	35	chy	Y	dies	YES
E036	f10r	H2	H2-S003	H2-S003-G01	36	kaiiin	K+IIN	gib zu · Grad	YES
E037	f10r	H2	H2-S003	H2-S003-G01	37	dy	Y	dies	YES
E038	f10r	H2	H2-S003	H2-S003-G01	38	chodaiin	CH+O+AIIN	ziehe ab · Gang · Maß	YES
E039	f11r	H3	H3-S001	H3-S001-G01	39	tshol	T+SH+OL	trage ein · halte · fort	YES
E040	f11r	H3	H3-S001	H3-S001-G01	40	schoal	SH+O+AL	halte · Gang · dorthin	YES
E041	f11r	H3	H3-S001	H3-S001-G01	41	cfhy	CFH+Y	wringe aus · dies	YES
E042	f11r	H3	H3-S001	H3-S001-G01	42	shfydaiin	SH+Y+AIIN	halte · dies · Maß	YES
E043	f11r	H3	H3-S001	H3-S001-G02	43	cphy	P+Y	gib hinein · dies	YES
E044	f11r	H3	H3-S001	H3-S001-G02	44	shey	SH+EE+Y	halte · länger · dies	YES
E045	f11r	H3	H3-S001	H3-S001-G02	45	tchody	T+CH+O+DY	trage ein · ziehe ab · Gang · schließe	YES
E046	f11r	H3	H3-S002	H3-S002-G01	46	shoyty	SH+O+Y+T+Y	halte · Gang · dies · trage ein · dies	YES
E047	f11r	H3	H3-S003	H3-S003-G01	47	dchol	OL	fort	YES
E048	f11r	H3	H3-S003	H3-S003-G01	48	chy	Y	dies	YES
E049	f11r	H3	H3-S003	H3-S003-G01	49	kchy	K+Y	gib zu · dies	YES
E050	f11r	H3	H3-S003	H3-S003-G01	50	dy	Y	dies	YES
E051	f11r	H3	H3-S003	H3-S003-G01	51	daiin	AIIN	Maß	YES
E052	f11r	H3	H3-S004	H3-S004-G01	52	qotchy	OT+Y	danach · dies	YES
E053	f11r	H3	H3-S004	H3-S004-G01	53	okchol	OK+OL	setze an · fort	YES
E054	f11r	H3	H3-S004	H3-S004-G01	54	cthy	CTH+Y	bereit · dies	YES
E055	f11r	H3	H3-S004	H3-S004-G01	55	dy	Y	dies	YES
E056	f55v	H4	H4-S001	H4-S001-G01	56	qokaiin	OK+AIIN	setze an · Maß	YES
E057	f55v	H4	H4-S001	H4-S001-G01	57	chaiin	AIIN	Maß	YES
E058	f55v	H4	H4-S001	H4-S001-G01	58	ykain	Y+K+AIN	dies · gib zu · Teil	YES
E059	f55v	H4	H4-S001	H4-S001-G01	59	ykan	Y+K+AIN	dies · gib zu · Teil	YES
E060	f55v	H4	H4-S001	H4-S001-G01	60	ody	O+DY	Gang · schließe	YES
E061	f55v	H4	H4-S002	H4-S002-G01	61	daiin	AIIN	Maß	YES
E062	f55v	H4	H4-S002	H4-S002-G01	62	chedy	CHD+Y	setze um · dies	YES
E063	f55v	H4	H4-S002	H4-S002-G01	63	talam	TALAM	verwahre	YES
E064	f55v	H4	H4-S003	H4-S003-G01	64	ykaiin	Y+K+AIIN	dies · gib zu · Maß	YES
E065	f55v	H4	H4-S003	H4-S003-G01	65	cheoar	CH+E+O+AR	ziehe ab · kurz · Gang · davon	YES
E066	f55v	H4	H4-S003	H4-S003-G01	66	cheeky	CHK+EE+Y	wärme · länger · dies	YES
E067	f55v	H4	H4-S003	H4-S003-G01	67	oldy	OL+DY	fort · schließe	YES
E068	f55v	H4	H4-S004	H4-S004-G01	68	aiin	AIIN	Maß	YES
E069	f55v	H4	H4-S004	H4-S004-G01	69	okal	OK+AL	setze an · dorthin	YES
E070	f55v	H4	H4-S004	H4-S004-G01	70	oltchy	OL+T+Y	fort · trage ein · dies	YES
E071	f55v	H4	H4-S004	H4-S004-G01	71	or	OR	Ansatz	YES
E072	f55v	H4	H4-S004	H4-S004-G01	72	y	Y	dies	YES
E073	f55v	H4	H4-S004	H4-S004-G01	73	orain	OR+AIN	Ansatz · Teil	YES
E074	f56r	H5	H5-S001	H5-S001-G01	74	chochor	HO+CH+OR	Gabe · ziehe ab · Ansatz	YES
E075	f56r	H5	H5-S001	H5-S001-G01	75	cho	HO	Gabe	YES
E076	f56r	H5	H5-S001	H5-S001-G01	76	chodaly	HO+AL+Y	Gabe · dorthin · dies	YES
E077	f56r	H5	H5-S001	H5-S001-G01	77	daiin	AIIN	Maß	YES
E078	f56r	H5	H5-S001	H5-S001-G02	78	sho	HO	Gabe	YES
E079	f56r	H5	H5-S001	H5-S001-G02	79	kchol	K+OL	gib zu · fort	YES
E080	f56r	H5	H5-S001	H5-S001-G02	80	otchor	OT+CH+OR	danach · ziehe ab · Ansatz	YES
E081	f56r	H5	H5-S001	H5-S001-G02	81	choky	OK+Y	setze an · dies	YES
E082	f56r	H5	H5-S001	H5-S001-G03	82	dal	AL	dorthin	YES
E083	f56r	H5	H5-S002	H5-S002-G01	83	schol	OL	fort	YES
E084	f56r	H5	H5-S002	H5-S002-G01	84	choy	HO+Y	Gabe · dies	YES
E085	f56r	H5	H5-S002	H5-S002-G01	85	choky	OK+Y	setze an · dies	YES
E086	f56r	H5	H5-S002	H5-S002-G01	86	cheeckhody	CH+EE+CKH+O+DY	ziehe ab · länger · Durchlass · Gang · schließe	YES
E087	f56r	H5	H5-S003	H5-S003-G01	87	sh	SH	halte	YES
E088	f56r	H5	H5-S003	H5-S003-G01	88	cho	HO	Gabe	YES
E089	f56r	H5	H5-S003	H5-S003-G01	89	kchey	K+E+Y	gib zu · kurz · dies	YES
E090	f56r	H5	H5-S003	H5-S003-G01	90	qokokchy	OK+OK+Y	setze an · setze an · dies	YES
E091	f56r	H5	H5-S004	H5-S004-G01	91	okchy	OK+Y	setze an · dies	YES
E092	f56r	H5	H5-S004	H5-S004-G01	92	chokcheo	OK+CH+E+O	setze an · ziehe ab · kurz · Gang	YES
E093	f56r	H5	H5-S004	H5-S004-G01	93	kchal	K+AL	gib zu · dorthin	YES
E094	f56r	H5	H5-S005	H5-S005-G01	94	sho	HO	Gabe	YES
E095	f56r	H5	H5-S005	H5-S005-G01	95	chokchy	OK+Y	setze an · dies	YES
E096	f56r	H5	H5-S005	H5-S005-G01	96	kchoar	K+HO+AR	gib zu · Gabe · davon	YES
E097	f56r	H5	H5-S005	H5-S005-G01	97	sotodan	OT+O+AIN	danach · Gang · Teil	YES
E098	f56r	H5	H5-S006	H5-S006-G01	98	otchey	OT+Y	danach · dies	YES
E099	f56r	H5	H5-S006	H5-S006-G01	99	keol	K+E+OL	gib zu · kurz · fort	YES
E100	f56r	H5	H5-S006	H5-S006-G01	100	daiin	AIIN	Maß	YES
E101	f81v	B1	B1-S001	B1-S001-G01	101	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E102	f81v	B1	B1-S002	B1-S002-G01	102	okaiin	OK+AIIN	setze an · Maß	YES
E103	f81v	B1	B1-S002	B1-S002-G01	103	kair	K+AIR	gib zu · Lauf	YES
E104	f81v	B1	B1-S002	B1-S002-G01	104	okal	OK+AL	setze an · dorthin	YES
E105	f81v	B1	B1-S002	B1-S002-G01	105	sar	AR	davon	YES
E106	f81v	B1	B1-S002	B1-S002-G02	106	ol	OL	fort	YES
E107	f81v	B1	B1-S002	B1-S002-G02	107	kain	K+AIN	gib zu · Teil	YES
E108	f81v	B1	B1-S002	B1-S002-G02	108	olkain	OL+K+AIN	fort · gib zu · Teil	YES
E109	f81v	B1	B1-S002	B1-S002-G02	109	al	AL	dorthin	YES
E110	f81v	B1	B1-S002	B1-S002-G03	110	ol	OL	fort	YES
E111	f81v	B1	B1-S002	B1-S002-G03	111	rol	R+OL	kühle · fort	YES
E112	f81v	B1	B1-S002	B1-S002-G03	112	dl	L	führe	YES
E113	f81v	B1	B1-S002	B1-S002-G03	113	olor	OL+OR	fort · Ansatz	YES
E114	f81v	B1	B1-S002	B1-S002-G04	114	ol	OL	fort	YES
E115	f81v	B1	B1-S002	B1-S002-G04	115	sheckhal	SH+E+CKH+AL	halte · kurz · Durchlass · dorthin	YES
E116	f81v	B1	B1-S002	B1-S002-G04	116	daiin	AIIN	Maß	YES
E117	f81v	B1	B1-S002	B1-S002-G04	117	qokeedal	OK+EE+AL	setze an · länger · dorthin	YES
