world	arm	start	original_selected	original_inverse_violations	compatible_suffix_maps	selected_suffix_values	active_correct	held_correct	held_total	score_gap_to_second	remaining_global_orders
83701	RELAXED	0	True	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	RELAXED	1	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	RELAXED	2	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	RELAXED	3	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	RELAXED	4	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	RELAXED	5	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	RELAXED	6	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	RELAXED	7	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	STRICT	0	True	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	STRICT	1	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	STRICT	2	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	STRICT	3	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	STRICT	4	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	STRICT	5	False	16144	0	-	-	-	-	-	0
83701	STRICT	6	False	8978	24	us/um/is/ae	34	192991	192991	45778.825417	24
83701	STRICT	7	False	14923	0	-	-	-	-	-	0
83702	RELAXED	0	True	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	RELAXED	1	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	RELAXED	2	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	RELAXED	3	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	RELAXED	4	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	RELAXED	5	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	RELAXED	6	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	RELAXED	7	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	STRICT	0	True	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	STRICT	1	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	STRICT	2	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	STRICT	3	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	STRICT	4	False	16144	0	-	-	-	-	-	0
83702	STRICT	5	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	STRICT	6	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83702	STRICT	7	False	8978	24	us/ae/is/um	34	192991	192991	45778.825417	24
83703	RELAXED	0	True	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	RELAXED	1	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	RELAXED	2	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	RELAXED	3	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	RELAXED	4	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	RELAXED	5	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	RELAXED	6	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	RELAXED	7	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	0	True	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	1	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	2	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	3	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	4	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	5	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	6	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
83703	STRICT	7	False	8978	24	is/um/us/ae	34	192991	192991	45778.825417	24
