joint_tuple_id	page_host	surface_examples	formal_formula	atomic_working_value_German	atomic_unit_type	atomic_status	complete_default_German	interpretation_basis	rule
00d8ebe3c68294eeac39	d	chdal	UNKNOWN_HOST[D] + <ARG_AL>	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	mit der vorigen Mischung	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
0275fbf14e07935b0a45	okeey	okeey|qokeey	UNKNOWN_HOST[OKEEY]	LAUWARM	EXACT_WHOLE_CARD	WEAK_WHOLE_CARD_MNEMONIC	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	One recurrent exact-card mnemonic only; no productive segmentation.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
03626ca94cb17800d767	ee	sheedy	CLOSE(UNKNOWN_HOST[EE])	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	wasche einmal und beende den Schritt	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
04a3877f0fc81b7597c9	l	ldy	CLOSE(LINK)	VERKNÜPFEN	PAGE_HOST	FORMAL_OPERATOR	ziehe es ab und beende den Schritt	R3 formal LINK; R1/R4 agree on connection/attachment.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
07913ef9b1fb773cd325	okche	okchedy|qokchedy	CLOSE(UNKNOWN_HOST[OKCHE])	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	lasse es abkühlen und beende den Schritt	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
087a47b5423438cd6b6a	okcheo	chokcheo	UNKNOWN_HOST[OKCHEO]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	trinke es bei Magenschmerz	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
08bd5ca0c2ad137a056d	okey	okey|qokey	UNKNOWN_HOST[OKEY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	warmes Wasser	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
0ab57b7166de99db3a55	lchy	lchy	UNKNOWN_HOST[LCHY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	ziehe die klare Flüssigkeit ab	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
0bdc8b6db811b4e67a63	ary	chary	UNKNOWN_HOST[ARY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	und lasse es abkühlen	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
0ec6a45e2950e8e7061d	odaly	chodaly	UNKNOWN_HOST[ODALY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	die dünne untere Wurzel	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
0f15effeca7ab10bb026	lched	lchedar	UNKNOWN_HOST[LCHED] + <ARG_AR>	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	kühles Wasser	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
0f18de177ed7c878bf95	l	dl	LINK	VERKNÜPFEN	PAGE_HOST	FORMAL_OPERATOR	das bereitete Öl	R3 formal LINK; R1/R4 agree on connection/attachment.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
10488b911aae52b3b334	chor	otchor|qotchor	FRAME_OT(UNKNOWN_HOST[CHOR])	UNBEKANNT	PAGE_HOST	WITHDRAWN	vor der Blüte gesammelt	R1=ZEIT and R4=SAMMELN conflict; R2/R3 reject; CHOR is not CHO+R.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
12efe866f335461823a6	air	chair	UNKNOWN_HOST[AIR]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	gib Rotwein hinzu	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
1322bc176443fc2a8a86	okokchy	qokokchy	UNKNOWN_HOST[OKOKCHY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	trockne es im Schatten	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
1496a731803a9f48d2e1	rol	rol	UNKNOWN_HOST[ROL]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	bevor es abkühlt	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
1645e612504fcef59ced	ok	okain|qokain	SET(<ARG_AIN>)	SETZEN	PAGE_HOST	FORMAL_OPERATOR	gib einen abgemessenen Anteil in das Gefäß	R1/R3/R4 converge on insertion/setting; R2 prefers an ITEM-like entry marker.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
1779decef17481ec2853	ed	qotedaiin	FRAME_OT(UNKNOWN_HOST[ED] + <ARG_AIIN>)	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	das breite Gefäß	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
1b1ffdd869fb1429ad03	l	oldy	CLOSE(FRAME_O(LINK))	VERKNÜPFEN	PAGE_HOST	FORMAL_OPERATOR	koche sanft und beende diesen Arbeitsschritt	R3 formal LINK; R1/R4 agree on connection/attachment.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
1bfd786e6b8b63734a59	olkeey	solkeey	UNKNOWN_HOST[OLKEEY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	setze die Person an das Becken	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
204b04837409088c48f9	oltchy	oltchy	UNKNOWN_HOST[OLTCHY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	bewahre es in einem bedeckten Gefäß	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
21ed2873b71e57269c08	ckh	chckhal	UNKNOWN_HOST[CKH] + <ARG_AL>	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	für die angegebene Dauer	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
22fb87a5a83e5c3fb510	k	kair	UNKNOWN_HOST[K] + <ARG_AIR>	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	der zurücklaufende Strom	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
232195d6ff2f326322f7	okol	qokol	UNKNOWN_HOST[OKOL]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	lasse die Mischung einlaufen	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
259b2b3b0bf859882e2c	che	dchedy|schedy|tchedy	CLOSE(UNKNOWN_HOST[CHE])	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
276a7c2d74d1143446f4	oky	choky|oky|qoky	UNKNOWN_HOST[OKY]	NUTZEN	EXACT_WHOLE_CARD	WEAK_WHOLE_CARD_MNEMONIC	Die aktive Portion verwenden	One recurrent exact-card mnemonic only; no productive segmentation.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
27d97af8c96eb056c2e6	oykchor	oykchor	UNKNOWN_HOST[OYKCHOR]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	wenn sich die Blüte geöffnet hat	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
28ffbc88b97772a75f1e	olche	olchedy|qolchedy	CLOSE(UNKNOWN_HOST[OLCHE])	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
29e0eb222ef2fb99523a	l	lar	LINK(<ARG_AR>)	VERKNÜPFEN	PAGE_HOST	FORMAL_OPERATOR	schließe den unteren Ablauf	R3 formal LINK; R1/R4 agree on connection/attachment.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
2b7fa918d1b2f5c656e3	lo	lo	UNKNOWN_HOST[LO]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	schließe den unteren Ablauf	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
2bc2ed2630dbdaaa6b59	alch	dalchdy	CLOSE(UNKNOWN_HOST[ALCH])	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	behalte den Rückstand und beende den Schritt	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
2c1a5fd92b9e3c762242	eky	cheeky	UNKNOWN_HOST[EKY]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	solange es noch warm ist	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
2c82523794dcb7d2b343	oiiin	oiiin|soiiin	UNKNOWN_HOST[OIIIN]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	bis es klar ist	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
2cc054357a929df85f64	o	cho|sho	UNKNOWN_HOST[O]	UNBEKANNT	EXACT_WHOLE_CARD	OPAQUE_WHOLE_CARD	nimm danach den folgenden Zusatz oder Pflanzenteil	No selected reusable atomic meaning.	FORMAL_FORMULA_AND_ATOMIC_GLOSS_ARE_SEPARATE; COMPLETE_DEFAULT_IS_CREATIVE_NOT_WORD_MEANING
