joint_tuple_id	page_host	surface_examples	atomic_host_or_card_value_German	analysis_status	local_frame	inner_d	right_family	dy_closure	b3	atomic_literal_composition_German	separate_local_creative_expansion_German	rule
00d8ebe3c68294eeac39	d	chdal	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	al	0	0	HOST-D=UNBEKANNT + RIGHT-AL=ZIEL	mit der vorigen Mischung	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
0275fbf14e07935b0a45	okeey	okeey|qokeey	LAUWARM	RECURRENT_WHOLE_CARD_ATOMIC_LABEL	NONE	0	NONE	0	0	GANZKARTE-OKEEY=LAUWARM	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
03626ca94cb17800d767	ee	sheedy	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	1	0	HOST-EE=UNBEKANNT + DY=SCHLUSS	wasche einmal und beende den Schritt	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
04a3877f0fc81b7597c9	l	ldy	ANSCHLUSS	LOW_CONFIDENCE_RELATION	NONE	0	NONE	1	0	HOST-L=ANSCHLUSS + DY=SCHLUSS	ziehe es ab und beende den Schritt	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
07913ef9b1fb773cd325	okche	okchedy|qokchedy	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	1	0	HOST-OKCHE=UNBEKANNT + DY=SCHLUSS	lasse es abkühlen und beende den Schritt	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
087a47b5423438cd6b6a	okcheo	chokcheo	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	HOST-OKCHEO=UNBEKANNT	trinke es bei Magenschmerz	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
08bd5ca0c2ad137a056d	okey	okey|qokey	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	HOST-OKEY=UNBEKANNT	warmes Wasser	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
0ab57b7166de99db3a55	lchy	lchy	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	HOST-LCHY=UNBEKANNT	ziehe die klare Flüssigkeit ab	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
0bdc8b6db811b4e67a63	ary	chary	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	HOST-ARY=UNBEKANNT	und lasse es abkühlen	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
0ec6a45e2950e8e7061d	odaly	chodaly	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	HOST-ODALY=UNBEKANNT	die dünne untere Wurzel	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
0f15effeca7ab10bb026	lched	lchedar	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	ar	0	0	HOST-LCHED=UNBEKANNT + RIGHT-AR=QUELLE	kühles Wasser	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
0f18de177ed7c878bf95	l	dl	ANSCHLUSS	LOW_CONFIDENCE_RELATION	NONE	0	NONE	0	0	HOST-L=ANSCHLUSS	das bereitete Öl	ATOMIC_VALUE_NEVER_INCLUDES_OBJECT_PLUS_ACTION_PLUS_CONDITION
