joint_tuple_id	page_host	surface_examples	host_or_card_value_German	analysis_status	local_frame	inner_d	right_family	dy_closure	b3	strict_literal_composition_German	fluent_local_creative_expansion_German	translation_rule
00d8ebe3c68294eeac39	d	chdal	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	al	0	0	OPAQUE HOST D=UNBEKANNT + RIGHT AL=ZIEL	mit der vorigen Mischung	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
0275fbf14e07935b0a45	okeey	okeey|qokeey	LAUWARM	ATOMIC_WHOLE_CARD_NOT_PRODUCTIVE_STEM	NONE	0	NONE	0	0	GANZKARTE OKEEY=LAUWARM	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
03626ca94cb17800d767	ee	sheedy	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	1	0	OPAQUE HOST EE=UNBEKANNT + DY=ABSCHLUSS	wasche einmal und beende den Schritt	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
04a3877f0fc81b7597c9	l	ldy	ANSCHLUSS	ATOMIC_SHARED_CONNECTION_LEAD	NONE	0	NONE	1	0	HOST L=ANSCHLUSS + DY=ABSCHLUSS	ziehe es ab und beende den Schritt	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
07913ef9b1fb773cd325	okche	okchedy|qokchedy	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	1	0	OPAQUE HOST OKCHE=UNBEKANNT + DY=ABSCHLUSS	lasse es abkühlen und beende den Schritt	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
087a47b5423438cd6b6a	okcheo	chokcheo	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	OPAQUE HOST OKCHEO=UNBEKANNT	trinke es bei Magenschmerz	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
08bd5ca0c2ad137a056d	okey	okey|qokey	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	OPAQUE HOST OKEY=UNBEKANNT	warmes Wasser	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
0ab57b7166de99db3a55	lchy	lchy	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	OPAQUE HOST LCHY=UNBEKANNT	ziehe die klare Flüssigkeit ab	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
0bdc8b6db811b4e67a63	ary	chary	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	OPAQUE HOST ARY=UNBEKANNT	und lasse es abkühlen	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
0ec6a45e2950e8e7061d	odaly	chodaly	UNBEKANNT	OPAQUE_WHOLE_CARD	NONE	0	NONE	0	0	OPAQUE HOST ODALY=UNBEKANNT	die dünne untere Wurzel	ATOMIC_VALUE_IS_ONE_SIMPLE_CONCEPT; LOCAL_EXPANSION_IS_SEPARATE_AND_NOT_STEM_EVIDENCE
