joint_tuple_id	page_host	surface_examples	host_atomic_value	host_value_status	local_frame	inner_d	right_family	dy_closure	b3	executable_atomic_formula	generic_argument_completion_German	source_semantic_gloss	rule
00d8ebe3c68294eeac39	d	chdal	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	al	0	0	UNKNOWN_HOST[D] + <ARG_AL>	<unbekannter Kartenwert D>	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
0275fbf14e07935b0a45	okeey	okeey|qokeey	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	0	0	UNKNOWN_HOST[OKEEY]	<unbekannter Kartenwert OKEEY>	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
03626ca94cb17800d767	ee	sheedy	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	1	0	CLOSE(UNKNOWN_HOST[EE])	<unbekannter Kartenwert EE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
04a3877f0fc81b7597c9	l	ldy	LINK	ADMITTED_FORMAL_OPERATOR	NONE	0	NONE	1	0	CLOSE(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
07913ef9b1fb773cd325	okche	okchedy|qokchedy	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	1	0	CLOSE(UNKNOWN_HOST[OKCHE])	<unbekannter Kartenwert OKCHE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
087a47b5423438cd6b6a	okcheo	chokcheo	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	0	0	UNKNOWN_HOST[OKCHEO]	<unbekannter Kartenwert OKCHEO>	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
08bd5ca0c2ad137a056d	okey	okey|qokey	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	0	0	UNKNOWN_HOST[OKEY]	<unbekannter Kartenwert OKEY>	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
0ab57b7166de99db3a55	lchy	lchy	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	0	0	UNKNOWN_HOST[LCHY]	<unbekannter Kartenwert LCHY>	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
0bdc8b6db811b4e67a63	ary	chary	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	0	0	UNKNOWN_HOST[ARY]	<unbekannter Kartenwert ARY>	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
0ec6a45e2950e8e7061d	odaly	chodaly	UNKNOWN	OPAQUE_HOST_NO_ATOMIC_GLOSS	NONE	0	NONE	0	0	UNKNOWN_HOST[ODALY]	<unbekannter Kartenwert ODALY>	UNASSIGNED	ONLY_CONTRACT_ATOMS_COMPOSE; UNKNOWN_HOST_REMAINS_UNKNOWN
