page	locus	record	event_index	surface	joint_tuple_id	page_host	executable_atomic_formula	generic_argument_completion_German	source_semantic_gloss
f10r	f10r.2	1	1	dchey	65f320e75510b2f38182	chey	UNKNOWN_HOST[CHEY]	<unbekannter Kartenwert CHEY>	UNASSIGNED
f10r	f10r.2	1	2	cthoor	dedc383b600397a301ee	cthoor	UNKNOWN_HOST[CTHOOR]	<unbekannter Kartenwert CTHOOR>	UNASSIGNED
f10r	f10r.2	1	3	char	4d4559019a961b834aa1	ar	UNKNOWN_HOST[AR]	<unbekannter Kartenwert AR>	UNASSIGNED
f10r	f10r.2	1	4	chty	80ebbbbf238eee9f0aef	ty	UNKNOWN_HOST[TY]	<unbekannter Kartenwert TY>	UNASSIGNED
f10r	f10r.2	1	5	os	df1098831679a8ad1b39	os	UNKNOWN_HOST[OS]	<unbekannter Kartenwert OS>	UNASSIGNED
f10r	f10r.2	1	6	chair	12efe866f335461823a6	air	UNKNOWN_HOST[AIR]	<unbekannter Kartenwert AIR>	UNASSIGNED
f10r	f10r.2	1	7	otytchol	62ff059766b21c7de083	otytchol	UNKNOWN_HOST[OTYTCHOL]	<unbekannter Kartenwert OTYTCHOL>	UNASSIGNED
f10r	f10r.2	1	8	oky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	<unbekannter Kartenwert OKY>	UNASSIGNED
f10r	f10r.2	1	9	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f10r	f10r.2	1	10	etyd	a6939862e33ece5a0483	etyd	UNKNOWN_HOST[ETYD]	<unbekannter Kartenwert ETYD>	UNASSIGNED
f10r	f10r.5	1	1	qokchy	9ad66e67803a12e745de	okchy	UNKNOWN_HOST[OKCHY]	<unbekannter Kartenwert OKCHY>	UNASSIGNED
f10r	f10r.5	1	2	qotchol	e8a6105b5c3a6220b440	chol	FRAME_OT(UNKNOWN_HOST[CHOL])	<unbekannter Kartenwert CHOL>	UNASSIGNED
f10r	f10r.5	1	3	chol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f10r	f10r.5	1	4	cthy	e0b630cb1b5df5e7105b	cthy	UNKNOWN_HOST[CTHY]	<unbekannter Kartenwert CTHY>	UNASSIGNED
f10r	f10r.6	2	1	ycheor	7249edc4df3419c26999	ycheor	UNKNOWN_HOST[YCHEOR]	<unbekannter Kartenwert YCHEOR>	UNASSIGNED
f10r	f10r.6	2	2	cthy	e0b630cb1b5df5e7105b	cthy	UNKNOWN_HOST[CTHY]	<unbekannter Kartenwert CTHY>	UNASSIGNED
f10r	f10r.6	2	3	chor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	<unbekannter Kartenwert OR>	UNASSIGNED
f10r	f10r.6	2	4	cthaiin	f3c23f42baf625639e1e	cth	UNKNOWN_HOST[CTH] + <ARG_AIIN>	<unbekannter Kartenwert CTH>	UNASSIGNED
f10r	f10r.6	2	5	qoctholy	af816c04e65874a0f2fa	octholy	UNKNOWN_HOST[OCTHOLY]	<unbekannter Kartenwert OCTHOLY>	UNASSIGNED
f10r	f10r.6	2	6	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f10r	f10r.6	2	7	chy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f10r	f10r.6	2	8	taiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f10r	f10r.6	2	9	shy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f10r	f10r.8	2	1	qotchor	10488b911aae52b3b334	chor	FRAME_OT(UNKNOWN_HOST[CHOR])	<unbekannter Kartenwert CHOR>	UNASSIGNED
f10r	f10r.8	2	2	chor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	<unbekannter Kartenwert OR>	UNASSIGNED
f10r	f10r.8	2	3	otol	497cbd9c7401810ff56b	ol	FRAME_OT(UNKNOWN_HOST[OL])	<unbekannter Kartenwert OL>	UNASSIGNED
f10r	f10r.8	2	4	chol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f10r	f10r.8	2	5	cholor	dec401773c1f0347793d	olor	UNKNOWN_HOST[OLOR]	<unbekannter Kartenwert OLOR>	UNASSIGNED
f10r	f10r.8	2	6	chol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f10r	f10r.8	2	7	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f10r	f10r.8	2	8	dar	4d4559019a961b834aa1	ar	UNKNOWN_HOST[AR]	<unbekannter Kartenwert AR>	UNASSIGNED
f10r	f10r.9	2	1	oykchor	27d97af8c96eb056c2e6	oykchor	UNKNOWN_HOST[OYKCHOR]	<unbekannter Kartenwert OYKCHOR>	UNASSIGNED
f10r	f10r.9	2	2	shor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	<unbekannter Kartenwert OR>	UNASSIGNED
f10r	f10r.9	2	3	chor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	<unbekannter Kartenwert OR>	UNASSIGNED
f10r	f10r.9	2	4	chy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f10r	f10r.9	2	5	kaiiin	409de02322e7b2ca0c62	kaiiin	UNKNOWN_HOST[KAIIIN]	<unbekannter Kartenwert KAIIIN>	UNASSIGNED
f10r	f10r.9	2	6	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f10r	f10r.9	2	7	chodaiin	834825c61d048a6b5628	d	FRAME_O(UNKNOWN_HOST[D] + <ARG_AIIN>)	<unbekannter Kartenwert D>	UNASSIGNED
f11r	f11r.1	1	1	tshol	953ad19b79517fc8a211	shol	UNKNOWN_HOST[SHOL]	<unbekannter Kartenwert SHOL>	UNASSIGNED
f11r	f11r.1	1	2	schoal	428a5e3662aa57b4b256	cho	UNKNOWN_HOST[CHO] + <ARG_AL>	<unbekannter Kartenwert CHO>	UNASSIGNED
f11r	f11r.1	1	3	cfhy	bdad9f9ea8b80f141496	cfhy	UNKNOWN_HOST[CFHY]	<unbekannter Kartenwert CFHY>	UNASSIGNED
f11r	f11r.1	1	4	shfydaiin	a8af08e69edab8e54f15	fyd	UNKNOWN_HOST[FYD] + <ARG_AIIN>	<unbekannter Kartenwert FYD>	UNASSIGNED
f11r	f11r.1	1	5	cphy	deb377381ceaf55ea310	cphy	UNKNOWN_HOST[CPHY]	<unbekannter Kartenwert CPHY>	UNASSIGNED
f11r	f11r.1	1	6	shey	b5df9126607030b95175	ey	UNKNOWN_HOST[EY]	<unbekannter Kartenwert EY>	UNASSIGNED
f11r	f11r.1	1	7	tchody	2e2027b1951d79911e24	cho	CLOSE(UNKNOWN_HOST[CHO])	<unbekannter Kartenwert CHO>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f11r	f11r.1	1	8	shoyty	577c03a928d674d420d7	oyty	UNKNOWN_HOST[OYTY]	<unbekannter Kartenwert OYTY>	UNASSIGNED
f11r	f11r.4	1	1	dchol	d665560c8ff80799a82c	chol	UNKNOWN_HOST[CHOL]	<unbekannter Kartenwert CHOL>	UNASSIGNED
f11r	f11r.4	1	2	chy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f11r	f11r.4	1	3	kchy	b2812c8283c3a62438bd	kchy	UNKNOWN_HOST[KCHY]	<unbekannter Kartenwert KCHY>	UNASSIGNED
f11r	f11r.4	1	4	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f11r	f11r.4	1	5	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f11r	f11r.7	1	1	qotchy	a48efd6c4491a046ba78	chy	FRAME_OT(UNKNOWN_HOST[CHY])	<unbekannter Kartenwert CHY>	UNASSIGNED
f11r	f11r.7	1	2	okchol	322281bd391aa621f568	okchol	UNKNOWN_HOST[OKCHOL]	<unbekannter Kartenwert OKCHOL>	UNASSIGNED
f11r	f11r.7	1	3	cthy	e0b630cb1b5df5e7105b	cthy	UNKNOWN_HOST[CTHY]	<unbekannter Kartenwert CTHY>	UNASSIGNED
f11r	f11r.7	1	4	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f55v	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	ok	SET(<ARG_AIIN>)	SETZE <formal ausgewiesenes, inhaltlich unbekanntes Argument>	UNASSIGNED
f55v	f55v.5	1	2	chaiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f55v	f55v.5	1	3	ykain	403c1592f918c8f23b88	yk	UNKNOWN_HOST[YK] + <ARG_AIN>	<unbekannter Kartenwert YK>	UNASSIGNED
f55v	f55v.5	1	4	ykan	d929a14ec45749b2e805	ykan	UNKNOWN_HOST[YKAN]	<unbekannter Kartenwert YKAN>	UNASSIGNED
f55v	f55v.5	1	5	ody	97cc9ac109148723c472	o	CLOSE(UNKNOWN_HOST[O])	<unbekannter Kartenwert O>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f55v	f55v.5	1	6	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f55v	f55v.5	1	7	chedy	6f7ff8287eddf4da9fdb	y	VARIANT_D(UNKNOWN_HOST[Y])	<unbekannter Kartenwert Y>	UNASSIGNED
f55v	f55v.5	1	8	talam	e026af581c99322fbd46	ala	CLOSE_B3(UNKNOWN_HOST[ALA])	<unbekannter Kartenwert ALA>; SETZE B3-SCHLUSS	UNASSIGNED
f55v	f55v.11	1	1	ykaiin	f7dc90b2c31fd341f0a4	yk	UNKNOWN_HOST[YK] + <ARG_AIIN>	<unbekannter Kartenwert YK>	UNASSIGNED
f55v	f55v.11	1	2	cheoar	807591efc3d3f7ddbfab	o	UNKNOWN_HOST[O] + <ARG_AR>	<unbekannter Kartenwert O>	UNASSIGNED
f55v	f55v.11	1	3	cheeky	2c1a5fd92b9e3c762242	eky	UNKNOWN_HOST[EKY]	<unbekannter Kartenwert EKY>	UNASSIGNED
f55v	f55v.11	1	4	oldy	1b1ffdd869fb1429ad03	l	CLOSE(FRAME_O(LINK))	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f55v	f55v.11	1	5	aiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f55v	f55v.11	1	6	okal	308e8ea2d5d190c498e8	ok	SET(<ARG_AL>)	SETZE <formal ausgewiesenes, inhaltlich unbekanntes Argument>	UNASSIGNED
f55v	f55v.11	1	7	oltchy	204b04837409088c48f9	oltchy	UNKNOWN_HOST[OLTCHY]	<unbekannter Kartenwert OLTCHY>	UNASSIGNED
f55v	f55v.11	1	8	or	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	<unbekannter Kartenwert OR>	UNASSIGNED
f55v	f55v.11	1	9	y	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f55v	f55v.11	1	10	orain	6afeb5c9ab9f6cbdea0d	or	UNKNOWN_HOST[OR] + <ARG_AIN>	<unbekannter Kartenwert OR>	UNASSIGNED
f56r	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	chor	FRAME_O(UNKNOWN_HOST[CHOR])	<unbekannter Kartenwert CHOR>	UNASSIGNED
f56r	f56r.5	1	2	cho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	<unbekannter Kartenwert O>	UNASSIGNED
f56r	f56r.5	1	3	chodaly	0ec6a45e2950e8e7061d	odaly	UNKNOWN_HOST[ODALY]	<unbekannter Kartenwert ODALY>	UNASSIGNED
f56r	f56r.5	1	4	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f56r	f56r.7	1	1	sho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	<unbekannter Kartenwert O>	UNASSIGNED
f56r	f56r.7	1	2	kchol	893c570f3fa3fce99711	kchol	UNKNOWN_HOST[KCHOL]	<unbekannter Kartenwert KCHOL>	UNASSIGNED
f56r	f56r.7	1	3	otchor	10488b911aae52b3b334	chor	FRAME_OT(UNKNOWN_HOST[CHOR])	<unbekannter Kartenwert CHOR>	UNASSIGNED
f56r	f56r.7	1	4	choky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	<unbekannter Kartenwert OKY>	UNASSIGNED
f56r	f56r.7	1	5	dal	dd0ecaf5e27d81befffc	al	UNKNOWN_HOST[AL]	<unbekannter Kartenwert AL>	UNASSIGNED
f56r	f56r.8	1	1	schol	d665560c8ff80799a82c	chol	UNKNOWN_HOST[CHOL]	<unbekannter Kartenwert CHOL>	UNASSIGNED
f56r	f56r.8	1	2	choy	c10aec6d4dd877ec8bd8	y	FRAME_O(UNKNOWN_HOST[Y])	<unbekannter Kartenwert Y>	UNASSIGNED
f56r	f56r.8	1	3	choky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	<unbekannter Kartenwert OKY>	UNASSIGNED
f56r	f56r.8	1	4	cheeckhody	95987d6f198d6d247511	eckho	CLOSE(UNKNOWN_HOST[ECKHO])	<unbekannter Kartenwert ECKHO>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f56r	f56r.12	1	1	sh	ad3581d3144f69a5912d	h	UNKNOWN_HOST[H]	<unbekannter Kartenwert H>	UNASSIGNED
f56r	f56r.12	1	2	cho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	<unbekannter Kartenwert O>	UNASSIGNED
f56r	f56r.12	1	3	kchey	b74e9e65637b7c8538dd	kchey	UNKNOWN_HOST[KCHEY]	<unbekannter Kartenwert KCHEY>	UNASSIGNED
f56r	f56r.12	1	4	qokokchy	1322bc176443fc2a8a86	okokchy	UNKNOWN_HOST[OKOKCHY]	<unbekannter Kartenwert OKOKCHY>	UNASSIGNED
f56r	f56r.13	1	1	okchy	9ad66e67803a12e745de	okchy	UNKNOWN_HOST[OKCHY]	<unbekannter Kartenwert OKCHY>	UNASSIGNED
f56r	f56r.13	1	2	chokcheo	087a47b5423438cd6b6a	okcheo	UNKNOWN_HOST[OKCHEO]	<unbekannter Kartenwert OKCHEO>	UNASSIGNED
f56r	f56r.13	1	3	kchal	75a523fcf039b006f97b	kch	UNKNOWN_HOST[KCH] + <ARG_AL>	<unbekannter Kartenwert KCH>	UNASSIGNED
f56r	f56r.18	1	1	sho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	<unbekannter Kartenwert O>	UNASSIGNED
f56r	f56r.18	1	2	chokchy	9ad66e67803a12e745de	okchy	UNKNOWN_HOST[OKCHY]	<unbekannter Kartenwert OKCHY>	UNASSIGNED
f56r	f56r.18	1	3	kchoar	c71c72da4e09e0833392	kcho	UNKNOWN_HOST[KCHO] + <ARG_AR>	<unbekannter Kartenwert KCHO>	UNASSIGNED
f56r	f56r.18	1	4	sotodan	61a075bc54793c1c781f	otodan	UNKNOWN_HOST[OTODAN]	<unbekannter Kartenwert OTODAN>	UNASSIGNED
f56r	f56r.19	1	1	otchey	faf321940aed922846a9	chey	FRAME_OT(UNKNOWN_HOST[CHEY])	<unbekannter Kartenwert CHEY>	UNASSIGNED
f56r	f56r.19	1	2	keol	9bb7122b386ebbc6138f	keol	UNKNOWN_HOST[KEOL]	<unbekannter Kartenwert KEOL>	UNASSIGNED
f56r	f56r.19	1	3	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f81v	f81v.2	1	1	qokedy	7db18b2f0fb7ed0fcfd3	oke	CLOSE(UNKNOWN_HOST[OKE])	<unbekannter Kartenwert OKE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.2	1	2	okaiin	b5fcea1eaed06b2f2291	ok	SET(<ARG_AIIN>)	SETZE <formal ausgewiesenes, inhaltlich unbekanntes Argument>	UNASSIGNED
f81v	f81v.2	1	3	kair	22fb87a5a83e5c3fb510	k	UNKNOWN_HOST[K] + <ARG_AIR>	<unbekannter Kartenwert K>	UNASSIGNED
f81v	f81v.2	1	4	okal	308e8ea2d5d190c498e8	ok	SET(<ARG_AL>)	SETZE <formal ausgewiesenes, inhaltlich unbekanntes Argument>	UNASSIGNED
f81v	f81v.2	1	5	sar	4d4559019a961b834aa1	ar	UNKNOWN_HOST[AR]	<unbekannter Kartenwert AR>	UNASSIGNED
f81v	f81v.2	1	6	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.2	1	7	kain	9da1b6ac2c929daea697	k	UNKNOWN_HOST[K] + <ARG_AIN>	<unbekannter Kartenwert K>	UNASSIGNED
f81v	f81v.2	1	8	olkain	94df4847b7b16c98394a	olk	UNKNOWN_HOST[OLK] + <ARG_AIN>	<unbekannter Kartenwert OLK>	UNASSIGNED
f81v	f81v.2	1	9	al	dd0ecaf5e27d81befffc	al	UNKNOWN_HOST[AL]	<unbekannter Kartenwert AL>	UNASSIGNED
f81v	f81v.2	1	10	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.2	1	11	rol	1496a731803a9f48d2e1	rol	UNKNOWN_HOST[ROL]	<unbekannter Kartenwert ROL>	UNASSIGNED
f81v	f81v.2	1	12	dl	0f18de177ed7c878bf95	l	LINK	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.7	1	1	olor	dec401773c1f0347793d	olor	UNKNOWN_HOST[OLOR]	<unbekannter Kartenwert OLOR>	UNASSIGNED
