operator_id	text_operator_id	delta_json	boundary_scope	field_order	reset_state	events	folios	sections	source_states	source_tuples	semantic_state
0c96828ab25de4155f87	c5f65a951925f58c963e	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	595	89	B|C|H|P|S|T	27	257	UNASSIGNED
01042ad0557560546126	d26821d47018aab93a34	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""SET:NONE""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	493	88	B|C|H|P|S|T	25	148	UNASSIGNED
dc5a4f2eba65cbf46e39	01d4c6cd79b4dfa89e41	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""SET:d""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	255	72	B|C|H|P|S|T	11	137	UNASSIGNED
865b8fac268e934596c9	878105402294de3f44b2	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""SET:ch""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	215	76	B|C|H|P|S|T	20	107	UNASSIGNED
256bb2ebf448ab64ba92	7ac3a19cea95871d1de5	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""SET:sh""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	191	74	B|C|H|P|S|T	17	110	UNASSIGNED
d1c52ae3f1e93bbf44fb	c4f7ae3288eaea1fd620	"[""KEEP"",""KEEP"",""SET:NONE"",""KEEP"",""KEEP"",""KEEP""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	186	60	B|C|H|P|S|T	24	98	UNASSIGNED
377df7669f01aa64778e	3489956a80dd3ac31ad8	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""SET:q""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	182	60	B|H|P|S|T	18	98	UNASSIGNED
527a87403047ac7a2a59	c7e7506f042975061a2f	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""SET:che""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	147	55	B|C|H|P|S|T	14	77	UNASSIGNED
2ea5738f2e80a0bb448f	e161940ea6d8d64290bf	"[""KEEP"",""KEEP"",""KEEP"",""SET:0"",""KEEP"",""KEEP""]"	FIELD_BOUNDARY	NEXT_FIELD	CONTINUATION	140	45	B|C|H|P|S|T	6	72	UNASSIGNED
7d9cfee8c1eb97c85b61	c5f65a951925f58c963e	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP""]"	FIELD_BOUNDARY	NEXT_FIELD	CONTINUATION	124	34	B|C|H|S|T	5	63	UNASSIGNED
d256a8a022f5df4ef64e	d26821d47018aab93a34	"[""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""SET:NONE""]"	FIELD_BOUNDARY	NEXT_FIELD	CONTINUATION	108	29	B|C|H|P|S|T	7	32	UNASSIGNED
0b6ea01c0728e29b5549	64c88f4e287d2bd3e616	"[""SET:NONE"",""KEEP"",""KEEP"",""KEEP"",""KEEP"",""KEEP""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	104	51	B|C|H|P|S|T	14	25	UNASSIGNED
2cad36e472a1ff35f94f	2ca0c0f2011bcbc29047	"[""KEEP"",""KEEP"",""KEEP"",""SET:1"",""KEEP"",""SET:NONE""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	102	47	B|C|H|P|S|T	8	55	UNASSIGNED
a8887d2ce93c76e0373a	05f5ec32ce024ebcfac2	"[""KEEP"",""KEEP"",""KEEP"",""SET:1"",""KEEP"",""KEEP""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	102	51	B|C|H|P|S|T	7	73	UNASSIGNED
2e66a10bd42b84f1e472	13c99e6d745bb0352f03	"[""KEEP"",""KEEP"",""KEEP"",""SET:0"",""KEEP"",""SET:NONE""]"	FIELD_BOUNDARY	NEXT_FIELD	CONTINUATION	101	33	B|C|H|P|S|T	8	36	UNASSIGNED
224c28fda7b7c6dd793b	f8b1d4d944a0bcb7400a	"[""KEEP"",""KEEP"",""SET:NONE"",""KEEP"",""KEEP"",""SET:sh""]"	SAME_FIELD	SAME_FIELD	CONTINUATION	92	40	B|C|H|P|S|T	18	45	UNASSIGNED
