split	held_value	model	eligible_events	total_bits	exact_next_state_hits	gain_over_placement	gain_over_exact_predecessor	unseen_combo_events	unseen_combo_bits	unseen_combo_hits	unseen_gain_over_exact
PHYSICAL_FOLIO	f1	PLACEMENT	12	52.127591018	2	0.000000000	0.530892498	2	12.434519200	0	0.182307459
PHYSICAL_FOLIO	f1	EXACT_PREDECESSOR	12	52.658483516	2	-0.530892498	0.000000000	2	12.616826658	0	0.000000000
PHYSICAL_FOLIO	f1	SOURCE_STATE_TABLE	12	53.307773262	2	-1.180182244	-0.649289746	2	12.552311290	0	0.064515369
PHYSICAL_FOLIO	f1	FACTORIAL_OPERATOR	12	55.528814568	2	-3.401223549	-2.870331052	2	14.142529730	0	-1.525703071
PHYSICAL_FOLIO	f10	PLACEMENT	54	224.104609361	14	0.000000000	-2.695606355	1	10.320412381	0	0.000000000
PHYSICAL_FOLIO	f10	EXACT_PREDECESSOR	54	221.409003006	14	2.695606355	0.000000000	1	10.320412381	0	0.000000000
PHYSICAL_FOLIO	f10	SOURCE_STATE_TABLE	54	223.632906766	14	0.471702596	-2.223903760	1	11.288866313	0	-0.968453932
PHYSICAL_FOLIO	f10	FACTORIAL_OPERATOR	54	221.425444082	14	2.679165280	-0.016441075	1	10.420293387	0	-0.099881006
PHYSICAL_FOLIO	f100	PLACEMENT	26	112.417108395	8	0.000000000	-1.156538287	5	30.154704876	0	0.527484552
PHYSICAL_FOLIO	f100	EXACT_PREDECESSOR	26	111.260570108	8	1.156538287	0.000000000	5	30.682189428	0	0.000000000
PHYSICAL_FOLIO	f100	SOURCE_STATE_TABLE	26	113.831858837	8	-1.414750442	-2.571288729	5	29.453206972	0	1.228982457
PHYSICAL_FOLIO	f100	FACTORIAL_OPERATOR	26	113.726837417	8	-1.309729022	-2.466267309	5	31.719992562	0	-1.037803134
PHYSICAL_FOLIO	f102	PLACEMENT	44	209.218741257	10	0.000000000	-0.045887055	8	52.699815674	1	0.634916366
PHYSICAL_FOLIO	f102	EXACT_PREDECESSOR	44	209.172854203	10	0.045887055	0.000000000	8	53.334732040	1	0.000000000
PHYSICAL_FOLIO	f102	SOURCE_STATE_TABLE	44	207.397042242	10	1.821699015	1.775811961	8	52.020550158	1	1.314181882
