joint_tuple_id	surface_family	occurrences	records	previous_default_de	selected_default_de	selected_segmentation	family	latin_workshop_mnemonic	event_ids	composition_or_nomenclator	workshop_reason
65f320e75510b2f38182	dchey	1	H1	Wurzelteil	Wurzel	DCHEY_ROOT_WHOLE	PLANT_PART	RADIX	E001	LEARNED_WHOLE_SIGN	Use one plant-part noun rather than the phrase 'part of the root'.
dedc383b600397a301ee	cthoor	1	H1	säubern	Ansatz bereit	CTH_READY+OR_BATCH	CTH_OR	PARATUM	E002	COMPOSITION	Visible CTH+OR now follows the shared ready/batch values instead of the unrelated verb 'clean'.
a6939862e33ece5a0483	etyd	1	H1	Wurzelteil	Wurzelrest	ETYD_ROOT_REMAINDER_WHOLE	PLANT_PART	RELIQUUM RADICIS	E010	LEARNED_WHOLE_SIGN	Remove the former stomach-pain and storage sentence from the card value.
7249edc4df3419c26999	ycheor	1	H2	Pflanzenspitzen	Auszugsansatz	Y_ITEM+CHEO_EXTRACT+OR_BATCH	EXTRACT_BATCH	EXTRACTUM	E015	COMPOSITION	The established Y/CHEO/OR values give a cleaner composition than 'plant tips'.
f3c23f42baf625639e1e	cthaiin	1	H2	Kraut zerstoßen	Bereitmaß	CTH_READY+AIIN_MEASURE	CTH_AIIN	MENSURA PARATA	E018	COMPOSITION	Visible CTH+AIIN now composes instead of importing the object 'herb'.
af816c04e65874a0f2fa	qoctholy	1	H2	abpressen	pressen	QOCTHOLY_PRESS_WHOLE	PREPARATION_ACTION	EXPRIME	E019	LEARNED_WHOLE_SIGN	Shorten the action to its workshop core.
834825c61d048a6b5628	chodaiin	1	H2	Geschwür	Zutatenmaß	HO_INGREDIENT+AIIN_MEASURE	HO_AIIN	MENSURA SPECIEI	E038	COMPOSITION	The former ulcer meaning conflicts with the already selected HO and AIIN components.
953ad19b79517fc8a211	tshol	1	H3	Blütenkraut	Blütenkraut	TSHOL_FLOWERING_HERB_WHOLE	PLANT_PART	HERBA FLORIDA	E039	LEARNED_WHOLE_SIGN	Keep the material class but remove the invented first-spring date from the card.
577c03a928d674d420d7	shoyty	1	H3	Blütenanteil zurückhalten	Blütenreserve	SHOYTY_FLOWER_RESERVE_WHOLE	PLANT_PART	FLORES RESERVATI	E046	LEARNED_WHOLE_SIGN	One compact stored-material noun replaces a full future-use instruction.
a48efd6c4491a046ba78	qotchy	1	H3	zurückbehaltene Blüten	Folgeposten	OT_FOLLOW+CHY_ITEM	OT_Y	ITEM SEQUENS	E052	COMPOSITION	Use the productive order/current-item grammar; flower identity is inherited from the preceding reserve.
403c1592f918c8f23b88	ykain	1	H4	eine Portion des laufenden Postens	Postenportion	Y_ITEM+AIN_PORTION	Y_AIN	PARS EIUS	E058	COMPOSITION	Compact Y+AIN quantity compound.
d929a14ec45749b2e805	ykan	1	H4	diese Portion	dieser Anteil	Y_ITEM+AIN_PORTION	Y_AIN	HAEC PARS	E059	COMPOSITION	Second learned realization of the same current-item portion.
f7dc90b2c31fd341f0a4	ykaiin	1	H4	Sollmaß des Postens	Postenmaß	Y_ITEM+AIIN_MEASURE	Y_AIIN	MENSURA EIUS	E064	COMPOSITION	Compact Y+AIIN measure compound.
0ec6a45e2950e8e7061d	chodaly	1	H5	Blütebeginn	Zutat dorthin	HO_INGREDIENT+AL_TO+Y_ITEM	HO_AL_Y	SPECIES AD	E076	COMPOSITION	Replace the unsupported flowering-time gloss with the selected ingredient/target/current-item composition.
893c570f3fa3fce99711	kchol	1	H5	auflegen	auflegen	KCHOL_LAY_WHOLE	APPLICATION_ACTION	APPONE	E079	LEARNED_WHOLE_SIGN	Keep only the action; poultice is a local expansion.
ad3581d3144f69a5912d	sh	1	H5	Pflanzenteil	Stängel	SH_STALK_WHOLE	PLANT_PART	CAULIS	E087	LEARNED_WHOLE_SIGN	The pictured Herbal context supports a concrete short part name better than generic plant part.
b74e9e65637b7c8538dd	kchey	1	H5	grob zerreiben	zerreiben	KCHEY_GRIND_WHOLE	PREPARATION_ACTION	TERE	E089	LEARNED_WHOLE_SIGN	Remove the unsupported adverb 'coarsely'.
c71c72da4e09e0833392	kchoar	1	H5	Gebrauchsauszug	Auszug daraus	K_HULL+CHEO_EXTRACT+AR_FROM	EXTRACT_FROM	EXTRACTUM EX	E096	COMPOSITION	Use the established extract and source relation instead of a purpose-loaded 'use extract'.
61a075bc54793c1c781f	sotodan	1	H5	gebrauchen	anwenden	SOTODAN_APPLY_WHOLE	APPLICATION_ACTION	UTERE	E097	LEARNED_WHOLE_SIGN	Remove the invented dry-cough indication from the card.
