edition	position_id	page	locus	token_ordinal	surface	source_reading_id	v98_dictionary_core_de	v98_context_realization_de	v98_lexical_score	v98_lexical_level	consumption_disposition	rule_id	output_unit_id	emitted_here	emitted_text_de	position_consumed_once	group_position_count	dictionary_core_changed	context_table_changed	score_changed	component_global_export_allowed	historical_confirmation
V98_EXACT	P001	f102v2	f102v2.3	1	oror	oror#1	zwei Portionen	zwei Portionen	28	W1_WEAK_WORKING	CONTEXT_POSITION	P001	XU001	1	zwei Portionen	1	1	0	0	0	0	H0_NONE
V98_EXACT	P002	f104v	f104v.2	1	ychedaiin	ychedaiin#1	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	49	W2_PROVISIONAL_WORKING	CONTEXT_POSITION	P002	XU002	1	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	1	1	0	0	0	0	H0_NONE
V98_EXACT	P003	f104v	f104v.2	2	qoteed	qoteed#1	vollständig abkühlen und abziehen	Zubereitung vollständig abkühlen und abziehen	44	W2_PROVISIONAL_WORKING	CONTEXT_POSITION	P003	XU003	1	Zubereitung vollständig abkühlen und abziehen	1	1	0	0	0	0	H0_NONE
V98_EXACT	P004	f104v	f104v.2	3	chockhy	chockhy#1	trockene Mischung, Anfangsstufe	trockene Arzneizubereitung am Gradanfang	30	W1_WEAK_WORKING	CONTEXT_POSITION	P004	XU004	1	trockene Arzneizubereitung am Gradanfang	1	1	0	0	0	0	H0_NONE
V98_EXACT	P005	f104v	f104v.2	4	otaiin	otaiin#1	kalter Ansatz, Grad III	kalter Ansatz, Grad III	66	W3_SOLID_WORKING_THEORY	CONTEXT_POSITION	P005	XU005	1	kalter Ansatz, Grad III	1	1	0	0	0	0	H0_NONE
V98_EXACT	P006	f104v	f104v.2	5	ydaiin	ydaiin#1	Bezugswert III	davon: Wert III	31	W1_WEAK_WORKING	CONTEXT_POSITION	P006	XU006	1	davon: Wert III	1	1	0	0	0	0	H0_NONE
V98_EXACT	P007	f104v	f104v.2	6	qokamdy	qokamdy#1	ein Maß nehmen und erhitzen	ein Maß nehmen und erhitzen	40	W2_PROVISIONAL_WORKING	CONTEXT_POSITION	P007	XU007	1	ein Maß nehmen und erhitzen	1	1	0	0	0	0	H0_NONE
V98_EXACT	P008	f104v	f104v.2	7	otarar	otarar#1	kalter Unteranteil I von Zubereitungsanteil I	Unteranteil I des Anteils I der kalten Zubereitung	38	W1_WEAK_WORKING	CONTEXT_POSITION	P008	XU008	1	Unteranteil I des Anteils I der kalten Zubereitung	1	1	0	0	0	0	H0_NONE
V98_EXACT	P009	f104v	f104v.2	8	alched	alched#1	Material I, bis Mittelstufe getrocknet und abgeschlossen	Material I, bis Mittelstufe getrocknet und abgeschlossen	34	W1_WEAK_WORKING	CONTEXT_POSITION	P009	XU009	1	Material I, bis Mittelstufe getrocknet und abgeschlossen	1	1	0	0	0	0	H0_NONE
V98_EXACT	P010	f104v	f104v.2	9	otair	otair#1	Anteil II des kalten Ansatzes	Anteil II des kalten Ansatzes	42	W2_PROVISIONAL_WORKING	CONTEXT_POSITION	P010	XU010	1	Anteil II des kalten Ansatzes	1	1	0	0	0	0	H0_NONE
V98_EXACT	P011	f104v	f104v.2	10	oram	oram#1	Maßportion	eine Maßportion	45	W2_PROVISIONAL_WORKING	CONTEXT_POSITION	P011	XU011	1	eine Maßportion	1	1	0	0	0	0	H0_NONE
V98_EXACT	P012	f105r	f105r.2	1	dshees	dshees#1	abgemessene feuchte Form, Endstufe	eine abgemessene feuchte Form auf Endstufe	36	W1_WEAK_WORKING	CONTEXT_POSITION	P012	XU012	1	eine abgemessene feuchte Form auf Endstufe	1	1	0	0	0	0	H0_NONE
V98_EXACT	P013	f105r	f105r.2	2	yey	yey#1	[STRUKTUR: FORTSETZUNG DES VORSTEHENDEN POSTENS]	anschließend:	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	CONTEXT_POSITION	P013	XU013	1	anschließend:	1	1	0	0	0	0	H0_NONE
V98_EXACT	P014	f105r	f105r.2	3	cheey	cheey#1	trocken am Ende des Grades	trocken am Ende des Grades	53	W2_PROVISIONAL_WORKING	CONTEXT_POSITION	P014	XU014	1	trocken am Ende des Grades	1	1	0	0	0	0	H0_NONE
V98_EXACT	P015	f105r	f105r.2	4	raiin	raiin#1	Wurzel, Charge III	Wurzel, Charge III	44	W2_PROVISIONAL_WORKING	CONTEXT_POSITION	P015	XU015	1	Wurzel, Charge III	1	1	0	0	0	0	H0_NONE
V98_EXACT	P016	f105r	f105r.2	5	otchdy	otchdy#1	kalt-trocken; Anfangsstufe erreicht	kalt-trockene Zubereitung; Anfangsstufe erreicht	38	W1_WEAK_WORKING	CONTEXT_POSITION	P016	XU016	1	kalt-trockene Zubereitung; Anfangsstufe erreicht	1	1	0	0	0	0	H0_NONE
