statement_id	physical_page	source_panels	register	owner_id	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	template_id	template_name_de	observed_slot_signature	template_slot_signature	action_realization	end_mode	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	event_ids
P1008-S001	f18r	f18r	HERBAL	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	f18r.1	1	NO	1	T07	ÜBER EINEN WEG FÜHREN	OWNER>SEQUENCE>ACTION>PATH>TARGET>CLOSE	OWNER>SEQUENCE>ACTION>PATH>TARGET>CLOSE	EXPLICIT_CARD	LICENSED_DY_CLOSE	pdrairdy	P+D_ADDR+R+AIR+DY	EINSETZEN · TEIL · MERKEN · LAUF · SCHLUSS	große abgebildete Blütenpflanze: den Posten aus der Quelle über den Lauf oder Durchlass zur Zielstelle führen. Den Teilgang schließen.	P1008-E0001
P1008-S002	f18r	f18r	HERBAL	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	f18r.1|f18r.2|f18r.3|f18r.4	4	YES	29	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE	EXPLICIT_CARD	VISIBLE_PARAGRAPH_BOUNDARY	darod yoar ykchol dar om chckhy octhor dal otshol qokchol chykchy okchal daiin dy chol dain qokchor chor ey or chey qokchol dy ytcharg chor cthor okeor ykchol okain	D_ADDR+AR+OR | Y+K+AR | K+OL | D_ADDR+AR | O+AM_ADDR | CKH+Y | CTH+OR | AL | OT+CH+OL | OK+OL | OK+CH+Y | OK+CH+AL | AIIN | Y | OL | AIN | OK+CH+OR | CH+OR | E+Y | OR | Y | OK+OL | Y | K+CH+AR+LOCAL_CHAR_G | CH+OR | CTH+OR | OK+OR | K+OL | OK+AIN	TEIL · QUELLE · ANSATZ | POSTEN · GEBEN · QUELLE | GEBEN · FORTSETZEN | TEIL · QUELLE | AUSFÜHREN · INNEN | DURCHLASS · POSTEN | BEREIT · ANSATZ | ZIEL | DANACH · NEHMEN · FORTSETZEN | SETZEN · FORTSETZEN | SETZEN · NEHMEN · POSTEN | SETZEN · NEHMEN · ZIEL | MASS | POSTEN | FORTSETZEN | PORTION | SETZEN · NEHMEN · ANSATZ | NEHMEN · ANSATZ | KURZ · POSTEN | ANSATZ | POSTEN | SETZEN · FORTSETZEN | POSTEN | GEBEN · NEHMEN · QUELLE · EINMAL | NEHMEN · ANSATZ | BEREIT · ANSATZ | SETZEN · ANSATZ | GEBEN · FORTSETZEN | SETZEN · PORTION	große abgebildete Blütenpflanze: die eingetragene Folge aus Posten, Maß oder Ansatz, Handlung, Weg und Ziel vollständig abarbeiten. Hier endet der sichtbare Absatzgang.	P1008-E0002|P1008-E0003|P1008-E0004|P1008-E0005|P1008-E0006|P1008-E0007|P1008-E0008|P1008-E0009|P1008-E0010|P1008-E0011|P1008-E0012|P1008-E0013|P1008-E0014|P1008-E0015|P1008-E0016|P1008-E0017|P1008-E0018|P1008-E0019|P1008-E0020|P1008-E0021|P1008-E0022|P1008-E0023|P1008-E0024|P1008-E0025|P1008-E0026|P1008-E0027|P1008-E0028|P1008-E0029|P1008-E0030
P1008-S003	f18r	f18r	HERBAL	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	f18r.5|f18r.6|f18r.7	3	YES	19	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	EXPLICIT_CARD	LICENSED_DY_CLOSE	tchor shor cthaiin cthol chlol chom ychy kchor dair ytol chcthy dar dar dal oshor shaiin cthy sholdy doldy	T+CH+OR | SH+OR | CTH+AIIN | CTH+OL | OL | HO | Y | K+CH+OR | D_ADDR+AIR | T+OL | CH+CTH+Y | D_ADDR+AR | D_ADDR+AR | AL | SH+OR | SH+AIIN | CTH+Y | S+OL+D_ADDR+Y | OL+DY	STELLEN · NEHMEN · ANSATZ | HALTEN · ANSATZ | BEREIT · MASS | BEREIT · FORTSETZEN | FORTSETZEN | TEILSTOFF | POSTEN | GEBEN · NEHMEN · ANSATZ | TEIL · LAUF | STELLEN · FORTSETZEN | NEHMEN · BEREIT · POSTEN | TEIL · QUELLE | TEIL · QUELLE | ZIEL | HALTEN · ANSATZ | HALTEN · MASS | BEREIT · POSTEN | AUSWÄHLEN · FORTSETZEN · TEIL · POSTEN | FORTSETZEN · SCHLUSS	große abgebildete Blütenpflanze: die eingetragene Folge aus Posten, Maß oder Ansatz, Handlung, Weg und Ziel vollständig abarbeiten. Den Teilgang schließen.	P1008-E0031|P1008-E0032|P1008-E0033|P1008-E0034|P1008-E0035|P1008-E0036|P1008-E0037|P1008-E0038|P1008-E0039|P1008-E0040|P1008-E0041|P1008-E0042|P1008-E0043|P1008-E0044|P1008-E0045|P1008-E0046|P1008-E0047|P1008-E0048|P1008-E0049
P1008-S004	f18r	f18r	HERBAL	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	f18r.7|f18r.8	2	YES	4	T06	AN ZIELSTELLE AUSFÜHREN	OWNER>SEQUENCE>QUANTITY>PREPARATION>ACTION>TARGET>CLOSE	OWNER>SEQUENCE>QUANTITY>PREPARATION>ACTION>TARGET>CLOSE	EXPLICIT_CARD	LICENSED_DY_CLOSE	doldaiin qokchor ckhol olody	OL+D_ADDR+AIIN | OK+CH+OR | OL | OL+DY	FORTSETZEN · TEIL · MASS | SETZEN · NEHMEN · ANSATZ | FORTSETZEN | FORTSETZEN · SCHLUSS	große abgebildete Blütenpflanze: den Posten an die bezeichnete Stelle setzen und dort ausführen. Den Teilgang schließen.	P1008-E0050|P1008-E0051|P1008-E0052|P1008-E0053
P1008-S005	f18r	f18r	HERBAL	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	f18r.8|f18r.9|f18r.10|f18r.11|f18r.12|f18r.13|f18r.14	7	YES	31	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE	EXPLICIT_CARD	VISIBLE_PARAGRAPH_BOUNDARY	okal dy dary chol chcthal okshal chykald dar shor qokchol ol ydaiin sotchaiin chokchy chckhol chor g ychair cthol daiin qokchy cthy or shaiin cthar cthal okal dar ychekch y kchaiin	OK+AL | Y | DA+R+Y | OL | CTH+AL | OK+CH+AL | OK+AL | D_ADDR+AR | SH+OR | OK+OL | OL | Y+D_ADDR+AIIN | S+OT+AIIN | OK+CH+Y | CKH+O | CH+OR | Y | CH+AIR | CTH+OL | AIIN | OK+Y | CTH+Y | OR | SH+AIIN | CTH+AR | CTH+AL | OK+AL | D_ADDR+AR | Y+CHK+Y | Y | K+CH+AIIN	SETZEN · ZIEL | POSTEN | ZWEIT · MERKEN · POSTEN | FORTSETZEN | BEREIT · ZIEL | SETZEN · NEHMEN · ZIEL | SETZEN · ZIEL | TEIL · QUELLE | HALTEN · ANSATZ | SETZEN · FORTSETZEN | FORTSETZEN | POSTEN · TEIL · MASS | AUSWÄHLEN · DANACH · MASS | SETZEN · NEHMEN · POSTEN | DURCHLASS · AUSFÜHREN | NEHMEN · ANSATZ | POSTEN | NEHMEN · LAUF | BEREIT · FORTSETZEN | MASS | SETZEN · POSTEN | BEREIT · POSTEN | ANSATZ | HALTEN · MASS | BEREIT · QUELLE | BEREIT · ZIEL | SETZEN · ZIEL | TEIL · QUELLE | POSTEN · BEHANDELN · POSTEN | POSTEN | GEBEN · NEHMEN · MASS	große abgebildete Blütenpflanze: die eingetragene Folge aus Posten, Maß oder Ansatz, Handlung, Weg und Ziel vollständig abarbeiten. Hier endet der sichtbare Absatzgang.	P1008-E0054|P1008-E0055|P1008-E0056|P1008-E0057|P1008-E0058|P1008-E0059|P1008-E0060|P1008-E0061|P1008-E0062|P1008-E0063|P1008-E0064|P1008-E0065|P1008-E0066|P1008-E0067|P1008-E0068|P1008-E0069|P1008-E0070|P1008-E0071|P1008-E0072|P1008-E0073|P1008-E0074|P1008-E0075|P1008-E0076|P1008-E0077|P1008-E0078|P1008-E0079|P1008-E0080|P1008-E0081|P1008-E0082|P1008-E0083|P1008-E0084
P1008-S006	f72r	f72r1	CELESTIAL	F72R_RING_A	Tierkreis-Ringgruppe A	f72r1.1	1	NO	5	T09	HIMMELSEINTRAG SETZEN ODER PRÜFEN	OWNER>SEQUENCE>ITEM>PREPARATION>PATH>STATE>CLOSE	OWNER>SEQUENCE>ITEM>PREPARATION>ACTION>PATH>STATE>CLOSE	INHERITED_FROM_ACTIVE_SECTION	LICENSED_DY_CLOSE	oteeo cthey chlol cheol olcheor	OT+EE+Y | CTH+E+Y | OL | CHEO+L | OL+CHEO+DY	DANACH · LÄNGER · POSTEN | BEREIT · KURZ · POSTEN | FORTSETZEN | AUSZUG · LEITEN | FORTSETZEN · AUSZUG · SCHLUSS	Tierkreis-Ringgruppe A: den bezeichneten Platz oder Wert setzen beziehungsweise prüfen und in der Ringreihe fortfahren. Den Teilgang schließen.	P1008-E0085|P1008-E0086|P1008-E0087|P1008-E0088|P1008-E0089
P1008-S007	f72r	f72r1	CELESTIAL	F72R_RING_A	Tierkreis-Ringgruppe A	f72r1.1	1	NO	4	T09	HIMMELSEINTRAG SETZEN ODER PRÜFEN	OWNER>SEQUENCE>ITEM>ACTION>TARGET>STATE>CLOSE	OWNER>SEQUENCE>ITEM>ACTION>TARGET>STATE>CLOSE	EXPLICIT_CARD	LICENSED_DY_CLOSE	al oteey chedal oteedy	AL | OT+EE+Y | P+CHD+AL | OT+EE+DY	ZIEL | DANACH · LÄNGER · POSTEN | EINSETZEN · UMSETZEN · ZIEL | DANACH · LÄNGER · SCHLUSS	Tierkreis-Ringgruppe A: den bezeichneten Platz oder Wert setzen beziehungsweise prüfen und in der Ringreihe fortfahren. Den Teilgang schließen.	P1008-E0090|P1008-E0091|P1008-E0092|P1008-E0093
P1008-S008	f72r	f72r1	CELESTIAL	F72R_RING_A	Tierkreis-Ringgruppe A	f72r1.1	1	NO	6	T09	HIMMELSEINTRAG SETZEN ODER PRÜFEN	OWNER>SEQUENCE>ITEM>QUANTITY>PREPARATION>ACTION>TARGET>STATE>CLOSE	OWNER>SEQUENCE>ITEM>QUANTITY>PREPARATION>ACTION>TARGET>STATE>CLOSE	EXPLICIT_CARD	LICENSED_DY_CLOSE	okeodaly chol chokeol cheoky okaiir okeedy	OK+E+O+D_ADDR+AL+Y | OL | OK+OL | CHEO+K+Y | OK+AIIN | OK+EE+DY	SETZEN · KURZ · AUSFÜHREN · TEIL · ZIEL · POSTEN | FORTSETZEN | SETZEN · FORTSETZEN | AUSZUG · GEBEN · POSTEN | SETZEN · MASS | SETZEN · LÄNGER · SCHLUSS	Tierkreis-Ringgruppe A: den bezeichneten Platz oder Wert setzen beziehungsweise prüfen und in der Ringreihe fortfahren. Den Teilgang schließen.	P1008-E0094|P1008-E0095|P1008-E0096|P1008-E0097|P1008-E0098|P1008-E0099
P1008-S009	f72r	f72r1	CELESTIAL	F72R_RING_A	Tierkreis-Ringgruppe A	f72r1.1	1	NO	27	T09	HIMMELSEINTRAG SETZEN ODER PRÜFEN	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>TARGET>STATE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>TARGET>STATE	EXPLICIT_CARD	VISIBLE_RING_OR_OWNER_BOUNDARY	sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin	SH+E+OL+T+E+Y | CHEO+R | AIIN | Y+AL | OK+Y | SH+O | S+A_ADDR+LSH+E+Y | SH+OL | AL+AIIN | CHK+OL | K+OL | OT+O | AR | AIIN | OT+AM_ADDR | OT+AM_ADDR | CH+OT+AM_ADDR | S+AL | OK+E+O | D_ADDR+AR | AR | AL | D_ADDR+AR | OK+EE+Y | AIIN | OT+EE+Y | OK+AIIN	HALTEN · KURZ · FORTSETZEN · STELLEN · KURZ · POSTEN | AUSZUG · MERKEN | MASS | POSTEN · ZIEL | SETZEN · POSTEN | HALTEN · AUSFÜHREN | AUSWÄHLEN · ORT · SPÜLEN · KURZ · POSTEN | HALTEN · FORTSETZEN | ZIEL · MASS | BEHANDELN · FORTSETZEN | GEBEN · FORTSETZEN | DANACH · AUSFÜHREN | QUELLE | MASS | DANACH · INNEN | DANACH · INNEN | NEHMEN · DANACH · INNEN | AUSWÄHLEN · ZIEL | SETZEN · KURZ · AUSFÜHREN | TEIL · QUELLE | QUELLE | ZIEL | TEIL · QUELLE | SETZEN · LÄNGER · POSTEN | MASS | DANACH · LÄNGER · POSTEN | SETZEN · MASS	Tierkreis-Ringgruppe A: den bezeichneten Platz oder Wert setzen beziehungsweise prüfen und in der Ringreihe fortfahren. Hier endet der sichtbare Besitzer- oder Ringblock.	P1008-E0100|P1008-E0101|P1008-E0102|P1008-E0103|P1008-E0104|P1008-E0105|P1008-E0106|P1008-E0107|P1008-E0108|P1008-E0109|P1008-E0110|P1008-E0111|P1008-E0112|P1008-E0113|P1008-E0114|P1008-E0115|P1008-E0116|P1008-E0117|P1008-E0118|P1008-E0119|P1008-E0120|P1008-E0121|P1008-E0122|P1008-E0123|P1008-E0124|P1008-E0125|P1008-E0126
P1008-S010	f72r	f72r1	CELESTIAL	F72R_RING_B	Tierkreis-Ringgruppe B	f72r1.12	1	NO	13	T09	HIMMELSEINTRAG SETZEN ODER PRÜFEN	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>TARGET>STATE>CLOSE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>TARGET>STATE>CLOSE	EXPLICIT_CARD	LICENSED_DY_CLOSE	oteodar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteo teeody	OT+E+O+D_ADDR+AR | T+E+Y | OT+E+Y | SH+EE+Y | OK+OR | OK+AL+AR | OT+AIIN | SH+E+OL+AIIN | OT+AIIN | CH+E+T+E+Y | OL+OR | OT+O | OT+EE+O+DY	DANACH · KURZ · AUSFÜHREN · TEIL · QUELLE | STELLEN · KURZ · POSTEN | DANACH · KURZ · POSTEN | HALTEN · LÄNGER · POSTEN | SETZEN · ANSATZ | SETZEN · ZIEL · QUELLE | DANACH · MASS | HALTEN · KURZ · FORTSETZEN · MASS | DANACH · MASS | NEHMEN · KURZ · STELLEN · KURZ · POSTEN | FORTSETZEN · ANSATZ | DANACH · AUSFÜHREN | DANACH · LÄNGER · AUSFÜHREN · SCHLUSS	Tierkreis-Ringgruppe B: den bezeichneten Platz oder Wert setzen beziehungsweise prüfen und in der Ringreihe fortfahren. Den Teilgang schließen.	P1008-E0144|P1008-E0145|P1008-E0146|P1008-E0147|P1008-E0148|P1008-E0149|P1008-E0150|P1008-E0151|P1008-E0152|P1008-E0153|P1008-E0154|P1008-E0155|P1008-E0156
