candidate	season	method	refuses	instruction_licensed	receiver	donor	material	origin	graft_product_options	stock_own_product_options	prediction_matches
GROUPED	SPRING	SPLIT	False	True	A	B	S	B	[False, True]	[False, True]	True
GROUPED	SPRING	SPLIT	True	True	A	B	S	B	[False]	[False, True]	True
GROUPED	SPRING	INNER_BARK	False	True	A	B	S	B	[False, True]	[False, True]	True
GROUPED	SPRING	INNER_BARK	True	True	A	B	S	B	[False]	[False, True]	True
GROUPED	SPRING	BUD	False	False	A	B	T	B	[False, True]	[False, True]	True
GROUPED	SPRING	BUD	True	False	A	B	T	B	[False]	[False, True]	True
GROUPED	SUMMER	SPLIT	False	False	A	B	S	B	[False, True]	[False, True]	True
GROUPED	SUMMER	SPLIT	True	False	A	B	S	B	[False]	[False, True]	True
GROUPED	SUMMER	INNER_BARK	False	False	A	B	S	B	[False, True]	[False, True]	True
GROUPED	SUMMER	INNER_BARK	True	False	A	B	S	B	[False]	[False, True]	True
GROUPED	SUMMER	BUD	False	True	A	B	T	B	[False, True]	[False, True]	True
GROUPED	SUMMER	BUD	True	True	A	B	T	B	[False]	[False, True]	True
NEAREST	SPRING	SPLIT	False	True	A	B	S	B	[False, True]	[False, True]	True
NEAREST	SPRING	SPLIT	True	True	A	B	S	B	[False]	[False, True]	True
NEAREST	SPRING	INNER_BARK	False	True	A	B	S	B	[False, True]	[False, True]	True
NEAREST	SPRING	INNER_BARK	True	True	A	B	S	B	[False]	[False, True]	True
NEAREST	SPRING	BUD	False	False	A	B	T	B	[False, True]	[False, True]	True
NEAREST	SPRING	BUD	True	False	A	B	T	B	[False]	[False, True]	True
NEAREST	SUMMER	SPLIT	False	True	A	B	S	B	[False, True]	[False, True]	True
NEAREST	SUMMER	SPLIT	True	True	A	B	S	B	[False]	[False, True]	True
NEAREST	SUMMER	INNER_BARK	False	False	A	B	S	B	[False, True]	[False, True]	True
NEAREST	SUMMER	INNER_BARK	True	False	A	B	S	B	[False]	[False, True]	True
NEAREST	SUMMER	BUD	False	True	A	B	T	B	[False, True]	[False, True]	True
NEAREST	SUMMER	BUD	True	True	A	B	T	B	[False]	[False, True]	True
