edition	model	locus	source_id	raw	left_separator	right_separator	value	hypothetical
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G001	tolsheor	LINE_START	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G002	qokal	DEFINITE_SPACE	DEFINITE_SPACE	nach A	True
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G003	dar	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G004	olked	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G005	orol	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G006	kchey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G007	okain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G008	olchey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G009	okar	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G010	sheky	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G011	dedy	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.38	ZL3b|f75v.38|G012	kedy	DEFINITE_SPACE	LINE_END	UNREAD	False
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G001	qoqokeey	LINE_START	DEFINITE_SPACE	bereite	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G002	olkain	DEFINITE_SPACE	DEFINITE_SPACE	Gemisch	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G003	qol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	Portion	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G004	sheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	Flüssigkeit	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G005	qokeor	DEFINITE_SPACE	DEFINITE_SPACE	gieße	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G006	sheedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE	nach A	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G008	or	DEFINITE_SPACE	DEFINITE_SPACE	von B	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G009	chey	DEFINITE_SPACE	DEFINITE_SPACE	danach	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G010	qokar	DEFINITE_SPACE	DEFINITE_SPACE	nach B	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G011	ol	DEFINITE_SPACE	DEFINITE_SPACE	von A	True
ZL3b	THEN_REPEAT	f75v.39	ZL3b|f75v.39|G012	aiin	DEFINITE_SPACE	LINE_END	wiederholt	True
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G001	dlshedy	LINE_START	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G002	qokain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G003	dal	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G004	qol	DEFINITE_SPACE	DEFINITE_SPACE	Portion	True
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G005	qol	DEFINITE_SPACE	DEFINITE_SPACE	Portion	True
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G006	ol	DEFINITE_SPACE	DEFINITE_SPACE	von A	True
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G007	sheedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit	True
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G008	cheey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G009	dol	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G010	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	von A	True
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G011	sheey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G012	qokain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.40	ZL3b|f75v.40|G013	olol	DEFINITE_SPACE	LINE_END	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G001	sal	LINE_START	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G002	shedy	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G003	qokain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G004	shey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G005	qoin	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G006	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	von A	True
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G007	shey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G008	ol	DEFINITE_SPACE	DEFINITE_SPACE	von A	True
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G009	shey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G010	qoky	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G011	qol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	Portion	True
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G012	cheey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G013	chl	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G014	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	von B	True
ZL3b	THEN_REPEAT	f75v.41	ZL3b|f75v.41|G015	sheolo	UNCERTAIN_SMALL_SPACE	LINE_END	UNREAD	False
ZL3b	THEN_REPEAT	f75v.42	ZL3b|f75v.42|G001	o	LINE_START	UNCERTAIN_SMALL_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.42	ZL3b|f75v.42|G002	l	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.42	ZL3b|f75v.42|G003	sheey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.42	ZL3b|f75v.42|G004	qolshey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.42	ZL3b|f75v.42|G005	qokain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.42	ZL3b|f75v.42|G006	okaiin	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_REPEAT	f75v.42	ZL3b|f75v.42|G007	charor	DEFINITE_SPACE	LINE_END	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G001	tolsheor	LINE_START	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G002	qokal	DEFINITE_SPACE	DEFINITE_SPACE	nach A	True
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G003	dar	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G004	olked	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G005	orol	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G006	kchey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G007	okain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G008	olchey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G009	okar	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G010	sheky	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G011	dedy	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.38	ZL3b|f75v.38|G012	kedy	DEFINITE_SPACE	LINE_END	UNREAD	False
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G001	qoqokeey	LINE_START	DEFINITE_SPACE	bereite	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G002	olkain	DEFINITE_SPACE	DEFINITE_SPACE	Gemisch	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G003	qol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	Portion	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G004	sheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	Flüssigkeit	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G005	qokeor	DEFINITE_SPACE	DEFINITE_SPACE	gieße	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G006	sheedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G007	qokal	DEFINITE_SPACE	DEFINITE_SPACE	nach A	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G008	or	DEFINITE_SPACE	DEFINITE_SPACE	von B	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G009	chey	DEFINITE_SPACE	DEFINITE_SPACE	danach	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G010	qokar	DEFINITE_SPACE	DEFINITE_SPACE	nach B	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G011	ol	DEFINITE_SPACE	DEFINITE_SPACE	von A	True
ZL3b	THEN_ONCE	f75v.39	ZL3b|f75v.39|G012	aiin	DEFINITE_SPACE	LINE_END	einmal	True
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G001	dlshedy	LINE_START	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G002	qokain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G003	dal	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G004	qol	DEFINITE_SPACE	DEFINITE_SPACE	Portion	True
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G005	qol	DEFINITE_SPACE	DEFINITE_SPACE	Portion	True
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G006	ol	DEFINITE_SPACE	DEFINITE_SPACE	von A	True
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G007	sheedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit	True
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G008	cheey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G009	dol	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G010	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	von A	True
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G011	sheey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G012	qokain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.40	ZL3b|f75v.40|G013	olol	DEFINITE_SPACE	LINE_END	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G001	sal	LINE_START	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G002	shedy	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G003	qokain	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G004	shey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G005	qoin	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G006	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	von A	True
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G007	shey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G008	ol	DEFINITE_SPACE	DEFINITE_SPACE	von A	True
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G009	shey	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G010	qoky	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G011	qol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	Portion	True
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G012	cheey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G013	chl	DEFINITE_SPACE	DEFINITE_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G014	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	von B	True
ZL3b	THEN_ONCE	f75v.41	ZL3b|f75v.41|G015	sheolo	UNCERTAIN_SMALL_SPACE	LINE_END	UNREAD	False
ZL3b	THEN_ONCE	f75v.42	ZL3b|f75v.42|G001	o	LINE_START	UNCERTAIN_SMALL_SPACE	UNREAD	False
ZL3b	THEN_ONCE	f75v.42	ZL3b|f75v.42|G002	l	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	UNREAD	False
