joint_tuple_id	surface_family	occurrence_count	records	pages	event_ids	word_class	lexical_drawer	apprentice_headword_de	context_expansion_de	context_was_removed	semantic_segmentation	learning_rule_de	shared_headword_family	base_headword_de	resolved_reading_de	variant_axis	variant_value	resolution_status	pre_recomposition_reading_de	singleton_composition_status	singleton_selected_composition	recomposed_reading_de	recomposition_confidence
9247e38d29c79a0d2fa5	cheeety	1	B3	f83r	E296	LOCAL_EXEMPLAR_SINGLETON	ACTION	Spülung	erste Spülung	YES	cheeety=erste Spülung	Gelernte lokale Handlung in den Operationsslot einsetzen.	F05_SPUEL	Spülung	Vorspülung	PROCESS_ROLE	PRIOR_PASS	CONTEXTUAL_SUBTYPE	Vorspülung	PARTIAL_RESCUE	EEE_FULL+Y_CURRENT	vollstaendig halten	MEDIUM
0bdc8b6db811b4e67a63	chary	1	B3	f83r	E253	LOCAL_EXEMPLAR_SINGLETON	ACTION	abkühlen	abkühlen	NO	chary=abkühlen	Gelernte lokale Handlung in den Operationsslot einsetzen.	F01_KUEHLEN	kühlen	antrocknen lassen	PROCESS_PHASE	COATING_DRY	CONTEXTUAL_SUBTYPE	antrocknen lassen	PRODUCTIVE_RESCUE	AR_FROM+Y_CURRENT	daraus	HIGH
4da0f0f7b5fc7ac20067	ral	1	B1	f81v	E130	LOCAL_EXEMPLAR_SINGLETON	ACTION	abkühlen	abkühlen	NO	ral=abkühlen	Gelernte lokale Handlung in den Operationsslot einsetzen.	F01_KUEHLEN	kühlen	abkühlen lassen	PROCESS_PHASE	LIQUID_COOL	CONTEXTUAL_SUBTYPE	abkühlen lassen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	abkühlen lassen	LOCAL
75a523fcf039b006f97b	kchal	1	H5	f56r	E093	LOCAL_EXEMPLAR_SINGLETON	ACTION	abseihen	abseihen	NO	KCHAL_STRAIN_WHOLE_CARD	Gelernte lokale Handlung in den Operationsslot einsetzen.	NONE	abseihen	abseihen	NONE	NONE	UNCHANGED_SINGLE_HEADWORD	abseihen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	abseihen	LOCAL
61a075bc54793c1c781f	sotodan	1	H5	f56r	E097	LOCAL_EXEMPLAR_SINGLETON	ACTION	anwenden	anwenden	NO	SOTODAN_APPLY_WHOLE	Gelernte lokale Handlung in den Operationsslot einsetzen.	NONE	anwenden	anwenden	NONE	NONE	UNCHANGED_SINGLE_HEADWORD	anwenden	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	anwenden	LOCAL
204b04837409088c48f9	oltchy	1	H4	f55v	E070	LOCAL_EXEMPLAR_SINGLETON	ACTION	anwärmen	anwärmen	NO	OLTCHY_WARM_WHOLE_CARD	Gelernte lokale Handlung in den Operationsslot einsetzen.	F03_WAERME	Wärme	warm halten	PROCESS_PHASE	MAINTAIN	CONTEXTUAL_SUBTYPE	warm halten	PRODUCTIVE_RESCUE	OL_CONTINUE+CTH_READY+Y_CURRENT	bereit weiterfuehren	HIGH
e8a6105b5c3a6220b440	qotchol	1	H1	f10r	E012	LOCAL_EXEMPLAR_SINGLETON	ACTION	anwärmen	anwärmen	NO	QOTCHOL_WARM_WHOLE_CARD	Gelernte lokale Handlung in den Operationsslot einsetzen.	F03_WAERME	Wärme	anwärmen	PROCESS_PHASE	ONSET	CONTEXTUAL_SUBTYPE	anwärmen	PRODUCTIVE_RESCUE	OT_FOLLOW+OL_CONTINUE	danach weiterfuehren	HIGH
62ff059766b21c7de083	otytchol	1	H1	f10r	E007	LOCAL_EXEMPLAR_SINGLETON	ACTION	auffangen	auffangen	NO	OTYTCHOL_COLLECT_WHOLE_CARD	Gelernte lokale Handlung in den Operationsslot einsetzen.	NONE	auffangen	auffangen	NONE	NONE	UNCHANGED_SINGLE_HEADWORD	auffangen	PARTIAL_RESCUE	OT_FOLLOW+Y_CURRENT+OL_CONTINUE	naechsten Posten weiterfuehren	MEDIUM
893c570f3fa3fce99711	kchol	1	H5	f56r	E079	LOCAL_EXEMPLAR_SINGLETON	ACTION	auflegen	auflegen	NO	KCHOL_LAY_WHOLE	Gelernte lokale Handlung in den Operationsslot einsetzen.	NONE	auflegen	auflegen	NONE	NONE	UNCHANGED_SINGLE_HEADWORD	auflegen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	auflegen	LOCAL
348e81ba084c5acdb32b	shecthedchy	1	B3	f83r	E250	LOCAL_EXEMPLAR_SINGLETON	ACTION	aufstreichen	aufstreichen	NO	SHECTHEDCHY_SPREAD_WHOLE_CARD	Gelernte lokale Handlung in den Operationsslot einsetzen.	NONE	aufstreichen	aufstreichen	NONE	NONE	UNCHANGED_SINGLE_HEADWORD	aufstreichen	PRODUCTIVE_RESCUE	CTH_READY+CHED_TRANSFER+Y_CURRENT	bereiten Posten umsetzen	HIGH
883a6708116c342cb10b	skar	1	B4	f83r	E360	LOCAL_EXEMPLAR_SINGLETON	ACTION	ausgießen	warm ausgießen	YES	SKAR_WARM_POUR_WHOLE	Gelernte lokale Handlung in den Operationsslot einsetzen.	NONE	ausgießen	ausgießen	NONE	NONE	UNCHANGED_SINGLE_HEADWORD	ausgießen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	ausgießen	LOCAL
