joint_tuple_id	surface_family	event_id	statement_id	page	previous_reading_de	composition_status	selected_composition	recomposed_reading_de	preceding_card_de	following_card_de	confidence	reason_en
9247e38d29c79a0d2fa5	cheeety	E296	B3-S029	f83r	Vorspülung	PARTIAL_RESCUE	EEE_FULL+Y_CURRENT	vollstaendig halten	fortsetzen	kurz ansetzen; Schluss	MEDIUM	The visible EEE grade and final item wrapper are useful, but the internal carrier remains local.
0bdc8b6db811b4e67a63	chary	E253	B3-S011	f83r	antrocknen lassen	PRODUCTIVE_RESCUE	AR_FROM+Y_CURRENT	daraus	umsetzen	END	HIGH	The already taught AR source card is followed by the current-item Y; the following statement receives that product.
4da0f0f7b5fc7ac20067	ral	E130	B1-S006	f81v	abkühlen lassen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	abkühlen lassen	Badzusatz	END	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
75a523fcf039b006f97b	kchal	E093	H5-S004	f56r	abseihen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	abseihen	Auszug zugeben	END	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
61a075bc54793c1c781f	sotodan	E097	H5-S005	f56r	anwenden	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	anwenden	Auszug daraus	END	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
204b04837409088c48f9	oltchy	E070	H4-S004	f55v	warm halten	PRODUCTIVE_RESCUE	OL_CONTINUE+CTH_READY+Y_CURRENT	bereit weiterfuehren	dort ansetzen	Ansatz	HIGH	OL continue plus CTH ready plus Y item predicts a ready-item continuation, not warming.
e8a6105b5c3a6220b440	qotchol	E012	H1-S002	f10r	anwärmen	PRODUCTIVE_RESCUE	OT_FOLLOW+OL_CONTINUE	danach weiterfuehren	Posten ansetzen	fortsetzen	HIGH	The visible OT and OL order operators compose directly; no heat core is present.
62ff059766b21c7de083	otytchol	E007	H1-S001	f10r	auffangen	PARTIAL_RESCUE	OT_FOLLOW+Y_CURRENT+OL_CONTINUE	naechsten Posten weiterfuehren	Wasserzulauf	Posten ansetzen	MEDIUM	Follow, current item and continuation are all visible, while the internal wrapper remains local.
893c570f3fa3fce99711	kchol	E079	H5-S001	f56r	auflegen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	auflegen	Zutat	Folgeansatz	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
348e81ba084c5acdb32b	shecthedchy	E250	B3-S011	f83r	aufstreichen	PRODUCTIVE_RESCUE	CTH_READY+CHED_TRANSFER+Y_CURRENT	bereiten Posten umsetzen	START	Posten ansetzen	HIGH	The ready and transfer cores plus Y item form a regular executable command.
883a6708116c342cb10b	skar	E360	B4-S016	f83r	ausgießen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	ausgießen	dorthin	absetzen; Schluss	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
bdad9f9ea8b80f141496	cfhy	E041	H3-S001	f11r	auswringen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	auswringen	Weinsud	Standmaß	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
74c76d589d44120f647b	dsheol	E160	B1-S018	f81v	einreiben	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	einreiben	Auffangschale	Sollstufe	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
a7af89ab31ce5e247395	ytey	E150	B1-S015	f81v	füllen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	füllen	START	umsetzen; Schluss	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
a8f891de626fc00028e9	octheol	E182	B2-S005	f82r	gleichen	PRODUCTIVE_RESCUE	CTH_READY+OL_CONTINUE	bereit weiterfuehren	auf Sollmaß einstellen	länger wärmen	HIGH	Ready plus continue fits the measured process chain; no independent equality operator is needed.
deb377381ceaf55ea310	cphy	E043	H3-S001	f11r	nachseihen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	nachseihen	Standmaß	Klarflüssigkeit	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
af816c04e65874a0f2fa	qoctholy	E019	H2-S001	f10r	pressen	PRODUCTIVE_RESCUE	CTH_READY+OL_CONTINUE+Y_CURRENT	bereiten Posten weiterfuehren	Fertigmaß	dieser Posten	HIGH	The same ready-continuation construction takes the current item; pressing was an isolated story gloss.
db729b598e89e11452e0	ches	E216	B2-S016	f82r	teilen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	teilen	von dort abführen	Sollmaß	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
e026af581c99322fbd46	talam	E063	H4-S002	f55v	verwahren	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	verwahren	umsetzen	END	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
c10aec6d4dd877ec8bd8	choy	E084	H5-S002	f56r	abwaschen	PRODUCTIVE_RESCUE	HO_INGREDIENT+Y_CURRENT	diese Zutat	Vorposten	Posten ansetzen	HIGH	The HO ingredient family plus Y item supplies the object before SET and APPLY; no wash verb is needed.
b74e9e65637b7c8538dd	kchey	E089	H5-S003	f56r	zerreiben	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	zerreiben	Zutat	erneut ansetzen	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
29e0eb222ef2fb99523a	lar	E211	B2-S014	f82r	Ablauf schließen	PRODUCTIVE_RESCUE	L_OUT+AR_FROM	von dort abfuehren	START	END	HIGH	The outward L routine and AR source produce a complete one-card discharge instruction.
