world	record	at	word	actor_before	actor_after	kind	patient	destination	status	issues	owner_before	owner_after	owner_origin	prior_problem	before	after	row_status
L1_V	F83_P1	f83r.2:10	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:A	F83_P1:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.4:2	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:C	F83_P1:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.4:9	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:A	F83_P1:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.6:6	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:A	F83_P1:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.6:7	qokeedy	F83_P1:A0	F83_P1:A0	TRANSFER	F83_P1:A	F83_P1:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.6:9	qoky	F83_P1:A0	F83_P1:A0	MARKER	NA	F83_P1:B	OPEN	NONE	NA	NA	NA	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.7:4	qoky	F83_P1:A0	F83_P1:A0	MARKER	NA	F83_P1:B	OPEN	NONE	NA	NA	NA	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.8:4	qoky	F83_P1:A0	F83_P1:A0	MARKER	NA	F83_P1:B	OPEN	NONE	NA	NA	NA	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P1	f83r.8:5	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:C	F83_P1:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	recorded
L1_V	F83_P2	f83r.14:2	qokeedy	F83_P2:A0	F83_P2:A0	TRANSFER	F83_P2:A	F83_P2:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P2:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P2:B""}"	"{""actor"": ""F83_P2:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P2:B""}"	recorded
L1_V	F83_P2	f83r.16:5	chedy	F83_P2:A0	F83_P2:A0	HEAT	F83_P2:C	F83_P2:B	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P2:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P2:B""}"	"{""actor"": ""F83_P2:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P2:B""}"	recorded
L1_V	F83_P3	f83r.20:8	qoky	F83_P3:A0	F83_P3:A0	MARKER	NA	MISSING	OPEN	NONE	NA	NA	NA	NONE	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P3	f83r.21:5	chedy	F83_P3:A0	F83_P3:A0	HEAT	F83_P3:C	MISSING	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P3	f83r.22:3	qokeedy	F83_P3:A0	F83_P3:A0	TRANSFER	F83_P3:C	MISSING	UNBOUND	MISSING_DESTINATION	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P3	f83r.22:5	chedy	F83_P3:A0	F83_P3:A0	HEAT	F83_P3:C	MISSING	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	f83r.22:3	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P3	f83r.23:9	chedy	F83_P3:A0	F83_P3:A0	HEAT	F83_P3:A	MISSING	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	f83r.22:3	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P3:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P4	f83r.25:1	qokeedy	F83_P4:A0	F83_P4:A0	TRANSFER	MISSING	MISSING	UNBOUND	MISSING_PATIENT,MISSING_DESTINATION	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P4	f83r.25:5	chedy	F83_P4:A0	F83_P4:A0	HEAT	MISSING	MISSING	UNBOUND	MISSING_PATIENT	UNKNOWN	UNKNOWN	NONE	f83r.25:1	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P4	f83r.26:3	qoky	F83_P4:A0	F83_P4:A0	MARKER	NA	MISSING	OPEN	NONE	NA	NA	NA	f83r.25:1,f83r.25:5	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P4	f83r.27:2	chedy	F83_P4:A0	F83_P4:A0	HEAT	F83_P4:A	MISSING	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	f83r.25:1,f83r.25:5	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P4	f83r.27:3	qokeedy	F83_P4:A0	F83_P4:A0	TRANSFER	F83_P4:A	MISSING	UNBOUND	MISSING_DESTINATION	UNKNOWN	UNKNOWN	NONE	f83r.25:1,f83r.25:5	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P4	f83r.30:3	qokeedy	F83_P4:A0	F83_P4:A0	TRANSFER	F83_P4:A	MISSING	UNBOUND	MISSING_DESTINATION	UNKNOWN	UNKNOWN	NONE	f83r.25:1,f83r.25:5,f83r.27:3	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P4	f83r.30:4	qoky	F83_P4:A0	F83_P4:A0	MARKER	NA	MISSING	OPEN	NONE	NA	NA	NA	f83r.25:1,f83r.25:5,f83r.27:3,f83r.30:3	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P4:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P5	f83r.36:6	qoky	F83_P5:A0	F83_P5:A0	MARKER	NA	MISSING	OPEN	NONE	NA	NA	NA	NONE	"{""actor"": ""F83_P5:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P5:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P5	f83r.42:5	chedy	F83_P5:A0	F83_P5:A0	HEAT	F83_P5:C	MISSING	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P5:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P5:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_P5	f83r.43:3	chedy	F83_P5:A0	F83_P5:A0	HEAT	F83_P5:C	MISSING	BOUND_NO_CUSTODY_TEST	NONE	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_P5:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_P5:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_V	F83_Q1	f83r.49:3	chedy	F83_Q1:A0	F83_Q1:A0	HEAT	MISSING	MISSING	UNBOUND	MISSING_PATIENT	UNKNOWN	UNKNOWN	NONE	NONE	"{""actor"": ""F83_Q1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	"{""actor"": ""F83_Q1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""MISSING""}"	recorded
L1_H0	F83_P1	f83r.2:10	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:A	F83_P1:B	INITIAL_REQUIREMENT	NONE	UNKNOWN	F83_P1:A0	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {}, ""owners"": {}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {""F83_P1:A"": ""f83r.2:10""}, ""owners"": {""F83_P1:A"": ""F83_P1:A0""}, ""recipient"": ""F83_P1:B""}"	recorded
L1_H0	F83_P1	f83r.4:2	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:C	F83_P1:B	INITIAL_REQUIREMENT	NONE	UNKNOWN	F83_P1:A0	NONE	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {""F83_P1:A"": ""f83r.2:10""}, ""owners"": {""F83_P1:A"": ""F83_P1:A0""}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {""F83_P1:A"": ""f83r.2:10"", ""F83_P1:C"": ""f83r.4:2""}, ""owners"": {""F83_P1:A"": ""F83_P1:A0"", ""F83_P1:C"": ""F83_P1:A0""}, ""recipient"": ""F83_P1:B""}"	recorded
L1_H0	F83_P1	f83r.4:9	chedy	F83_P1:A0	F83_P1:A0	HEAT	F83_P1:A	F83_P1:B	ACCESS_MATCH	NONE	F83_P1:A0	F83_P1:A0	f83r.2:10	NONE	"{""actor"": ""F83_P1:A0"", ""origins"": {""F83_P1:A"": ""f83r.2:10"", ""F83_P1:C"": ""f83r.4:2""}, ""owners"": {""F83_P1:A"": ""F83_P1:A0"", ""F83_P1:C"": ""F83_P1:A0""}, ""recipient"": ""F83_P1:B""}"	"{""actor"": ""F83_P1:A0"", ""origins"": {""F83_P1:A"": ""f83r.2:10"", ""F83_P1:C"": ""f83r.4:2""}, ""owners"": {""F83_P1:A"": ""F83_P1:A0"", ""F83_P1:C"": ""F83_P1:A0""}, ""recipient"": ""F83_P1:B""}"	recorded
