row_id	event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	target_components	selected_root_defaults_de	selected_card_reading_de	concrete_event_reading_de	alternative_de	decision_status	is_statement_final	is_field_final	previous_surface	next_surface	current_semantic_segmentation	current_workshop_slots	exact_identity_note
HEP0001	2	E002	H1	f10r	f10r.2	F001	H1-S001	dedc383b600397a301ee	cthoor	EXACT_COLLISION	GANZKARTE	säubern	Säubere ihn	keine Stammzerlegung	EXACT_WHOLE_CARD_RETAINED	NO	NO	dchey	char	cthoor=säubern	OPERATION	CTHOOR ist die Ganzkarte säubern, nicht der CTH-Zustand.
HEP0002	8	E008	H1	f10r	f10r.2	F001	H1-S001	276a7c2d74d1143446f4	oky	Y_CURRENT_ITEM	DIES	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	otytchol	daiin	OK+Y_REFERENT	OWNER_ITEM+OPERATION	Ausgewählte komponenten- oder exaktkartenbasierte Werkstattlesung.
HEP0003	9	E009	H1	f10r	f10r.2	F001	H1-S001	2f1c5e56e8f0ff459065	daiin	IIN_LOOKALIKE	NICHT IIN	vorgeschriebenes Maß	Vorgeschriebenes Maß	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	NO	NO	oky	etyd	AIIN_MEASURE	QUANTITY	Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0004	11	E011	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	qokchy	Y_CURRENT_ITEM	DIES	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	START	qotchol	OK+CHY[wrapped Y_REFERENT]	OWNER_ITEM+OPERATION	Ausgewählte komponenten- oder exaktkartenbasierte Werkstattlesung.
HEP0005	14	E014	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	CTH_READY|Y_CURRENT_ITEM	BEREIT|DIES	bereit	bereit	fertig; reif; Prüfzustand | es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	YES	YES	chol	END	cthy=bereit	STATE_GRADE	Ausgewählte komponenten- oder exaktkartenbasierte Werkstattlesung.
HEP0006	16	E016	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	CTH_READY|Y_CURRENT_ITEM	BEREIT|DIES	bereit	bereit	fertig; reif; Prüfzustand | es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	ycheor	chor	cthy=bereit	STATE_GRADE	Ausgewählte komponenten- oder exaktkartenbasierte Werkstattlesung.
HEP0007	18	E018	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	EXACT_COLLISION|IIN_LOOKALIKE	GANZKARTE|NICHT IIN	Kraut zerstoßen	Zerstoße das Kraut	keine Stammzerlegung | AIIN=Maß oder gelernte Ganzkarte	EXACT_WHOLE_CARD_RETAINED	NO	NO	chor	qoctholy	cthaiin=Kraut zerstoßen	OPERATION	CTHAIIN ist die Ganzkarte Kraut zerstoßen, nicht CTH plus AIIN. Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0008	20	E020	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	dy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	qoctholy	chy	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0009	21	E021	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	chy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	dy	taiin	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0010	22	E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	IIN_LOOKALIKE	NICHT IIN	vorgeschriebenes Maß	Vorgeschriebenes Maß	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	NO	NO	chy	shy	AIIN_MEASURE	QUANTITY	Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0011	23	E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	shy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	YES	YES	taiin	END	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0012	30	E030	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	IIN_LOOKALIKE	NICHT IIN	vorgeschriebenes Maß	Vorgeschriebenes Maß	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	NO	NO	chol	dar	AIIN_MEASURE	QUANTITY	Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0013	35	E035	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	chy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	chor	kaiiin	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0014	36	E036	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	IIN_STAGE	STUFE	weiche Konsistenzstufe	weiche Konsistenzstufe	Grad; Sollstand	SELECTED_WORKING_DEFAULT	NO	NO	chy	dy	K_SOFT_HULL+IIN_GRADE	QUANTITY+STATE_GRADE	Ausgewählte komponenten- oder exaktkartenbasierte Werkstattlesung.
HEP0015	37	E037	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	dy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	kaiiin	chodaiin	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0016	38	E038	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	chodaiin	IIN_LOOKALIKE	NICHT IIN	Geschwür	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	YES	YES	dy	END	chodaiin=Geschwür	OPERATION	Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0017	42	E042	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	IIN_LOOKALIKE	NICHT IIN	für die vorgeschriebene Zeit stehen lassen	Für die vorgeschriebene Zeit stehen lassen	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	NO	NO	cfhy	cphy	SHFY_LEARNED+AIIN_MEASURE	QUANTITY+STATE_GRADE	Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0018	45	E045	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	tchody	DY_CLOSE	SCHLUSS	abkühlen; Ende	Lass ihn abkühlen; damit endet der erste Posten	fertig; wegsetzen; Zellenende	SELECTED_WORKING_DEFAULT	YES	YES	shey	END	tcho=abkühlen + dy=Ende	CLOSE	Schluss gilt wegen exakter Karte und CLOSE-Slot, nicht wegen bloßer Endbuchstaben.
HEP0019	48	E048	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	chy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	dchol	kchy	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0020	50	E050	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	dy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	kchy	daiin	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0021	51	E051	H3	f11r	f11r.4	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	IIN_LOOKALIKE	NICHT IIN	vorgeschriebenes Maß	Vorgeschriebenes Maß	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	YES	YES	dy	END	AIIN_MEASURE	QUANTITY	Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0022	54	E054	H3	f11r	f11r.7	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	CTH_READY|Y_CURRENT_ITEM	BEREIT|DIES	bereit	bereit	fertig; reif; Prüfzustand | es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	NO	NO	okchol	dy	cthy=bereit	STATE_GRADE	Ausgewählte komponenten- oder exaktkartenbasierte Werkstattlesung.
HEP0023	55	E055	H3	f11r	f11r.7	F009	H3-S004	b921a237be883a820352	dy	Y_CURRENT_ITEM	DIES	dies; der laufende Posten	dies; der laufende Posten	es; laufender Ansatz; aktueller Posten	SELECTED_WORKING_DEFAULT	YES	YES	cthy	END	Y_REFERENT_CARD	OWNER_ITEM	Diese exakte Y-Karte kann sichtbar sogar dy lauten; sie schließt nicht.
HEP0024	56	E056	H4	f55v	f55v.5	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	IIN_LOOKALIKE	NICHT IIN	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	NO	NO	START	chaiin	OK+AIIN_MEASURE	QUANTITY+OPERATION	Exakte Identität trennt AIIN/Whole-card von IIN.
HEP0025	57	E057	H4	f55v	f55v.5	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	IIN_LOOKALIKE	NICHT IIN	vorgeschriebenes Maß	Vorgeschriebenes Maß	AIIN=Maß oder gelernte Ganzkarte	SELECTED_WORKING_DEFAULT	NO	NO	qokaiin	ykain	AIIN_MEASURE	QUANTITY	Exakte Identität trennt AIIN/Whole-card von IIN.
