world	max_t_gain_bits
0	90.551214856
1	79.585916912
2	92.606150237
3	89.834856632
4	83.688636925
5	80.151925973
6	80.628641579
7	68.334080258
8	69.960416300
9	76.835107647
10	83.037607290
11	86.989399595
12	82.882563007
13	80.829752198
14	63.973964038
15	87.001082462
16	74.944237123
17	56.087526996
18	78.462774419
19	75.604518108
20	81.595026990
21	86.124264001
22	71.760482576
23	85.943547659
24	80.520618555
25	84.548365244
26	87.920636528
27	86.136207087
28	96.632042662
29	81.137969768
30	81.026775304
31	77.513182137
32	87.429548348
33	74.963650515
34	88.614023810
35	81.956046990
36	87.893622492
37	70.453872621
38	75.603445229
39	91.817110727
40	89.764862421
41	80.950905489
42	76.943365756
43	75.985601834
44	81.623919528
45	91.951433386
46	73.820952806
47	82.778318166
48	85.343241645
49	77.593510911
50	84.239068560
51	87.705692149
52	80.133307455
53	89.584705961
54	79.564879957
55	83.148231728
56	73.740093958
57	74.865105649
58	83.933163409
59	92.653925295
60	79.152920817
61	79.409165779
62	82.835050542
63	78.502705811
64	89.999673702
65	89.286621706
66	87.582733160
67	85.599367091
68	74.877134021
69	85.460988434
70	86.670652217
71	90.309488482
72	60.628287603
73	80.476295711
74	74.816736526
75	84.968951005
76	83.750420384
77	85.457777768
78	76.922025269
79	71.428487013
80	84.276909142
81	88.203403095
82	67.347527495
83	77.727659428
84	65.367467158
85	72.922176561
86	81.973164558
87	81.925351244
88	86.624542488
89	78.824403772
90	81.352726476
91	80.905030078
92	86.789964160
93	75.525139234
94	73.346908783
95	86.507893581
96	82.669243812
97	74.156005843
98	76.287277132
99	64.382703956
100	82.357565017
101	81.604882259
102	86.674722655
103	92.977734371
104	82.715944655
105	88.449611793
106	74.030364853
107	88.330570411
108	83.671347854
109	88.956906007
110	78.009144846
111	83.810079156
112	82.117165984
113	87.170038980
114	82.956971908
115	79.543953154
116	85.410212707
117	77.397201447
118	82.833672565
119	79.542318623
120	78.564869594
121	88.518640301
122	78.203110493
123	94.462213685
124	91.999771882
125	85.103928641
126	74.909174686
127	70.036451360
128	91.318245347
129	83.604542828
130	75.867374328
131	81.503950319
132	81.297653464
133	84.160622007
134	86.001709745
135	84.095098230
136	83.320564503
137	77.964583540
138	90.011820618
139	76.866288514
140	82.700180501
141	85.483175172
142	69.147204811
143	70.517764708
144	93.031090051
145	92.096459522
146	87.554289965
147	85.985568800
148	77.496665395
149	99.945222740
150	74.127448439
151	84.105315735
152	80.408654892
153	83.868472670
154	79.951217579
155	84.411132985
156	89.230020745
157	84.052893551
158	89.818022533
159	75.427367682
160	81.014994300
161	92.723748539
162	84.926888245
163	84.682989563
164	67.261393923
165	69.222781736
166	93.051265398
167	88.876028781
168	77.212837297
169	81.487610602
170	82.066474261
171	74.760141946
172	76.009125324
173	93.382441174
174	73.243116183
175	75.900630423
176	88.173745541
177	80.423362926
178	84.385259027
179	74.875385175
180	98.480708790
181	70.901273553
182	91.755457039
183	74.022167207
184	79.627803755
185	82.014630602
186	90.035165956
187	81.072773609
188	89.313815599
189	89.331010174
190	88.350961386
191	87.988145393
192	87.567860229
193	89.178049521
194	84.084381025
195	67.103305592
196	79.923689449
197	74.949698958
198	75.137588239
199	85.636690386
200	93.091644051
201	84.040881430
202	77.430823124
203	80.128212411
204	86.923388704
205	84.034609486
206	76.201903579
207	83.606395159
208	81.470640815
209	84.764378832
210	89.213517025
211	68.331788441
212	70.364626624
213	89.991885170
214	70.533842361
215	82.420256215
216	83.856287920
217	81.755807446
218	75.571580540
219	78.460588905
220	84.848904468
221	87.518146006
222	69.817991994
223	69.016234010
224	92.416766352
225	86.072211807
226	81.984243769
227	80.635006258
228	78.493591510
229	80.167826546
230	87.494450355
231	84.139845924
232	89.722266851
233	81.800204423
234	85.612046788
235	82.454481702
236	77.408312312
237	80.095068301
238	67.242307820
239	87.049725607
240	79.027561614
241	88.365299481
242	79.817470274
243	67.187901938
244	84.400851219
245	76.810448756
246	72.260386360
247	82.352270401
248	85.727761281
249	76.566165043
250	82.409179763
251	89.642593867
252	68.738169075
253	74.352212751
254	85.785529587
255	85.414384349
256	87.304680780
257	75.641965759
258	79.534001989
259	77.674826389
260	81.841554008
261	90.295595507
262	82.668098390
263	69.559460783
264	75.121804950
265	83.502494207
266	81.926518524
267	78.805944125
268	81.109026732
269	91.804465039
270	83.895369323
271	84.530845391
272	82.971297164
273	90.285450881
274	84.129172849
275	82.758904956
276	88.468547738
277	68.406200307
278	74.678439606
279	91.265982440
280	77.546760272
281	81.713267591
282	85.711358012
283	88.146231102
284	78.207602728
285	81.520786552
286	75.976495351
287	87.341286248
288	80.969419371
289	83.821280761
290	82.097728352
291	83.565561194
292	92.143779524
293	64.716409381
294	86.100857400
295	84.638657278
296	85.724783576
297	84.932464979
298	88.851113148
299	86.998429779
300	77.032062243
301	89.587392584
302	90.063358087
303	94.017319983
304	79.287804462
305	86.434677466
306	80.233090990
307	73.366848957
308	89.073426686
309	71.493174874
310	84.871878941
311	74.775908561
312	88.684543527
313	79.026002271
314	90.319850173
315	92.754446583
316	96.047125758
317	77.248203054
318	76.779795861
319	86.405382801
320	75.553383441
321	74.589480821
322	92.641341870
323	80.114428213
324	90.504295043
325	85.655468926
326	86.438772204
327	77.497594945
328	85.641831176
329	91.180009232
330	82.797486890
331	84.745320527
332	73.789662295
333	93.675122005
334	85.768762060
335	70.724215165
336	79.649927277
337	76.340505184
338	85.621766025
339	67.485392472
340	91.065187187
341	82.091226449
342	82.931136867
343	80.876263179
344	69.119356658
345	72.519984469
346	65.176211010
347	77.359903205
348	81.691039416
349	77.777698623
350	76.957018495
351	72.799513437
352	85.705658207
353	94.424800766
354	81.026791835
355	83.387101097
356	82.844906566
357	90.110171097
358	81.887088298
359	81.759922555
360	69.752874133
361	85.109402150
362	76.042764923
363	88.131761844
364	72.380214720
365	72.306673704
366	84.545964871
367	80.612958345
368	68.672744690
369	87.304531719
370	82.048180148
371	71.326037819
372	67.779484882
373	73.794701342
374	83.278821508
375	79.115236096
376	74.415907401
377	78.487667623
378	85.362526062
379	86.852583942
380	74.853619710
381	82.592075680
382	81.295443980
383	80.685783133
384	75.805565606
385	78.105295081
386	81.373283532
387	78.323816145
388	65.499390989
389	98.635681319
390	89.129071174
391	83.507798065
392	74.284611591
393	75.324966507
394	81.183733051
395	75.873917591
396	83.316243125
397	82.986055550
398	89.549768127
399	77.990969921
400	82.066380848
401	78.636834252
402	90.550488618
403	94.934807204
404	82.351463118
405	86.824473821
406	67.191072205
407	94.067862998
408	81.257970816
409	81.592666318
410	79.951784690
411	84.939496189
412	95.827482540
413	95.907355553
414	62.367993075
415	92.421792888
416	80.184813782
417	81.279582129
418	71.455820636
419	79.154727189
420	74.821284391
421	86.349734247
422	81.773141046
423	81.424001852
424	87.597330361
425	81.480033031
426	73.361621839
427	69.051819904
428	76.700667906
429	89.755641266
430	84.480928805
431	84.556984549
432	83.167148876
433	86.215881723
434	81.095753209
435	75.045160641
436	79.286916410
437	95.644327019
438	84.266375871
439	85.128586809
440	80.795596653
441	66.312025276
442	85.861470056
443	70.144868942
444	90.081427783
445	85.053244728
446	82.039820650
447	87.323901224
448	87.121148437
449	79.226435810
450	84.870992528
451	84.570496465
452	94.203292612
453	80.959471329
454	85.993375584
455	74.879522388
456	85.040285942
457	73.862835043
458	90.632936231
459	90.670241621
460	87.239451336
461	82.618397592
462	82.802487615
463	84.690736653
464	74.388579389
465	77.708274053
466	81.295146328
467	83.581594857
468	77.921779078
469	78.228126364
470	83.780834408
471	73.816818039
472	71.631249486
473	75.815244463
474	81.392132361
475	84.306288169
476	75.223279559
477	78.840709054
478	69.913746785
479	86.374158374
480	81.937918843
481	75.305672809
482	77.056274051
483	82.961524136
484	71.202700145
485	81.640070138
486	92.576403727
487	84.215860182
488	81.175089245
489	79.340606217
490	98.000643602
491	82.473651870
492	83.397124051
493	77.479616511
494	87.838790229
495	86.206405158
496	86.571563682
497	82.944752269
498	71.472355599
499	85.157035645
500	71.519663807
501	82.665302978
502	89.606949109
503	86.547607829
504	91.049137206
505	87.781002611
506	77.408593322
507	93.706074612
508	75.299071044
509	79.502369900
510	86.247251249
511	84.683810231
512	80.751794632
513	75.487824513
514	82.690859448
515	89.244682224
516	85.921495194
517	63.560795766
518	68.545874575
519	79.106243609
520	72.964409071
521	100.994659685
522	82.220891061
523	85.110491669
524	81.315196752
525	79.230103043
526	85.592821130
527	77.085534070
528	90.036967784
529	78.021661936
530	84.312850628
531	88.882365673
532	77.141878219
533	95.304953484
534	81.541783915
535	92.187781689
536	71.692284899
537	78.060066030
538	89.477817382
539	74.247952663
540	92.528635435
541	75.377602751
542	81.615239687
543	96.257829500
544	87.848643753
545	83.732900251
546	70.947371757
547	84.619662690
548	88.922614488
549	71.933981363
550	85.680850713
551	92.395922422
552	86.167972726
553	79.327358625
554	72.783162324
555	83.178946610
556	81.065093668
557	82.928784069
558	84.896909750
559	77.388468738
560	79.483062911
561	82.846484866
562	83.521333324
563	79.539368144
564	79.233372644
565	89.797141941
566	85.814591737
567	83.688562545
568	81.969246816
569	82.304603275
570	85.234029124
571	88.487131007
572	78.081013177
573	81.875736075
574	66.809023010
575	81.631846517
576	83.831514876
577	72.479469699
578	80.650756092
579	83.066041629
580	79.806688446
581	79.611282149
582	71.652314448
583	89.965586556
584	86.036103726
585	82.736272395
586	87.198433903
587	77.701750148
588	91.060026914
589	86.476395663
590	78.042389130
591	79.485201525
592	87.349586913
593	91.967286009
594	86.406718243
595	82.452802361
596	86.647356439
597	81.254771619
598	93.335837684
599	68.530104919
600	87.731994184
601	76.132206520
602	84.736143682
603	73.071560011
604	80.132039126
605	94.042744219
606	80.688967489
607	77.371218784
608	84.103801588
609	74.447102375
610	80.207015071
611	77.904184560
612	76.958479021
613	80.181543743
614	88.372977242
615	97.751879058
616	80.081917903
617	72.453544144
618	85.104676704
619	76.956746870
