panel	page	physical_folio	record	unit_count	field_count	axis	comparator_axis_probability	comparator_axis_assignment	supported_cross_folio_tuple_count	tuple_ids_exported	surface_forms_exported
RECIPE_STARS_S	f103r	f103	f103r|R1	9	2	INTERMEDIATE_STATE	0.003714372	0	8	NO	NO
RECIPE_STARS_S	f103r	f103	f103r|R2	17	7	INTERMEDIATE_STATE	0.129886955	0	12	NO	NO
RECIPE_STARS_S	f103r	f103	f103r|R3	12	3	INTERMEDIATE_STATE	0.101661229	0	10	NO	NO
RECIPE_STARS_S	f103r	f103	f103r|R4	35	15	INTERMEDIATE_STATE	0.710256172	1	17	NO	NO
RECIPE_STARS_S	f103r	f103	f103r|R5	26	7	INTERMEDIATE_STATE	0.191125349	1	15	NO	NO
RECIPE_STARS_S	f103v	f103	f103v|R1	12	3	INTERMEDIATE_STATE	0.002518079	0	7	NO	NO
RECIPE_STARS_S	f103v	f103	f103v|R2	12	5	INTERMEDIATE_STATE	0.045957937	0	11	NO	NO
RECIPE_STARS_S	f103v	f103	f103v|R3	39	10	INTERMEDIATE_STATE	0.434429761	1	22	NO	NO
RECIPE_STARS_S	f103v	f103	f103v|R4	17	6	INTERMEDIATE_STATE	0.217619044	1	11	NO	NO
RECIPE_STARS_S	f103v	f103	f103v|R5	15	3	INTERMEDIATE_STATE	0.034969534	0	11	NO	NO
RECIPE_STARS_S	f104r	f104	f104r|R1	16	6	INTERMEDIATE_STATE	0.253230033	1	9	NO	NO
RECIPE_STARS_S	f104r	f104	f104r|R2	16	4	INTERMEDIATE_STATE	0.124971528	0	10	NO	NO
RECIPE_STARS_S	f104r	f104	f104r|R3	21	3	INTERMEDIATE_STATE	0.102498974	0	11	NO	NO
RECIPE_STARS_S	f104r	f104	f104r|R4	14	5	INTERMEDIATE_STATE	0.052707706	0	8	NO	NO
RECIPE_STARS_S	f104v	f104	f104v|R1	22	6	INTERMEDIATE_STATE	0.075591189	0	15	NO	NO
RECIPE_STARS_S	f104v	f104	f104v|R2	31	9	INTERMEDIATE_STATE	0.458686354	1	18	NO	NO
RECIPE_STARS_S	f104v	f104	f104v|R3	34	8	INTERMEDIATE_STATE	0.326681344	1	19	NO	NO
RECIPE_STARS_S	f105r	f105	f105r|R1	50	18	INTERMEDIATE_STATE	0.630974876	1	25	NO	NO
RECIPE_STARS_S	f105r	f105	f105r|R2	48	9	INTERMEDIATE_STATE	0.705431055	1	19	NO	NO
RECIPE_STARS_S	f105v	f105	f105v|R1	36	9	INTERMEDIATE_STATE	0.560992217	1	15	NO	NO
RECIPE_STARS_S	f105v	f105	f105v|R2	40	6	INTERMEDIATE_STATE	0.523728909	1	19	NO	NO
RECIPE_STARS_S	f106r	f106	f106r|R1	7	2	INTERMEDIATE_STATE	0.009090890	0	4	NO	NO
RECIPE_STARS_S	f106r	f106	f106r|R2	21	7	INTERMEDIATE_STATE	0.083445961	0	11	NO	NO
RECIPE_STARS_S	f106r	f106	f106r|R3	47	16	INTERMEDIATE_STATE	0.566716037	1	21	NO	NO
RECIPE_STARS_S	f106r	f106	f106r|R4	34	8	INTERMEDIATE_STATE	0.190321783	1	16	NO	NO
RECIPE_STARS_S	f106v	f106	f106v|R1	8	1	INTERMEDIATE_STATE	0.000949247	0	5	NO	NO
RECIPE_STARS_S	f106v	f106	f106v|R2	24	7	INTERMEDIATE_STATE	0.270988960	1	11	NO	NO
RECIPE_STARS_S	f106v	f106	f106v|R3	16	5	INTERMEDIATE_STATE	0.136796382	0	6	NO	NO
RECIPE_STARS_S	f106v	f106	f106v|R4	27	5	INTERMEDIATE_STATE	0.273764728	1	18	NO	NO
RECIPE_STARS_S	f107r	f107	f107r|R1	29	9	INTERMEDIATE_STATE	0.288390077	1	19	NO	NO
RECIPE_STARS_S	f107r	f107	f107r|R2	62	13	INTERMEDIATE_STATE	0.624957151	1	29	NO	NO
RECIPE_STARS_S	f107r	f107	f107r|R3	25	6	INTERMEDIATE_STATE	0.104950837	0	14	NO	NO
RECIPE_STARS_S	f107v	f107	f107v|R1	17	3	INTERMEDIATE_STATE	0.004497420	0	11	NO	NO
RECIPE_STARS_S	f107v	f107	f107v|R2	9	3	INTERMEDIATE_STATE	0.126108842	0	4	NO	NO
RECIPE_STARS_S	f107v	f107	f107v|R3	51	10	INTERMEDIATE_STATE	0.559739338	1	29	NO	NO
RECIPE_STARS_S	f107v	f107	f107v|R4	15	4	INTERMEDIATE_STATE	0.145398743	0	9	NO	NO
RECIPE_STARS_S	f107v	f107	f107v|R5	25	6	INTERMEDIATE_STATE	0.235472376	1	16	NO	NO
RECIPE_STARS_S	f108r	f108	f108r|R1	13	3	INTERMEDIATE_STATE	0.008076977	0	10	NO	NO
RECIPE_STARS_S	f108r	f108	f108r|R2	12	3	INTERMEDIATE_STATE	0.021600363	0	7	NO	NO
RECIPE_STARS_S	f108r	f108	f108r|R3	38	9	INTERMEDIATE_STATE	0.267717546	1	18	NO	NO
RECIPE_STARS_S	f108r	f108	f108r|R4	21	13	INTERMEDIATE_STATE	0.442789132	1	13	NO	NO
RECIPE_STARS_S	f108r	f108	f108r|R5	41	21	INTERMEDIATE_STATE	0.843421735	1	23	NO	NO
RECIPE_STARS_S	f108v	f108	f108v|R1	22	7	INTERMEDIATE_STATE	0.241647939	1	10	NO	NO
RECIPE_STARS_S	f108v	f108	f108v|R2	120	38	INTERMEDIATE_STATE	0.887984574	1	39	NO	NO
RECIPE_STARS_S	f111r	f111	f111r|R1	18	4	INTERMEDIATE_STATE	0.085087852	0	9	NO	NO
RECIPE_STARS_S	f111r	f111	f111r|R2	111	48	INTERMEDIATE_STATE	0.937767358	1	43	NO	NO
RECIPE_STARS_S	f111r	f111	f111r|R3	16	4	INTERMEDIATE_STATE	0.346911671	1	8	NO	NO
RECIPE_STARS_S	f111v	f111	f111v|R1	83	12	INTERMEDIATE_STATE	0.709202987	1	33	NO	NO
RECIPE_STARS_S	f111v	f111	f111v|R2	61	10	INTERMEDIATE_STATE	0.715401527	1	26	NO	NO
RECIPE_STARS_S	f112r	f112	f112r|R1	23	6	INTERMEDIATE_STATE	0.116525583	0	16	NO	NO
RECIPE_STARS_S	f112r	f112	f112r|R2	62	17	INTERMEDIATE_STATE	0.552224323	1	29	NO	NO
RECIPE_STARS_S	f112r	f112	f112r|R3	34	12	INTERMEDIATE_STATE	0.472998518	1	16	NO	NO
RECIPE_STARS_S	f112v	f112	f112v|R1	60	19	INTERMEDIATE_STATE	0.510368910	1	29	NO	NO
