kluge_a_member	physical_folio	source_selector	array_id	array_class	slot_index	slot_count	visible_clock_hour	complete_label_surface	surface_family	literal_okal_prefix	homology_status	component_export_credit
1	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	10	10	10.750000	otar am	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
1	f70	f70v1	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	1	5	11.250000	okoly	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
1	f71	f71v	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	1	5	11.250000	ofaom	OTHER_O_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
1	f72	f72r1	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	1	5	10.500000	ofaralar	OTHER_O_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
1	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	1	9	11.000000	otal	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
2	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	1	10	11.500000	otar al	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
2	f70	f70v1	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	2	5	1.000000	otalaiin	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
2	f71	f71v	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	2	5	1.000000	otalody	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
2	f72	f72r1	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	2	5	1.000000	otchoshy	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
2	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	2	9	0.000000	ralal	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
3	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	2	10	0.750000	otalar	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
3	f70	f70v1	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	3	5	3.250000	oteo alals araly	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
3	f71	f71v	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	3	5	3.500000	otalaiin	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
3	f72	f72r1	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	3	5	3.000000	otchdal	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
3	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	3	9	0.750000	okam	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
4	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	3	10	1.500000	otalam	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
4	f70	f70v1	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	4	5	6.500000	oteoeey otal okealar	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
4	f71	f71v	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	4	5	6.500000	otar shar	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
4	f72	f72r1	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	4	5	6.000000	okeey ary	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
4	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	4	9	1.750000	otalshy	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
5	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	4	10	3.000000	dolaram	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
5	f70	f70v1	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	5	5	9.250000	otear araydy	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
5	f71	f71v	SCARR025|f71v|S2	ZODIAC_STAR_NYMPH_BAND	5	5	9.250000	sholshdy	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
5	f72	f72r1	SCARR027|f72r1|S2	ZODIAC_STAR_NYMPH_BAND	5	5	7.250000	otainy	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
5	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	5	9	3.500000	okaldy	OKAL_PREFIX	YES	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
6	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	5	10	4.500000	okaram	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
6	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	1	10	11.000000	otalchy tar am dy	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
6	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	1	10	10.500000	char arom	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
6	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	1	10	9.750000	oshodady	OTHER_O_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
6	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	6	9	5.500000	chosar	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
7	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	6	10	5.500000	oteosal	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
7	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	2	10	0.500000	opchey sal	OTHER_O_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
7	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	2	10	11.500000	chfaly	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
7	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	2	10	10.750000	chdaiirdainy	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
7	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	7	9	6.500000	otam	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
8	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	7	10	6.500000	salols	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
8	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	3	10	2.000000	otakaizan	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
8	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	3	10	0.500000	okolar	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
8	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	3	10	0.250000	oaiin ar ary	OTHER_O_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
8	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	8	9	7.250000	ainaly	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
9	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	8	10	7.500000	okaldal	OKAL_PREFIX	YES	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
9	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	4	10	3.000000	okalal	OKAL_PREFIX	YES	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
9	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	4	10	1.500000	otchody	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
9	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	4	10	1.500000	okalam	OKAL_PREFIX	YES	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
9	f72	f72r2	SCARR030|f72r2|S2	ZODIAC_STAR_NYMPH_BAND	9	9	8.750000	okarcham	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
10	f70	f70v2	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	9	10	9.250000	ykolaiin	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
10	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	5	10	4.250000	otaly	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
10	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	5	10	2.500000	alcphy	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
10	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	5	10	2.500000	ytalshdy	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
10	f72	f72r2	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	1	16	10.500000	otaraldy	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
11	f70	f70v2	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	17	19	10.000000	otalalg	OTAL_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
11	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	6	10	4.750000	oalcheg	OTHER_O_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
11	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	6	10	3.750000	otaiin	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
11	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	6	10	3.250000	char alif	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
11	f72	f72r2	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	2	16	11.000000	okalar	OKAL_PREFIX	YES	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
12	f70	f70v2	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	18	19	10.500000	ykary	OTHER_INITIAL	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
12	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	7	10	6.250000	otchodals	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
12	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	7	10	5.250000	okaraiin	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
12	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	7	10	4.500000	otaraldy	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
12	f72	f72r2	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	3	16	0.000000	okal	OKAL_PREFIX	YES	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
13	f70	f70v2	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	19	19	11.000000	otar	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
13	f70	f70v1	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	8	10	7.250000	okolshy	OTHER_OK_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
13	f71	f71v	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	8	10	6.750000	otar ar aly	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
13	f72	f72r1	SCARR026|f72r1|S1	ZODIAC_STAR_NYMPH_BAND	8	10	6.000000	otaiin otain	OTHER_OT_PREFIX	NO	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
13	f72	f72r2	SCARR029|f72r2|S1	ZODIAC_STAR_NYMPH_BAND	4	16	0.750000	okaly	OKAL_PREFIX	YES	TRUE_CATALOGUE_HOMOLOG__NOT_RAW_SLOT_EQUIVALENCE	ZERO
