input_id	relative_path	bytes	sha256
latin_candidates	artifacts/reference_packs/latin_real_candidates.tsv	54840	41ceffdb45c3ff19f3d598426477d47987de6b11bea763ee6cf2463b92e220f4
latin_words	artifacts/reference_packs/latin_real_words.txt	143767	82adaef7c8fa937e90a376a24a2cfce171150b1ef33f83f6585809d83dda3f26
primitives	artifacts/primitives.tsv	2313	3a5e89dbd89c5c833db4884cadff0ccbdc438e9ce8e832be0bc1b7e3df636ae6
seed_7001_overrides	artifacts/keys/synthetic/seed_7001/merge_overrides.tsv	122	f7c32926ce410f766138d560a13e8fe9ecf58c3094827da445fe5f10aff877f0
seed_7001_primitives	artifacts/keys/synthetic/seed_7001/primitive_mapping.tsv	2289	ec33df734cc8e6414ef099d189391791d8ec3f051cf6aa8506497d1274d44852
seed_7002_overrides	artifacts/keys/synthetic/seed_7002/merge_overrides.tsv	160	35ce9156de54268c201a9cefe6e213151c855332c787b22b0de9d0de66716521
seed_7002_primitives	artifacts/keys/synthetic/seed_7002/primitive_mapping.tsv	2290	6833c05919a3c1a4ea7accce8065fd8f68bb1fbfe1473bb4d1b093e46e880a98
seed_7003_overrides	artifacts/keys/synthetic/seed_7003/merge_overrides.tsv	158	fdd8a2edd201eacf5074b6e2f640c4e5e880825ae388d72914143dd107d63448
seed_7003_primitives	artifacts/keys/synthetic/seed_7003/primitive_mapping.tsv	2287	c2e5fa9c6177d57bf864d46b0052e203ab66fd6e10aaae45899a18f41093d0f2
seed_7004_overrides	artifacts/keys/synthetic/seed_7004/merge_overrides.tsv	159	e63713385e65a95384fb4098b2cf602a3a2a849e9e1d0ac1d61e81f0037138e1
seed_7004_primitives	artifacts/keys/synthetic/seed_7004/primitive_mapping.tsv	2291	05a0de92630b38c76c3107948478e39385b61c7b3533b1263007ab39aa73c473
seed_7005_overrides	artifacts/keys/synthetic/seed_7005/merge_overrides.tsv	159	6b1009066bb26a897ca05e284df602507146209bb4e0320e737dea1ccb9b35c7
seed_7005_primitives	artifacts/keys/synthetic/seed_7005/primitive_mapping.tsv	2287	11dbdae04f5a761d2315fbffb65fcdbcf22a6fcad5510680d46c4f5eddd03410
seed_7006_overrides	artifacts/keys/synthetic/seed_7006/merge_overrides.tsv	156	7df961d833529ef220421803b1effba99651acabe4c46b3e3ad2729161b01235
seed_7006_primitives	artifacts/keys/synthetic/seed_7006/primitive_mapping.tsv	2285	5ab1de6085da7c2a4e7879c03d656e9415c0ada4cc4c41ca65163991428aa022
synthetic_held	artifacts/synthetic_held.tsv	134736	588d0b269102f96f7a1db3d0c9967e83a87e2c6cb8da03fa08cbb0e6fd3033de
train_chunks	artifacts/synthetic_train_chunks.tsv	244983	dc6a154345d82772d32d8d7f100a81b8d48af622b9b2323f44bbdcfacc3010cd
truth_overrides	artifacts/synthetic_truth_overrides.tsv	159	a789a39518a50090c1c9e6c6843bf306759b295f1488e65b8dadc4510ff2de04
truth_primitives	artifacts/synthetic_truth_primitives.tsv	840	0529bdee6f70e54ea5b3cfabfff863e50002547e03e2509601cebaaa7cfe79ac
units	artifacts/units.tsv	2412	8fc32a38dbe47a5d738698ccccd7289fe3d533e9e5d870624da11f0fc5d19180
