model	weight_scheme	truth_bits_per_scored_symbol	truth_rank_of_7	wrong_keys_beating_truth	wrong_keys_tying_truth	best_key	best_bits_per_scored_symbol	next_best_wrong_key	next_best_wrong_minus_truth_bps	truth_bits_per_emitted_letter_including_boundaries	truth_rank_of_7_letter_denominator	wrong_keys_beating_truth_letter_denominator	wrong_keys_tying_truth_letter_denominator	next_best_wrong_minus_truth_letter_denominator
LEGACY_CONTINUOUS_CHUNK__FULL_REFERENCE	event_count_PRIMARY	2.101683120864	1	0	0	TRUTH	2.101683120864	seed_7001	1.700430435036	2.462152118600	1	0	0	2.355543089990
LEGACY_CONTINUOUS_CHUNK__FULL_REFERENCE	sqrt_count_SENSITIVITY	2.247859457529	1	0	0	TRUTH	2.247859457529	seed_7001	1.510658208151	2.554076928978	1	0	0	2.159807615492
LEGACY_CONTINUOUS_CHUNK__LM_FIT_40	event_count_PRIMARY	2.211424029515	1	0	0	TRUTH	2.211424029515	seed_7002	1.674115957337	2.590715177441	1	0	0	2.350278711569
LEGACY_CONTINUOUS_CHUNK__LM_FIT_40	sqrt_count_SENSITIVITY	2.399959218508	1	0	0	TRUTH	2.399959218508	seed_7001	1.485612181814	2.726896670496	1	0	0	2.146337034819
LEGACY_CONTINUOUS_CHUNK__LM_CONFIRM_20	event_count_PRIMARY	2.328646315785	1	0	0	TRUTH	2.328646315785	seed_7001	1.675353329588	2.728042778173	1	0	0	2.345464265502
LEGACY_CONTINUOUS_CHUNK__LM_CONFIRM_20	sqrt_count_SENSITIVITY	2.530438695696	1	0	0	TRUTH	2.530438695696	seed_7001	1.420796538953	2.875150877972	1	0	0	2.080437564316
LEGACY_CONTINUOUS_CHUNK__SYNTHETIC_HELD_ONLY	event_count_PRIMARY	2.404527306830	1	0	0	TRUTH	2.404527306830	seed_7001	2.756463476407	2.816938454694	1	0	0	3.722603356043
LEGACY_CONTINUOUS_CHUNK__SYNTHETIC_HELD_ONLY	sqrt_count_SENSITIVITY	2.640963889693	1	0	0	TRUTH	2.640963889693	seed_7001	2.333437384466	3.000732505022	1	0	0	3.238097632286
RESET_MATCHED_WORD__FULL_REFERENCE	event_count_PRIMARY	2.247816692838	1	0	0	TRUTH	2.247816692838	seed_7002	2.002737961060	2.633349707934	1	0	0	2.771810100195
RESET_MATCHED_WORD__FULL_REFERENCE	sqrt_count_SENSITIVITY	2.367655542344	1	0	0	TRUTH	2.367655542344	seed_7001	1.837868301713	2.690192385566	1	0	0	2.584321562026
RESET_MATCHED_WORD__LM_FIT_40	event_count_PRIMARY	2.358008100028	1	0	0	TRUTH	2.358008100028	seed_7002	1.882226407216	2.762440532316	1	0	0	2.629595802184
RESET_MATCHED_WORD__LM_FIT_40	sqrt_count_SENSITIVITY	2.521146146634	1	0	0	TRUTH	2.521146146634	seed_7002	1.754864975229	2.864592439768	1	0	0	2.505475381561
RESET_MATCHED_WORD__LM_CONFIRM_20	event_count_PRIMARY	2.477457578787	1	0	0	TRUTH	2.477457578787	seed_7001	2.073143548258	2.902377321205	1	0	0	2.863733796637
RESET_MATCHED_WORD__LM_CONFIRM_20	sqrt_count_SENSITIVITY	2.654226717072	1	0	0	TRUTH	2.654226717072	seed_7001	1.795508740859	3.015802077680	1	0	0	2.564998936946
RESET_MATCHED_WORD__SYNTHETIC_HELD_ONLY	event_count_PRIMARY	2.554820656961	1	0	0	TRUTH	2.554820656961	seed_7001	3.674824084871	2.993009284195	1	0	0	4.900634391274
RESET_MATCHED_WORD__SYNTHETIC_HELD_ONLY	sqrt_count_SENSITIVITY	2.768247904686	1	0	0	TRUTH	2.768247904686	seed_7001	3.140552765836	3.145355944460	1	0	0	4.265385905036
