mutation_id	primitive_id	primitive	role	old_output	new_output	fixed_output_length	affected_chunk_types	affected_event_count	affected_sqrt_weight
P00_a_TO_f	0	C	literal_carrier	a	f	1	2243	5978.000000000000	3061.212239070316
P00_a_TO_h	0	C	literal_carrier	a	h	1	2243	5978.000000000000	3061.212239070316
P00_a_TO_x	0	C	literal_carrier	a	x	1	2243	5978.000000000000	3061.212239070316
P00_a_TO_y	0	C	literal_carrier	a	y	1	2243	5978.000000000000	3061.212239070316
P00_a_TO_z	0	C	literal_carrier	a	z	1	2243	5978.000000000000	3061.212239070316
P01_et_TO_ab	1	E	connector	et	ab	2	3	376.000000000000	22.019352329555
P01_et_TO_ac	1	E	connector	et	ac	2	3	376.000000000000	22.019352329555
P01_et_TO_ad	1	E	connector	et	ad	2	3	376.000000000000	22.019352329555
P01_et_TO_an	1	E	connector	et	an	2	3	376.000000000000	22.019352329555
P01_et_TO_at	1	E	connector	et	at	2	3	376.000000000000	22.019352329555
P01_et_TO_cc	1	E	connector	et	cc	2	3	376.000000000000	22.019352329555
P01_et_TO_dc	1	E	connector	et	dc	2	3	376.000000000000	22.019352329555
P01_et_TO_de	1	E	connector	et	de	2	3	376.000000000000	22.019352329555
P01_et_TO_ea	1	E	connector	et	ea	2	3	376.000000000000	22.019352329555
P01_et_TO_ei	1	E	connector	et	ei	2	3	376.000000000000	22.019352329555
P01_et_TO_eo	1	E	connector	et	eo	2	3	376.000000000000	22.019352329555
P01_et_TO_ex	1	E	connector	et	ex	2	3	376.000000000000	22.019352329555
P01_et_TO_hi	1	E	connector	et	hi	2	3	376.000000000000	22.019352329555
P01_et_TO_id	1	E	connector	et	id	2	3	376.000000000000	22.019352329555
P01_et_TO_ii	1	E	connector	et	ii	2	3	376.000000000000	22.019352329555
P01_et_TO_is	1	E	connector	et	is	2	3	376.000000000000	22.019352329555
P01_et_TO_lx	1	E	connector	et	lx	2	3	376.000000000000	22.019352329555
P01_et_TO_ne	1	E	connector	et	ne	2	3	376.000000000000	22.019352329555
P01_et_TO_ob	1	E	connector	et	ob	2	3	376.000000000000	22.019352329555
P01_et_TO_re	1	E	connector	et	re	2	3	376.000000000000	22.019352329555
P01_et_TO_se	1	E	connector	et	se	2	3	376.000000000000	22.019352329555
P01_et_TO_si	1	E	connector	et	si	2	3	376.000000000000	22.019352329555
P01_et_TO_ut	1	E	connector	et	ut	2	3	376.000000000000	22.019352329555
P01_et_TO_vi	1	E	connector	et	vi	2	3	376.000000000000	22.019352329555
P01_et_TO_xv	1	E	connector	et	xv	2	3	376.000000000000	22.019352329555
P01_et_TO_xx	1	E	connector	et	xx	2	3	376.000000000000	22.019352329555
P02_t_TO_f	2	F	literal_carrier	t	f	1	0	0	0
P02_t_TO_h	2	F	literal_carrier	t	h	1	0	0	0
P02_t_TO_x	2	F	literal_carrier	t	x	1	0	0	0
P02_t_TO_y	2	F	literal_carrier	t	y	1	0	0	0
P02_t_TO_z	2	F	literal_carrier	t	z	1	0	0	0
P03_s_TO_f	3	I	literal_carrier	s	f	1	1297	3364.000000000000	1750.967164353825
P03_s_TO_h	3	I	literal_carrier	s	h	1	1297	3364.000000000000	1750.967164353825
P03_s_TO_x	3	I	literal_carrier	s	x	1	1297	3364.000000000000	1750.967164353825
P03_s_TO_y	3	I	literal_carrier	s	y	1	1297	3364.000000000000	1750.967164353825
P03_s_TO_z	3	I	literal_carrier	s	z	1	1297	3364.000000000000	1750.967164353825
P04_er_TO_ab	4	K	context_abbreviation_mark	er	ab	2	0	0	0
P04_er_TO_ac	4	K	context_abbreviation_mark	er	ac	2	0	0	0
P04_er_TO_ad	4	K	context_abbreviation_mark	er	ad	2	0	0	0
P04_er_TO_ae	4	K	context_abbreviation_mark	er	ae	2	0	0	0
P04_er_TO_ag	4	K	context_abbreviation_mark	er	ag	2	0	0	0
P04_er_TO_al	4	K	context_abbreviation_mark	er	al	2	0	0	0
P04_er_TO_am	4	K	context_abbreviation_mark	er	am	2	0	0	0
P04_er_TO_an	4	K	context_abbreviation_mark	er	an	2	0	0	0
P04_er_TO_ap	4	K	context_abbreviation_mark	er	ap	2	0	0	0
P04_er_TO_ar	4	K	context_abbreviation_mark	er	ar	2	0	0	0
P04_er_TO_as	4	K	context_abbreviation_mark	er	as	2	0	0	0
P04_er_TO_at	4	K	context_abbreviation_mark	er	at	2	0	0	0
P04_er_TO_au	4	K	context_abbreviation_mark	er	au	2	0	0	0
P04_er_TO_av	4	K	context_abbreviation_mark	er	av	2	0	0	0
P04_er_TO_ba	4	K	context_abbreviation_mark	er	ba	2	0	0	0
P04_er_TO_be	4	K	context_abbreviation_mark	er	be	2	0	0	0
P04_er_TO_bi	4	K	context_abbreviation_mark	er	bi	2	0	0	0
P04_er_TO_bu	4	K	context_abbreviation_mark	er	bu	2	0	0	0
P04_er_TO_ca	4	K	context_abbreviation_mark	er	ca	2	0	0	0
P04_er_TO_cc	4	K	context_abbreviation_mark	er	cc	2	0	0	0
P04_er_TO_ce	4	K	context_abbreviation_mark	er	ce	2	0	0	0
P04_er_TO_ci	4	K	context_abbreviation_mark	er	ci	2	0	0	0
P04_er_TO_co	4	K	context_abbreviation_mark	er	co	2	0	0	0
P04_er_TO_ct	4	K	context_abbreviation_mark	er	ct	2	0	0	0
P04_er_TO_cu	4	K	context_abbreviation_mark	er	cu	2	0	0	0
P04_er_TO_da	4	K	context_abbreviation_mark	er	da	2	0	0	0
P04_er_TO_de	4	K	context_abbreviation_mark	er	de	2	0	0	0
P04_er_TO_di	4	K	context_abbreviation_mark	er	di	2	0	0	0
P04_er_TO_do	4	K	context_abbreviation_mark	er	do	2	0	0	0
P04_er_TO_du	4	K	context_abbreviation_mark	er	du	2	0	0	0
P04_er_TO_ea	4	K	context_abbreviation_mark	er	ea	2	0	0	0
P04_er_TO_eb	4	K	context_abbreviation_mark	er	eb	2	0	0	0
P04_er_TO_ec	4	K	context_abbreviation_mark	er	ec	2	0	0	0
P04_er_TO_ed	4	K	context_abbreviation_mark	er	ed	2	0	0	0
P04_er_TO_ef	4	K	context_abbreviation_mark	er	ef	2	0	0	0
P04_er_TO_eg	4	K	context_abbreviation_mark	er	eg	2	0	0	0
P04_er_TO_ei	4	K	context_abbreviation_mark	er	ei	2	0	0	0
P04_er_TO_el	4	K	context_abbreviation_mark	er	el	2	0	0	0
P04_er_TO_em	4	K	context_abbreviation_mark	er	em	2	0	0	0
P04_er_TO_en	4	K	context_abbreviation_mark	er	en	2	0	0	0
P04_er_TO_eo	4	K	context_abbreviation_mark	er	eo	2	0	0	0
P04_er_TO_ep	4	K	context_abbreviation_mark	er	ep	2	0	0	0
P04_er_TO_eq	4	K	context_abbreviation_mark	er	eq	2	0	0	0
P04_er_TO_es	4	K	context_abbreviation_mark	er	es	2	0	0	0
P04_er_TO_et	4	K	context_abbreviation_mark	er	et	2	0	0	0
P04_er_TO_eu	4	K	context_abbreviation_mark	er	eu	2	0	0	0
P04_er_TO_ex	4	K	context_abbreviation_mark	er	ex	2	0	0	0
P04_er_TO_fa	4	K	context_abbreviation_mark	er	fa	2	0	0	0
P04_er_TO_fe	4	K	context_abbreviation_mark	er	fe	2	0	0	0
P04_er_TO_fi	4	K	context_abbreviation_mark	er	fi	2	0	0	0
P04_er_TO_fl	4	K	context_abbreviation_mark	er	fl	2	0	0	0
P04_er_TO_fr	4	K	context_abbreviation_mark	er	fr	2	0	0	0
P04_er_TO_fu	4	K	context_abbreviation_mark	er	fu	2	0	0	0
P04_er_TO_ga	4	K	context_abbreviation_mark	er	ga	2	0	0	0
P04_er_TO_ge	4	K	context_abbreviation_mark	er	ge	2	0	0	0
P04_er_TO_gi	4	K	context_abbreviation_mark	er	gi	2	0	0	0
P04_er_TO_gn	4	K	context_abbreviation_mark	er	gn	2	0	0	0
P04_er_TO_gr	4	K	context_abbreviation_mark	er	gr	2	0	0	0
P04_er_TO_ha	4	K	context_abbreviation_mark	er	ha	2	0	0	0
P04_er_TO_he	4	K	context_abbreviation_mark	er	he	2	0	0	0
P04_er_TO_hi	4	K	context_abbreviation_mark	er	hi	2	0	0	0
P04_er_TO_ho	4	K	context_abbreviation_mark	er	ho	2	0	0	0
P04_er_TO_ia	4	K	context_abbreviation_mark	er	ia	2	0	0	0
P04_er_TO_ib	4	K	context_abbreviation_mark	er	ib	2	0	0	0
P04_er_TO_ic	4	K	context_abbreviation_mark	er	ic	2	0	0	0
P04_er_TO_id	4	K	context_abbreviation_mark	er	id	2	0	0	0
P04_er_TO_ie	4	K	context_abbreviation_mark	er	ie	2	0	0	0
P04_er_TO_ig	4	K	context_abbreviation_mark	er	ig	2	0	0	0
P04_er_TO_ii	4	K	context_abbreviation_mark	er	ii	2	0	0	0
P04_er_TO_il	4	K	context_abbreviation_mark	er	il	2	0	0	0
P04_er_TO_im	4	K	context_abbreviation_mark	er	im	2	0	0	0
P04_er_TO_in	4	K	context_abbreviation_mark	er	in	2	0	0	0
P04_er_TO_io	4	K	context_abbreviation_mark	er	io	2	0	0	0
P04_er_TO_ip	4	K	context_abbreviation_mark	er	ip	2	0	0	0
P04_er_TO_iq	4	K	context_abbreviation_mark	er	iq	2	0	0	0
P04_er_TO_ir	4	K	context_abbreviation_mark	er	ir	2	0	0	0
P04_er_TO_is	4	K	context_abbreviation_mark	er	is	2	0	0	0
P04_er_TO_it	4	K	context_abbreviation_mark	er	it	2	0	0	0
P04_er_TO_iu	4	K	context_abbreviation_mark	er	iu	2	0	0	0
P04_er_TO_iv	4	K	context_abbreviation_mark	er	iv	2	0	0	0
P04_er_TO_la	4	K	context_abbreviation_mark	er	la	2	0	0	0
P04_er_TO_le	4	K	context_abbreviation_mark	er	le	2	0	0	0
P04_er_TO_li	4	K	context_abbreviation_mark	er	li	2	0	0	0
P04_er_TO_ll	4	K	context_abbreviation_mark	er	ll	2	0	0	0
P04_er_TO_lo	4	K	context_abbreviation_mark	er	lo	2	0	0	0
P04_er_TO_lt	4	K	context_abbreviation_mark	er	lt	2	0	0	0
P04_er_TO_lu	4	K	context_abbreviation_mark	er	lu	2	0	0	0
P04_er_TO_lv	4	K	context_abbreviation_mark	er	lv	2	0	0	0
P04_er_TO_ma	4	K	context_abbreviation_mark	er	ma	2	0	0	0
P04_er_TO_me	4	K	context_abbreviation_mark	er	me	2	0	0	0
P04_er_TO_mi	4	K	context_abbreviation_mark	er	mi	2	0	0	0
P04_er_TO_mm	4	K	context_abbreviation_mark	er	mm	2	0	0	0
P04_er_TO_mn	4	K	context_abbreviation_mark	er	mn	2	0	0	0
P04_er_TO_mo	4	K	context_abbreviation_mark	er	mo	2	0	0	0
P04_er_TO_mp	4	K	context_abbreviation_mark	er	mp	2	0	0	0
P04_er_TO_mq	4	K	context_abbreviation_mark	er	mq	2	0	0	0
P04_er_TO_mu	4	K	context_abbreviation_mark	er	mu	2	0	0	0
P04_er_TO_na	4	K	context_abbreviation_mark	er	na	2	0	0	0
P04_er_TO_nc	4	K	context_abbreviation_mark	er	nc	2	0	0	0
P04_er_TO_nd	4	K	context_abbreviation_mark	er	nd	2	0	0	0
P04_er_TO_ne	4	K	context_abbreviation_mark	er	ne	2	0	0	0
P04_er_TO_nf	4	K	context_abbreviation_mark	er	nf	2	0	0	0
P04_er_TO_ng	4	K	context_abbreviation_mark	er	ng	2	0	0	0
P04_er_TO_ni	4	K	context_abbreviation_mark	er	ni	2	0	0	0
P04_er_TO_no	4	K	context_abbreviation_mark	er	no	2	0	0	0
P04_er_TO_ns	4	K	context_abbreviation_mark	er	ns	2	0	0	0
P04_er_TO_nt	4	K	context_abbreviation_mark	er	nt	2	0	0	0
P04_er_TO_nu	4	K	context_abbreviation_mark	er	nu	2	0	0	0
P04_er_TO_ob	4	K	context_abbreviation_mark	er	ob	2	0	0	0
P04_er_TO_oc	4	K	context_abbreviation_mark	er	oc	2	0	0	0
P04_er_TO_od	4	K	context_abbreviation_mark	er	od	2	0	0	0
P04_er_TO_oe	4	K	context_abbreviation_mark	er	oe	2	0	0	0
P04_er_TO_og	4	K	context_abbreviation_mark	er	og	2	0	0	0
P04_er_TO_ol	4	K	context_abbreviation_mark	er	ol	2	0	0	0
P04_er_TO_om	4	K	context_abbreviation_mark	er	om	2	0	0	0
P04_er_TO_on	4	K	context_abbreviation_mark	er	on	2	0	0	0
P04_er_TO_op	4	K	context_abbreviation_mark	er	op	2	0	0	0
P04_er_TO_or	4	K	context_abbreviation_mark	er	or	2	0	0	0
P04_er_TO_os	4	K	context_abbreviation_mark	er	os	2	0	0	0
P04_er_TO_ot	4	K	context_abbreviation_mark	er	ot	2	0	0	0
P04_er_TO_ov	4	K	context_abbreviation_mark	er	ov	2	0	0	0
P04_er_TO_pa	4	K	context_abbreviation_mark	er	pa	2	0	0	0
P04_er_TO_pe	4	K	context_abbreviation_mark	er	pe	2	0	0	0
P04_er_TO_pi	4	K	context_abbreviation_mark	er	pi	2	0	0	0
P04_er_TO_pl	4	K	context_abbreviation_mark	er	pl	2	0	0	0
P04_er_TO_po	4	K	context_abbreviation_mark	er	po	2	0	0	0
P04_er_TO_pp	4	K	context_abbreviation_mark	er	pp	2	0	0	0
P04_er_TO_pr	4	K	context_abbreviation_mark	er	pr	2	0	0	0
P04_er_TO_ps	4	K	context_abbreviation_mark	er	ps	2	0	0	0
P04_er_TO_pt	4	K	context_abbreviation_mark	er	pt	2	0	0	0
P04_er_TO_pu	4	K	context_abbreviation_mark	er	pu	2	0	0	0
P04_er_TO_qu	4	K	context_abbreviation_mark	er	qu	2	0	0	0
P04_er_TO_ra	4	K	context_abbreviation_mark	er	ra	2	0	0	0
P04_er_TO_rc	4	K	context_abbreviation_mark	er	rc	2	0	0	0
P04_er_TO_re	4	K	context_abbreviation_mark	er	re	2	0	0	0
P04_er_TO_ri	4	K	context_abbreviation_mark	er	ri	2	0	0	0
P04_er_TO_rm	4	K	context_abbreviation_mark	er	rm	2	0	0	0
P04_er_TO_ro	4	K	context_abbreviation_mark	er	ro	2	0	0	0
P04_er_TO_rr	4	K	context_abbreviation_mark	er	rr	2	0	0	0
P04_er_TO_rs	4	K	context_abbreviation_mark	er	rs	2	0	0	0
P04_er_TO_rt	4	K	context_abbreviation_mark	er	rt	2	0	0	0
P04_er_TO_ru	4	K	context_abbreviation_mark	er	ru	2	0	0	0
P04_er_TO_sa	4	K	context_abbreviation_mark	er	sa	2	0	0	0
P04_er_TO_sc	4	K	context_abbreviation_mark	er	sc	2	0	0	0
P04_er_TO_se	4	K	context_abbreviation_mark	er	se	2	0	0	0
P04_er_TO_si	4	K	context_abbreviation_mark	er	si	2	0	0	0
P04_er_TO_so	4	K	context_abbreviation_mark	er	so	2	0	0	0
P04_er_TO_sp	4	K	context_abbreviation_mark	er	sp	2	0	0	0
P04_er_TO_sq	4	K	context_abbreviation_mark	er	sq	2	0	0	0
P04_er_TO_ss	4	K	context_abbreviation_mark	er	ss	2	0	0	0
P04_er_TO_st	4	K	context_abbreviation_mark	er	st	2	0	0	0
P04_er_TO_su	4	K	context_abbreviation_mark	er	su	2	0	0	0
P04_er_TO_ta	4	K	context_abbreviation_mark	er	ta	2	0	0	0
P04_er_TO_te	4	K	context_abbreviation_mark	er	te	2	0	0	0
P04_er_TO_ti	4	K	context_abbreviation_mark	er	ti	2	0	0	0
P04_er_TO_to	4	K	context_abbreviation_mark	er	to	2	0	0	0
P04_er_TO_tq	4	K	context_abbreviation_mark	er	tq	2	0	0	0
P04_er_TO_tr	4	K	context_abbreviation_mark	er	tr	2	0	0	0
P04_er_TO_tt	4	K	context_abbreviation_mark	er	tt	2	0	0	0
P04_er_TO_tu	4	K	context_abbreviation_mark	er	tu	2	0	0	0
P04_er_TO_ua	4	K	context_abbreviation_mark	er	ua	2	0	0	0
P04_er_TO_ub	4	K	context_abbreviation_mark	er	ub	2	0	0	0
P04_er_TO_uc	4	K	context_abbreviation_mark	er	uc	2	0	0	0
P04_er_TO_ud	4	K	context_abbreviation_mark	er	ud	2	0	0	0
P04_er_TO_ue	4	K	context_abbreviation_mark	er	ue	2	0	0	0
P04_er_TO_ug	4	K	context_abbreviation_mark	er	ug	2	0	0	0
P04_er_TO_ui	4	K	context_abbreviation_mark	er	ui	2	0	0	0
P04_er_TO_ul	4	K	context_abbreviation_mark	er	ul	2	0	0	0
P04_er_TO_um	4	K	context_abbreviation_mark	er	um	2	0	0	0
P04_er_TO_un	4	K	context_abbreviation_mark	er	un	2	0	0	0
P04_er_TO_uo	4	K	context_abbreviation_mark	er	uo	2	0	0	0
P04_er_TO_up	4	K	context_abbreviation_mark	er	up	2	0	0	0
P04_er_TO_ur	4	K	context_abbreviation_mark	er	ur	2	0	0	0
P04_er_TO_us	4	K	context_abbreviation_mark	er	us	2	0	0	0
P04_er_TO_ut	4	K	context_abbreviation_mark	er	ut	2	0	0	0
P04_er_TO_va	4	K	context_abbreviation_mark	er	va	2	0	0	0
P04_er_TO_ve	4	K	context_abbreviation_mark	er	ve	2	0	0	0
P04_er_TO_vi	4	K	context_abbreviation_mark	er	vi	2	0	0	0
P04_er_TO_xe	4	K	context_abbreviation_mark	er	xe	2	0	0	0
P04_er_TO_xi	4	K	context_abbreviation_mark	er	xi	2	0	0	0
P05_i_TO_f	5	N	literal_carrier	i	f	1	2720	6598.000000000000	3722.754052747815
P05_i_TO_h	5	N	literal_carrier	i	h	1	2720	6598.000000000000	3722.754052747815
P05_i_TO_x	5	N	literal_carrier	i	x	1	2720	6598.000000000000	3722.754052747815
P05_i_TO_y	5	N	literal_carrier	i	y	1	2720	6598.000000000000	3722.754052747815
P05_i_TO_z	5	N	literal_carrier	i	z	1	2720	6598.000000000000	3722.754052747815
P06_p_TO_f	6	P	literal_carrier	p	f	1	1000	2370.000000000000	1356.132930309233
P06_p_TO_h	6	P	literal_carrier	p	h	1	1000	2370.000000000000	1356.132930309233
P06_p_TO_x	6	P	literal_carrier	p	x	1	1000	2370.000000000000	1356.132930309233
P06_p_TO_y	6	P	literal_carrier	p	y	1	1000	2370.000000000000	1356.132930309233
P06_p_TO_z	6	P	literal_carrier	p	z	1	1000	2370.000000000000	1356.132930309233
P07_con_TO_acc	7	S	prefix_operator	con	acc	3	234	416.000000000000	291.853914947097
P07_con_TO_aci	7	S	prefix_operator	con	aci	3	234	416.000000000000	291.853914947097
P07_con_TO_adv	7	S	prefix_operator	con	adv	3	234	416.000000000000	291.853914947097
P07_con_TO_agr	7	S	prefix_operator	con	agr	3	234	416.000000000000	291.853914947097
P07_con_TO_ali	7	S	prefix_operator	con	ali	3	234	416.000000000000	291.853914947097
P07_con_TO_alt	7	S	prefix_operator	con	alt	3	234	416.000000000000	291.853914947097
P07_con_TO_ami	7	S	prefix_operator	con	ami	3	234	416.000000000000	291.853914947097
P07_con_TO_ani	7	S	prefix_operator	con	ani	3	234	416.000000000000	291.853914947097
P07_con_TO_ant	7	S	prefix_operator	con	ant	3	234	416.000000000000	291.853914947097
P07_con_TO_apu	7	S	prefix_operator	con	apu	3	234	416.000000000000	291.853914947097
P07_con_TO_arb	7	S	prefix_operator	con	arb	3	234	416.000000000000	291.853914947097
P07_con_TO_ari	7	S	prefix_operator	con	ari	3	234	416.000000000000	291.853914947097
P07_con_TO_arm	7	S	prefix_operator	con	arm	3	234	416.000000000000	291.853914947097
P07_con_TO_atq	7	S	prefix_operator	con	atq	3	234	416.000000000000	291.853914947097
