case_id	final_position	final_surface	final_card_no	final_command_de	source_copy	source_reason	matches_hidden_master_card
C1	1	okaiin	PROC038	ANSETZEN · MASS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C1	2	os	PROC005	FACH	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C1	3	lsho	PROC084	WASCHEN · GANG	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C1	4	qokal	PROC048	ANSETZEN · ZIEL	COPY_B_INVENTORY_WITNESS	SUPPLIES_CARD_MISSING_FROM_COPY_A_MULTISET	YES
C1	5	shey	PROC031	HALTEN · LANG · DIES	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C1	6	shedy	PROC078	ABSETZEN; SCHLUSS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C2	1	cthy	PROC014	BEREIT · DIES	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C2	2	cthaiin	PROC017	BEREIT · MASS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C2	3	qoctholy	PROC018	GANG · BEREIT · FORTSETZEN · DIES	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C2	4	ches	PROC124	ABZIEHEN · KURZ · TEILEN	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C2	5	okal	PROC048	ANSETZEN · ZIEL	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C2	6	qokeeedy	PROC119	ANSETZEN · VOLL; SCHLUSS	COPY_B_INVENTORY_WITNESS	SUPPLIES_CARD_MISSING_FROM_COPY_A_MULTISET	YES
C3	1	cfhy	PROC028	AUSWRINGEN · DIES	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C3	2	cphy	PROC030	HINEIN · DIES	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C3	3	okaiin	PROC038	ANSETZEN · MASS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C3	4	qokal	PROC048	ANSETZEN · ZIEL	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C3	5	shey	PROC031	HALTEN · LANG · DIES	COPY_B_INVENTORY_WITNESS	SUPPLIES_CARD_MISSING_FROM_COPY_A_MULTISET	YES
C3	6	shedy	PROC078	ABSETZEN; SCHLUSS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C4	1	qokaiin	PROC038	ANSETZEN · MASS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C4	2	qokain	PROC080	ANSETZEN · PORTION	COPY_B_INVENTORY_WITNESS	SUPPLIES_CARD_MISSING_FROM_COPY_A_MULTISET	YES
C4	3	ykan	PROC040	DIES · ZUFUEHREN · NACHPORTION	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C4	4	okal	PROC048	ANSETZEN · ZIEL	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C4	5	qokylddy	PROC155	ANSETZEN · DIES · BEFESTIGEN; SCHLUSS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C4	6	talam	PROC043	VERWAHREN	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C5	1	cho	PROC052	GABE	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C5	2	okaiin	PROC038	ANSETZEN · MASS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C5	3	kchoar	PROC063	ZUFUEHREN · GABE · QUELLE	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C5	4	chodaly	PROC053	GABE · ZIEL · DIES	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
C5	5	daiiin	PROC169	ZWEIT · STUFE	COPY_B_INVENTORY_WITNESS	SUPPLIES_CARD_MISSING_FROM_COPY_A_MULTISET	YES
C5	6	shedy	PROC078	ABSETZEN; SCHLUSS	COPY_A_ORDER_WITNESS	PRESERVES_ORDER_AND_EXISTING_HAND	YES
