edition	source_group_id	locus	raw	direction	head_id	head_raw	cross_line	status
ZL3b	ZL3b|f77r.10|G004	f77r.10	qotaiin	LEFT	ZL3b|f77r.10|G003	shey	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.10|G004	f77r.10	qotaiin	RIGHT	ZL3b|f77r.10|G005	qotedy	False	MARKED_HEAD
ZL3b	ZL3b|f77r.10|G005	f77r.10	qotedy	LEFT	ZL3b|f77r.10|G004	qotaiin	False	MARKED_HEAD
ZL3b	ZL3b|f77r.10|G005	f77r.10	qotedy	RIGHT	ZL3b|f77r.10|G006	qokol	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.11|G002	f77r.11	qokaiin	LEFT	ZL3b|f77r.11|G001	qoteedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.11|G002	f77r.11	qokaiin	RIGHT	ZL3b|f77r.11|G003	shedy	False	SHEDY_HYPOTHESIS
ZL3b	ZL3b|f77r.14|G005	f77r.14	qokaiin	LEFT	ZL3b|f77r.14|G004	qoteedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.14|G005	f77r.14	qokaiin	RIGHT	ZL3b|f77r.14|G006	shedy	False	SHEDY_HYPOTHESIS
ZL3b	ZL3b|f77r.14|G008	f77r.14	qotedy	LEFT	ZL3b|f77r.14|G007	qokeedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.14|G008	f77r.14	qotedy	RIGHT	ZL3b|f77r.15|G001	qokeedy	True	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.15|G003	f77r.15	qotol	LEFT	ZL3b|f77r.15|G002	shedy	False	SHEDY_HYPOTHESIS
ZL3b	ZL3b|f77r.15|G003	f77r.15	qotol	RIGHT	ZL3b|f77r.15|G004	shedy	False	SHEDY_HYPOTHESIS
ZL3b	ZL3b|f77r.15|G005	f77r.15	qokaiin	LEFT	ZL3b|f77r.15|G004	shedy	False	SHEDY_HYPOTHESIS
ZL3b	ZL3b|f77r.15|G005	f77r.15	qokaiin	RIGHT	ZL3b|f77r.15|G006	sheety	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.16|G002	f77r.16	qotaiin	LEFT	ZL3b|f77r.16|G001	sshedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.16|G002	f77r.16	qotaiin	RIGHT	ZL3b|f77r.16|G003	chedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.16|G004	f77r.16	qokaiin	LEFT	ZL3b|f77r.16|G003	chedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.16|G004	f77r.16	qokaiin	RIGHT	ZL3b|f77r.16|G005	shedy	False	SHEDY_HYPOTHESIS
ZL3b	ZL3b|f77r.18|G011	f77r.18	qotaiin	LEFT	ZL3b|f77r.18|G010	cheedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.18|G011	f77r.18	qotaiin	RIGHT	ZL3b|f77r.19|G001	qokeedy	True	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.20|G007	f77r.20	qotedy	LEFT	ZL3b|f77r.20|G006	sheey	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.20|G007	f77r.20	qotedy	RIGHT	ZL3b|f77r.20|G008	dalchedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.23|G002	f77r.23	qokaiin	LEFT	ZL3b|f77r.23|G001	sheoky	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.23|G002	f77r.23	qokaiin	RIGHT	ZL3b|f77r.23|G003	chedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.26|G003	f77r.26	qokaiin	LEFT	ZL3b|f77r.26|G002	qokeedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.26|G003	f77r.26	qokaiin	RIGHT	ZL3b|f77r.26|G004	chcthy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.27|G006	f77r.27	qotedy	LEFT	ZL3b|f77r.27|G005	qokeedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.27|G006	f77r.27	qotedy	RIGHT	ZL3b|f77r.28|G001	olchey	True	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.30|G001	f77r.30	qokaiin	LEFT	ZL3b|f77r.29|G005	qotal	True	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.30|G001	f77r.30	qokaiin	RIGHT	ZL3b|f77r.30|G002	chckhey	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.31|G004	f77r.31	qotedy	LEFT	ZL3b|f77r.31|G003	qokeey	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.31|G004	f77r.31	qotedy	RIGHT	ZL3b|f77r.31|G005	qotedy	False	MARKED_HEAD
ZL3b	ZL3b|f77r.31|G005	f77r.31	qotedy	LEFT	ZL3b|f77r.31|G004	qotedy	False	MARKED_HEAD
ZL3b	ZL3b|f77r.31|G005	f77r.31	qotedy	RIGHT	ZL3b|f77r.31|G006	qotary	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.34|G001	f77r.34	qokaiin	LEFT	ZL3b|f77r.33|G009	dy	True	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.34|G001	f77r.34	qokaiin	RIGHT	ZL3b|f77r.34|G002	shedy	False	SHEDY_HYPOTHESIS
ZL3b	ZL3b|f77r.34|G005	f77r.34	qokaiin	LEFT	ZL3b|f77r.34|G004	qolchedy	False	UNTRANSLATED_HEAD
ZL3b	ZL3b|f77r.34|G005	f77r.34	qokaiin	RIGHT	ZL3b|f77r.34|G006	qokaiin	False	MARKED_HEAD
