length_id	island_length	matched_anchor_count	replacement_count	replacement_density	green_count	amber_count	stop_count	mutated_stop_count	unmutated_stop_count	immediate_post_island_readable_count	immediate_post_island_stop_count	no_same_statement_post_card_count	max_untouched_stop_cascade	parity_before_next_island_count	next_island_before_parity_count	bank_end_isolation_count	stop_state_failure_count	owner_bank_exact_count	owner_bank_event_exact_count
L01	1	13	13	0.002841	4565	10	1	1	0	13	0	0	0	13	0	0	0	57	4576
L02	2	13	26	0.005682	4565	10	1	1	0	13	0	0	0	13	0	0	0	57	4576
L03	3	13	39	0.008523	4565	10	1	1	0	13	0	0	0	13	0	0	0	57	4576
L04	4	13	52	0.011364	4564	10	2	2	0	13	0	0	0	13	0	0	0	57	4576
L05	5	13	65	0.014205	4564	10	2	2	0	13	0	0	0	13	0	0	0	57	4576
L06	6	13	78	0.017045	4563	10	3	3	0	13	0	0	0	13	0	0	0	57	4576
L07	7	13	91	0.019886	4563	10	3	3	0	13	0	0	0	13	0	0	0	57	4576
L08	8	13	104	0.022727	4562	10	4	4	0	13	0	0	0	13	0	0	0	57	4576
L09	9	13	117	0.025568	4562	10	4	4	0	13	0	0	0	13	0	0	0	57	4576
L10	10	13	130	0.028409	4561	10	5	5	0	13	0	0	0	13	0	0	0	57	4576
L11	11	13	143	0.031250	4561	10	5	5	0	13	0	0	0	13	0	0	0	57	4576
L12	12	13	156	0.034091	4561	10	5	5	0	13	0	0	0	13	0	0	0	57	4576
L13	13	13	169	0.036932	4560	10	6	6	0	13	0	0	0	13	0	0	0	57	4576
L14	14	13	182	0.039773	4559	10	7	7	0	13	0	0	0	13	0	0	0	57	4576
L15	15	13	195	0.042614	4559	10	7	7	0	13	0	0	0	13	0	0	0	57	4576
L16	16	13	208	0.045455	4558	10	8	8	0	13	0	0	0	13	0	0	0	57	4576
L17	17	13	221	0.048295	4557	10	9	9	0	13	0	0	0	13	0	0	0	57	4576
L18	18	13	234	0.051136	4556	10	10	10	0	13	0	0	0	13	0	0	0	57	4576
L19	19	13	247	0.053977	4557	9	10	10	0	13	0	0	0	13	0	0	0	57	4576
L20	20	13	260	0.056818	4557	9	10	10	0	13	0	0	0	13	0	0	0	57	4576
L21	21	13	273	0.059659	4557	9	10	10	0	13	0	0	0	13	0	0	0	57	4576
L22	22	13	286	0.062500	4556	9	11	11	0	13	0	0	0	13	0	0	0	57	4576
L23	23	13	299	0.065341	4554	9	13	13	0	13	0	0	0	13	0	0	0	57	4576
L24	24	13	312	0.068182	4554	9	13	13	0	13	0	0	0	13	0	0	0	57	4576
L25	25	13	325	0.071023	4554	9	13	13	0	13	0	0	0	13	0	0	0	57	4576
L26	26	13	338	0.073864	4554	9	13	13	0	13	0	0	0	13	0	0	0	57	4576
L27	27	13	351	0.076705	4554	9	13	13	0	13	0	0	0	13	0	0	0	57	4576
L28	28	13	364	0.079545	4554	9	13	13	0	13	0	0	0	13	0	0	0	57	4576
L29	29	13	377	0.082386	4552	10	14	14	0	13	0	0	0	13	0	0	0	57	4576
L30	30	13	390	0.085227	4552	10	14	14	0	13	0	0	0	13	0	0	0	57	4576
L31	31	13	403	0.088068	4551	11	14	14	0	13	0	0	0	13	0	0	0	57	4576
L32	32	13	416	0.090909	4550	11	15	15	0	12	0	1	0	13	0	0	0	57	4576
